batch,n_tokens,loss_L0_age_bin,train_acc_L0_age_bin,loss_L0_gender,train_acc_L0_gender,loss_L0_star_sign,train_acc_L0_star_sign,loss_L6_age_bin,train_acc_L6_age_bin,loss_L6_gender,train_acc_L6_gender,loss_L6_star_sign,train_acc_L6_star_sign,loss_L12_age_bin,train_acc_L12_age_bin,loss_L12_gender,train_acc_L12_gender,loss_L12_star_sign,train_acc_L12_star_sign,loss_L18_age_bin,train_acc_L18_age_bin,loss_L18_gender,train_acc_L18_gender,loss_L18_star_sign,train_acc_L18_star_sign,loss_L24_age_bin,train_acc_L24_age_bin,loss_L24_gender,train_acc_L24_gender,loss_L24_star_sign,train_acc_L24_star_sign
398,2400,1.12951,0.35999,0.709,0.51397,2.78978,0.08747,0.98762,0.41694,0.68159,0.55371,2.78451,0.08494,1.00367,0.40533,0.68081,0.54494,2.77897,0.08551,0.93372,0.44805,0.67388,0.5661,2.81083,0.08932,0.91964,0.4616,0.68465,0.58633,2.75314,0.09366
399,2400,1.14049,0.36009,0.74105,0.51396,2.74857,0.08753,0.9963,0.41709,0.69355,0.55377,2.80903,0.08494,1.03491,0.40545,0.70397,0.54498,2.81879,0.08549,0.9261,0.44832,0.66132,0.56622,2.7526,0.08932,0.91391,0.46181,0.67374,0.5864,2.79943,0.09368
400,2400,1.16194,0.36013,0.73302,0.51391,2.74174,0.08754,1.09983,0.41713,0.70098,0.55382,2.77167,0.08494,1.12988,0.40541,0.67559,0.54513,2.77378,0.0855,1.03498,0.44839,0.67398,0.56629,2.87255,0.08931,1.03618,0.46188,0.6809,0.5864,2.82105,0.09368
401,2400,1.1575,0.36015,0.73707,0.51392,2.77631,0.08755,1.03439,0.41724,0.64143,0.55404,2.82099,0.08494,1.04263,0.40551,0.66391,0.54527,2.78801,0.08551,0.9832,0.44851,0.5996,0.56658,2.8481,0.0893,0.981,0.462,0.62139,0.5866,2.72482,0.09368
402,2400,1.17106,0.36019,0.73705,0.51388,2.77209,0.08755,1.01581,0.41738,0.69454,0.55411,2.74459,0.08497,1.04911,0.40563,0.69712,0.54535,2.82212,0.08549,1.01687,0.44854,0.68694,0.56668,2.73542,0.08934,1.00992,0.46206,0.67604,0.58666,2.80498,0.09366
403,2400,1.13195,0.36033,0.73332,0.51387,2.74327,0.0876,1.05885,0.41749,0.70827,0.55414,2.76137,0.08499,1.0556,0.40574,0.70956,0.54539,2.78185,0.08549,1.03855,0.44861,0.70567,0.56667,2.75737,0.08934,1.06298,0.46203,0.73903,0.58658,2.75273,0.09366
404,2400,1.16095,0.36035,0.71932,0.51392,2.72324,0.08766,0.9804,0.41777,0.67726,0.55423,2.79737,0.08498,0.99485,0.40601,0.66728,0.54553,2.75127,0.08549,0.89682,0.44894,0.65961,0.56676,2.72793,0.08939,0.92341,0.46226,0.65321,0.58664,2.85172,0.09364
405,2400,1.15231,0.36036,0.72208,0.51393,2.80207,0.08763,1.04397,0.41785,0.6557,0.55438,2.77398,0.08499,1.07047,0.40606,0.68619,0.54564,2.78175,0.08549,0.99292,0.44902,0.62777,0.56693,2.79422,0.08938,0.99926,0.46232,0.61111,0.58682,2.81604,0.0936
406,2400,1.13419,0.36037,0.75019,0.51378,2.78309,0.08768,1.02973,0.41795,0.74427,0.55428,2.7711,0.08502,1.06185,0.4061,0.73282,0.54557,2.74686,0.08551,1.02235,0.44907,0.74739,0.56683,2.73309,0.08942,1.03053,0.46234,0.7085,0.58679,2.70264,0.09364
407,2400,1.1186,0.36054,0.72685,0.51372,2.74169,0.08769,1.00119,0.41811,0.69995,0.55432,2.76572,0.08505,1.00578,0.40626,0.7327,0.5455,2.77775,0.08551,0.94383,0.44926,0.67113,0.56691,2.77451,0.08943,0.93096,0.46251,0.66757,0.58683,2.83679,0.09362
408,2400,1.13492,0.36064,0.73304,0.51372,2.78637,0.08768,1.04401,0.4182,0.69337,0.55436,2.77199,0.08507,1.07587,0.40628,0.6821,0.54559,2.77109,0.08553,1.03514,0.44927,0.68709,0.56695,2.80801,0.08945,1.00427,0.46252,0.69424,0.58682,2.76683,0.09366
409,2400,1.1456,0.36066,0.72393,0.51375,2.7656,0.08765,1.02253,0.41832,0.64424,0.55453,2.74337,0.08508,1.08189,0.40632,0.67094,0.5457,2.7735,0.08553,0.99165,0.44936,0.64432,0.56709,2.82964,0.08945,0.99502,0.46254,0.61471,0.58702,2.78268,0.09362
410,2400,1.16815,0.36066,0.73522,0.51373,2.76529,0.08762,1.03346,0.41846,0.69406,0.55455,2.76425,0.08512,1.03445,0.40645,0.69786,0.54574,2.75749,0.08555,0.97755,0.44948,0.68718,0.56711,2.73927,0.08946,0.95227,0.46262,0.64941,0.5871,2.74688,0.09362
411,2400,1.15056,0.36068,0.72633,0.51377,2.73583,0.0876,1.03684,0.41854,0.69972,0.5546,2.81785,0.08511,1.04136,0.40656,0.67913,0.54585,2.8013,0.08552,0.98312,0.44959,0.68183,0.56717,2.8091,0.08946,0.98229,0.46271,0.69005,0.58713,2.80327,0.09362
412,2400,1.1531,0.36066,0.73247,0.51377,2.73911,0.0876,1.07334,0.41857,0.66625,0.55473,2.77787,0.08508,1.09693,0.40652,0.68537,0.54595,2.78869,0.08549,1.03436,0.44962,0.6517,0.56733,2.80508,0.08945,1.05992,0.46272,0.6211,0.58729,2.7974,0.0936
413,2400,1.12704,0.36076,0.73137,0.51378,2.75734,0.08761,1.01137,0.41871,0.66868,0.55485,2.70738,0.08512,1.05343,0.4066,0.68004,0.54606,2.77035,0.08549,0.99074,0.4497,0.64993,0.56748,2.76883,0.08945,0.97358,0.46286,0.63769,0.58746,2.86904,0.09357
414,2400,1.16859,0.36073,0.73142,0.51377,2.74675,0.08761,0.99783,0.41889,0.66113,0.55497,2.72691,0.08517,1.01648,0.40677,0.70001,0.54608,2.72175,0.08555,0.89643,0.44994,0.62268,0.56771,2.7262,0.08951,0.89273,0.46311,0.58215,0.58773,2.65011,0.09368
415,2400,1.12796,0.36082,0.74528,0.51378,2.74682,0.08761,1.06297,0.41897,0.69006,0.55503,2.77295,0.08515,1.07502,0.40684,0.68628,0.54617,2.80327,0.08554,1.03365,0.45004,0.67619,0.56776,2.81592,0.08949,1.05925,0.46316,0.69349,0.58773,2.82996,0.09362
416,2400,1.17158,0.3608,0.7341,0.51374,2.77778,0.08761,1.10603,0.41893,0.6656,0.55515,2.74721,0.08515,1.05928,0.40694,0.67047,0.5463,2.7712,0.08556,1.05131,0.45006,0.68382,0.56777,2.78275,0.0895,1.06307,0.46317,0.65365,0.58779,2.82031,0.0936
417,2400,1.15845,0.3608,0.7138,0.51376,2.75637,0.08762,1.01443,0.41907,0.64645,0.55534,2.72904,0.08516,1.02803,0.4071,0.66206,0.54643,2.73489,0.08559,0.97902,0.45022,0.62132,0.56797,2.77269,0.0895,0.98076,0.46334,0.61902,0.58796,2.68812,0.09367
418,2400,1.13791,0.36091,0.72485,0.51376,2.74913,0.08761,1.04605,0.41914,0.68888,0.5554,2.75602,0.08518,1.11431,0.4071,0.69357,0.5465,2.71072,0.08563,1.06153,0.45021,0.69359,0.56802,2.80234,0.08949,1.04259,0.46336,0.71336,0.58797,2.79166,0.09367
419,2400,1.13974,0.36093,0.71996,0.51379,2.75642,0.08759,1.04316,0.41924,0.66597,0.5555,2.74616,0.0852,1.07854,0.40718,0.66483,0.54663,2.77118,0.08563,1.03015,0.45027,0.6599,0.56812,2.75463,0.08949,1.00486,0.46346,0.65042,0.58808,2.7689,0.09367
420,2400,1.12831,0.36097,0.72772,0.51382,2.74759,0.08759,1.0083,0.41937,0.69074,0.55555,2.79247,0.08519,1.02127,0.4073,0.69397,0.54668,2.76897,0.08563,0.9359,0.45045,0.68967,0.56818,2.81885,0.08946,0.96236,0.46356,0.69719,0.58806,2.72468,0.0937
421,2400,1.11426,0.3611,0.73145,0.51381,2.76011,0.08761,0.9632,0.41959,0.66004,0.55568,2.70862,0.08525,0.98838,0.40747,0.65619,0.54683,2.70322,0.0857,0.88993,0.4507,0.65938,0.56829,2.72075,0.08949,0.89351,0.46378,0.64502,0.58817,2.69088,0.09381
422,2400,1.14615,0.36113,0.72542,0.5138,2.77081,0.08764,0.99197,0.41977,0.69653,0.5557,2.74943,0.08526,1.0425,0.4076,0.69457,0.54687,2.79621,0.08569,0.95304,0.45084,0.71237,0.56828,2.80863,0.08949,0.97736,0.46389,0.72593,0.5881,2.78186,0.09378
423,2400,1.15179,0.36116,0.72081,0.51379,2.73466,0.08765,1.00854,0.41989,0.66625,0.55581,2.78174,0.08529,1.07177,0.40764,0.70814,0.54689,2.71919,0.08574,0.97702,0.45094,0.67327,0.56834,2.7511,0.08953,0.94667,0.464,0.66786,0.58817,2.75703,0.0938
424,2400,1.15284,0.36118,0.72236,0.51382,2.77287,0.08763,1.03037,0.42003,0.63232,0.55599,2.78956,0.08528,1.02724,0.4078,0.64884,0.54709,2.75918,0.08573,0.96965,0.45108,0.62004,0.56851,2.77488,0.08951,0.95348,0.46414,0.62711,0.58826,2.8161,0.09379
425,2400,1.18533,0.36108,0.73129,0.51377,2.73813,0.08767,1.03368,0.42016,0.667,0.55611,2.73632,0.08529,1.04578,0.40791,0.68525,0.54717,2.73806,0.08573,0.99269,0.45123,0.64695,0.56865,2.73052,0.08954,1.01328,0.46425,0.63403,0.58837,2.6989,0.09383
426,2400,1.12318,0.36118,0.72993,0.51376,2.73495,0.08766,0.97844,0.42038,0.68298,0.55622,2.74689,0.08532,1.04117,0.40802,0.69612,0.54721,2.78821,0.08573,0.92977,0.45146,0.67334,0.56878,2.75626,0.08955,0.89847,0.46449,0.66979,0.58849,2.77751,0.09383
427,2400,1.1268,0.36127,0.73329,0.51376,2.77878,0.08765,1.00996,0.42052,0.66507,0.55632,2.72669,0.08536,1.01986,0.40812,0.6757,0.54732,2.81055,0.08573,0.96793,0.45157,0.66241,0.56885,2.77209,0.08956,0.93257,0.46462,0.65508,0.58856,2.72773,0.09388
428,2400,1.10139,0.36139,0.72933,0.51376,2.70575,0.08769,0.97282,0.42073,0.68243,0.5564,2.79522,0.08539,1.01169,0.40827,0.68692,0.54739,2.72745,0.08577,0.95837,0.45181,0.67612,0.56893,2.71389,0.08962,0.91641,0.46487,0.67617,0.58863,2.73295,0.09393
429,2400,1.15249,0.36145,0.72948,0.51377,2.75607,0.08771,1.02621,0.42083,0.68338,0.5565,2.74644,0.08545,1.08425,0.4083,0.66926,0.54753,2.72686,0.08583,1.01569,0.45189,0.6441,0.5691,2.72247,0.0897,0.96527,0.46498,0.63637,0.5888,2.62249,0.09406
