batch,loss_L0_age_bin,acc_L0_age_bin,loss_L0_gender,acc_L0_gender,loss_L0_star_sign,acc_L0_star_sign,loss_L4_age_bin,acc_L4_age_bin,loss_L4_gender,acc_L4_gender,loss_L4_star_sign,acc_L4_star_sign,loss_L8_age_bin,acc_L8_age_bin,loss_L8_gender,acc_L8_gender,loss_L8_star_sign,acc_L8_star_sign,loss_L12_age_bin,acc_L12_age_bin,loss_L12_gender,acc_L12_gender,loss_L12_star_sign,acc_L12_star_sign,loss_L16_age_bin,acc_L16_age_bin,loss_L16_gender,acc_L16_gender,loss_L16_star_sign,acc_L16_star_sign,loss_L20_age_bin,acc_L20_age_bin,loss_L20_gender,acc_L20_gender,loss_L20_star_sign,acc_L20_star_sign,loss_L24_age_bin,acc_L24_age_bin,loss_L24_gender,acc_L24_gender,loss_L24_star_sign,acc_L24_star_sign,loss_L28_age_bin,acc_L28_age_bin,loss_L28_gender,acc_L28_gender,loss_L28_star_sign,acc_L28_star_sign
0,1.60406,0.32545,1.06486,0.50356,3.3103,0.08271,1.42618,0.33878,0.91405,0.49631,2.94493,0.08675,1.52233,0.31812,0.97794,0.50336,3.01387,0.08451,1.45095,0.32769,0.94059,0.48851,3.0882,0.08037,1.48734,0.32442,0.90459,0.51223,3.07487,0.08212,1.50737,0.33816,1.00864,0.50243,3.24888,0.07278,1.55847,0.34112,1.09169,0.49497,3.18268,0.08984,1.59729,0.34948,1.05293,0.52294,3.34201,0.08529
1,1.58282,0.32418,1.02192,0.50835,3.30244,0.08125,1.40507,0.34358,0.92429,0.49402,2.96503,0.08573,1.50095,0.31854,0.96545,0.50498,2.98743,0.08537,1.40129,0.33457,0.91262,0.49557,3.05599,0.08205,1.41559,0.33393,0.93995,0.50052,3.09536,0.08022,1.49983,0.34095,0.97618,0.50573,3.17377,0.07775,1.50527,0.34719,1.04573,0.50376,3.20023,0.08842,1.62132,0.33606,1.08851,0.51319,3.40056,0.0801
2,1.5801,0.32342,1.05065,0.50336,3.25174,0.08099,1.40631,0.34346,0.88034,0.50023,2.94929,0.08638,1.45344,0.32092,0.97987,0.50052,3.01464,0.08392,1.45322,0.33066,0.93429,0.49235,3.0481,0.08199,1.41487,0.33449,0.93761,0.49415,3.09518,0.07962,1.53511,0.33458,0.9656,0.50767,3.14467,0.07898,1.58894,0.34036,1.01399,0.50782,3.26663,0.08464,1.66129,0.32916,1.00091,0.52064,3.31375,0.08119
3,1.52938,0.32713,1.02655,0.50255,3.23973,0.08247,1.41076,0.34183,0.89022,0.50216,2.92985,0.0863,1.46196,0.32054,0.94939,0.49922,3.00598,0.08296,1.45847,0.32676,0.91611,0.49349,3.0032,0.08293,1.41651,0.33326,0.91658,0.49523,3.02672,0.0816,1.45847,0.33858,0.94613,0.50928,3.13748,0.08009,1.53808,0.34026,1.06322,0.50264,3.19722,0.0848,1.70018,0.32469,1.0672,0.51743,3.30096,0.08254
4,1.53895,0.32814,1.02566,0.5018,3.21996,0.08372,1.39152,0.34134,0.87859,0.50363,2.95687,0.08511,1.46055,0.32108,0.90555,0.50206,2.98073,0.08293,1.43519,0.32642,0.93238,0.4921,3.08216,0.08053,1.42906,0.33179,0.91707,0.49467,3.0174,0.08159,1.48104,0.33783,0.96625,0.50945,3.1188,0.08172,1.57244,0.33818,0.99184,0.50663,3.26721,0.08232,1.5937,0.32564,1.01247,0.52027,3.2953,0.08234
5,1.51844,0.32789,1.00647,0.50217,3.21529,0.08352,1.38338,0.34195,0.88661,0.50376,2.9336,0.08474,1.44595,0.32172,0.92374,0.50209,2.97384,0.08276,1.41104,0.32806,0.90055,0.49403,3.02516,0.08109,1.36398,0.3339,0.89951,0.49607,3.01661,0.08146,1.4677,0.33743,0.94513,0.5104,3.10886,0.08203,1.42913,0.34287,0.98582,0.50822,3.15952,0.08286,1.53189,0.33021,1.05358,0.5178,3.2871,0.08218
6,1.49686,0.32823,1.0166,0.50208,3.19809,0.08349,1.39372,0.34175,0.88397,0.50351,2.92889,0.08441,1.40584,0.32326,0.89537,0.50417,2.99186,0.08205,1.39369,0.32988,0.90819,0.49452,2.94581,0.08218,1.41085,0.33336,0.90273,0.49705,3.01971,0.08129,1.43159,0.33887,0.97893,0.50905,3.11497,0.08216,1.4491,0.34635,0.98329,0.50996,3.16085,0.08308,1.54051,0.33325,0.98013,0.51959,3.26828,0.0825
7,1.50673,0.32746,0.98304,0.5027,3.20071,0.08326,1.38934,0.34157,0.912,0.50103,2.90989,0.08507,1.43281,0.32403,0.93017,0.50376,2.99977,0.08174,1.38132,0.3322,0.89858,0.49568,2.99823,0.0827,1.39617,0.33216,0.87898,0.49856,3.03068,0.0806,1.43831,0.33974,0.95643,0.50829,3.0883,0.08247,1.45757,0.34771,0.97555,0.51121,3.18507,0.08293,1.56377,0.33369,0.99428,0.52033,3.38534,0.08165
8,1.47852,0.32749,0.98607,0.50326,3.17469,0.08393,1.36748,0.34244,0.89028,0.50073,2.91938,0.08471,1.42273,0.32447,0.91327,0.50349,2.95076,0.082,1.41922,0.33128,0.91094,0.49567,3.01171,0.08258,1.38449,0.33322,0.9049,0.49812,2.98742,0.08082,1.43153,0.34091,0.94649,0.50871,3.1032,0.08236,1.48087,0.34743,1.00098,0.50955,3.23777,0.08212,1.47293,0.33738,1.00997,0.51983,3.35735,0.08056
9,1.46375,0.32805,0.99309,0.50259,3.16284,0.084,1.36484,0.34327,0.88412,0.50049,2.92495,0.08503,1.43349,0.32481,0.92461,0.50278,2.94557,0.08255,1.41703,0.33099,0.89236,0.49608,3.03597,0.0819,1.37787,0.33353,0.92654,0.49685,2.9972,0.08078,1.42212,0.34177,0.97306,0.50727,3.09893,0.08262,1.48685,0.34691,0.96618,0.5098,3.15161,0.08247,1.43658,0.34176,1.01765,0.51819,3.16266,0.08215
10,1.47508,0.32734,0.98096,0.50247,3.16272,0.08385,1.39116,0.34345,0.86685,0.50137,2.94766,0.08469,1.41404,0.32524,0.90146,0.50362,2.97422,0.08242,1.38816,0.33197,0.87178,0.49758,2.9854,0.08223,1.33916,0.33568,0.89238,0.49746,2.97334,0.08112,1.41878,0.34251,0.94684,0.50708,3.09075,0.08271,1.39453,0.34973,0.92873,0.51174,3.18471,0.08221,1.531,0.34261,0.91618,0.52145,3.28997,0.08211
11,1.46195,0.32816,0.97713,0.5024,3.15695,0.08403,1.34894,0.34478,0.88243,0.50121,2.93981,0.08437,1.4448,0.32466,0.90212,0.50384,2.94777,0.08267,1.39931,0.33188,0.89826,0.49799,2.98576,0.08222,1.36443,0.33619,0.89034,0.49815,2.99333,0.08132,1.42664,0.34246,0.93524,0.5077,3.08889,0.08276,1.42187,0.3512,0.88304,0.51487,3.19458,0.08211,1.43925,0.34518,0.97175,0.52203,3.25731,0.08223
12,1.45612,0.32858,0.98119,0.50184,3.1634,0.08412,1.36055,0.34553,0.86919,0.5022,2.93254,0.08419,1.42049,0.32482,0.88755,0.50449,2.95495,0.08282,1.39216,0.33251,0.87915,0.49886,2.97088,0.08266,1.32912,0.33766,0.8755,0.49925,2.95093,0.08196,1.38649,0.34399,0.91667,0.50844,3.05917,0.08311,1.44338,0.35162,0.95094,0.51537,3.16397,0.08225,1.52403,0.34612,0.96528,0.52292,3.35279,0.08137
13,1.44531,0.3289,0.97164,0.50141,3.1453,0.08412,1.3662,0.34589,0.87047,0.50262,2.91625,0.08424,1.41032,0.32549,0.89251,0.50511,2.95826,0.08299,1.42258,0.33164,0.87601,0.4999,2.96904,0.08305,1.3343,0.33909,0.89667,0.49927,3.0285,0.08142,1.43155,0.34389,0.91514,0.5094,3.04804,0.08354,1.39406,0.35354,0.96835,0.51545,3.24083,0.08157,1.47133,0.34738,0.91186,0.52576,3.24071,0.08159
14,1.45068,0.32916,0.95153,0.50194,3.1313,0.08444,1.38274,0.34556,0.87395,0.5031,2.91489,0.08436,1.39506,0.32607,0.91813,0.50431,2.95196,0.08317,1.39269,0.33132,0.87756,0.5004,2.98974,0.08297,1.33998,0.33962,0.85027,0.50112,3.03162,0.08085,1.37954,0.34501,0.91452,0.51006,3.13352,0.08296,1.44652,0.35359,0.88452,0.51764,3.15872,0.08181,1.50325,0.34769,0.88867,0.52892,3.23419,0.08224
15,1.42958,0.33005,0.95657,0.50212,3.12725,0.08465,1.36892,0.34554,0.88224,0.50272,2.91694,0.08435,1.40908,0.3266,0.87582,0.50547,2.93618,0.08353,1.3987,0.33139,0.86154,0.50149,2.96131,0.08297,1.35889,0.34009,0.87944,0.50148,3.01133,0.08071,1.3961,0.34555,0.89517,0.51134,3.11474,0.08277,1.44715,0.3533,0.87536,0.52,3.20167,0.08162,1.45834,0.34907,0.88298,0.53134,3.22498,0.08264
16,1.43563,0.33022,0.95534,0.50206,3.13781,0.0845,1.35811,0.34604,0.86927,0.50302,2.9361,0.08424,1.41414,0.32662,0.87247,0.50616,2.95848,0.08371,1.36596,0.33208,0.84342,0.50293,2.99266,0.08251,1.34809,0.34064,0.8892,0.50209,2.92095,0.08168,1.40295,0.34586,0.8905,0.51292,3.07281,0.08255,1.3589,0.35509,0.93393,0.52034,3.19004,0.08141,1.40697,0.35233,0.95513,0.53198,3.2969,0.08235
17,1.43792,0.3304,0.93965,0.5029,3.10972,0.08423,1.36286,0.34604,0.87897,0.50263,2.90427,0.0842,1.41434,0.32677,0.84778,0.50766,2.95635,0.08365,1.36339,0.33264,0.84576,0.50411,2.96929,0.0825,1.32255,0.34159,0.85155,0.50349,2.95861,0.08187,1.40268,0.34593,0.9187,0.51315,3.04946,0.08294,1.37326,0.35676,0.88249,0.52197,3.12257,0.08191,1.38851,0.35448,0.86618,0.53454,3.13675,0.08344
18,1.42253,0.33058,0.95935,0.50306,3.12893,0.08424,1.36951,0.34599,0.8434,0.50342,2.91111,0.08415,1.36827,0.32763,0.85618,0.50869,2.91467,0.08404,1.32743,0.33406,0.84278,0.50536,2.96448,0.08272,1.33284,0.34221,0.87189,0.504,2.97374,0.08196,1.39943,0.34632,0.90416,0.51338,3.11948,0.08267,1.3803,0.35758,0.86518,0.52377,3.16045,0.08206,1.43358,0.35542,0.91316,0.53524,3.22186,0.08333
19,1.41718,0.33114,0.93012,0.50339,3.13247,0.08402,1.32631,0.34695,0.87302,0.50298,2.9181,0.08407,1.3611,0.32851,0.85153,0.5099,2.92635,0.08423,1.33141,0.33518,0.87636,0.50546,2.9655,0.08301,1.31307,0.34315,0.87299,0.50418,2.98196,0.08173,1.35582,0.34742,0.89279,0.51367,3.04593,0.08271,1.32479,0.35934,0.92359,0.52373,3.15019,0.08194,1.28299,0.35986,0.9883,0.5345,3.1305,0.08369
20,1.42104,0.33128,0.93667,0.5032,3.11176,0.08373,1.37234,0.34675,0.87894,0.50266,2.90616,0.08413,1.37905,0.32878,0.91169,0.50931,2.95393,0.08421,1.38769,0.33479,0.85117,0.50613,2.94958,0.08314,1.32717,0.34378,0.85515,0.50495,2.97284,0.08163,1.40392,0.34731,0.89928,0.51411,3.05389,0.08291,1.41677,0.35929,0.92466,0.52394,3.04224,0.08296,1.44293,0.36039,0.95438,0.53444,3.2015,0.08378
21,1.3886,0.33223,0.93195,0.50277,3.12117,0.08332,1.35506,0.3472,0.84292,0.50354,2.91403,0.08394,1.34914,0.33016,0.90371,0.50926,2.91807,0.08438,1.35697,0.33537,0.91653,0.50569,3.03581,0.08271,1.32723,0.34439,0.88578,0.5048,3.0038,0.08128,1.35642,0.34825,0.88032,0.51504,3.0886,0.08297,1.39344,0.35937,0.91199,0.52441,3.07701,0.08327,1.39288,0.36135,0.91685,0.53482,3.15314,0.08399
22,1.40092,0.33242,0.92908,0.50296,3.12474,0.08298,1.3487,0.34741,0.84554,0.50389,2.89591,0.08402,1.38491,0.33021,0.88717,0.50925,2.95827,0.08423,1.36631,0.33536,0.8804,0.50534,2.99574,0.08252,1.31928,0.34492,0.8809,0.5046,2.94506,0.08137,1.38361,0.3486,0.8942,0.5153,3.06862,0.08324,1.37313,0.35973,0.89488,0.5247,3.08845,0.08367,1.33625,0.36322,0.89379,0.53566,3.21003,0.08389
23,1.39309,0.3329,0.93632,0.50312,3.13322,0.08302,1.34604,0.34757,0.85099,0.50442,2.92646,0.08383,1.36332,0.3307,0.83243,0.51064,2.95463,0.08414,1.37314,0.33558,0.87376,0.5054,2.95672,0.08258,1.27727,0.34629,0.88115,0.50452,3.00583,0.08132,1.39475,0.34839,0.86856,0.51599,3.06642,0.08322,1.33161,0.36111,0.8957,0.52502,3.04638,0.08448,1.34351,0.36517,0.93227,0.53566,3.24489,0.08366
24,1.39306,0.33296,0.92905,0.50312,3.11895,0.08296,1.3274,0.34801,0.85506,0.50463,2.91372,0.0837,1.37055,0.33113,0.86051,0.51111,2.96352,0.084,1.34819,0.336,0.8492,0.50606,2.9422,0.08273,1.31501,0.34709,0.85958,0.50503,2.9625,0.08124,1.33872,0.34939,0.89756,0.51617,3.10332,0.08309,1.31298,0.36252,0.8647,0.52593,3.11821,0.08473,1.25737,0.36865,0.94573,0.53562,3.27123,0.08339
25,1.41233,0.33312,0.92832,0.50289,3.10423,0.08292,1.33603,0.34855,0.86113,0.50468,2.91339,0.08366,1.39132,0.33096,0.84762,0.51182,2.96446,0.08375,1.36313,0.33603,0.85757,0.50647,2.99821,0.08236,1.32464,0.34729,0.89533,0.50449,2.94851,0.08134,1.40731,0.3493,0.88477,0.51628,3.03179,0.08321,1.39856,0.36267,0.88845,0.52619,3.0971,0.08514,1.46577,0.36888,0.95824,0.53515,3.25345,0.08319
26,1.40029,0.33306,0.91771,0.50266,3.08807,0.08286,1.34293,0.34851,0.85403,0.5047,2.89881,0.08379,1.39739,0.33071,0.88744,0.51164,2.9257,0.08377,1.33036,0.33651,0.85667,0.50661,2.95175,0.08244,1.31806,0.34744,0.87863,0.50434,2.94439,0.08131,1.36549,0.34951,0.90887,0.51604,3.06842,0.08318,1.32331,0.36366,0.90115,0.52611,3.11907,0.08518,1.36878,0.37,0.92854,0.53533,3.18162,0.08319
27,1.39044,0.33342,0.9271,0.50262,3.10905,0.0829,1.34652,0.34882,0.84639,0.50506,2.89216,0.08384,1.38566,0.33092,0.86222,0.51179,2.95963,0.08369,1.32781,0.33709,0.86554,0.50664,2.94099,0.0825,1.30989,0.34778,0.86462,0.50448,2.91369,0.08161,1.35108,0.35005,0.88011,0.51644,3.00189,0.08371,1.39274,0.36408,0.87313,0.52686,3.13355,0.08505,1.36081,0.37138,0.8501,0.53721,3.19192,0.0833
28,1.36628,0.3337,0.91803,0.50238,3.08299,0.08301,1.32393,0.34935,0.84733,0.50513,2.89278,0.08394,1.36379,0.33119,0.86074,0.51216,2.97028,0.08357,1.33609,0.33771,0.86275,0.50673,2.94508,0.08245,1.29734,0.34848,0.86067,0.50479,2.98897,0.0814,1.35254,0.35053,0.8789,0.51673,3.07483,0.08371,1.29539,0.36532,0.85993,0.52742,3.1003,0.08524,1.31797,0.3733,0.89187,0.53771,3.2149,0.08312
29,1.38705,0.33385,0.91443,0.50233,3.06544,0.08318,1.32495,0.34981,0.85182,0.50509,2.9241,0.08393,1.36358,0.33142,0.86877,0.5123,2.94551,0.08348,1.33743,0.33809,0.86055,0.50696,2.95949,0.08249,1.25731,0.34947,0.85588,0.50496,2.93272,0.08149,1.30571,0.35168,0.86568,0.51724,3.04492,0.08383,1.31076,0.36633,0.86272,0.5279,3.12585,0.08522,1.30685,0.37468,0.89211,0.53822,3.19485,0.08308
30,1.38118,0.33398,0.90672,0.50166,3.07782,0.08352,1.31317,0.35036,0.85367,0.50509,2.86908,0.08414,1.36674,0.33147,0.8631,0.51246,2.9473,0.08341,1.3297,0.33855,0.83824,0.50745,2.92491,0.08257,1.28811,0.35005,0.8232,0.50613,2.99475,0.08134,1.31667,0.35262,0.8859,0.51718,3.03541,0.08385,1.26591,0.36793,0.86054,0.52863,3.11615,0.08508,1.27732,0.3769,0.81713,0.54002,3.1661,0.08315
31,1.39089,0.33414,0.89429,0.50174,3.06189,0.08354,1.3232,0.3508,0.85566,0.50509,2.91123,0.08399,1.36019,0.33175,0.8429,0.51284,2.9444,0.08329,1.32155,0.33906,0.85855,0.50761,2.95567,0.08258,1.27497,0.35104,0.81303,0.50728,2.91363,0.08157,1.28773,0.35396,0.84948,0.51792,3.07514,0.08358,1.2809,0.3694,0.85302,0.52944,3.15387,0.08511,1.31806,0.3784,0.84457,0.54138,3.26263,0.0829
32,1.38125,0.33432,0.91362,0.50144,3.07627,0.08354,1.31821,0.35115,0.83053,0.50546,2.91081,0.08381,1.35094,0.33218,0.86803,0.51282,2.91889,0.08337,1.31702,0.33971,0.85262,0.50791,2.94965,0.08256,1.27853,0.35185,0.84423,0.50753,2.97564,0.08143,1.29905,0.35499,0.87696,0.51801,3.05607,0.0835,1.29182,0.37059,0.86449,0.52989,3.14622,0.08499,1.27562,0.37996,0.87297,0.54176,3.18585,0.08288
33,1.37711,0.33434,0.90396,0.50134,3.07542,0.08337,1.34848,0.35102,0.84636,0.50551,2.89865,0.08375,1.35025,0.33251,0.87721,0.51273,2.92524,0.08342,1.33468,0.33999,0.8693,0.50788,2.92636,0.08265,1.30233,0.35207,0.83944,0.50784,2.96672,0.08141,1.3305,0.35534,0.84592,0.5187,3.03628,0.08348,1.28603,0.37149,0.88957,0.52996,3.10632,0.08506,1.34789,0.3804,0.88103,0.54221,3.26703,0.0827
34,1.37073,0.33452,0.89555,0.50142,3.08082,0.08332,1.31541,0.35147,0.84784,0.50545,2.92141,0.0836,1.33306,0.33304,0.85547,0.51289,2.94801,0.08334,1.31122,0.34062,0.8456,0.50807,2.94673,0.08261,1.30851,0.3522,0.82758,0.50847,2.89905,0.08164,1.333,0.35574,0.87088,0.51873,3.05641,0.08338,1.30981,0.37217,0.83493,0.53082,3.03119,0.08549,1.28887,0.38216,0.83956,0.54309,3.1642,0.08278
35,1.36996,0.33457,0.88298,0.50178,3.05598,0.08333,1.29142,0.35199,0.84972,0.5054,2.89885,0.08365,1.34486,0.33348,0.81914,0.51359,2.95247,0.0833,1.30775,0.34111,0.82921,0.50859,2.92205,0.08269,1.26756,0.35282,0.81212,0.50924,2.95711,0.08162,1.28669,0.35668,0.85351,0.51912,3.05366,0.08331,1.28624,0.37311,0.80698,0.53193,3.0728,0.08555,1.26011,0.38357,0.81315,0.5443,3.19067,0.08286
36,1.36097,0.33497,0.90013,0.50187,3.0529,0.08335,1.32272,0.35209,0.83877,0.50543,2.89788,0.08356,1.36246,0.33354,0.8493,0.5138,2.95286,0.08323,1.33544,0.34119,0.82541,0.50913,2.96239,0.08256,1.26093,0.3536,0.82269,0.50983,2.90843,0.08185,1.31008,0.35729,0.87155,0.51906,3.03054,0.08338,1.27375,0.37411,0.88326,0.53201,3.0953,0.08549,1.31854,0.38445,0.84506,0.54506,3.15281,0.08313
37,1.36583,0.33508,0.8952,0.50197,3.04824,0.0835,1.31747,0.35225,0.82088,0.50602,2.90087,0.08357,1.33526,0.3341,0.81139,0.51471,2.93416,0.08322,1.31775,0.34146,0.82051,0.50988,2.97616,0.08245,1.32454,0.35348,0.83009,0.51024,2.89144,0.08218,1.33595,0.35742,0.82255,0.51989,3.05307,0.08335,1.33256,0.37445,0.80918,0.53325,3.11733,0.0855,1.34276,0.38544,0.75557,0.5472,3.24436,0.08312
38,1.36879,0.33502,0.88209,0.50223,3.08944,0.08342,1.31044,0.35246,0.83241,0.50638,2.89001,0.08359,1.31489,0.33497,0.83973,0.51505,2.94124,0.08321,1.28065,0.34223,0.84909,0.50992,2.95541,0.08237,1.28388,0.35398,0.81767,0.51085,2.90205,0.0824,1.30919,0.35789,0.82513,0.52074,3.0468,0.08333,1.29581,0.37525,0.85953,0.53376,3.06463,0.08559,1.29931,0.38655,0.89021,0.54761,3.22156,0.08299
39,1.36149,0.33513,0.91925,0.50207,3.10337,0.08339,1.34307,0.35257,0.81626,0.50675,2.87431,0.0839,1.35159,0.33498,0.82648,0.5156,2.91169,0.08319,1.26842,0.34311,0.81265,0.51062,2.99089,0.08226,1.25596,0.35464,0.8438,0.51098,2.96584,0.08241,1.25372,0.35921,0.88714,0.52042,2.99602,0.08338,1.20537,0.37695,0.88686,0.53348,3.12954,0.08553,1.2127,0.38844,0.90907,0.54772,3.17058,0.08301
40,1.37333,0.33538,0.88138,0.50228,3.0492,0.08332,1.33234,0.35256,0.83608,0.50689,2.89145,0.08384,1.34596,0.33517,0.8416,0.51582,2.96064,0.0831,1.32221,0.34331,0.84092,0.51076,2.96181,0.08226,1.2817,0.35505,0.83848,0.51123,2.92472,0.08246,1.34331,0.35933,0.84969,0.52077,3.00323,0.08347,1.30492,0.37744,0.87704,0.53355,3.1077,0.0856,1.40557,0.38836,0.83066,0.54858,3.14373,0.08311
41,1.3688,0.33576,0.88377,0.50252,3.05903,0.08333,1.3211,0.35268,0.82557,0.50725,2.89866,0.0838,1.3662,0.33519,0.85394,0.51593,2.96953,0.08299,1.29226,0.34382,0.84341,0.51103,2.9163,0.08229,1.28325,0.35546,0.85147,0.51132,2.94143,0.08246,1.27103,0.36016,0.84244,0.52124,3.03252,0.08344,1.26745,0.37823,0.83121,0.53439,3.04219,0.08574,1.40614,0.38834,0.86993,0.54889,3.14501,0.08331
42,1.35442,0.3359,0.89559,0.50248,3.06934,0.0833,1.33649,0.35249,0.82802,0.50739,2.90634,0.08383,1.33259,0.3356,0.85221,0.5159,2.93119,0.08302,1.31804,0.34395,0.81832,0.5115,2.91998,0.08238,1.2934,0.3556,0.84141,0.5115,2.94194,0.08251,1.30796,0.36052,0.83786,0.52156,3.04324,0.08349,1.30848,0.37857,0.85336,0.53465,3.10556,0.08569,1.33684,0.38894,0.83454,0.54957,3.19459,0.08328
43,1.3541,0.33592,0.88505,0.50248,3.04763,0.08317,1.29942,0.35271,0.81667,0.50766,2.90754,0.08378,1.32263,0.33597,0.8382,0.5161,2.92692,0.08301,1.31417,0.3442,0.83973,0.51158,2.94188,0.08234,1.26702,0.35595,0.85669,0.51151,2.95451,0.08251,1.2841,0.36099,0.86911,0.52165,3.04111,0.0835,1.24179,0.37955,0.8466,0.53497,3.09523,0.08573,1.23829,0.39018,0.88127,0.54966,3.19295,0.08332
44,1.35049,0.33655,0.8857,0.50257,3.04975,0.08318,1.28129,0.3533,0.8481,0.50764,2.87732,0.08395,1.33502,0.33625,0.85078,0.5162,2.91393,0.08303,1.28082,0.34468,0.84968,0.51158,2.97883,0.08227,1.24315,0.35655,0.85925,0.51146,2.90971,0.08265,1.3033,0.36137,0.85584,0.52183,3.06383,0.08343,1.2668,0.38032,0.84427,0.53537,3.15088,0.08562,1.32968,0.39073,0.89324,0.54983,3.23377,0.08328
45,1.35285,0.33684,0.88037,0.5028,3.03292,0.08322,1.31392,0.35348,0.82553,0.50776,2.89052,0.08397,1.31797,0.3366,0.83044,0.51655,2.93167,0.08309,1.2751,0.34525,0.80203,0.51219,2.95407,0.08219,1.26118,0.357,0.83419,0.5117,2.86868,0.08275,1.30115,0.36172,0.83487,0.52213,3.0293,0.08344,1.22664,0.38138,0.8174,0.53601,3.11443,0.08551,1.30677,0.39138,0.88905,0.54953,3.13377,0.08329
46,1.34514,0.33704,0.87031,0.50302,3.03669,0.08315,1.29057,0.3539,0.81865,0.50796,2.92567,0.08388,1.32586,0.33687,0.82842,0.51679,2.92135,0.08317,1.26663,0.34583,0.82133,0.51245,2.91199,0.08232,1.24627,0.35747,0.82593,0.51201,2.96943,0.08269,1.26661,0.36234,0.83845,0.52243,3.02971,0.08345,1.21016,0.38233,0.81393,0.53665,3.14819,0.08543,1.22275,0.39234,0.79169,0.55042,3.16145,0.08321
47,1.33906,0.33726,0.8599,0.5032,3.04053,0.08319,1.30282,0.35409,0.83588,0.50792,2.89126,0.08379,1.33292,0.33703,0.83853,0.51685,2.90739,0.0833,1.29584,0.34609,0.82345,0.51273,2.89,0.0825,1.24704,0.358,0.8215,0.5124,2.90648,0.08284,1.31245,0.36278,0.84512,0.5225,3.0181,0.08351,1.24069,0.38316,0.8335,0.53686,3.11368,0.08535,1.32145,0.39267,0.77842,0.55157,3.21949,0.08305
48,1.35107,0.3374,0.87321,0.50326,3.02891,0.08326,1.29773,0.35434,0.82648,0.50799,2.8446,0.08396,1.32244,0.33716,0.84726,0.51686,2.90959,0.08336,1.2654,0.34662,0.80664,0.51317,2.9343,0.08244,1.24787,0.35843,0.81681,0.51279,2.9258,0.08281,1.28688,0.36326,0.84994,0.52256,2.99287,0.08363,1.23466,0.3839,0.80723,0.53745,3.01429,0.08541,1.23909,0.39362,0.80257,0.55215,3.12513,0.08306
49,1.34247,0.33752,0.87604,0.50339,3.03697,0.08339,1.31234,0.35443,0.81079,0.50823,2.90278,0.08397,1.32075,0.3374,0.80799,0.51726,2.90075,0.08336,1.29674,0.3468,0.80321,0.5137,2.92938,0.08238,1.27361,0.35858,0.79891,0.51327,2.90814,0.08275,1.30989,0.36332,0.80673,0.52315,3.04074,0.08359,1.25201,0.38464,0.79579,0.53811,3.17134,0.08529,1.31835,0.39387,0.83152,0.55266,3.08756,0.08314
50,1.32948,0.33762,0.86816,0.50354,3.02483,0.08344,1.30056,0.35467,0.81788,0.50848,2.85788,0.08414,1.27659,0.33805,0.81346,0.51767,2.88645,0.08343,1.28414,0.34716,0.80503,0.51417,2.94446,0.08234,1.26647,0.35879,0.83346,0.51342,2.93678,0.08274,1.23978,0.36429,0.80807,0.52376,3.03154,0.08357,1.25974,0.38509,0.80232,0.53875,3.10839,0.08521,1.27624,0.39436,0.82498,0.55311,3.17982,0.08301
51,1.32624,0.33785,0.87316,0.50362,3.03724,0.08338,1.29764,0.35482,0.83951,0.50845,2.89048,0.08413,1.31843,0.33823,0.82216,0.518,2.92913,0.08343,1.2831,0.34756,0.84341,0.51414,2.9247,0.08236,1.21681,0.35944,0.82095,0.51379,2.91584,0.08273,1.2785,0.36469,0.84917,0.52383,3.02034,0.08347,1.23828,0.38577,0.86152,0.53878,3.14985,0.0851,1.31062,0.39486,0.83697,0.55361,3.22041,0.08286
52,1.33192,0.33797,0.85861,0.50386,3.00908,0.0834,1.29116,0.35507,0.79301,0.5089,2.90098,0.08411,1.29381,0.33873,0.80907,0.51846,2.95455,0.08335,1.25148,0.34807,0.81116,0.51455,2.90861,0.08243,1.24321,0.35987,0.79577,0.51432,2.90127,0.08284,1.25736,0.36527,0.78083,0.52473,3.05606,0.0834,1.21896,0.38668,0.80519,0.53937,3.07689,0.08515,1.24804,0.39556,0.7675,0.55467,3.09588,0.08291
53,1.32591,0.33825,0.85887,0.50404,3.02683,0.08337,1.28311,0.35535,0.80791,0.50922,2.87717,0.08414,1.31869,0.33888,0.79879,0.51905,2.92694,0.08331,1.26356,0.34855,0.78321,0.51523,2.90048,0.08251,1.25673,0.36021,0.79864,0.51479,2.9205,0.08282,1.24946,0.36585,0.79991,0.52526,2.96386,0.08356,1.24159,0.38727,0.77674,0.54018,3.05792,0.08513,1.25276,0.39651,0.80376,0.55536,3.14189,0.08288
54,1.33853,0.33852,0.86691,0.50411,3.03045,0.08347,1.29253,0.35565,0.80011,0.50957,2.89152,0.0841,1.28142,0.33932,0.82965,0.51917,2.9264,0.08328,1.24383,0.34916,0.80648,0.51562,2.93683,0.08248,1.20849,0.36093,0.79622,0.51526,2.92456,0.0828,1.22887,0.36664,0.83001,0.52554,2.99278,0.08366,1.19545,0.38818,0.81511,0.5406,3.10687,0.08505,1.1633,0.39795,0.81507,0.55584,3.1201,0.08296
