batch,loss_L0_age_bin,loss_L0_gender,loss_L0_star_sign,loss_L4_age_bin,loss_L4_gender,loss_L4_star_sign,loss_L8_age_bin,loss_L8_gender,loss_L8_star_sign,loss_L12_age_bin,loss_L12_gender,loss_L12_star_sign,loss_L16_age_bin,loss_L16_gender,loss_L16_star_sign,loss_L20_age_bin,loss_L20_gender,loss_L20_star_sign,loss_L24_age_bin,loss_L24_gender,loss_L24_star_sign
489,1.04596,0.66504,2.46225,0.89406,0.66203,2.42867,0.83759,0.55333,2.35895,0.81084,0.64458,2.60381,1.00296,0.56525,2.34591,0.80195,0.5439,2.41839,0.85279,0.65697,2.58067
490,1.00981,0.67426,2.48183,0.89441,0.66749,2.45065,0.82425,0.5805,2.42862,0.7934,0.62882,2.59425,0.95573,0.58353,2.42372,0.78826,0.62796,2.47549,0.92218,0.61813,2.67159
491,1.04358,0.68679,2.50097,0.80572,0.67651,2.45989,0.77218,0.58097,2.43578,0.77196,0.65062,2.568,0.94416,0.55691,2.41308,0.75036,0.57493,2.47975,0.8385,0.63156,2.77924
492,0.97388,0.65875,2.49028,0.79504,0.64256,2.41123,0.78087,0.50568,2.36289,0.76878,0.61653,2.64478,0.92009,0.50629,2.38275,0.67104,0.54089,2.40592,0.70356,0.55688,2.49375
493,1.02384,0.65973,2.46144,0.8426,0.65058,2.40878,0.80612,0.49748,2.35783,0.79748,0.61399,2.61834,0.96306,0.46482,2.33848,0.74928,0.48984,2.38318,0.77277,0.56316,2.60477
494,1.02754,0.67983,2.48557,0.80579,0.69839,2.44247,0.72295,0.62517,2.36895,0.74542,0.66008,2.51744,0.89767,0.60481,2.40905,0.67322,0.59538,2.46376,0.69176,0.75188,2.66976
495,1.04242,0.68005,2.46584,0.84568,0.65612,2.3856,0.75801,0.52023,2.34375,0.74212,0.61976,2.61745,0.91144,0.51467,2.34021,0.70566,0.50965,2.39808,0.87076,0.59116,2.61947
496,0.99766,0.68818,2.44264,0.79777,0.68858,2.40507,0.79937,0.65096,2.36611,0.76452,0.67509,2.53301,0.931,0.64369,2.42018,0.76305,0.63978,2.45507,0.7973,0.75876,2.77555
497,0.97713,0.65335,2.46785,0.79817,0.65284,2.38909,0.76122,0.54138,2.35029,0.74314,0.63456,2.61622,0.87964,0.53845,2.37115,0.73113,0.54501,2.4339,0.7659,0.69668,2.78485
498,1.00392,0.67885,2.46098,0.82086,0.67312,2.43134,0.81422,0.57868,2.42135,0.7842,0.66137,2.50653,0.93073,0.58373,2.41039,0.75386,0.58508,2.4763,0.84385,0.65797,2.55084
499,1.0136,0.6851,2.4918,0.88373,0.70326,2.46253,0.78969,0.56738,2.46379,0.76866,0.64315,2.6311,0.95008,0.54316,2.47237,0.79784,0.56531,2.51897,0.89091,0.6307,2.69614
500,0.97719,0.66726,2.4614,0.79045,0.66556,2.42111,0.76639,0.58532,2.38285,0.74154,0.63664,2.69274,0.89298,0.56849,2.36724,0.6448,0.52492,2.38337,0.72912,0.647,2.72224
501,0.9928,0.65952,2.43511,0.79308,0.67503,2.3633,0.73005,0.51199,2.34137,0.7285,0.63482,2.58334,0.85718,0.52773,2.3588,0.68483,0.54307,2.37781,0.80445,0.62548,2.50222
502,1.00654,0.66758,2.4835,0.80116,0.71227,2.43253,0.79307,0.62709,2.39296,0.7511,0.64571,2.52866,0.88227,0.57981,2.37308,0.74553,0.61302,2.44214,0.77845,0.64738,2.7229
503,1.00672,0.68445,2.43244,0.83591,0.6675,2.37989,0.78132,0.58301,2.35162,0.74782,0.63943,2.64367,0.95809,0.55145,2.37638,0.73638,0.54263,2.4051,0.80504,0.70667,2.63784
504,1.05476,0.69459,2.44671,0.8017,0.67534,2.41934,0.73486,0.59468,2.3762,0.71452,0.65298,2.55438,0.9304,0.58173,2.37477,0.67865,0.56792,2.3983,0.76375,0.62877,2.58942
505,0.98863,0.67717,2.478,0.82484,0.65489,2.46449,0.76035,0.52294,2.4186,0.72354,0.62281,2.7362,0.87163,0.52361,2.40679,0.67679,0.55923,2.42021,0.79136,0.58354,2.54747
506,0.99533,0.68932,2.49747,0.83326,0.6751,2.45876,0.77476,0.59451,2.43304,0.80155,0.66925,2.6575,0.96433,0.58136,2.43276,0.75981,0.58876,2.47965,0.83932,0.61062,2.54848
507,0.99594,0.6727,2.46331,0.79347,0.66728,2.4176,0.74672,0.57601,2.39679,0.75228,0.6472,2.69842,0.88837,0.58042,2.38619,0.78642,0.5452,2.44965,0.8382,0.61225,2.64063
508,1.01279,0.65204,2.50077,0.84916,0.66199,2.452,0.84086,0.54763,2.42994,0.78219,0.6246,2.59943,0.98522,0.54302,2.36691,0.7971,0.54391,2.43092,0.85667,0.56364,2.62407
509,1.00494,0.69763,2.46975,0.84653,0.70531,2.4272,0.80661,0.66232,2.40486,0.78802,0.69104,2.57267,0.93498,0.65865,2.4185,0.79253,0.64597,2.44482,0.80148,0.73087,2.52936
510,0.97774,0.66739,2.47002,0.81459,0.70733,2.40666,0.81662,0.64455,2.33204,0.76333,0.66565,2.61623,0.90976,0.64093,2.36054,0.74859,0.63242,2.4406,0.79574,0.68412,2.59806
511,1.00848,0.70152,2.4754,0.86973,0.67776,2.4097,0.84071,0.59168,2.40018,0.81255,0.65808,2.53036,0.93145,0.53434,2.32567,0.78436,0.55525,2.42497,0.85782,0.68331,2.66709
512,1.02196,0.64961,2.48533,0.84334,0.6721,2.44667,0.79415,0.59645,2.44983,0.74579,0.64443,2.66919,0.9412,0.58004,2.42371,0.76456,0.56225,2.48522,0.81479,0.66476,2.57211
513,1.03014,0.66236,2.49136,0.89702,0.70015,2.46742,0.85875,0.58998,2.41752,0.82276,0.65842,2.58613,0.97767,0.59422,2.43403,0.79997,0.56596,2.4804,0.91268,0.63542,2.73225
514,1.0562,0.68881,2.46207,0.88838,0.68847,2.37852,0.87059,0.59192,2.37676,0.86956,0.66378,2.43102,0.96234,0.5739,2.37917,0.82672,0.54856,2.4163,0.83528,0.55533,2.61923
515,1.01983,0.67109,2.4681,0.8443,0.68152,2.44205,0.81051,0.59187,2.39101,0.80078,0.63882,2.61532,0.95629,0.59042,2.35923,0.83926,0.58823,2.40762,0.91869,0.68088,2.54448
516,0.99534,0.66964,2.45355,0.85039,0.66422,2.3875,0.8177,0.55755,2.33663,0.77441,0.63782,2.59561,0.95613,0.56387,2.34053,0.75994,0.52571,2.42702,0.78823,0.68782,2.70224
517,1.02157,0.66188,2.46651,0.7764,0.65523,2.45879,0.75117,0.56322,2.38005,0.71639,0.63575,2.55311,0.88231,0.53492,2.3875,0.65437,0.53292,2.41327,0.72352,0.58218,2.553
518,1.01927,0.66581,2.44591,0.81213,0.65853,2.35721,0.74037,0.50921,2.27499,0.69003,0.62989,2.58845,0.89183,0.48226,2.2734,0.67553,0.47794,2.35343,0.82387,0.57648,2.46209
519,1.03035,0.67544,2.47168,0.91177,0.64553,2.38725,0.88902,0.56238,2.36815,0.87304,0.62369,2.72349,0.99475,0.58347,2.39455,0.89685,0.55288,2.43523,0.87518,0.67772,2.76965
520,1.04245,0.67907,2.47407,0.84358,0.65343,2.39106,0.77071,0.59984,2.3707,0.7653,0.63802,2.67569,0.93469,0.59283,2.35275,0.75319,0.6141,2.41346,0.82818,0.74575,2.55504
521,0.98229,0.67148,2.47154,0.77873,0.66384,2.42054,0.74619,0.58557,2.41455,0.69018,0.63967,2.55462,0.90386,0.54502,2.39629,0.67403,0.56155,2.44178,0.84217,0.6106,2.62917
522,1.01567,0.67302,2.46341,0.83155,0.67016,2.4034,0.78729,0.52874,2.36029,0.77248,0.63319,2.68732,0.91762,0.54133,2.33909,0.78874,0.55409,2.42554,0.86168,0.71112,2.55021
523,1.02523,0.68848,2.46416,0.84313,0.67574,2.36896,0.73205,0.67608,2.32662,0.725,0.65951,2.58787,0.91876,0.64424,2.34159,0.68534,0.61426,2.41524,0.7232,0.74926,2.68802
524,1.07092,0.66732,2.47463,0.97137,0.66324,2.40468,0.94463,0.5629,2.43121,0.97216,0.65903,2.83376,0.98929,0.57122,2.41732,0.97553,0.55214,2.40822,0.93488,0.60176,2.72935
525,0.99025,0.66863,2.48355,0.785,0.66473,2.41744,0.73791,0.58536,2.36095,0.73995,0.64206,2.91532,0.9335,0.60347,2.38974,0.69647,0.57425,2.438,0.80624,0.67553,2.6604
526,1.01348,0.6616,2.47576,0.80899,0.67192,2.42521,0.73882,0.52975,2.39906,0.73882,0.63473,2.77367,0.96955,0.55611,2.40024,0.70321,0.50123,2.41169,0.80209,0.5219,2.6368
527,0.98978,0.69348,2.49242,0.82345,0.65205,2.43843,0.76182,0.55856,2.41518,0.74541,0.66124,2.78819,0.88655,0.56868,2.40749,0.74849,0.56574,2.47498,0.75043,0.68394,2.58045
528,1.00595,0.65443,2.44838,0.85382,0.66253,2.40122,0.76275,0.58983,2.39429,0.73842,0.63081,2.72108,0.91502,0.594,2.38083,0.77602,0.55977,2.4182,0.81481,0.60248,2.53622
529,0.9534,0.67288,2.46568,0.76184,0.66563,2.39745,0.71838,0.56559,2.34785,0.74041,0.64715,2.82616,0.83319,0.53862,2.31492,0.69953,0.5091,2.38332,0.8403,0.66729,2.65938
530,0.98069,0.67531,2.45085,0.80575,0.64985,2.39093,0.82723,0.56524,2.36839,0.79403,0.63514,2.70184,0.92199,0.55471,2.35019,0.77131,0.52625,2.40091,0.87945,0.56273,2.76041
531,1.03891,0.67752,2.47784,0.84634,0.6737,2.43077,0.83151,0.63875,2.42695,0.78433,0.6584,2.78875,0.94979,0.63417,2.39771,0.75149,0.63813,2.44354,0.77394,0.62737,2.62562
532,0.98483,0.68457,2.47658,0.83501,0.65174,2.45876,0.76153,0.56101,2.40464,0.81833,0.63968,2.6611,0.95315,0.53405,2.3974,0.81365,0.56942,2.4495,0.88609,0.66368,2.56535
533,1.03213,0.65871,2.46957,0.86765,0.67233,2.41455,0.83122,0.58359,2.36761,0.81818,0.63097,2.63831,0.94346,0.57619,2.38441,0.79649,0.55547,2.47354,1.00707,0.5657,2.55731
534,1.03218,0.68999,2.44287,0.97128,0.68116,2.43412,0.8731,0.62147,2.42972,0.8613,0.66179,2.52876,0.99672,0.58046,2.39716,0.86234,0.6012,2.44385,0.88718,0.66799,2.67633
535,0.99342,0.68088,2.45923,0.80851,0.67027,2.3955,0.77166,0.5987,2.35233,0.72987,0.63917,2.62723,0.85764,0.60229,2.33272,0.70392,0.61676,2.42066,0.78318,0.60554,2.58335
536,0.99564,0.70116,2.4424,0.85061,0.67005,2.40323,0.78769,0.64229,2.37669,0.81145,0.67013,2.69544,0.95084,0.63544,2.39952,0.75468,0.64427,2.38759,0.99765,0.69837,2.41883
537,0.9762,0.69021,2.48125,0.81463,0.69016,2.38079,0.77087,0.57882,2.36083,0.75309,0.64381,2.56462,0.89346,0.58025,2.36671,0.71833,0.56866,2.38564,0.83595,0.62352,2.57902
538,1.0115,0.63514,2.47146,0.81514,0.65159,2.47909,0.7413,0.58544,2.45859,0.74771,0.62891,2.52079,0.89969,0.54455,2.44584,0.70196,0.53677,2.46258,0.80065,0.5863,2.69523
539,1.04704,0.67918,2.4569,0.83496,0.6833,2.342,0.7627,0.56445,2.30938,0.73481,0.63495,2.5368,0.90672,0.55076,2.2912,0.70707,0.56376,2.35899,0.81945,0.57172,2.4453
540,1.02668,0.66862,2.46185,0.86355,0.6543,2.3911,0.72455,0.56335,2.35418,0.74003,0.63321,2.62398,0.91219,0.54432,2.37913,0.72116,0.57461,2.38197,0.83275,0.57372,2.71538
541,0.97463,0.67231,2.46077,0.8458,0.69368,2.42163,0.78095,0.55015,2.39746,0.75131,0.64738,2.68174,0.89331,0.53881,2.39499,0.77846,0.54872,2.41856,0.91934,0.66616,2.70511
542,1.00615,0.67996,2.43664,0.77669,0.67262,2.35443,0.74676,0.56631,2.3264,0.70868,0.63556,2.57568,0.92299,0.55032,2.29164,0.68087,0.56206,2.36772,0.77359,0.5959,2.56625
543,1.02058,0.66236,2.46904,0.89219,0.67172,2.37415,0.87922,0.57091,2.36874,0.84785,0.64145,2.69331,1.00656,0.5611,2.32393,0.85009,0.56011,2.4235,0.84918,0.61236,2.57773
544,0.98785,0.66135,2.48598,0.78843,0.63935,2.44188,0.75429,0.56114,2.37968,0.73511,0.62328,2.72429,0.93033,0.55839,2.38631,0.68013,0.59846,2.4006,0.76441,0.56562,2.58037
545,0.98555,0.68678,2.42292,0.81701,0.71389,2.34657,0.76633,0.61006,2.31098,0.78484,0.65276,2.5345,0.92377,0.61175,2.32666,0.72843,0.58929,2.33353,0.76869,0.64739,2.59163
546,1.06704,0.67927,2.46944,0.92549,0.66203,2.4396,0.89502,0.61019,2.36244,0.82403,0.66145,2.53633,0.99012,0.6226,2.37693,0.78612,0.63141,2.39841,0.85266,0.78416,2.58402
547,0.97997,0.66777,2.45282,0.83064,0.68038,2.37905,0.86165,0.52496,2.32441,0.78749,0.63171,2.53863,0.91908,0.56167,2.33372,0.76837,0.55368,2.38808,0.81771,0.61205,2.55484
548,1.02377,0.67875,2.45031,0.8712,0.68124,2.37043,0.85463,0.57953,2.3341,0.81888,0.65497,2.5805,0.90454,0.57041,2.30659,0.76889,0.59379,2.38387,0.94151,0.60975,2.57663
549,0.98437,0.68574,2.48119,0.84787,0.69186,2.37639,0.81436,0.60367,2.38744,0.79233,0.6412,2.54835,0.91733,0.60203,2.3795,0.75226,0.62018,2.4114,0.75263,0.64666,2.49717
550,1.01669,0.70036,2.46924,0.89571,0.69591,2.38192,0.81311,0.66754,2.35806,0.76833,0.66282,2.5489,0.94025,0.63174,2.35467,0.79715,0.6043,2.4445,0.81677,0.685,2.63284
551,1.00469,0.66022,2.44517,0.80845,0.65282,2.35875,0.7457,0.57504,2.30311,0.7306,0.64524,2.62473,0.90743,0.55167,2.32881,0.67513,0.55683,2.34988,0.7938,0.60138,2.56601
552,1.01941,0.67187,2.48894,0.82305,0.69647,2.444,0.79685,0.59334,2.43988,0.78156,0.66166,2.69828,0.91986,0.62741,2.44083,0.80329,0.63238,2.47228,0.81519,0.62543,2.81371
553,0.98439,0.67075,2.44815,0.82573,0.67294,2.37068,0.78496,0.61156,2.30019,0.76849,0.62823,2.48622,0.87855,0.5559,2.29805,0.76316,0.5746,2.37123,0.90382,0.61354,2.65321
554,1.02296,0.67495,2.48162,0.84742,0.68689,2.39473,0.77456,0.55216,2.36541,0.78499,0.63952,2.58683,0.91177,0.52652,2.35929,0.71154,0.51273,2.45429,0.75259,0.59378,2.68453
555,1.04405,0.66526,2.43776,0.87654,0.66953,2.3739,0.83858,0.57209,2.36083,0.80894,0.65589,2.60433,0.92812,0.56191,2.35093,0.81318,0.54297,2.28477,0.88612,0.58269,2.44004
556,1.01855,0.66054,2.48522,0.82648,0.65604,2.48076,0.70961,0.5592,2.46711,0.69615,0.63747,2.83008,0.89701,0.53915,2.42187,0.67845,0.54194,2.47975,0.83664,0.60952,2.79088
557,0.99044,0.68424,2.48655,0.79062,0.66012,2.43102,0.76915,0.55675,2.3924,0.78268,0.65052,2.58492,0.8657,0.5621,2.41535,0.73905,0.58346,2.4828,0.76802,0.68307,2.79757
558,0.9919,0.67,2.47912,0.81621,0.67664,2.44145,0.75003,0.56505,2.39795,0.73231,0.63245,2.57884,0.90496,0.57074,2.4024,0.7301,0.59418,2.45406,0.7597,0.61024,2.6893
559,1.02158,0.6648,2.47784,0.85538,0.6475,2.39173,0.81073,0.51863,2.38525,0.78615,0.61274,2.68913,0.95447,0.51535,2.38672,0.76968,0.49451,2.42299,0.77833,0.5474,2.61908
560,1.05989,0.67798,2.46239,0.90431,0.66977,2.3951,0.79122,0.5896,2.37811,0.77708,0.64529,2.58471,0.88998,0.56842,2.34751,0.71405,0.58934,2.44592,0.80386,0.59172,2.69936
561,0.98053,0.68814,2.45533,0.83425,0.66755,2.39002,0.72207,0.65401,2.36374,0.72592,0.652,2.5935,0.90604,0.6249,2.35384,0.71064,0.63642,2.37441,0.78719,0.72947,2.5635
562,1.03264,0.65216,2.45812,0.92537,0.67373,2.40487,0.86631,0.54524,2.3871,0.84466,0.6316,2.6578,0.98677,0.54751,2.41395,0.82881,0.57067,2.45768,0.94364,0.67802,2.73568
563,0.99471,0.69699,2.46012,0.85849,0.68194,2.39721,0.82582,0.61245,2.36852,0.82408,0.64321,2.56,0.94977,0.57168,2.38264,0.80063,0.59159,2.4396,0.78888,0.61128,2.70483
564,1.00961,0.66007,2.47022,0.8141,0.66706,2.43401,0.78082,0.58429,2.40559,0.72676,0.62781,2.61283,0.91509,0.55483,2.39085,0.68882,0.56605,2.45922,0.83604,0.62109,2.54351
565,1.05101,0.678,2.47396,0.89663,0.63461,2.3947,0.81272,0.55731,2.33369,0.78786,0.6353,2.70351,0.92912,0.58595,2.36577,0.77125,0.58305,2.40406,0.73881,0.68161,2.59481
566,1.01073,0.6567,2.4679,0.78746,0.66904,2.4333,0.76586,0.54937,2.38334,0.78633,0.61301,2.69144,0.91353,0.5231,2.37498,0.73161,0.54351,2.45993,0.83852,0.60213,2.61111
567,1.02153,0.66501,2.50083,0.87929,0.65105,2.45343,0.86944,0.58409,2.33597,0.82685,0.64082,2.52815,0.9584,0.59017,2.38845,0.80247,0.61478,2.46499,0.8512,0.69362,2.60175
568,1.04669,0.66544,2.48324,0.92349,0.66272,2.41536,0.87483,0.54392,2.38129,0.84756,0.63629,2.6065,0.98153,0.52602,2.3589,0.81776,0.56322,2.41552,0.80217,0.61128,2.55365
569,1.0533,0.66949,2.46625,0.85308,0.67803,2.39586,0.74924,0.63438,2.38429,0.75626,0.65212,2.72805,0.91468,0.61809,2.39133,0.77366,0.61274,2.426,0.82706,0.72834,2.53584
570,1.0209,0.67478,2.47072,0.80755,0.67381,2.43663,0.76548,0.55583,2.39165,0.75601,0.64265,2.59026,0.90723,0.57667,2.4051,0.71265,0.54756,2.47446,0.79733,0.53761,2.78008
571,0.97217,0.66429,2.46015,0.86411,0.64432,2.40903,0.81181,0.58387,2.35874,0.78528,0.62738,2.52128,0.9091,0.54162,2.39906,0.75244,0.57511,2.41002,0.86466,0.68276,2.66662
572,0.98509,0.68,2.48734,0.85287,0.65454,2.39616,0.8377,0.55867,2.3555,0.79714,0.64981,2.64598,0.90888,0.56566,2.32751,0.76133,0.54837,2.38982,0.75071,0.72258,2.49659
573,1.02887,0.63215,2.47744,0.95965,0.67088,2.38979,0.86057,0.54677,2.39195,0.84177,0.60802,2.71832,0.95467,0.53042,2.36271,0.866,0.51534,2.41546,0.95659,0.58113,2.61066
574,0.99519,0.65439,2.4723,0.80947,0.63779,2.41811,0.76107,0.57319,2.40666,0.73843,0.62993,2.59738,0.84857,0.55938,2.40384,0.69809,0.57673,2.45155,0.74959,0.55609,2.50129
575,0.9943,0.6717,2.4848,0.81415,0.6594,2.43823,0.74918,0.55673,2.3888,0.71639,0.64434,2.56702,0.88688,0.55111,2.41686,0.70414,0.51323,2.44192,0.8059,0.59212,2.61731
576,1.07497,0.682,2.47555,0.91374,0.67883,2.47059,0.87404,0.61398,2.42,0.85695,0.65086,2.45921,0.92782,0.57672,2.43754,0.87845,0.58351,2.49942,0.94545,0.63051,2.6528
577,1.0263,0.6938,2.45469,0.87847,0.66612,2.36714,0.81962,0.57945,2.30978,0.81907,0.64373,2.50062,0.94709,0.57514,2.29596,0.7823,0.5443,2.38775,0.85274,0.5451,2.47747
578,1.03046,0.69434,2.47001,0.86448,0.71273,2.44758,0.75061,0.58377,2.40013,0.72908,0.65265,2.54547,0.87597,0.58127,2.37475,0.69351,0.59039,2.47413,0.71699,0.63379,2.63645
579,1.01203,0.66071,2.46304,0.86506,0.65813,2.41033,0.80272,0.52353,2.36785,0.80469,0.6262,2.56556,0.9498,0.50155,2.39108,0.81873,0.49673,2.43393,0.84406,0.56556,2.57587
580,0.99787,0.67384,2.47844,0.84975,0.71388,2.38033,0.77563,0.6013,2.34821,0.7701,0.66419,2.56173,0.90226,0.57903,2.33869,0.74744,0.58899,2.41393,0.81129,0.69009,2.69811
581,0.95949,0.6765,2.44089,0.89716,0.68481,2.39733,0.83663,0.64979,2.34108,0.81809,0.66935,2.52516,0.91225,0.65508,2.34332,0.84407,0.61429,2.40156,0.88701,0.74771,2.57538
582,1.00299,0.65141,2.47397,0.81556,0.65724,2.42617,0.78292,0.54919,2.41597,0.77983,0.61901,2.63199,0.91113,0.51344,2.4115,0.75604,0.52991,2.42768,0.80291,0.54089,2.67594
583,1.02869,0.68038,2.47752,0.83372,0.64813,2.42873,0.78086,0.58511,2.37013,0.76195,0.65585,2.67294,0.94982,0.57572,2.35778,0.80299,0.56773,2.40292,0.84306,0.62866,2.64858
584,0.98889,0.65907,2.4743,0.78857,0.67683,2.41948,0.69091,0.55983,2.34839,0.72473,0.62213,2.62953,0.87256,0.51916,2.3849,0.6697,0.50779,2.42561,0.83102,0.56997,2.66459
585,1.04319,0.69093,2.48031,0.90681,0.66401,2.44281,0.85056,0.57317,2.44727,0.82521,0.65567,2.67517,0.92794,0.57694,2.44389,0.81746,0.56065,2.47347,0.93383,0.59385,2.53976
586,1.02145,0.66293,2.47009,0.81319,0.64921,2.37577,0.69389,0.55816,2.32732,0.71456,0.61546,2.58491,0.88661,0.54004,2.33054,0.66268,0.5569,2.36319,0.7339,0.64363,2.60226
587,0.96289,0.67658,2.48022,0.83839,0.6565,2.43232,0.77062,0.5293,2.38735,0.75798,0.62553,2.73747,0.9058,0.54055,2.39882,0.71583,0.52083,2.45376,0.77914,0.54668,2.6511
588,1.02653,0.66299,2.44094,0.85708,0.67238,2.40248,0.81019,0.55296,2.36463,0.81513,0.64564,2.57136,0.91986,0.54896,2.38552,0.75799,0.55179,2.41276,0.78334,0.5125,2.6728
589,0.98735,0.68083,2.4716,0.82868,0.66499,2.4226,0.81427,0.54279,2.41065,0.81745,0.61519,2.67203,0.88149,0.52473,2.42376,0.83805,0.50435,2.4827,0.83077,0.50424,2.57752
590,0.96028,0.63802,2.46837,0.84116,0.66768,2.3816,0.78507,0.58584,2.34058,0.79007,0.63427,2.57307,0.90119,0.58516,2.35388,0.73289,0.59338,2.37337,0.84209,0.61578,2.59163
591,1.02966,0.66647,2.46513,0.83882,0.65689,2.41934,0.78062,0.53662,2.34791,0.78853,0.61891,2.63414,0.92449,0.53211,2.34058,0.7771,0.5175,2.39887,0.85738,0.54329,2.61098
592,1.02079,0.65775,2.48585,0.8534,0.66891,2.4167,0.82598,0.56035,2.39711,0.82175,0.62669,2.66821,0.96878,0.55149,2.38102,0.79556,0.53155,2.43954,0.83454,0.6092,2.94471
593,0.98643,0.69865,2.47215,0.78231,0.68472,2.34117,0.73029,0.58628,2.30926,0.69785,0.65853,2.59769,0.88505,0.6087,2.33114,0.67428,0.59381,2.36551,0.69722,0.64938,2.60218
594,1.06201,0.70879,2.47765,0.88766,0.68164,2.39798,0.87467,0.57921,2.33612,0.82567,0.67435,2.67038,0.95393,0.59076,2.33016,0.81045,0.60624,2.40036,0.79301,0.59187,2.52071
595,0.98554,0.67911,2.47895,0.78407,0.67097,2.45569,0.71811,0.60652,2.43867,0.70862,0.63733,2.85557,0.87345,0.57239,2.44156,0.67982,0.56554,2.48412,0.72367,0.63972,2.61317
596,1.07444,0.65837,2.48,0.91911,0.67071,2.47608,0.80782,0.55907,2.44035,0.75464,0.63393,2.67574,0.94453,0.54058,2.43248,0.73973,0.53914,2.46501,0.78444,0.60423,2.81028
597,0.97625,0.67861,2.43423,0.81283,0.6819,2.39594,0.77062,0.61519,2.30165,0.7268,0.63865,2.63867,0.8867,0.57525,2.31326,0.73163,0.5506,2.40458,0.89956,0.60547,2.50436
598,0.97943,0.66105,2.47189,0.81773,0.67558,2.42706,0.72528,0.62771,2.41719,0.72167,0.64915,2.72429,0.89127,0.56153,2.39021,0.69689,0.60749,2.43086,0.77923,0.67572,2.58345
599,1.02886,0.68,2.47733,0.8159,0.63764,2.42814,0.79639,0.60193,2.39234,0.77958,0.63403,2.71509,0.94643,0.61398,2.35317,0.783,0.61824,2.41661,0.85585,0.64041,2.55754
600,0.99832,0.65978,2.45294,0.85084,0.66527,2.4124,0.81394,0.55164,2.36464,0.77386,0.63643,2.58002,0.86323,0.5576,2.37239,0.78139,0.53967,2.38291,0.89697,0.58829,2.58381
601,1.03292,0.67637,2.46595,0.85636,0.67336,2.37877,0.84359,0.6495,2.30863,0.84139,0.65703,2.65154,0.92534,0.59738,2.31715,0.8192,0.60393,2.37903,0.91916,0.72089,2.49019
602,1.02066,0.69265,2.45578,0.81296,0.69388,2.38487,0.75616,0.58811,2.39948,0.73463,0.64872,2.5823,0.90055,0.59505,2.37394,0.70425,0.62961,2.43522,0.69977,0.67653,2.47081
603,1.03101,0.67796,2.45313,0.80632,0.67351,2.40171,0.73828,0.60711,2.35651,0.71286,0.65526,2.57759,0.90392,0.57553,2.34242,0.70771,0.57783,2.41354,0.73437,0.63733,2.5068
604,0.98463,0.68024,2.45661,0.77687,0.66609,2.37627,0.75262,0.57208,2.33671,0.71337,0.61803,2.54899,0.89413,0.57907,2.35442,0.69049,0.54359,2.40155,0.76824,0.66029,2.65256
605,1.03632,0.68186,2.48585,0.82738,0.67314,2.4378,0.72177,0.557,2.37027,0.6901,0.65516,2.75155,0.85972,0.56522,2.3782,0.6972,0.54087,2.42827,0.74584,0.61414,2.59695
606,1.04646,0.6586,2.4412,0.94305,0.65088,2.39257,0.8307,0.50643,2.30511,0.84122,0.59882,2.68515,0.97049,0.4876,2.32202,0.8293,0.49796,2.34508,0.88786,0.5199,2.44789
607,1.03325,0.67746,2.48206,0.79743,0.65702,2.465,0.73871,0.54021,2.41875,0.73259,0.64191,2.58626,0.89084,0.53451,2.47003,0.71005,0.51787,2.48745,0.81941,0.61008,2.62732
608,0.9434,0.64364,2.45589,0.77024,0.66013,2.42287,0.68523,0.54705,2.35566,0.67112,0.62078,2.56284,0.82619,0.52767,2.38374,0.6679,0.54196,2.45693,0.71895,0.58641,2.63119
609,1.05185,0.6599,2.44887,0.82464,0.6614,2.43946,0.76777,0.60741,2.36275,0.75535,0.62289,2.71865,0.89366,0.56847,2.39712,0.78647,0.53405,2.4363,0.79791,0.59149,2.58397
610,0.9311,0.62797,2.48437,0.73426,0.64992,2.47984,0.69671,0.57612,2.47776,0.67139,0.60851,2.69194,0.83235,0.54451,2.48594,0.65169,0.54775,2.51935,0.743,0.62349,2.61484
611,1.02152,0.66483,2.46659,0.85716,0.6816,2.39979,0.76652,0.5389,2.38119,0.79307,0.63631,2.52109,0.89994,0.50315,2.37003,0.68009,0.50378,2.45458,0.8239,0.5476,2.74701
612,1.00926,0.65386,2.47014,0.79102,0.65009,2.39552,0.74371,0.53626,2.27812,0.74029,0.62674,2.60642,0.86527,0.55405,2.36227,0.70277,0.60385,2.44884,0.75268,0.54208,2.64023
613,1.01216,0.66095,2.49673,0.84483,0.66302,2.47249,0.7527,0.61657,2.44608,0.77154,0.65429,2.6903,0.92609,0.5977,2.44033,0.79021,0.60405,2.50499,0.85057,0.6442,2.69446
614,0.98136,0.6679,2.47125,0.89124,0.67323,2.43379,0.84629,0.56596,2.42233,0.81546,0.62791,2.56146,0.904,0.57863,2.39851,0.82323,0.54719,2.42146,0.90656,0.56177,2.82531
615,0.95826,0.66538,2.44721,0.72059,0.6779,2.36578,0.63982,0.53074,2.33038,0.62688,0.60809,2.63102,0.81365,0.53438,2.32282,0.60461,0.56619,2.39469,0.79017,0.64103,2.53162
616,1.0106,0.6728,2.47993,0.90309,0.68574,2.4841,0.77999,0.57956,2.42244,0.79595,0.64543,2.57214,0.91793,0.59251,2.38842,0.75173,0.5673,2.45843,0.7361,0.63143,2.53522
617,1.01331,0.64592,2.46088,0.8273,0.66408,2.43277,0.74582,0.54149,2.36936,0.70878,0.6334,2.65504,0.83689,0.48839,2.40742,0.7251,0.50855,2.42715,0.87919,0.58115,2.55976
