batch,loss_L0_age_bin,loss_L0_gender,loss_L0_star_sign,loss_L4_age_bin,loss_L4_gender,loss_L4_star_sign,loss_L8_age_bin,loss_L8_gender,loss_L8_star_sign,loss_L12_age_bin,loss_L12_gender,loss_L12_star_sign,loss_L16_age_bin,loss_L16_gender,loss_L16_star_sign,loss_L20_age_bin,loss_L20_gender,loss_L20_star_sign,loss_L24_age_bin,loss_L24_gender,loss_L24_star_sign
231,1.06578,0.68047,2.46692,0.91101,0.6719,2.43603,0.87974,0.53307,2.44032,0.86112,0.64881,2.60005,1.03387,0.52111,2.44822,0.81502,0.53147,2.47544,0.89152,0.63512,2.95755
232,1.06055,0.68858,2.4995,0.84784,0.66516,2.46701,0.78757,0.61262,2.4676,0.77073,0.68389,2.80515,1.04583,0.59666,2.45871,0.72219,0.59088,2.55027,0.76305,0.7316,3.07251
233,1.08613,0.67823,2.47881,0.84728,0.67094,2.43912,0.81659,0.58192,2.40752,0.78749,0.66206,2.67773,1.05925,0.54108,2.4205,0.72267,0.53586,2.43439,0.75012,0.70428,2.94889
234,1.05312,0.68511,2.4704,0.87532,0.69013,2.47302,0.8303,0.59546,2.42728,0.81456,0.68536,2.59078,1.0068,0.56489,2.4037,0.76128,0.57731,2.49296,0.84806,0.69494,2.95234
235,1.06762,0.68765,2.46015,0.84124,0.69844,2.39204,0.83476,0.65176,2.38682,0.80844,0.67623,2.60473,1.01489,0.61761,2.4088,0.7526,0.59984,2.44331,0.90564,0.74715,2.68853
236,1.03173,0.68664,2.46697,0.81571,0.68889,2.38789,0.78532,0.66526,2.35378,0.74503,0.66919,2.57413,1.02096,0.65126,2.35549,0.73315,0.65078,2.38935,0.92342,0.79627,2.80488
237,1.03906,0.67422,2.47503,0.89506,0.65706,2.4632,0.83196,0.51643,2.45188,0.81908,0.6682,2.70298,1.02714,0.4935,2.4536,0.75953,0.50577,2.51556,0.91097,0.61245,2.85461
238,1.06732,0.67622,2.49504,0.88055,0.687,2.47038,0.78727,0.61382,2.44506,0.75193,0.67538,2.60558,1.02807,0.59065,2.45341,0.66638,0.62314,2.48528,0.81452,0.7849,2.74233
239,1.03458,0.6755,2.46888,0.88441,0.66896,2.40682,0.89052,0.59176,2.40103,0.85318,0.67182,2.60953,1.02885,0.58983,2.36766,0.87266,0.59805,2.40497,1.01545,0.77673,2.66661
240,1.05139,0.68513,2.47752,0.81554,0.68923,2.44383,0.79747,0.56963,2.44444,0.78732,0.67967,2.62876,1.03255,0.55125,2.44077,0.72556,0.55897,2.50503,0.75224,0.70893,2.87099
241,1.0611,0.67823,2.49375,0.88654,0.67219,2.45976,0.84537,0.59077,2.41896,0.85505,0.6716,2.60604,1.03579,0.60689,2.44954,0.82018,0.60432,2.44869,1.03017,0.76852,2.80777
242,1.06604,0.67963,2.47635,0.86341,0.68024,2.43313,0.79477,0.54528,2.44075,0.80413,0.66158,2.658,1.04443,0.52604,2.42473,0.71512,0.51793,2.51748,0.86492,0.69289,2.7777
243,1.07376,0.68317,2.46115,0.84519,0.70638,2.40567,0.8551,0.61604,2.38469,0.81764,0.67384,2.56726,1.03018,0.59852,2.38236,0.73749,0.58724,2.42525,0.82032,0.76242,2.76833
244,1.06579,0.68987,2.46305,0.92798,0.68206,2.36242,0.84212,0.57141,2.36261,0.82844,0.67355,2.48801,1.05967,0.57268,2.34179,0.78923,0.5721,2.42303,1.00071,0.71244,2.73606
245,1.05943,0.68404,2.4905,0.94199,0.66404,2.41457,0.95793,0.61022,2.34951,0.92271,0.69137,2.5948,1.06158,0.60208,2.33661,0.88141,0.59664,2.41986,0.99428,0.62732,2.64473
246,1.07124,0.67073,2.48289,0.85941,0.68133,2.47902,0.83788,0.59286,2.43556,0.78763,0.67742,2.6266,1.04001,0.59597,2.46683,0.80838,0.6122,2.49845,0.94448,0.77655,2.92765
247,1.06721,0.67326,2.48323,0.85886,0.66393,2.46132,0.79849,0.5666,2.44986,0.78917,0.64885,2.52722,1.03558,0.57993,2.4273,0.7241,0.5804,2.44434,0.87726,0.66415,2.89265
248,1.09066,0.6773,2.48726,0.76923,0.67583,2.42923,0.76227,0.56186,2.3855,0.73952,0.67743,2.63111,1.0223,0.5705,2.3895,0.64261,0.55083,2.3831,0.85575,0.71585,2.69458
249,1.04167,0.68582,2.48741,0.81573,0.67437,2.42971,0.77372,0.58507,2.39767,0.76457,0.66869,2.51896,1.00843,0.57585,2.37637,0.73162,0.57153,2.44751,0.83847,0.56547,2.78982
250,1.06343,0.66852,2.47795,0.83673,0.68926,2.44445,0.86142,0.55209,2.40867,0.81415,0.67536,2.53434,1.05202,0.55504,2.40545,0.81982,0.54187,2.45921,1.00029,0.66922,2.76928
251,1.04464,0.67049,2.4752,0.86566,0.67068,2.4163,0.83228,0.54503,2.38785,0.8035,0.67355,2.74062,1.00567,0.53543,2.38297,0.81499,0.53627,2.43165,1.00793,0.79793,2.81322
252,1.04349,0.68109,2.44314,0.89721,0.68876,2.42406,0.81783,0.58078,2.40634,0.82542,0.67121,2.47462,1.02677,0.59534,2.39165,0.76853,0.58152,2.41729,0.98687,0.76518,2.77669
253,1.07008,0.67623,2.46368,0.92888,0.65221,2.43624,0.90748,0.55902,2.43005,0.88986,0.66919,2.5863,1.06354,0.56182,2.44678,0.88147,0.54466,2.47731,1.03429,0.73171,2.8213
254,1.07109,0.6809,2.47084,0.80423,0.68325,2.44773,0.74032,0.58531,2.44107,0.74265,0.67188,2.55795,1.04494,0.55694,2.43376,0.68558,0.58471,2.51933,0.85516,0.92226,2.78558
255,1.06429,0.67657,2.46955,0.89048,0.71273,2.41375,0.91808,0.55763,2.39606,0.86993,0.6834,2.56654,1.05094,0.52805,2.36164,0.84531,0.51205,2.48437,1.16278,0.71837,2.83508
256,1.06301,0.68249,2.48395,0.87752,0.68947,2.43657,0.77332,0.5892,2.4553,0.78361,0.67806,2.83338,1.0215,0.59574,2.43605,0.75216,0.60699,2.46803,0.90723,0.73793,3.02299
257,1.07753,0.67542,2.47095,0.9084,0.69817,2.40027,0.86992,0.61164,2.3974,0.86043,0.67473,2.6446,1.05961,0.61649,2.38811,0.80096,0.59941,2.46346,0.90609,0.86457,2.83358
258,1.05218,0.68782,2.46578,0.82593,0.71219,2.41629,0.79417,0.57821,2.40736,0.80523,0.70005,2.59747,1.03249,0.59598,2.3953,0.72839,0.58913,2.4515,0.76546,0.65394,2.727
259,1.03432,0.67474,2.47723,0.85127,0.67517,2.40659,0.84974,0.60693,2.38901,0.78461,0.66998,2.59027,1.00154,0.57926,2.37443,0.78892,0.57051,2.39199,0.95121,0.60565,2.65923
260,1.04866,0.68598,2.46054,0.96142,0.69214,2.43878,0.89854,0.61931,2.42682,0.87602,0.66883,2.6738,1.02619,0.60426,2.41004,0.79848,0.59471,2.47457,0.99729,0.79022,2.82875
261,1.09028,0.66465,2.4618,0.95011,0.6569,2.43094,0.84012,0.49815,2.42225,0.85833,0.64506,2.55353,1.04155,0.48755,2.4314,0.82119,0.50048,2.48191,0.83711,0.59043,2.98199
262,1.07332,0.6886,2.48714,0.94798,0.68226,2.4822,0.88552,0.65536,2.49606,0.87401,0.67979,2.69951,1.04522,0.63526,2.48458,0.8225,0.67326,2.55961,0.95607,0.79817,2.98717
263,1.05556,0.6956,2.47149,0.80877,0.67513,2.40301,0.73425,0.65081,2.35911,0.76874,0.6839,2.59297,1.01692,0.66474,2.34041,0.68717,0.67941,2.38893,0.85377,0.76435,2.74898
264,1.06589,0.68004,2.46727,0.85,0.69243,2.4306,0.81321,0.5678,2.40751,0.77075,0.66694,2.49299,1.03102,0.54473,2.38887,0.77179,0.56741,2.40512,0.92363,0.63802,2.61884
265,1.05193,0.68219,2.49611,0.92398,0.69681,2.50769,0.86035,0.61288,2.51644,0.84891,0.66581,2.84628,1.05842,0.62264,2.49072,0.80456,0.63134,2.5474,0.86359,0.83165,2.98127
266,1.05711,0.67037,2.47407,0.90031,0.67852,2.43303,0.85954,0.59666,2.4056,0.87653,0.68001,2.52852,1.02321,0.58498,2.38925,0.79818,0.58132,2.43653,1.1417,0.6872,2.83183
267,1.08955,0.67792,2.47389,0.92605,0.69413,2.4514,0.84244,0.5357,2.4372,0.80404,0.68042,2.65402,1.0294,0.52442,2.40556,0.74694,0.52348,2.48985,1.05079,0.59974,2.70683
268,1.07806,0.68014,2.45586,0.8941,0.68004,2.43101,0.84575,0.58086,2.40668,0.84582,0.67779,2.59923,1.0249,0.56392,2.42266,0.78786,0.57603,2.47819,0.89369,0.62886,2.82697
269,1.06315,0.68803,2.47263,0.86756,0.70404,2.43603,0.84961,0.59944,2.41451,0.84334,0.66667,2.61504,1.03057,0.58105,2.41186,0.81311,0.62498,2.47292,0.92837,0.65156,2.60716
270,1.04632,0.67174,2.47337,0.74418,0.66137,2.42961,0.71967,0.59659,2.40393,0.72419,0.67194,2.53845,1.00026,0.60375,2.39114,0.65483,0.61105,2.46155,0.88929,0.70444,2.71556
271,1.06988,0.68718,2.47142,0.95007,0.67855,2.43398,0.89342,0.65045,2.4159,0.86318,0.69346,2.67803,1.03718,0.66138,2.40433,0.74694,0.62124,2.45232,0.98302,0.7139,2.75021
272,1.07938,0.68903,2.49173,0.87563,0.67061,2.45289,0.875,0.57559,2.42961,0.85194,0.67974,2.62927,1.02291,0.55177,2.43465,0.76964,0.57288,2.51272,1.01285,0.60149,3.0247
273,1.0559,0.66841,2.44362,0.87857,0.68298,2.41101,0.8382,0.55332,2.38969,0.847,0.66419,2.44586,1.02079,0.52374,2.38334,0.80296,0.52246,2.43411,0.89929,0.53362,2.66483
274,1.05436,0.67631,2.46736,0.91398,0.68532,2.4176,0.87473,0.57256,2.39284,0.86537,0.66127,2.61804,1.04619,0.55594,2.42705,0.82885,0.54777,2.45241,1.10754,0.61332,2.64577
275,1.07257,0.69486,2.4863,0.93114,0.67981,2.45969,0.90962,0.59544,2.4551,0.85217,0.68634,2.63293,1.07432,0.58058,2.43775,0.77539,0.60573,2.47893,0.96399,0.68371,2.83962
276,1.0602,0.69057,2.47409,0.84667,0.70422,2.43615,0.82884,0.62416,2.40628,0.84676,0.67746,2.70646,1.03433,0.60223,2.38182,0.73855,0.60949,2.44735,0.92019,0.73046,2.77653
277,1.03182,0.67894,2.47343,0.88659,0.67952,2.41945,0.86784,0.55115,2.40015,0.87881,0.65853,2.56216,1.02874,0.5658,2.39843,0.76394,0.55833,2.44093,1.04186,0.62815,2.6703
278,1.09525,0.68573,2.48264,0.90744,0.69367,2.43605,0.87818,0.60594,2.43128,0.83193,0.66525,2.59075,1.02228,0.60078,2.41147,0.73109,0.60041,2.4731,1.0085,0.72677,2.80868
279,1.00991,0.68179,2.46218,0.83385,0.686,2.42498,0.78504,0.63994,2.39929,0.78446,0.67231,2.67913,0.99122,0.61267,2.36383,0.75817,0.63369,2.44649,0.7418,0.74304,2.56069
280,1.05272,0.67277,2.48353,0.94125,0.65194,2.46552,0.92676,0.57341,2.4686,0.9242,0.6626,2.63196,1.03488,0.56708,2.44651,0.85825,0.59054,2.49052,0.93231,0.69574,2.82939
281,1.08705,0.68126,2.47719,0.91858,0.69661,2.43267,0.88876,0.61726,2.42767,0.86236,0.67122,2.5456,1.03198,0.60154,2.41815,0.80531,0.62193,2.43403,1.02561,0.68752,2.74529
282,1.05944,0.67824,2.46411,0.87997,0.66695,2.43547,0.82089,0.61338,2.42277,0.81949,0.65315,2.53672,1.02379,0.6135,2.4181,0.79279,0.62146,2.41889,1.01847,0.72476,2.73753
283,1.06685,0.67625,2.49346,0.87699,0.67968,2.46118,0.87309,0.58849,2.44948,0.81285,0.67247,2.4566,1.00751,0.58106,2.42737,0.77899,0.5711,2.47785,0.91062,0.59776,2.66878
284,1.02679,0.68963,2.47973,0.81837,0.67772,2.45929,0.72421,0.62054,2.40514,0.71318,0.67595,2.57484,0.97403,0.5902,2.36527,0.6494,0.59779,2.46614,0.88915,0.72777,2.61422
285,1.06397,0.6827,2.45711,0.82696,0.67716,2.43846,0.81748,0.65046,2.40597,0.80049,0.67635,2.58635,1.03846,0.63272,2.40676,0.75108,0.6306,2.4872,0.83451,0.7404,2.71398
286,1.08153,0.6782,2.46838,0.86855,0.66359,2.43328,0.82697,0.5845,2.42954,0.79519,0.67069,2.58227,1.02018,0.56992,2.40365,0.77803,0.57472,2.44974,0.78893,0.64145,2.78218
287,1.08375,0.68048,2.48321,0.80991,0.69316,2.45438,0.82033,0.56507,2.43935,0.80778,0.67231,2.52218,1.01226,0.5517,2.43988,0.78196,0.56819,2.50484,0.96789,0.65361,2.69763
288,1.07507,0.68699,2.4473,0.85516,0.68199,2.42795,0.84212,0.60647,2.40823,0.80275,0.66862,2.55687,1.03442,0.58564,2.41349,0.77165,0.59756,2.41015,0.82514,0.6945,2.7162
289,1.07026,0.67673,2.46679,0.88653,0.66989,2.42766,0.86794,0.54505,2.39633,0.84074,0.66984,2.51222,1.02503,0.53658,2.39227,0.77756,0.51957,2.4604,0.91925,0.6493,2.6957
290,1.08721,0.68337,2.46445,0.90507,0.68381,2.4234,0.89158,0.60472,2.40543,0.90323,0.654,2.67432,1.05567,0.58683,2.40743,0.83276,0.57038,2.44547,0.89049,0.64721,2.80819
291,1.05544,0.67881,2.46858,0.89956,0.67998,2.41852,0.86884,0.60196,2.40857,0.8559,0.67978,2.48853,1.00247,0.57817,2.37341,0.83283,0.56146,2.41769,0.97008,0.60978,2.80783
292,1.05357,0.67824,2.45786,0.87836,0.67578,2.4311,0.78129,0.6128,2.42749,0.80817,0.67585,2.60442,1.01074,0.57875,2.40764,0.76401,0.56992,2.43558,0.9044,0.74279,2.76075
293,1.06298,0.66852,2.47051,0.77435,0.66896,2.39048,0.75168,0.50283,2.37279,0.70303,0.65745,2.47989,0.98181,0.51325,2.35658,0.72472,0.48684,2.43603,0.82308,0.6131,2.56368
294,1.0514,0.67976,2.47243,0.91515,0.69394,2.40717,0.83738,0.61016,2.41754,0.84473,0.67273,2.53823,0.9881,0.59986,2.42173,0.85921,0.60211,2.4141,0.86887,0.64283,2.88526
295,1.08166,0.6747,2.47891,0.83749,0.68596,2.47023,0.82475,0.55781,2.44934,0.83467,0.66485,2.58666,1.00725,0.51751,2.44386,0.7687,0.52083,2.43637,0.96281,0.75108,2.81518
296,1.08679,0.67075,2.47881,0.89127,0.6945,2.45867,0.84968,0.58579,2.45689,0.82625,0.68184,2.76945,1.01897,0.56202,2.44479,0.76912,0.57234,2.50559,0.94975,0.75361,2.85791
297,1.07823,0.67449,2.49522,0.88194,0.67033,2.48033,0.84097,0.58503,2.43891,0.83294,0.67818,2.59429,1.03834,0.57689,2.4735,0.80414,0.56037,2.46833,0.92625,0.67103,2.77513
298,1.06476,0.67388,2.48393,0.84194,0.68408,2.45804,0.78533,0.55902,2.44585,0.78618,0.6627,2.63289,1.03544,0.56937,2.43408,0.74253,0.55014,2.46973,0.78429,0.57519,2.88205
299,1.07049,0.69173,2.47111,0.90723,0.70375,2.40143,0.8603,0.59269,2.379,0.82404,0.68569,2.57994,1.02555,0.59316,2.37527,0.82669,0.60575,2.44267,0.82886,0.73166,2.86724
300,1.05005,0.67927,2.48236,0.86828,0.6877,2.44222,0.8509,0.55586,2.41802,0.82915,0.64923,2.67242,1.00408,0.53404,2.44092,0.80801,0.54038,2.43666,0.98147,0.64722,2.65437
301,1.07451,0.69531,2.46346,0.82794,0.69561,2.42634,0.81752,0.613,2.38328,0.79488,0.68759,2.75671,1.01219,0.60509,2.37198,0.75703,0.63069,2.44005,0.75466,0.74398,2.72182
302,1.05799,0.6817,2.47954,0.83916,0.68845,2.41614,0.8174,0.57462,2.40546,0.80269,0.65792,2.63967,0.99611,0.56374,2.39534,0.7619,0.55969,2.42829,0.94522,0.6261,2.79925
303,1.07118,0.68639,2.47638,0.90906,0.66219,2.46148,0.90959,0.65665,2.46392,0.89059,0.67182,2.70122,1.03161,0.63231,2.45432,0.89078,0.64593,2.46587,0.98247,0.80277,2.87087
304,1.08262,0.66563,2.4698,0.8891,0.67164,2.45118,0.84867,0.56543,2.43321,0.83452,0.6499,2.59475,1.00412,0.53919,2.42303,0.78902,0.51696,2.47198,0.81351,0.75549,2.67893
305,1.07557,0.68298,2.45171,0.91283,0.67228,2.37962,0.8976,0.56232,2.35828,0.87528,0.6691,2.5816,1.01235,0.56067,2.34731,0.81387,0.54165,2.36074,0.96045,0.6696,2.73852
306,1.06727,0.68923,2.4518,0.87002,0.71058,2.38424,0.8233,0.59736,2.3625,0.83689,0.67421,2.48375,1.0029,0.60281,2.35654,0.82144,0.60112,2.36329,0.82266,0.66693,2.68646
307,1.04431,0.67822,2.47912,0.84028,0.69184,2.43161,0.79051,0.61835,2.41631,0.74152,0.67121,2.56308,0.98775,0.60304,2.41783,0.69232,0.58459,2.46282,0.84352,0.71309,2.7397
308,1.05936,0.67863,2.48777,0.79292,0.67902,2.4835,0.75938,0.59516,2.444,0.75162,0.6718,2.63183,0.98653,0.54817,2.47045,0.71643,0.55717,2.49478,0.80941,0.70313,2.8335
309,1.07019,0.67932,2.50819,0.87616,0.67971,2.4599,0.82898,0.57956,2.43127,0.80847,0.65442,2.56587,0.98622,0.58964,2.41626,0.81393,0.60189,2.41944,0.82573,0.70099,2.66681
310,1.0436,0.68599,2.47662,0.92112,0.67681,2.44414,0.85497,0.56934,2.42011,0.84485,0.66365,2.53172,1.0009,0.57035,2.41061,0.86633,0.56955,2.47239,0.94498,0.58777,2.7139
311,1.07216,0.67543,2.47446,0.90777,0.68095,2.44328,0.82775,0.58249,2.41528,0.83381,0.67917,2.58794,1.02722,0.62598,2.4158,0.75885,0.66522,2.44814,0.83975,0.77099,2.86319
312,1.03338,0.67002,2.43953,0.81656,0.69783,2.39526,0.78043,0.56409,2.40657,0.76139,0.64877,2.51803,0.98755,0.55968,2.38735,0.7804,0.55678,2.45735,0.92268,0.76895,2.88946
313,1.06395,0.68956,2.47666,0.8453,0.70606,2.43608,0.85675,0.67395,2.38881,0.82312,0.66818,2.60892,0.99456,0.66802,2.37915,0.75435,0.67496,2.39638,0.87879,0.64902,2.70863
314,1.10139,0.67585,2.48868,0.89363,0.69416,2.45612,0.80586,0.58375,2.43438,0.78018,0.66096,2.63036,0.97751,0.58831,2.43527,0.75945,0.59212,2.50357,0.91734,0.78077,2.82115
315,1.05678,0.67972,2.45977,0.89687,0.6861,2.41422,0.91102,0.59017,2.37189,0.88798,0.67369,2.55741,1.01198,0.59455,2.37254,0.828,0.58751,2.39967,0.9123,0.8056,2.66104
316,1.06232,0.68925,2.44999,0.92798,0.6818,2.41187,0.87186,0.58237,2.36861,0.83088,0.66732,2.62112,1.01003,0.57992,2.36352,0.83621,0.5606,2.4084,0.85881,0.75181,2.81544
317,1.03197,0.67091,2.46616,0.86625,0.68553,2.42725,0.80712,0.59576,2.4202,0.82953,0.67928,2.50221,0.99437,0.58458,2.40591,0.78515,0.59237,2.47691,0.94376,0.62259,2.81925
318,1.06198,0.68411,2.48599,0.83985,0.69453,2.42444,0.79609,0.61228,2.41419,0.78971,0.67147,2.51551,1.00801,0.62143,2.42572,0.73898,0.63071,2.4695,0.83944,0.69208,2.78904
319,1.04549,0.67257,2.47841,0.82277,0.6744,2.46577,0.78525,0.54799,2.43959,0.77887,0.6576,2.62666,1.01252,0.57411,2.43007,0.77296,0.58682,2.4404,0.88317,0.71224,2.74094
320,1.05316,0.68107,2.46943,0.80133,0.67984,2.43766,0.75782,0.66171,2.42457,0.7317,0.6737,2.61935,0.99217,0.62543,2.42975,0.71827,0.61719,2.43893,0.83179,0.88331,2.78407
321,1.06936,0.6667,2.46724,0.91375,0.6748,2.44944,0.83114,0.5723,2.44425,0.82211,0.65157,2.62173,0.97912,0.57249,2.43567,0.7968,0.57112,2.48226,0.94577,0.58268,2.82055
322,1.06493,0.67401,2.47826,0.84218,0.67372,2.41336,0.76702,0.60041,2.42054,0.74699,0.65694,2.71996,0.96177,0.5803,2.41784,0.6972,0.59,2.46349,0.84857,0.85701,2.71544
323,1.02974,0.68272,2.47338,0.77386,0.67949,2.4348,0.78765,0.57386,2.40386,0.75772,0.67367,2.59791,0.94907,0.57838,2.40217,0.78037,0.56499,2.42205,0.7843,0.83044,2.78419
324,1.04743,0.68166,2.48041,0.85938,0.674,2.42399,0.80896,0.62088,2.42173,0.80876,0.66813,2.73988,0.95348,0.61524,2.42249,0.7967,0.60411,2.46948,0.78012,0.77259,2.74728
325,1.05708,0.68946,2.46868,2.06398,0.69425,2.44517,0.84583,0.61109,2.39354,0.83335,0.67775,2.72714,0.99908,0.59147,2.3963,0.86004,0.60019,2.4358,0.86649,0.69791,2.92828
326,1.04751,0.66081,2.47979,0.89845,0.691,2.46466,0.87534,0.57314,2.44883,0.83824,0.65364,2.62409,1.00101,0.55821,2.43674,0.81783,0.56397,2.46221,0.91652,0.67285,2.754
327,1.05622,0.67436,2.45736,0.88027,0.69035,2.38962,0.89926,0.61659,2.36423,0.86878,0.65709,2.51354,1.01332,0.60482,2.39987,0.88652,0.55732,2.38022,0.96441,0.84064,2.69518
328,1.075,0.68449,2.46708,0.86774,0.68295,2.43262,0.84624,0.5966,2.44337,0.80104,0.68501,2.76161,0.99346,0.57212,2.43711,0.78254,0.5558,2.45273,0.9478,0.66991,2.7146
329,1.05932,0.66642,2.461,0.81152,0.68891,2.4357,0.73884,0.5706,2.41195,0.7133,0.64419,2.71269,0.97716,0.54865,2.41014,0.65752,0.53432,2.47328,0.7318,0.59391,2.70206
330,1.03577,0.67306,2.46435,0.82571,0.67187,2.44527,0.75604,0.60631,2.42556,0.73433,0.67251,2.63176,0.98471,0.59571,2.43781,0.67174,0.58908,2.48127,0.82365,0.70606,2.90919
331,1.03661,0.66707,2.49267,0.86416,0.68309,2.45794,0.80054,0.55873,2.46166,0.81153,0.64082,2.67613,0.98048,0.56751,2.46464,0.77381,0.57795,2.49906,0.8415,0.5879,2.98251
332,1.0529,0.67957,2.46401,0.7922,0.68183,2.4082,0.74893,0.53051,2.37205,0.7445,0.65482,2.6228,0.97203,0.50709,2.35689,0.71303,0.52416,2.41165,0.75282,0.6324,2.65182
333,1.06009,0.67994,2.46971,0.79359,0.67194,2.45065,0.81163,0.62904,2.41911,0.77642,0.6968,2.62653,0.98613,0.62005,2.4338,0.78273,0.59936,2.45181,0.85578,0.72084,2.92508
334,1.06895,0.68088,2.47834,0.94667,0.69112,2.42283,0.88411,0.61718,2.39987,0.87391,0.66902,2.64722,1.03096,0.61376,2.39403,0.80653,0.61153,2.43046,0.84395,0.76193,2.69757
335,1.07122,0.66648,2.46301,0.88139,0.6779,2.40387,0.82291,0.56014,2.38755,0.81555,0.65011,2.55187,0.98996,0.55271,2.3506,0.71559,0.5616,2.38441,0.81574,0.69166,2.63554
336,1.04677,0.67291,2.50302,0.86098,0.67393,2.44584,0.82215,0.55693,2.44447,0.78362,0.66111,2.63312,0.99731,0.54013,2.42969,0.76844,0.54872,2.46212,0.89964,0.80965,2.5963
337,1.03249,0.67121,2.45395,0.86077,0.68629,2.36501,0.81033,0.56666,2.35815,0.76553,0.66718,2.51171,0.94568,0.54156,2.31576,0.78406,0.54201,2.43996,0.87205,0.66162,2.60734
338,1.04425,0.67452,2.47046,0.85002,0.68704,2.43011,0.82314,0.58949,2.429,0.82555,0.66551,2.65263,1.00913,0.58341,2.40154,0.83583,0.60318,2.4191,0.97768,0.64171,2.71546
339,1.06843,0.67154,2.471,0.95356,0.68997,2.45472,0.91271,0.58551,2.4316,0.86205,0.66822,2.56897,1.02828,0.58988,2.42995,0.81999,0.57855,2.42902,0.95093,0.71661,2.76504
340,1.05561,0.68489,2.46853,0.91347,0.68426,2.35984,0.88364,0.5763,2.34411,0.8866,0.67371,2.45147,1.01416,0.58582,2.31966,0.83856,0.55966,2.44208,0.9711,0.74556,2.65965
341,1.05062,0.67026,2.46855,0.85273,0.69648,2.44576,0.80753,0.59356,2.42479,0.82229,0.65538,2.63574,0.96788,0.56087,2.43492,0.72296,0.57881,2.44164,0.78463,0.73204,2.80554
342,1.03847,0.66453,2.47969,0.84555,0.67226,2.41003,0.81784,0.5389,2.39514,0.78814,0.63091,2.59557,0.98395,0.51609,2.37758,0.74226,0.51639,2.48527,0.75923,0.55816,2.7541
343,1.03884,0.69861,2.46819,0.85738,0.70463,2.41189,0.79488,0.5879,2.37479,0.7808,0.65946,2.56764,0.97413,0.56069,2.35256,0.77787,0.55466,2.40993,0.83968,0.6472,2.92936
344,1.06226,0.68151,2.47664,0.85254,0.67606,2.45172,0.82183,0.57865,2.41582,0.81326,0.67454,2.55303,0.9847,0.59417,2.42319,0.79237,0.58713,2.40026,0.85767,0.65402,2.67104
345,1.08016,0.68443,2.46938,0.79668,0.6829,2.43883,0.82875,0.59917,2.42749,0.82217,0.67239,2.77181,0.98392,0.57244,2.42307,0.77342,0.59572,2.48119,0.90585,0.6525,2.90794
346,1.03593,0.66646,2.47684,0.85214,0.66734,2.46879,0.8051,0.53448,2.46624,0.80113,0.64088,2.71386,0.92104,0.52521,2.45341,0.844,0.53655,2.5083,0.94668,0.56775,2.86749
347,1.03126,0.68499,2.46371,0.78681,0.67795,2.4181,0.76802,0.58468,2.3844,0.74153,0.66041,2.68466,0.95247,0.58609,2.38837,0.7496,0.5952,2.42386,0.78329,0.57532,2.85847
348,1.05366,0.67118,2.48488,0.84878,0.67402,2.46037,0.80225,0.58374,2.40612,0.81118,0.65726,2.63575,0.96791,0.59334,2.44186,0.76124,0.56639,2.44716,0.83125,0.63963,2.75364
349,1.04837,0.66268,2.4492,0.84672,0.67843,2.34622,0.83963,0.59364,2.34821,0.7843,0.65566,2.59262,0.9887,0.57634,2.31424,0.73314,0.57075,2.36993,0.79196,0.57295,2.64894
350,1.049,0.66949,2.47817,0.87081,0.68251,2.41796,0.84089,0.58725,2.42044,0.82693,0.66927,2.9805,1.00031,0.59815,2.40921,0.82001,0.57809,2.48712,0.8089,0.61266,2.97776
351,1.07182,0.68191,2.49121,0.87401,0.67507,2.45626,0.81253,0.59215,2.44017,0.82582,0.65399,2.62777,0.98441,0.61008,2.46423,0.78615,0.59679,2.50682,0.91879,0.70417,2.85237
352,1.05304,0.68923,2.47913,0.8609,0.67567,2.40945,0.82481,0.57231,2.37564,0.83212,0.67401,2.50715,0.98371,0.59521,2.35894,0.80257,0.59202,2.42987,0.9231,0.61995,2.63743
353,1.06325,0.65788,2.46977,0.90829,0.68366,2.41856,0.90334,0.58482,2.39843,0.88083,0.65612,2.71467,0.99504,0.55963,2.42048,0.85041,0.5682,2.46319,0.87301,0.63929,2.80252
354,1.04118,0.67475,2.47183,0.85402,0.68985,2.48149,0.79856,0.61208,2.46425,0.75265,0.67005,2.65402,0.9492,0.61414,2.41942,0.74308,0.60352,2.46013,0.87508,0.67077,2.73728
355,1.05547,0.68161,2.48371,0.9043,0.69134,2.46975,0.85782,0.63563,2.4714,0.88602,0.6552,2.65334,0.98703,0.61633,2.45508,0.76729,0.6219,2.49328,0.8502,0.67332,2.76569
356,1.05533,0.66781,2.45328,0.85561,0.66802,2.3189,0.79961,0.5845,2.29732,0.80271,0.66317,2.62982,0.97387,0.57981,2.3009,0.75372,0.55126,2.35642,0.86905,0.58219,2.77487
357,1.06059,0.67187,2.44608,0.88477,0.68038,2.4165,0.85657,0.58688,2.40214,0.86765,0.66119,2.58185,1.00274,0.60192,2.41153,0.82683,0.64235,2.46752,0.83653,0.74228,2.82213
358,1.03518,0.66921,2.48993,0.83701,0.66604,2.3965,0.79765,0.57746,2.37635,0.77232,0.65013,2.79196,0.95829,0.56653,2.35245,0.69928,0.56992,2.40445,0.76555,0.63875,2.81923
359,1.04651,0.68453,2.47523,0.8335,0.67226,2.45145,0.82742,0.58383,2.42512,0.81504,0.667,2.73995,0.95943,0.55555,2.40204,0.80174,0.54726,2.40135,0.91415,0.63823,2.82849
