batch,loss_L0_age_bin,loss_L0_gender,loss_L0_star_sign,loss_L4_age_bin,loss_L4_gender,loss_L4_star_sign,loss_L8_age_bin,loss_L8_gender,loss_L8_star_sign,loss_L12_age_bin,loss_L12_gender,loss_L12_star_sign,loss_L16_age_bin,loss_L16_gender,loss_L16_star_sign,loss_L20_age_bin,loss_L20_gender,loss_L20_star_sign,loss_L24_age_bin,loss_L24_gender,loss_L24_star_sign,loss_L28_age_bin,loss_L28_gender,loss_L28_star_sign
693,0.98495,0.65738,2.45038,0.85534,0.63311,2.2299,7.13076,14.32187,2.22106,0.80649,0.49043,2.21855,0.85152,0.50522,2.29355,0.58272,0.49601,27.46146,0.63158,0.59827,2.55662,0.63384,0.58695,2.35282
694,0.97731,0.65876,2.46425,0.94151,0.60892,2.26698,6.7515,15.59844,2.24921,0.93569,0.48826,2.30204,0.9165,0.51547,2.33141,0.69353,0.51652,27.49076,0.74386,0.5351,2.57623,0.74319,0.61955,2.38006
695,0.95989,0.66519,2.46532,0.83145,0.64869,2.20653,10.71671,9.11346,2.28608,0.85654,0.57848,2.25949,0.84885,0.57171,2.28522,0.67512,0.60232,27.39966,0.76137,0.71171,2.51695,0.68791,0.61893,2.40476
696,0.96523,0.64052,2.4756,0.87369,0.6093,2.29624,3.12819,5.00432,2.34032,0.91551,0.51998,2.33423,0.97591,0.54563,2.39813,0.72143,0.47124,23.32965,0.87515,0.58633,2.6342,0.72277,0.49314,2.43518
697,0.94618,0.65108,2.47358,0.90301,0.60902,2.23377,9.95754,12.02717,2.1931,0.89456,0.45275,2.17103,0.95153,0.47621,2.2292,0.61656,0.48049,20.2188,0.65711,0.60252,2.49465,0.63387,0.56054,2.3121
698,0.99691,0.64964,2.43803,0.97071,0.65885,2.22109,13.13929,14.33495,2.18795,0.90265,0.518,2.20775,0.95077,0.53543,2.21704,0.6674,0.55898,23.07292,0.66634,0.63209,2.54338,0.81594,0.72362,2.39404
699,0.8949,0.67603,2.48138,0.89878,0.67006,2.41101,14.84898,9.46632,2.30648,0.84398,20.54177,2.36433,0.80739,0.55438,2.36667,0.55691,0.52353,25.73859,0.62975,0.56274,2.67995,0.58899,0.55617,2.39507
700,1.00056,0.6987,2.47224,1.01938,0.63537,2.28559,19.05633,3.13026,2.25219,0.91971,0.52779,2.30466,0.93455,0.57148,2.23585,0.70038,0.5444,28.63068,0.76796,0.5983,2.6337,0.63506,0.56603,2.39712
701,0.99147,0.67814,2.43754,0.93022,0.63208,2.24926,10.27293,7.60061,2.16314,0.9242,0.52115,2.18638,0.8913,0.56061,2.22417,0.72626,0.53226,32.44421,0.74562,0.62122,2.5421,0.78272,0.61354,2.35119
702,1.07378,0.65597,2.45939,0.96952,0.60151,2.24993,9.79744,5.47384,2.16351,0.91509,0.49133,2.23109,0.96328,0.48059,2.20433,0.68018,0.50404,30.74949,0.70015,0.53532,2.53158,0.84187,0.624,2.2717
703,1.01675,0.65858,2.47868,0.92163,0.66965,2.37989,2.58347,3.41101,2.39506,0.90333,0.53847,2.41675,0.86109,0.61492,2.39868,0.69818,0.62696,35.95551,0.70552,0.67447,2.7311,0.7651,0.66963,2.4313
704,0.93607,0.63963,2.44887,0.84576,0.59039,2.28169,15.28222,6.24534,2.25144,0.82737,0.43564,2.25395,0.84324,0.45936,2.26823,0.61446,0.46498,27.48744,0.73081,0.59119,2.51475,0.66485,0.46129,2.37638
705,1.01069,0.65587,2.42546,0.91086,0.60767,2.19807,14.24112,2.68543,2.21892,0.92685,0.48693,2.22986,0.93394,0.47552,2.23077,0.69484,0.43468,26.97291,0.6973,0.57597,2.61377,0.8017,0.70481,2.27836
706,0.97814,0.6591,2.41784,0.93146,0.6391,2.21832,12.93891,6.56117,2.26678,0.89984,0.55656,2.28705,0.93452,0.51437,2.33046,0.66384,0.54159,30.3472,0.68437,0.59992,2.52629,0.95949,0.70159,2.41669
707,0.98054,0.63252,2.43147,0.92799,0.6145,2.28956,13.52812,6.84124,2.22438,0.91417,0.52558,2.28141,0.95737,0.50848,2.24374,0.64214,0.53717,30.11932,0.63689,0.60185,2.42588,0.7061,0.51664,2.26853
708,1.00185,0.66566,2.47359,0.96417,0.64801,2.3676,3.57412,1.56047,2.26753,0.91813,0.53485,2.32765,0.99565,0.6051,2.36818,0.63749,0.56381,31.9271,0.72337,0.6524,2.52198,0.69682,0.65041,2.51266
709,1.02553,0.65517,2.44173,0.95583,0.64006,2.3805,13.12741,6.08849,2.33869,0.88834,0.53395,2.3965,0.94412,0.5291,2.36987,0.7197,0.56262,17.55343,0.69616,0.57864,2.56221,0.80875,0.77264,2.40194
710,0.98068,0.70963,2.45019,0.96566,0.66613,2.3453,15.81993,7.0499,2.43241,0.89717,0.51055,2.43625,0.8946,0.50133,2.38047,0.60343,0.52135,20.01096,0.62001,0.58355,2.50687,0.6862,0.59397,2.60531
711,0.96208,0.67458,2.48219,0.87926,0.64722,2.26673,21.74692,1.65563,2.24503,0.90266,0.57957,2.27015,0.92464,0.51049,2.35923,0.63595,0.56549,26.22518,0.6662,0.64551,2.65894,0.73653,0.56556,2.39366
712,1.01587,0.6603,2.474,0.90041,0.62321,2.18502,12.4527,8.38173,2.23716,0.909,0.5688,2.20468,0.86394,0.66593,2.25996,0.66409,0.5698,21.34096,0.75521,0.68398,2.50296,0.75513,0.64708,2.27785
713,0.94202,0.66032,2.46995,0.9194,0.62925,2.36415,9.26819,7.78801,2.31294,0.87747,0.54498,2.34334,0.86891,0.62556,2.35017,0.72094,0.56636,24.2018,0.74167,0.60774,2.58109,0.66447,0.6055,2.33815
714,1.00682,0.6992,2.48536,0.99605,0.6816,2.46076,6.09729,1.4179,2.37704,0.98086,0.6885,2.31746,0.96481,0.59033,2.3615,0.72621,0.58519,23.44943,0.71683,0.65996,2.74408,0.79519,0.61868,2.36079
715,0.99113,0.69929,2.40917,0.869,0.64568,2.22001,15.50328,6.98774,2.19543,0.86203,0.63297,2.19181,0.92661,0.53126,2.23133,0.58252,0.523,22.0744,0.61487,0.6987,2.469,0.70926,0.63862,2.42993
716,1.03273,0.66275,2.42561,0.91516,0.63039,2.24802,19.21872,4.81968,2.2439,0.92192,0.61906,2.19996,0.93599,0.57205,2.27396,0.71135,0.54555,19.54887,0.70155,0.625,2.38796,0.76664,0.56421,2.50646
717,0.9597,0.67294,2.42262,0.89636,0.62852,2.15636,10.73577,4.91353,2.15643,0.89256,0.54891,2.14715,0.8502,0.5288,2.19394,0.58336,0.53525,23.4488,0.60868,0.70346,2.50541,0.67853,0.69512,2.16217
718,0.9651,0.63404,2.48384,0.93541,0.58948,2.25167,6.87679,3.91748,2.28277,0.88304,0.46557,2.3141,0.91246,0.41489,2.31341,0.62751,0.469,24.9787,0.66421,0.52808,2.59915,0.68926,0.46498,2.40882
719,1.00082,0.64062,2.44236,0.94313,0.59576,2.23313,9.30496,1.88674,2.18881,0.87035,0.50863,2.17606,0.98412,0.52761,2.18407,0.75987,0.53282,23.12259,0.77458,0.60147,2.53483,0.79777,0.51747,2.27358
720,1.00066,0.64057,2.47688,0.91522,0.59079,2.29829,11.77504,2.78662,2.26258,0.90815,0.57887,2.27291,0.90962,0.57757,2.30618,0.72579,0.57371,21.49147,0.71138,0.674,2.60283,0.66993,0.62958,2.54488
721,0.93408,0.63609,2.43878,0.94378,0.57808,2.28204,11.35639,2.58968,2.34736,0.85494,0.52877,2.32916,0.86992,0.55446,2.2694,0.63013,0.49174,21.5923,0.69119,0.58696,2.60478,0.70799,0.51447,2.44976
722,0.96269,0.64333,2.46071,0.93253,0.6052,2.39322,4.97273,1.65167,2.37509,0.87339,0.55494,2.4056,0.90667,0.51462,2.39361,0.75577,0.54821,22.00192,0.70178,0.60968,2.57029,0.7251,0.57478,2.44747
723,0.96251,0.7296,2.43098,0.88297,0.69774,2.27116,6.72248,3.40928,2.23669,0.92227,0.65462,2.24285,0.91391,0.64149,2.26137,0.59474,0.58458,21.7142,0.6328,0.62988,2.47918,0.65683,0.66769,2.35483
724,0.94793,0.65041,2.45555,0.93414,0.62187,2.27313,11.83617,1.10701,2.26942,0.87404,0.49512,2.24716,0.88817,0.45693,2.23769,0.64642,0.49413,26.8923,0.6762,0.60564,2.55148,0.63417,0.46906,2.32466
725,0.99846,0.64325,2.47109,0.99041,0.59618,2.2211,8.89692,2.52464,2.22374,0.93845,0.47744,2.15889,0.99105,0.50444,2.17569,0.85389,0.50872,29.64419,0.83899,0.52788,2.59516,0.87765,0.51606,2.2374
726,1.00303,0.63872,2.45346,0.88747,0.59442,2.26035,14.08615,1.26964,2.19226,0.95781,0.58533,2.24229,0.91189,0.51399,2.2097,0.67416,0.47851,28.45646,0.74346,0.52549,2.52376,0.68003,0.52632,2.33647
727,0.9953,0.66897,2.43589,0.97294,0.652,2.21219,14.614,3.03739,2.27547,0.95043,0.567,2.2699,0.88704,0.57139,2.31013,0.59738,0.53508,31.63452,0.63876,0.62164,2.60007,0.60505,0.55158,2.29767
728,0.95444,0.6539,2.45148,0.92118,0.63556,2.40288,7.54924,3.10551,2.34787,0.89977,0.56358,2.34299,0.8737,0.57536,2.36824,0.68926,0.55366,29.97172,0.81307,0.6698,2.61803,0.85886,0.58853,2.4595
729,0.95573,0.62317,2.4778,0.90698,0.62651,2.22122,14.00993,2.22312,2.19365,0.84336,0.60416,2.29823,0.85238,0.54384,2.19567,0.57903,0.52038,22.08276,0.6328,0.56309,2.62238,0.68518,0.55461,2.35096
730,0.99299,0.66276,2.45742,0.96763,0.63849,2.33814,12.86295,3.56572,2.24365,0.89046,0.55628,2.28119,0.87339,0.57289,2.29602,0.59407,0.53926,21.25277,0.60106,0.63947,2.59606,0.57982,0.56013,2.30267
731,1.00649,0.67376,2.49439,0.9294,0.6657,2.35362,17.30148,3.52616,2.31267,0.86957,0.73623,2.3368,0.91446,0.66891,2.29104,0.76206,0.64015,23.1001,0.80783,0.6617,2.71492,0.78559,0.65721,2.47678
732,1.02455,0.67157,2.472,0.88196,0.64386,2.29161,14.35882,4.20162,2.2386,0.92419,0.56634,2.28405,0.97046,0.67435,2.34159,0.70372,0.58303,23.75413,0.76767,0.65052,2.52875,0.71918,0.61407,2.38491
733,0.96349,0.64387,2.45823,0.90472,0.59389,2.23706,6.53966,5.53884,2.21246,0.84211,0.55932,2.25064,0.85019,0.47939,2.27636,0.65296,0.488,23.67703,0.67349,0.58839,2.5385,0.65583,0.56035,2.32834
734,0.94246,0.65045,2.47809,0.86486,0.59942,2.27384,8.33514,1.20778,2.31471,0.88732,0.46305,2.31101,0.90683,0.46651,2.28347,0.69218,0.46049,24.44093,0.79783,0.54425,2.59856,0.74747,0.55378,2.4308
735,1.01285,0.64947,2.49615,0.97946,0.61914,2.28665,5.29608,4.8505,2.31854,0.96739,0.56039,2.31477,0.92141,0.57729,2.30283,0.67028,0.50939,26.78562,0.68946,0.54377,2.59807,0.71555,0.52167,2.42611
736,0.97837,0.66164,2.46981,0.90789,0.6313,2.16577,4.81629,2.76198,2.21068,0.92534,0.54227,2.18622,0.93536,0.56684,2.14481,0.68344,0.55629,20.30345,0.72783,0.61733,2.51263,0.70828,0.54362,2.21081
737,0.98795,0.65964,2.49528,0.90906,0.59435,2.34557,7.48877,4.76691,2.37044,0.9241,0.62398,2.37005,0.89896,0.50906,2.45058,0.6195,0.49833,19.41658,0.70099,0.62246,2.60376,0.65372,0.56944,2.48981
738,1.01085,0.67239,2.43859,0.95652,0.66042,2.23897,7.02304,6.35721,2.25884,0.85705,0.58022,2.31529,0.87584,0.56608,2.25237,0.58037,0.56375,16.12444,0.63195,0.65396,2.59502,0.58777,0.60583,2.29934
739,0.9387,0.69662,2.4671,0.88611,0.66832,2.39129,2.8935,2.18206,2.37747,0.8478,0.5865,2.35425,0.87461,0.59498,2.39631,0.53582,0.58747,17.25788,0.56506,0.61931,2.68034,0.59533,0.59811,2.55874
740,0.9442,0.651,2.40101,0.89305,0.61359,2.22659,6.93001,8.24177,2.23681,0.87066,0.61515,2.30759,0.9036,0.5337,2.28371,0.7248,0.51371,21.12248,0.71405,0.57085,2.5564,0.76773,0.55545,2.30125
741,1.01328,0.66625,2.47289,0.9959,0.61292,2.26786,10.96708,10.28802,2.33747,0.94064,0.52029,2.27188,1.03275,0.49883,2.35717,0.77928,0.49725,23.21534,0.82597,0.5785,2.62624,0.82517,0.53885,2.40145
742,0.99342,0.67027,2.48788,0.88203,0.67467,2.31346,2.88701,3.62285,2.25312,0.84476,0.525,2.25487,0.87398,0.47942,2.2425,0.63969,0.49242,19.23142,0.62763,0.56388,2.61765,0.66258,0.52265,2.46629
743,1.01101,0.68029,2.4532,0.95325,0.62573,2.1887,5.76979,7.63453,2.19465,0.86257,0.5614,2.26357,0.90402,0.53835,2.19283,0.67983,0.52257,19.91581,0.66507,0.54133,2.51236,0.66629,0.55643,2.22987
744,0.9813,0.66035,2.45037,0.85506,0.62538,2.2378,4.25752,12.82517,2.30634,0.83076,0.50659,2.29278,0.81237,0.56022,2.31593,0.60809,0.51142,20.83082,0.62996,0.57526,2.58091,0.62438,0.54649,2.36807
745,0.97851,0.64105,2.47276,0.91995,0.63364,2.254,3.07204,10.18874,2.23156,0.85316,0.53224,2.256,0.80372,0.56302,2.21648,0.63944,0.50779,21.41293,0.59858,0.59932,2.54806,0.69057,0.54405,2.341
746,1.0383,0.63454,2.42571,0.96426,0.58876,2.2539,4.24924,2.19871,2.17176,0.9203,0.45046,2.22679,0.95831,0.46726,2.24031,0.56058,0.45719,23.44466,0.58639,0.46882,2.44623,0.57343,0.46503,2.38437
747,0.97625,0.68465,2.48845,0.93621,0.65344,2.38045,4.40004,5.82082,2.35638,0.91543,0.51419,2.3525,0.87071,0.48332,2.4252,0.7703,0.47912,24.89124,0.71043,0.53658,2.60597,0.73243,0.4885,2.41094
748,1.07555,0.65062,2.44522,1.01156,0.62416,2.27975,3.43816,3.48505,2.30306,0.93213,0.55151,2.25084,0.96291,0.53067,2.32089,0.8353,0.55843,25.36903,0.79345,0.60327,2.58119,0.82336,0.53882,2.35061
749,1.02051,0.68192,2.46297,0.99465,0.62558,2.31228,3.43754,5.94081,2.29898,0.92607,0.56601,2.29377,0.98772,0.52125,2.25416,0.63652,0.52921,21.823,0.65588,0.63546,2.60533,0.68232,0.58802,2.35289
750,1.01934,0.67914,2.44146,0.92652,0.61737,2.1255,3.59854,6.18492,2.10991,0.86766,0.51081,2.10152,0.88835,0.43125,2.08868,0.67829,0.45606,23.39738,0.62962,0.52278,2.50297,0.68595,0.44127,2.16064
751,1.0056,0.66574,2.43351,0.89204,0.63445,2.26421,3.11557,2.01245,2.21779,0.92281,0.5681,2.21297,0.88259,0.5567,2.29207,0.63237,0.5542,18.13359,0.65904,0.60798,2.50525,0.59798,0.52783,2.42613
752,0.97901,0.6652,2.45988,0.95553,0.65413,2.29821,5.52732,7.41809,2.24435,0.85978,0.59819,2.19801,0.87108,0.58272,2.24869,0.71019,0.56193,24.793,0.72884,0.57015,2.59271,0.75993,0.56389,2.38754
753,0.97502,0.66188,2.47807,0.88614,0.59896,2.30053,2.57439,6.85907,2.28733,0.87673,0.48967,2.29255,0.86667,0.52071,2.35889,0.68434,0.50184,18.43224,0.71752,0.6187,2.61046,0.63078,0.50071,2.47596
754,1.0375,0.67378,2.46707,0.94844,0.61512,2.21284,2.99178,1.36569,2.16988,0.92262,0.51268,2.16938,0.95066,0.52556,2.19525,0.74545,0.52543,18.29289,0.71894,0.64691,2.55641,0.69554,0.54255,2.28197
755,0.97512,0.70294,2.45111,0.98592,0.67816,2.22441,3.78789,6.93664,2.16154,0.97933,0.61585,2.22135,0.96385,0.57968,2.17765,0.75593,0.57,18.14768,0.75329,0.68447,2.58147,0.73831,0.61418,2.32054
756,1.00151,0.70664,2.46055,0.93154,0.64015,2.19718,2.35774,3.93223,2.19155,0.85362,0.53996,2.18273,0.87602,0.64214,2.18295,0.64797,0.57397,21.26646,0.71426,0.63115,2.48483,0.6989,0.59297,2.36436
757,0.96091,0.64498,2.4465,0.90684,0.61357,2.35708,3.43245,2.83768,2.36758,0.8832,0.53548,2.40026,0.8579,0.54991,2.3955,0.72837,0.52581,24.05418,0.70246,0.61759,2.54768,0.67199,0.55583,2.43695
758,1.00328,0.67819,2.46426,0.94728,0.62635,2.33587,3.07411,2.75451,2.29919,0.91622,0.55359,2.30921,0.97649,0.56486,2.33446,0.75907,0.50052,26.201,0.76248,0.59743,2.5492,0.75172,0.50687,2.33659
759,0.99503,0.70823,2.44548,0.89869,0.68522,2.15091,4.17325,2.59972,2.07087,0.85217,0.57695,2.08871,0.89133,0.5982,2.12488,0.6122,0.57945,21.0039,0.68975,0.61167,2.54949,0.6011,0.63469,2.20669
760,0.97094,0.67786,2.44518,0.87059,0.60961,2.28509,1.68659,2.01908,2.31642,0.9313,0.50959,2.35321,0.87543,0.40739,2.30392,0.68026,0.44967,21.63204,0.64352,0.54765,2.60487,0.71107,0.44913,2.34216
761,0.9753,0.69223,2.46114,0.89355,0.64101,2.38855,2.90571,3.3352,2.27098,0.86297,0.54229,2.38113,0.88623,0.61615,2.37603,0.65949,0.53073,23.16504,0.66494,0.6316,2.54522,0.63573,0.55492,2.28808
762,0.97963,0.68184,2.44747,0.91468,0.63467,2.30505,2.61614,1.51981,2.30292,0.84614,0.53767,2.25807,0.85844,0.55528,2.34921,0.49575,0.50425,22.6131,0.53044,0.53736,2.5515,0.54996,0.48438,2.44156
763,0.96375,0.68538,2.40183,0.8699,0.63227,2.37324,2.51378,3.84969,2.33,0.8878,0.55854,2.31513,0.8742,0.50599,2.33055,0.64914,0.5328,22.6223,0.78242,0.6298,2.5919,0.74158,0.52521,2.33291
764,0.99546,0.63964,2.44632,0.96219,0.61331,2.33176,2.56749,2.51458,2.40718,0.94227,0.49686,2.36465,0.90965,0.52452,2.39738,0.75207,0.4901,16.25205,0.70898,0.58345,2.59919,0.68697,0.48958,2.56967
765,1.07237,0.65316,2.45509,0.97886,0.61171,2.34168,1.82505,4.16238,2.2993,0.9713,0.47767,2.31458,0.99557,0.45769,2.29852,0.81883,0.44821,12.43765,0.81439,0.52119,2.57809,0.88594,0.46785,2.41861
766,1.00703,0.68583,2.47249,0.953,0.66147,2.32014,2.80373,2.29517,2.27621,0.87852,0.62787,2.39459,0.98891,0.60033,2.39115,0.56781,0.62316,19.85308,0.66907,0.65425,2.59308,0.69839,0.61997,2.48087
767,0.98723,0.62828,2.47226,0.95508,0.5793,2.26697,2.32198,2.68779,2.3418,0.92127,0.49306,2.42109,0.87087,0.48909,2.38368,0.69894,0.44421,24.21776,0.75655,0.60835,2.53674,0.7789,0.48335,2.35898
768,1.00889,0.69864,2.43284,0.90878,0.62928,2.29306,2.93067,1.58271,2.25486,0.80048,0.61448,2.3272,0.90842,0.55206,2.33965,0.62611,0.57768,23.01707,0.63577,0.64717,2.63643,0.61627,0.64696,2.36436
769,0.95681,0.67484,2.47251,0.97301,0.62831,2.32517,2.6852,3.25786,2.34731,0.82855,0.52316,2.33838,0.88943,0.51502,2.36704,0.67513,0.53215,24.09999,0.73754,0.54169,2.55439,0.7477,0.55165,2.40122
770,1.02163,0.69177,2.48465,0.98042,0.6288,2.26313,1.61904,1.36254,2.26782,0.93212,0.50671,2.21745,1.02177,0.50546,2.28266,0.74309,0.50802,24.82799,0.69962,0.59557,2.56572,0.70373,0.50681,2.33238
771,0.95801,0.64877,2.46045,0.91451,0.60136,2.29722,2.13858,2.65014,2.29219,0.86136,0.49397,2.25199,0.90523,0.54383,2.32134,0.63985,0.50679,29.55129,0.69278,0.56264,2.42003,0.78153,0.5858,2.50603
772,1.00395,0.6459,2.4278,0.90225,0.63598,2.12834,2.44023,2.48451,2.20093,0.90629,0.4957,2.20258,0.94139,0.54528,2.23674,0.73908,0.52665,22.18002,0.7529,0.59843,2.55607,0.73238,0.54214,2.22916
773,1.01627,0.67081,2.43595,1.00056,0.62976,2.19582,3.09856,1.49612,2.1712,0.96474,0.53588,2.25795,0.93894,0.46932,2.23682,0.71391,0.48429,26.80046,0.76124,0.55179,2.5421,0.79958,0.51981,2.33073
774,0.94197,0.69909,2.4052,0.92557,0.62688,2.19485,2.23393,3.88344,2.17485,0.83982,0.57985,2.20393,0.87672,0.52499,2.23589,0.5886,0.543,24.521,0.56772,0.56736,2.36377,0.615,0.48707,2.22798
775,0.95046,0.67849,2.45526,0.94261,0.68068,2.34255,2.21562,2.39725,2.3167,0.86284,0.66126,2.32825,0.9203,0.65519,2.31121,0.68158,0.6776,21.13984,0.69894,0.76531,2.59722,0.70844,0.61706,2.42571
776,0.9532,0.67275,2.48337,0.88797,0.63445,2.3383,1.8649,5.65095,2.38095,0.85651,0.55233,2.37968,0.93241,0.54244,2.41815,0.66599,0.58375,27.81052,0.68996,0.56881,2.51743,0.70734,0.5841,2.4672
777,0.95781,0.6621,2.48318,0.87939,0.60716,2.23808,2.16699,6.7972,2.26147,0.85641,0.5267,2.33917,0.87508,0.52049,2.30383,0.68723,0.47035,18.14042,0.71208,0.56829,2.62272,0.72206,0.56778,2.53919
778,0.95194,0.67617,2.49164,0.94192,0.63596,2.28367,2.30489,1.91449,2.30579,0.9176,0.5394,2.29875,0.83512,0.576,2.25871,0.65,0.54948,19.7034,0.65263,0.64777,2.5238,0.622,0.61373,2.38431
779,1.01482,0.71963,2.44758,1.02346,0.6363,2.25026,3.30863,4.63943,2.25155,0.99818,0.63596,2.25763,0.93756,0.5455,2.32917,0.77629,0.54037,21.82123,0.85247,0.57525,2.48819,0.80563,0.57763,2.3914
780,0.98762,0.63146,2.49923,0.91678,0.60565,2.24453,3.20873,1.6156,2.21735,0.8569,0.49586,2.21386,0.91722,0.55046,2.28801,0.71622,0.49438,27.3056,0.73151,0.54901,2.55569,0.7074,0.49327,2.3186
781,1.03881,0.63921,2.46259,0.97604,0.62202,2.33619,3.5565,2.36887,2.42299,0.93562,0.71114,2.46754,1.0044,0.4744,2.60334,0.6339,0.54933,28.9821,0.579,0.54894,2.60039,0.58932,0.56747,2.55536
