batch,loss_L0_age_bin,loss_L0_gender,loss_L0_star_sign,loss_L4_age_bin,loss_L4_gender,loss_L4_star_sign,loss_L8_age_bin,loss_L8_gender,loss_L8_star_sign,loss_L12_age_bin,loss_L12_gender,loss_L12_star_sign,loss_L16_age_bin,loss_L16_gender,loss_L16_star_sign,loss_L20_age_bin,loss_L20_gender,loss_L20_star_sign,loss_L24_age_bin,loss_L24_gender,loss_L24_star_sign,loss_L28_age_bin,loss_L28_gender,loss_L28_star_sign
112,1.06008,0.68248,2.46131,1.11274,0.68069,2.43291,3.83442,15.52717,2.41399,1.80319,0.54658,2.4006,2.38237,0.55309,2.4491,0.87918,0.56521,15.52326,0.92696,0.76075,5.57819,0.95353,0.55934,2.54035
113,1.05553,0.68765,2.45913,1.07939,0.66987,2.41939,2.53218,8.79231,2.41181,2.69102,0.56605,2.38969,2.02024,0.58513,2.39731,0.80596,0.59321,15.50243,0.89147,0.72007,5.34218,0.8716,0.6325,2.56075
114,1.08198,0.67952,2.48077,1.07527,0.64177,2.50725,2.4513,1.86213,2.47672,2.74587,0.57995,2.51661,2.6075,0.60792,2.48986,0.67017,0.59311,17.51827,0.75144,0.77698,5.81226,0.6988,0.62828,2.58
115,1.06015,0.69088,2.4693,1.04667,0.70788,2.42796,3.57867,6.92782,2.42311,2.73938,0.60899,2.40726,2.46208,0.63579,2.41118,0.76196,0.58611,21.44265,0.74827,0.70656,5.21293,0.77377,0.71788,2.53487
116,1.06342,0.68273,2.47104,1.1191,0.6562,2.4311,5.26379,4.67118,2.40564,1.81971,0.55124,2.37786,2.23248,0.55815,2.42143,0.72589,0.53228,20.27591,0.79885,0.75331,5.2246,0.72689,0.54111,2.54613
117,1.07196,0.67498,2.46475,1.10397,0.65532,2.41337,2.6183,5.17121,2.39176,2.19548,0.52221,2.43537,3.51768,0.52443,2.42803,0.73621,0.54774,17.20763,0.82187,0.63198,4.74423,0.71092,0.52458,2.68517
118,1.07977,0.6831,2.47046,1.09617,0.67517,2.39051,7.04431,6.32933,2.38271,2.29374,0.67247,2.42526,2.34739,0.67391,2.38108,0.81409,0.69417,17.04199,0.88833,0.85987,4.8919,0.83387,0.70225,2.58188
119,1.02661,0.68421,2.46289,1.02763,0.67487,2.43896,2.39899,2.92343,2.43666,2.30685,0.56481,2.42334,5.7621,0.5612,2.44629,0.73052,0.56874,21.15323,0.8649,0.64909,5.39896,0.86672,0.61291,2.49206
120,1.06572,0.67647,2.47867,1.08805,0.63991,2.50583,5.52219,6.36858,2.51975,3.02509,0.57687,2.50065,5.08827,0.54657,2.53821,0.8301,0.59429,24.21892,0.93351,0.75255,4.90592,0.81943,0.61402,2.62097
121,1.07787,0.68194,2.47722,1.09382,0.68512,2.44144,7.1231,8.45582,2.40784,3.62405,0.55217,2.41836,3.59407,0.56797,2.42056,0.69369,0.55237,27.97144,0.81793,0.62242,5.15314,0.82642,0.59373,2.47051
122,1.04596,0.68187,2.48238,1.08416,0.68282,2.43345,5.01107,2.61834,2.43329,3.68363,0.61978,2.42989,3.8037,0.6203,2.43665,0.67704,0.61592,22.32263,0.74764,0.80406,5.51771,0.76659,0.68113,2.54858
123,1.06805,0.67568,2.50239,1.12796,0.64201,2.45497,2.37756,9.35848,2.46785,4.49722,0.5682,2.46588,4.1533,0.5607,2.45877,0.74653,0.57329,28.80361,0.72832,0.68996,4.67944,0.78831,0.58915,2.63377
124,1.07806,0.68043,2.46532,1.09094,0.66485,2.42671,7.25202,13.50714,2.41306,3.50104,0.54694,2.42795,4.38924,0.55863,2.39252,0.7111,0.52851,20.62156,0.8294,0.79232,5.26789,0.78203,0.71344,2.47783
125,1.05902,0.69119,2.47648,1.06294,0.70922,2.40316,3.51062,9.60695,2.43976,2.81412,0.55942,2.3951,3.34628,0.55035,2.39692,0.67806,0.57177,27.63735,0.70389,0.75013,4.65607,0.72524,0.59278,2.42524
126,1.07382,0.68587,2.46044,1.06083,0.67921,2.48403,6.06415,1.46425,2.42041,2.32431,0.5581,2.41976,2.78769,0.57375,2.42058,0.68935,0.59587,26.79592,0.69324,0.71352,5.1543,0.74109,0.5813,2.53123
127,1.04515,0.68391,2.47865,1.0656,0.66277,2.39279,10.09968,10.0739,2.40332,1.97441,0.60579,2.39988,2.89312,0.58233,2.36798,0.71276,0.6076,26.43634,0.70207,0.73111,4.83528,0.81187,0.69289,2.5265
128,1.05218,0.68566,2.49721,1.09523,0.659,2.43603,8.63691,10.91043,2.40024,3.12901,0.62119,2.42023,3.03881,0.60121,2.46683,0.68228,0.55733,30.29126,0.63728,0.92985,5.34672,0.62604,0.66683,2.59546
129,1.07149,0.68097,2.46284,1.07889,0.69123,2.41471,6.36246,5.26618,2.39259,1.98033,0.61448,2.38358,4.20421,0.61706,2.39957,0.7618,0.63282,29.14211,0.79564,0.78484,5.04221,0.77534,0.66976,2.58657
130,1.06133,0.67213,2.47673,1.09351,0.6522,2.41422,9.73723,7.49705,2.38811,3.88651,0.60135,2.38948,3.4305,0.57,2.37369,0.6956,0.57606,21.26911,0.76555,0.72946,5.13762,0.84046,0.5793,2.45479
131,1.06227,0.67418,2.49329,1.05017,0.63624,2.42903,13.37925,12.50582,2.43805,3.43109,0.47806,2.45138,2.97542,0.5117,2.45857,0.78374,0.52392,21.44159,0.77548,0.70633,4.97575,0.78407,0.52909,2.49369
132,1.07305,0.67967,2.46104,1.07142,0.64975,2.40254,7.99936,9.95518,2.40405,2.94894,0.5114,2.39005,2.84752,0.49724,2.43049,0.74176,0.53367,22.78581,0.82615,0.5711,4.24489,0.78013,0.53941,2.50702
133,1.06507,0.68596,2.46294,1.10639,0.68794,2.42024,8.92981,1.49923,2.44578,3.51374,0.60181,2.453,3.80245,0.62969,2.43663,0.76964,0.60469,25.12086,0.82931,0.64641,4.62483,0.77415,0.60976,2.54458
134,1.07599,0.6822,2.47281,1.06921,0.69389,2.42138,2.06589,11.4627,2.44928,3.64144,0.60717,2.45769,3.73697,0.57633,2.47399,0.74581,0.59936,20.24027,0.78121,0.77034,4.81508,0.69309,0.6296,2.5373
135,1.09498,0.67397,2.49417,1.06086,0.66388,2.44728,5.1636,9.54904,2.4502,2.79728,0.55019,2.41966,2.1076,0.55226,2.43107,0.71466,0.55284,24.87925,0.74982,0.62322,4.80945,0.77769,0.60292,2.60845
136,1.07392,0.6774,2.47434,1.0902,0.67627,2.41257,6.45613,4.01009,2.39211,3.08712,0.5389,2.35942,3.00271,0.55554,2.39099,0.78063,0.54161,30.32429,0.80526,0.63121,4.77612,0.87171,0.5732,2.49374
137,1.05607,0.69405,2.46491,1.08425,0.68895,2.46662,3.12226,10.62287,2.43234,2.88691,0.60127,2.43715,3.33277,0.64061,2.43173,0.8505,0.61763,33.01502,0.99314,0.79117,4.83637,0.92222,0.61347,2.57368
138,1.07228,0.67329,2.46933,1.06989,0.64416,2.51265,8.37411,13.58364,2.47519,2.48529,0.57317,2.48037,3.08066,0.56744,2.4801,0.77866,0.59189,25.21395,0.82857,0.74921,5.10626,0.80124,0.56118,2.63517
139,1.04766,0.66243,2.48584,1.05004,0.64693,2.44427,8.15535,8.60213,2.46803,2.83817,0.54848,2.4498,4.05798,0.60007,2.49434,0.64604,0.54833,22.59534,0.71106,0.78187,5.47791,0.76496,0.64721,2.55342
140,1.04289,0.68898,2.46885,1.05228,0.67516,2.38127,4.95404,1.54131,2.40237,2.59743,0.61035,2.42544,2.81148,0.62994,2.46291,0.72684,0.6849,23.21779,0.74061,0.77442,5.0857,0.78929,0.71265,2.59004
141,1.02941,0.68747,2.48286,1.0589,0.67704,2.39618,3.8628,7.89142,2.36661,1.99463,0.61138,2.39945,2.98186,0.5797,2.38236,0.71097,0.61477,21.2776,0.77239,0.75418,4.34535,0.83398,0.64207,2.42713
142,1.08812,0.68097,2.45241,1.09596,0.66838,2.36015,4.54757,8.87204,2.35636,2.57688,0.51509,2.3182,3.53165,0.51384,2.32987,0.74459,0.5478,26.31916,0.86191,0.60364,4.84698,0.76045,0.55991,2.41022
143,1.08591,0.67592,2.4802,1.12222,0.66078,2.44653,5.47623,1.90745,2.45736,2.90733,0.54392,2.48772,2.19545,0.55272,2.44977,0.68735,0.5965,26.2415,0.82301,0.64723,4.85432,0.81836,0.55921,2.58124
144,1.06746,0.68381,2.45673,1.0393,0.69459,2.40252,3.16502,9.62012,2.42031,2.62215,0.53195,2.39803,5.96202,0.54869,2.38966,0.71647,0.56063,23.92172,0.72286,0.67526,4.56539,0.85982,0.59906,2.58718
145,1.0577,0.67309,2.4734,1.11213,0.64711,2.45622,4.45997,11.07717,2.44046,5.3635,0.55337,2.4416,2.97775,0.51342,2.46037,0.73111,0.57831,33.14427,0.74262,0.69595,4.81882,0.69411,0.5986,2.48366
146,1.05142,0.67208,2.4861,1.06261,0.65558,2.41286,6.41239,5.8934,2.44376,5.25971,0.49592,2.40501,3.46768,0.50583,2.41703,0.74264,0.51337,31.76434,0.74192,0.67116,4.48279,0.79898,0.5751,2.49967
147,1.0467,0.6669,2.46388,1.07348,0.6555,2.4487,1.72075,5.35697,2.41648,3.33311,0.53458,2.3976,2.21882,0.52992,2.48589,0.68763,0.54302,28.73707,0.74858,0.63533,4.07524,0.73472,0.59834,2.51435
148,1.05346,0.68204,2.47438,1.121,0.65436,2.45885,3.71788,8.76061,2.45705,4.39377,0.57016,2.4768,2.85618,0.55631,2.46439,0.65168,0.57626,26.02227,0.80406,0.75552,4.66282,0.80471,0.63197,2.55259
149,1.04627,0.68342,2.47964,1.05986,0.67959,2.40772,4.42591,4.24016,2.37226,6.97296,0.58818,2.37295,1.70592,0.59293,2.34222,0.71508,0.59025,19.9017,0.78999,0.80634,4.40724,0.80688,0.62499,2.53496
150,1.0542,0.67207,2.48746,1.07419,0.64754,2.35394,3.40813,4.48408,2.37905,2.5638,0.57963,2.38266,2.38009,0.57206,2.35231,0.64685,0.60794,24.56376,0.67527,0.80022,4.54523,0.71333,0.58254,2.58758
151,1.04397,0.68666,2.47098,1.05102,0.68277,2.45904,2.10971,10.07911,2.44315,6.01791,0.64311,2.45157,1.9961,0.66417,2.43529,0.77944,0.67549,20.77256,0.73568,0.81284,4.34505,0.77653,0.76411,2.59646
152,1.05562,0.6895,2.45443,1.07627,0.67413,2.38354,2.24169,5.00238,2.37175,4.18737,0.59649,2.36407,2.16858,0.62452,2.37603,0.69878,0.58833,22.10321,0.71613,0.7251,4.27573,0.76486,0.59202,2.4734
153,1.06732,0.68084,2.48933,1.07739,0.68404,2.44465,2.34141,1.80748,2.45568,2.49762,0.60344,2.45769,3.12045,0.66456,2.48467,0.68003,0.63044,19.0184,0.70694,0.67813,4.45697,0.66967,0.65325,2.59113
154,1.05413,0.66891,2.47236,1.03705,0.67028,2.4863,2.2469,4.63027,2.42274,7.8287,0.55086,2.44604,4.09908,0.53393,2.44432,0.71398,0.54539,16.83404,0.79862,0.64091,4.21577,0.7771,0.5838,2.59983
155,1.0756,0.66594,2.4757,1.07221,0.66837,2.44011,2.7417,1.52892,2.45226,5.94566,0.51792,2.43614,2.27345,0.51942,2.45124,0.77472,0.52636,15.30723,0.83204,0.66612,4.59611,0.7919,0.50134,2.48578
156,1.082,0.6649,2.47457,1.05358,0.65362,2.44195,2.7701,5.40287,2.46125,3.25541,0.55248,2.44567,4.29843,0.526,2.45382,0.78937,0.54347,16.41049,0.74906,0.68582,4.24804,0.80665,0.61203,2.51255
157,1.05636,0.67436,2.46482,1.09512,0.66185,2.43053,4.85061,4.02569,2.40659,8.68986,0.50671,2.40561,3.87267,0.48219,2.46712,0.83431,0.49719,15.68017,0.94886,0.62091,4.21037,0.8262,0.55986,2.54104
158,1.05992,0.66698,2.45921,1.04745,0.64433,2.40454,1.96484,5.50489,2.43863,9.00243,0.51262,2.43514,4.48844,0.56096,2.42961,0.78558,0.54529,15.90741,0.88115,0.65389,4.3282,0.8721,0.61186,2.5509
159,1.03084,0.68313,2.46735,1.05531,0.65044,2.35815,2.61937,5.67752,2.40907,12.82776,0.6028,2.40323,1.99712,0.59237,2.42712,0.59058,0.63244,21.03707,0.67253,0.64137,4.27688,0.65741,0.62174,2.46518
160,1.05772,0.67112,2.4782,1.09655,0.64515,2.41201,1.94491,2.14377,2.36043,4.30561,0.54745,2.40243,4.26651,0.53171,2.39569,0.72708,0.49881,18.91011,0.84452,0.6682,4.23783,0.79464,0.56704,2.47187
161,1.05365,0.6706,2.48584,1.05609,0.67138,2.42381,3.15856,4.35882,2.40964,1.16796,0.54853,2.42006,1.92677,0.55898,2.44069,0.8178,0.56463,21.78333,0.76357,0.60981,4.15309,0.81864,0.60197,2.4919
162,1.04325,0.69367,2.47527,1.03281,0.68689,2.46114,3.42318,1.49511,2.4443,1.17025,0.59272,2.43685,1.149,0.59441,2.43086,0.64077,0.61848,24.57619,0.59328,0.83573,4.313,0.71735,0.58968,2.47884
163,1.04551,0.67556,2.47022,1.0353,0.67037,2.46353,2.41919,4.39259,2.42902,1.15083,0.58107,2.41822,1.13769,0.64799,2.46148,0.71185,0.61949,25.52165,0.74661,0.70273,4.18121,0.75129,0.69221,2.55653
164,1.04137,0.68419,2.47279,1.07841,0.69317,2.42619,5.73166,2.19885,2.454,1.2488,0.58528,2.41839,1.15957,0.58438,2.42815,0.71459,0.59832,25.28408,0.7218,0.71001,3.93052,0.7684,0.65044,2.43113
165,1.03691,0.67892,2.44951,1.04911,0.66884,2.41963,2.07575,4.87803,2.39707,1.1997,0.64143,2.40535,1.17185,0.65148,2.40689,0.72853,0.65224,19.21462,0.65937,0.75372,4.44118,0.76311,0.56589,2.52275
166,1.03875,0.68923,2.45241,1.06488,0.69635,2.40211,4.79818,3.88543,2.36565,1.05304,0.60814,2.35934,1.13226,0.59865,2.38381,0.77622,0.67014,23.75806,0.76535,0.65705,4.19431,0.73952,0.65993,2.5389
167,1.04324,0.67048,2.47542,1.09821,0.66143,2.41575,3.01412,4.51549,2.43625,1.16197,0.52781,2.42002,1.20369,0.5374,2.39392,0.77657,0.55394,24.92715,0.8044,0.67735,4.39982,0.69385,0.69057,2.42343
168,1.0557,0.67483,2.48063,1.00956,0.65881,2.47596,4.41871,3.88184,2.45364,1.14264,0.55049,2.50543,1.19546,0.56272,2.52402,0.84843,0.59412,20.19653,0.89596,0.64866,4.01634,0.82108,0.5477,2.56272
169,1.04492,0.66699,2.44515,1.03856,0.66282,2.35903,3.69861,2.5037,2.38649,1.13473,0.56163,2.37929,1.16096,0.58665,2.41473,0.77155,0.57566,18.70742,0.80681,0.68692,3.70927,0.77563,0.51429,2.48201
170,1.03286,0.64675,2.47371,1.06976,0.63216,2.41186,4.76344,3.00274,2.41125,1.11341,0.51715,2.42167,1.15121,0.5196,2.43394,0.75703,0.56436,25.97056,0.7202,0.55381,3.93582,0.7615,0.55594,2.42098
171,1.04414,0.66739,2.46536,1.06201,0.65934,2.3707,5.05432,1.7576,2.40067,1.12822,0.60832,2.3986,1.18717,0.62711,2.37838,0.76801,0.62909,26.23229,0.8228,0.71846,3.66465,0.81785,0.67384,2.46434
172,1.05692,0.67031,2.46066,1.04512,0.65328,2.35724,3.33479,2.25896,2.36474,1.12264,0.57524,2.34366,1.15481,0.58367,2.35986,0.68714,0.58079,31.69537,0.73004,0.75154,4.15369,0.68853,0.64187,2.47793
173,1.08244,0.69228,2.44976,1.08999,0.69275,2.34113,3.87168,1.76754,2.33164,1.10203,0.53694,2.34183,1.18293,0.50646,2.32152,0.79427,0.58446,31.46939,0.83202,0.56478,3.77693,0.82268,0.58863,2.40482
174,1.03078,0.67774,2.4756,1.06965,0.65974,2.37036,2.64929,1.28383,2.41376,1.11188,0.5443,2.41787,1.23931,0.53573,2.39704,0.68156,0.56321,37.18363,0.70457,0.70584,4.08387,0.64285,0.58134,2.51638
175,1.04706,0.67123,2.47398,1.03754,0.69689,2.44522,1.85732,2.48779,2.42113,1.14829,0.58663,2.42,1.15685,0.58255,2.42418,0.76187,0.61529,38.78367,0.8545,0.57815,3.9947,0.77803,0.62736,2.43796
176,1.06838,0.68295,2.46861,1.07717,0.69918,2.44967,2.33633,1.67391,2.49792,1.11893,0.6089,2.45956,1.20806,0.61781,2.45322,0.72593,0.65275,30.93186,0.73623,0.71972,3.76811,0.71929,0.73688,2.58588
177,1.02849,0.67788,2.49791,1.03255,0.66452,2.41475,1.93551,3.36994,2.42051,1.12837,0.57659,2.43458,1.16385,0.57664,2.41911,0.83961,0.60346,32.98,0.85382,0.71246,4.14835,0.8124,0.60291,2.52978
178,1.06537,0.6585,2.45477,1.10606,0.63812,2.43159,2.29271,1.58732,2.43893,1.10399,0.5695,2.44734,1.16506,0.56632,2.44392,0.65096,0.63246,26.2934,0.69756,0.66778,3.92558,0.70302,0.63838,2.5752
179,1.01998,0.69227,2.47493,1.0481,0.69421,2.392,1.4824,2.88996,2.3893,1.06628,0.61443,2.3659,1.14749,0.59528,2.37665,0.68947,0.61164,26.06435,0.73107,0.84561,4.00846,0.71404,0.75895,2.45358
180,1.03777,0.65595,2.46344,1.056,0.6519,2.38443,2.01567,1.63672,2.38213,1.0744,0.53028,2.35699,1.14046,0.50404,2.38178,0.87802,0.52459,17.14477,0.83979,0.63052,3.97506,0.827,0.58449,2.47575
181,1.04463,0.69,2.45408,1.10703,0.6846,2.32027,2.58983,4.00554,2.34087,1.11512,0.51715,2.30157,1.19064,0.5116,2.2977,0.76116,0.53215,21.13841,0.78829,0.60319,3.73411,0.72368,0.56991,2.44237
182,1.06892,0.66322,2.47283,1.06156,0.65677,2.40355,2.43091,2.00497,2.38279,1.06646,0.53765,2.36262,1.14246,0.51697,2.38313,0.74406,0.55809,25.07669,0.72772,0.64484,3.95344,0.67777,0.61472,2.60579
183,1.02776,0.69858,2.49595,1.07223,0.7117,2.38489,2.65093,5.35471,2.35647,1.08744,0.57464,2.35705,1.14861,0.60689,2.3287,0.68652,0.60672,29.57761,0.7402,0.71404,3.71776,0.67662,0.63369,2.47816
184,1.01749,0.66428,2.48977,0.99881,0.66313,2.44128,4.14535,4.9325,2.40806,1.08915,0.54763,2.44679,1.16273,0.5413,2.42371,0.70196,0.568,29.25415,0.71346,0.7094,3.93167,0.7064,0.60593,2.50278
185,1.0466,0.67005,2.49837,1.0538,0.66627,2.33939,3.31766,2.86217,2.32691,1.0794,0.51814,2.37033,1.22198,0.53022,2.392,0.64037,0.57291,33.23329,0.63584,0.68448,3.55539,0.63154,0.55557,2.50063
186,1.03481,0.67583,2.45981,1.05319,0.63728,2.3427,1.77917,2.95743,2.34766,1.07703,0.57625,2.39717,1.15291,0.55431,2.3078,0.80323,0.52403,30.93221,0.83306,0.61697,3.46923,0.80402,0.55268,2.46636
187,1.03446,0.67253,2.47547,1.06503,0.65186,2.39312,3.45403,1.51652,2.39481,1.07566,0.57221,2.34969,1.16171,0.58133,2.36087,0.62034,0.60954,25.49631,0.6332,0.71793,3.66505,0.68504,0.64719,2.45531
188,1.02296,0.66004,2.48585,1.03495,0.65978,2.42266,3.87545,2.93501,2.42805,1.04991,0.53048,2.41846,1.09795,0.5255,2.4793,0.74091,0.55117,26.50333,0.80014,0.64778,3.82705,0.81584,0.56652,2.49076
189,1.02195,0.68058,2.44785,1.07611,0.68515,2.3148,2.23636,1.99673,2.29854,1.04529,0.54183,2.30954,1.13505,0.59386,2.30641,0.66336,0.58057,23.23307,0.69572,0.58676,3.84814,0.70125,0.57362,2.46534
190,1.00074,0.69746,2.44755,1.05452,0.68522,2.4003,4.2716,1.42251,2.36671,1.06238,0.58113,2.38913,1.10615,0.59928,2.4144,0.70592,0.6014,24.21609,0.74106,0.67055,3.82892,0.76283,0.6499,2.43458
191,1.02961,0.6997,2.45053,1.04051,0.6853,2.41087,3.35694,1.43134,2.38531,1.06685,0.52412,2.41187,1.11222,0.56715,2.36721,0.64457,0.5648,27.96548,0.7604,0.67462,3.86956,0.70747,0.57518,2.44389
192,1.01228,0.67126,2.44121,1.06274,0.67341,2.33511,3.59063,1.35022,2.29593,1.04785,0.52294,2.28972,1.11854,0.50598,2.30739,0.76579,0.53575,35.78894,0.8148,0.61424,3.47331,0.79073,0.57245,2.36488
193,1.04818,0.66968,2.48546,1.09572,0.66799,2.3566,3.63315,1.20009,2.3461,1.05155,0.67107,2.38803,1.14506,0.67095,2.37775,0.79887,0.64707,23.13277,0.94337,0.74321,3.7313,0.92032,0.70204,2.5175
194,1.03727,0.66961,2.47601,1.06068,0.64739,2.45705,2.19292,1.37264,2.42858,1.01917,0.53512,2.46452,1.16502,0.50815,2.46788,0.7274,0.51134,25.44968,0.76068,0.64205,3.69073,0.82004,0.50944,2.57512
195,1.04586,0.6953,2.47385,1.06148,0.68396,2.41308,2.76306,1.42044,2.40179,1.05372,0.55342,2.43088,1.1121,0.52508,2.44592,0.57484,0.57083,26.61884,0.57291,0.64477,3.76706,0.70759,0.6202,2.52014
196,1.01799,0.66227,2.48682,1.02045,0.64553,2.44173,2.72069,1.14441,2.41896,0.97288,0.53784,2.39884,1.18369,0.5499,2.4397,0.65762,0.53675,21.76101,0.6187,0.63028,3.50271,0.63233,0.5767,2.57242
197,1.02416,0.68793,2.4875,1.05061,0.67901,2.40202,3.60967,1.4983,2.42333,1.05027,0.57491,2.4403,1.16252,0.56192,2.42768,0.68339,0.56738,27.74758,0.73382,0.69293,3.65472,0.70041,0.59207,2.70913
198,1.05933,0.68194,2.47098,1.0655,0.6709,2.3615,1.80662,1.98137,2.33006,1.09796,0.55671,2.3485,1.11793,0.56935,2.35151,0.77429,0.56933,22.17245,0.83761,0.63541,3.97754,0.81872,0.57919,2.52631
199,1.02744,0.65511,2.44228,1.103,0.64663,2.40204,2.89812,1.34592,2.35318,1.08583,0.51587,2.38614,1.08647,0.54218,2.397,0.68455,0.54541,21.74587,0.67748,0.72579,3.31198,0.72444,0.55894,2.49217
200,1.03952,0.66188,2.48816,1.0348,0.66496,2.47569,2.13512,1.46223,2.48479,1.02312,0.56627,2.48225,1.18935,0.57705,2.499,0.7805,0.56022,19.80838,0.77742,0.66891,3.32911,0.74021,0.63191,2.4855
201,1.07731,0.68076,2.49003,1.05265,0.66935,2.35919,2.92191,1.46295,2.40095,1.1073,0.57799,2.41574,1.12892,0.58546,2.42939,0.61407,0.5686,27.46767,0.69119,0.642,3.60813,0.68674,0.59993,2.52085
202,1.03139,0.66128,2.43978,1.03744,0.65694,2.33759,3.1917,1.65183,2.3428,1.03685,0.55067,2.33974,1.15315,0.55889,2.35831,0.80545,0.58291,28.92446,0.81929,0.64263,3.65299,0.84141,0.6331,2.45539
203,1.06426,0.64864,2.49608,1.09351,0.62503,2.46606,4.04765,1.26191,2.47956,1.06486,0.52577,2.43191,1.09139,0.50701,2.46519,0.81105,0.57465,36.43382,0.80809,0.61528,3.60165,0.86,0.67457,2.5985
204,1.04149,0.65799,2.48341,1.06471,0.65072,2.39645,2.93436,3.76197,2.37504,1.04555,0.48588,2.45098,1.0363,0.4828,2.44997,0.73503,0.50266,29.11805,0.8427,0.59742,3.79229,0.77619,0.5029,2.48555
205,1.05132,0.65499,2.48032,1.06348,0.64381,2.39219,2.38916,1.13082,2.37629,1.04418,0.48171,2.35721,1.16736,0.481,2.34592,0.69396,0.47916,28.32999,0.69843,0.6235,3.63339,0.73704,0.43325,2.39583
206,1.03294,0.66575,2.47887,1.05703,0.64502,2.50737,2.39319,1.51596,2.4608,1.09767,0.59231,2.4766,1.13679,0.60736,2.45136,0.74027,0.63617,25.84845,0.86624,0.67731,3.69319,0.8047,0.56146,2.57818
207,1.02414,0.66786,2.44349,1.03002,0.65906,2.31795,2.14885,2.13133,2.31536,0.98949,0.50901,2.28565,1.10154,0.50959,2.32396,0.67709,0.50626,24.34357,0.71478,0.56497,3.47775,0.7802,0.52885,2.48961
208,0.99567,0.67248,2.45257,1.0146,0.6447,2.29703,1.91051,0.97421,2.32072,1.08082,0.57627,2.3343,1.14247,0.54682,2.34011,0.82762,0.53619,31.46928,0.83569,0.69074,3.25726,0.84791,0.60557,2.47053
209,1.04572,0.66295,2.49503,1.06278,0.63442,2.36059,1.85398,1.53674,2.33783,1.12565,0.55349,2.31591,1.13426,0.52547,2.372,0.70143,0.54262,28.00782,0.72196,0.60807,3.51838,0.79055,0.60876,2.3764
210,1.00641,0.67668,2.45561,0.99869,0.66647,2.36093,2.43223,1.15149,2.34404,0.99013,0.59184,2.38696,1.11467,0.59496,2.37998,0.76391,0.62614,30.26252,0.79812,0.67833,3.42303,0.81552,0.68564,2.49466
211,1.01011,0.66947,2.50285,1.04012,0.6676,2.44552,1.9398,1.28361,2.43725,1.01166,0.60057,2.40146,1.07623,0.59544,2.40565,0.67709,0.63282,35.15388,0.69676,0.65771,3.60949,0.71288,0.60072,2.42507
212,1.00398,0.66898,2.48185,1.03397,0.65157,2.43429,2.80453,2.96676,2.40146,1.0144,0.44436,2.36887,1.09931,0.44539,2.40271,0.66266,0.45578,26.00544,0.61997,0.53776,3.18905,0.66728,0.539,2.51234
213,1.04588,0.6701,2.45308,1.06611,0.63795,2.36004,3.30384,1.50992,2.43046,1.07332,0.49406,2.38435,1.06166,0.4708,2.36608,0.79703,0.51803,24.39878,0.78099,0.63793,3.32018,0.78502,0.53805,2.40317
214,0.96662,0.66329,2.48437,0.99124,0.6539,2.37373,3.48426,1.39043,2.4337,1.05021,0.59943,2.39819,1.20073,0.55651,2.39283,0.70763,0.60901,24.58888,0.67275,0.69703,3.47625,0.72697,0.65785,2.58458
215,1.02789,0.64607,2.47648,1.05707,0.63877,2.44803,4.35792,3.03402,2.48122,1.02014,0.49976,2.4574,1.17065,0.52154,2.45568,0.82982,0.531,26.04968,0.89914,0.64917,3.35068,0.89089,0.58925,2.53507
216,1.04528,0.68954,2.48408,1.03542,0.68127,2.43994,5.42749,1.27279,2.4833,1.05491,0.63688,2.44897,1.15344,0.66593,2.47161,0.77579,0.66936,31.14598,0.73721,0.77798,3.43836,0.7879,0.67062,2.56774
217,1.02478,0.68988,2.47538,1.0449,0.67816,2.35524,3.2038,2.15405,2.3268,1.13391,0.64018,2.3082,1.14746,0.59806,2.34192,0.71547,0.63873,28.01353,0.66719,0.74239,3.14542,0.75854,0.66326,2.58486
218,1.07013,0.64719,2.46706,1.03369,0.64916,2.43875,5.79161,2.36364,2.44749,1.08103,0.53343,2.47193,1.09564,0.52901,2.46673,0.73286,0.53596,24.98622,0.72739,0.68054,3.29488,0.76986,0.6113,2.50576
219,1.00498,0.65874,2.47576,0.99755,0.64001,2.36779,11.68007,1.37067,2.35209,0.99434,0.51196,2.35659,1.09103,0.54093,2.37285,0.6273,0.50797,27.33821,0.59327,0.62463,3.35521,0.65909,0.53963,2.50663
220,1.01275,0.67088,2.4545,1.01591,0.66234,2.40633,7.28199,3.29377,2.41621,1.02613,0.57094,2.34731,1.14138,0.56918,2.39636,0.69956,0.58018,24.43811,0.68844,0.61596,3.32221,0.78179,0.66997,2.52425
221,1.0149,0.66709,2.49661,1.02083,0.65426,2.35798,3.70027,1.34391,2.32246,1.01313,0.53829,2.3156,1.11557,0.52495,2.34884,0.77999,0.54014,25.78415,0.85155,0.63165,3.19619,0.79896,0.63285,2.52268
222,1.01195,0.68876,2.42528,0.99722,0.71126,2.35733,12.41618,3.67205,2.33889,1.02757,0.63948,2.34502,1.08025,0.6451,2.41819,0.71434,0.65979,18.28768,0.70368,0.71543,3.26219,0.75586,0.68523,2.34307
223,0.97998,0.68139,2.48845,1.03478,0.67377,2.36582,12.26414,1.47019,2.36915,0.97732,0.5574,2.39732,1.07372,0.58061,2.38536,0.65983,0.5916,22.76264,0.64593,0.70039,3.39814,0.67291,0.6031,2.47336
