batch,loss_L0_age_bin,acc_L0_age_bin,loss_L0_gender,acc_L0_gender,loss_L0_star_sign,acc_L0_star_sign,loss_L4_age_bin,acc_L4_age_bin,loss_L4_gender,acc_L4_gender,loss_L4_star_sign,acc_L4_star_sign,loss_L8_age_bin,acc_L8_age_bin,loss_L8_gender,acc_L8_gender,loss_L8_star_sign,acc_L8_star_sign,loss_L12_age_bin,acc_L12_age_bin,loss_L12_gender,acc_L12_gender,loss_L12_star_sign,acc_L12_star_sign,loss_L16_age_bin,acc_L16_age_bin,loss_L16_gender,acc_L16_gender,loss_L16_star_sign,acc_L16_star_sign,loss_L20_age_bin,acc_L20_age_bin,loss_L20_gender,acc_L20_gender,loss_L20_star_sign,acc_L20_star_sign,loss_L24_age_bin,acc_L24_age_bin,loss_L24_gender,acc_L24_gender,loss_L24_star_sign,acc_L24_star_sign,loss_L28_age_bin,acc_L28_age_bin,loss_L28_gender,acc_L28_gender,loss_L28_star_sign,acc_L28_star_sign,loss_L32_age_bin,acc_L32_age_bin,loss_L32_gender,acc_L32_gender,loss_L32_star_sign,acc_L32_star_sign,loss_L36_age_bin,acc_L36_age_bin,loss_L36_gender,acc_L36_gender,loss_L36_star_sign,acc_L36_star_sign
0,1.68631,0.32871,1.17021,0.49883,3.25857,0.08754,1.53017,0.33427,0.9994,0.51481,3.24714,0.08114,1.60979,0.32698,1.05945,0.49645,3.24026,0.08459,1.5878,0.34006,1.04008,0.50201,3.25073,0.08702,1.61886,0.33048,1.00913,0.52298,3.25736,0.08394,1.58794,0.33819,1.02716,0.50537,3.24993,0.08464,1.62875,0.33483,1.01976,0.5213,3.24362,0.08548,1.6389,0.32782,1.03186,0.51373,3.38235,0.07609,1.64311,0.33842,0.96836,0.53293,3.28076,0.08511,1.6848,0.3225,1.10611,0.48776,3.17528,0.10249
1,1.6015,0.33047,1.0354,0.49615,3.23816,0.08569,1.52233,0.33322,1.00802,0.50442,3.23863,0.08114,1.56902,0.33284,1.02585,0.50352,3.25079,0.08579,1.5619,0.34524,1.01364,0.50743,3.27634,0.08323,1.64349,0.32616,1.06412,0.50705,3.25863,0.0855,1.56247,0.34123,0.99124,0.51319,3.32199,0.08223,1.60617,0.33716,1.03388,0.51752,3.23775,0.08659,1.53423,0.34187,1.01593,0.51335,3.31354,0.07996,1.62994,0.3391,0.99661,0.52535,3.33542,0.07977,1.66676,0.31934,1.05486,0.49082,3.2944,0.0929
2,1.53899,0.33494,1.00013,0.49448,3.19134,0.08301,1.49012,0.33726,0.94946,0.51091,3.22115,0.08217,1.61729,0.33177,1.07435,0.49776,3.25996,0.08463,1.56955,0.34439,1.06301,0.50268,3.31684,0.08188,1.51319,0.3359,1.02602,0.50912,3.27423,0.0842,1.59512,0.33728,0.98615,0.5148,3.24049,0.08368,1.66038,0.3324,1.1001,0.50896,3.32388,0.08419,1.53064,0.34633,1.07511,0.50624,3.2379,0.08467,1.58219,0.34107,0.92719,0.53033,3.35006,0.07836,1.58493,0.32656,1.03901,0.49285,3.37314,0.08702
3,1.5495,0.33369,1.00544,0.49327,3.20703,0.08321,1.51104,0.33443,0.9777,0.50935,3.1916,0.08215,1.6128,0.3304,1.04678,0.497,3.29009,0.08462,1.57384,0.34175,1.03011,0.50244,3.28847,0.08173,1.53818,0.33833,0.98099,0.51378,3.24813,0.08396,1.54949,0.3371,1.00283,0.51315,3.27851,0.08343,1.57353,0.33527,1.00657,0.51041,3.29662,0.08304,1.52867,0.34877,0.99858,0.50807,3.34798,0.08349,1.53531,0.34554,0.98006,0.52738,3.27356,0.07898,1.60262,0.32725,1.01974,0.49534,3.3044,0.08518
4,1.55756,0.33364,0.97569,0.49556,3.17902,0.08165,1.47109,0.3355,0.94641,0.51001,3.18295,0.0827,1.57575,0.3321,0.98981,0.50132,3.24038,0.08418,1.53809,0.34099,1.03497,0.5006,3.21218,0.08188,1.53392,0.34034,1.05041,0.5095,3.26935,0.08278,1.54569,0.3377,1.03348,0.50821,3.17353,0.08561,1.57433,0.33587,1.0119,0.51037,3.23774,0.08334,1.48774,0.35321,0.99598,0.50924,3.28872,0.08366,1.50116,0.35228,0.96863,0.52575,3.25787,0.08058,1.58157,0.32792,1.01491,0.49525,3.1544,0.08815
5,1.51782,0.33323,0.96406,0.49724,3.1844,0.0821,1.48931,0.33566,0.95473,0.51003,3.18943,0.08287,1.58793,0.3324,1.01812,0.50057,3.23086,0.08449,1.52957,0.34269,1.00175,0.50134,3.25976,0.08206,1.53527,0.34083,1.01521,0.50927,3.19838,0.08362,1.51825,0.33931,0.92716,0.51279,3.28449,0.08492,1.58526,0.33598,1.04748,0.50809,3.19696,0.08374,1.55636,0.35186,1.02036,0.50802,3.29223,0.08342,1.45706,0.35617,1.01812,0.52302,3.25779,0.08174,1.54851,0.32969,0.98738,0.49725,3.32519,0.08652
6,1.5158,0.33252,0.97789,0.49688,3.18168,0.08181,1.50082,0.33398,0.96063,0.50893,3.18994,0.0823,1.59354,0.33059,0.98381,0.50184,3.23881,0.08384,1.55532,0.34307,1.01844,0.50002,3.28014,0.08196,1.52965,0.34062,1.03005,0.50801,3.2657,0.08295,1.49538,0.34101,0.98139,0.51279,3.26521,0.08512,1.54829,0.33757,1.00272,0.50782,3.17193,0.08483,1.49139,0.35351,1.00338,0.50845,3.2801,0.08331,1.55609,0.35541,1.01589,0.52021,3.29374,0.0812,1.53453,0.33055,0.95847,0.50004,3.29739,0.08457
7,1.47685,0.33357,0.96956,0.49686,3.17425,0.08212,1.46564,0.33466,0.93926,0.50961,3.2002,0.08245,1.57352,0.33038,0.98565,0.50201,3.28315,0.08341,1.5429,0.34211,0.96196,0.50202,3.31537,0.08122,1.49754,0.34167,0.9438,0.51136,3.18581,0.08318,1.54183,0.34024,0.94767,0.51443,3.21823,0.08533,1.52842,0.3388,1.00681,0.50647,3.26749,0.08383,1.49507,0.35361,0.93391,0.51177,3.17295,0.08578,1.45471,0.35869,0.91006,0.52348,3.20762,0.08287,1.39992,0.33709,0.9682,0.50008,3.33669,0.08317
8,1.50264,0.33303,0.95652,0.49731,3.15279,0.08167,1.40968,0.33612,0.94801,0.50947,3.12209,0.08327,1.56512,0.32956,0.97987,0.50184,3.28859,0.08275,1.53091,0.34135,0.97239,0.50373,3.22346,0.0819,1.51753,0.3413,0.97879,0.51131,3.17317,0.08402,1.49156,0.34066,0.95934,0.51539,3.2566,0.08476,1.61507,0.33719,0.91623,0.51044,3.26228,0.08311,1.54663,0.3526,1.01294,0.51049,3.16817,0.08686,1.50678,0.35947,0.93426,0.52372,3.28226,0.08273,1.48873,0.33754,0.8945,0.50444,3.20569,0.08331
9,1.47881,0.33235,0.9586,0.49663,3.15013,0.08143,1.46043,0.33535,0.919,0.50992,3.17843,0.08327,1.53942,0.33016,0.97035,0.50202,3.21705,0.08297,1.45498,0.34322,0.9636,0.50441,3.18698,0.08208,1.49775,0.34114,0.93898,0.51331,3.18419,0.08429,1.47155,0.34217,0.91365,0.51708,3.25194,0.08459,1.57773,0.33669,0.97018,0.51107,3.28473,0.08284,1.47799,0.35305,0.89857,0.514,3.22566,0.08687,1.451,0.36144,0.82591,0.52892,3.27537,0.08286,1.55753,0.33576,0.92918,0.50562,3.30639,0.08184
10,1.45282,0.33272,0.92881,0.49757,3.15697,0.08168,1.43029,0.33596,0.94284,0.50969,3.12461,0.08355,1.50977,0.33118,0.95157,0.5023,3.1826,0.08308,1.4911,0.34332,0.97432,0.50443,3.20737,0.08226,1.46161,0.34165,0.97442,0.51285,3.17504,0.0846,1.55711,0.34073,0.96815,0.51654,3.13459,0.0852,1.45578,0.33897,0.93613,0.51191,3.21158,0.08286,1.44342,0.35441,1.01936,0.51268,3.2198,0.08695,1.45105,0.36218,0.94699,0.52842,3.24078,0.0827,1.46661,0.33691,0.99271,0.50392,3.23836,0.08167
11,1.4568,0.33241,0.92783,0.49833,3.11664,0.08197,1.43078,0.33633,0.88941,0.51147,3.14941,0.08362,1.55479,0.33057,0.98023,0.50153,3.17808,0.08366,1.46719,0.34457,0.94961,0.50587,3.22102,0.08203,1.42283,0.34407,0.9627,0.51305,3.18879,0.08457,1.46348,0.34156,0.8992,0.51867,3.22408,0.08502,1.47353,0.34094,0.94964,0.51316,3.20142,0.0832,1.41928,0.35601,0.93946,0.51421,3.21609,0.08694,1.47812,0.36287,0.94719,0.52837,3.2139,0.08284,1.41432,0.33961,0.95182,0.50373,3.14038,0.08253
12,1.45275,0.33222,0.92757,0.49879,3.14805,0.08217,1.41264,0.33646,0.89686,0.51234,3.136,0.08359,1.48543,0.33114,0.94013,0.502,3.22392,0.08296,1.47331,0.34515,0.93323,0.50759,3.21644,0.08177,1.47159,0.34391,0.96575,0.51276,3.15506,0.08493,1.51738,0.34084,0.96463,0.51823,3.20158,0.08484,1.49025,0.34191,0.90721,0.51576,3.22449,0.08308,1.41528,0.35758,0.96008,0.51456,3.24064,0.0864,1.48851,0.36278,0.92036,0.52878,3.14712,0.0836,1.44353,0.34157,0.84561,0.50852,3.18372,0.08229
13,1.41479,0.33248,0.92082,0.49953,3.11664,0.08215,1.4179,0.33692,0.95857,0.51026,3.14693,0.08368,1.49485,0.33155,0.9396,0.50245,3.18409,0.08321,1.47263,0.34551,0.9683,0.50778,3.23008,0.08203,1.49672,0.34328,0.95724,0.51254,3.16173,0.08527,1.51742,0.3404,1.00585,0.5166,3.17913,0.08525,1.50362,0.34219,1.04061,0.5132,3.2169,0.08327,1.48688,0.35716,0.95017,0.51502,3.24476,0.08638,1.49621,0.36307,0.95178,0.5287,3.25651,0.08343,1.41452,0.3434,0.99543,0.50584,3.1239,0.08272
14,1.39945,0.3334,0.93824,0.49904,3.10586,0.08241,1.43045,0.33687,0.95653,0.50896,3.13293,0.08361,1.49407,0.33277,0.94373,0.50328,3.18581,0.08323,1.48703,0.34514,0.94632,0.50807,3.09506,0.08356,1.48233,0.34315,0.93047,0.51343,3.20051,0.08508,1.52401,0.33953,0.94166,0.51673,3.16041,0.08552,1.57859,0.34083,0.97336,0.51269,3.22271,0.08309,1.59344,0.35571,0.99735,0.51395,3.24806,0.08636,1.58726,0.36117,0.98646,0.52721,3.21342,0.08375,1.47283,0.34461,0.9428,0.50588,3.21135,0.0827
15,1.41939,0.33378,0.90653,0.49932,3.1251,0.08258,1.41584,0.33718,0.89974,0.50953,3.1423,0.08362,1.46581,0.3337,0.93791,0.50327,3.1946,0.08337,1.47427,0.34564,0.93695,0.50872,3.22258,0.08324,1.43509,0.34424,0.95065,0.51292,3.15805,0.08521,1.47636,0.33983,0.92163,0.51793,3.24457,0.08496,1.49527,0.34139,0.9437,0.51278,3.2079,0.08281,1.44884,0.35597,0.87256,0.51627,3.2144,0.08617,1.3947,0.36245,0.85885,0.5292,3.25854,0.0834,1.34801,0.34716,0.88533,0.50729,3.18355,0.08236
16,1.40819,0.33373,0.91434,0.49949,3.11675,0.08274,1.41011,0.33746,0.87433,0.51085,3.12947,0.08327,1.4708,0.33432,0.95435,0.50288,3.22659,0.08303,1.44226,0.34672,0.9862,0.50772,3.20836,0.08328,1.39001,0.34607,0.92455,0.51364,3.17813,0.085,1.42534,0.34096,0.95987,0.51761,3.13567,0.08521,1.46533,0.342,0.93653,0.51305,3.24037,0.08283,1.43354,0.35663,0.93016,0.51674,3.19735,0.08574,1.39814,0.36418,0.8907,0.53027,3.23671,0.08333,1.38231,0.34927,0.93735,0.50723,3.18791,0.08176
17,1.40953,0.33371,0.91686,0.49964,3.09038,0.08276,1.40756,0.33742,0.92414,0.51009,3.11408,0.0831,1.48123,0.3344,0.92374,0.5032,3.21185,0.0828,1.46768,0.34678,0.9606,0.50761,3.20053,0.08335,1.43299,0.3464,0.89425,0.51474,3.15508,0.08514,1.48579,0.34092,0.99869,0.51624,3.19903,0.0851,1.41925,0.34401,0.91308,0.5143,3.32435,0.08219,1.39175,0.35752,0.93708,0.51683,3.23889,0.08571,1.40006,0.36551,0.85049,0.53228,3.12692,0.08431,1.27639,0.3539,0.92813,0.50723,3.09678,0.08236
18,1.42507,0.33365,0.90289,0.50027,3.09391,0.08263,1.39507,0.33828,0.91726,0.50958,3.10039,0.083,1.46462,0.33469,0.92514,0.50342,3.17928,0.08294,1.41127,0.34788,0.93465,0.50823,3.17869,0.08364,1.39389,0.3475,0.92653,0.51528,3.18735,0.08492,1.43973,0.34159,0.95271,0.51604,3.189,0.08517,1.43809,0.34499,0.96462,0.5141,3.1834,0.08214,1.34507,0.35956,0.93887,0.51701,3.18703,0.0858,1.40409,0.3665,0.89367,0.53336,3.22379,0.08428,1.31662,0.35622,0.95702,0.50642,3.0376,0.08332
19,1.40133,0.33363,0.90814,0.50073,3.06843,0.08254,1.37279,0.33927,0.87086,0.51051,3.09854,0.08325,1.45121,0.33529,0.9336,0.50342,3.18863,0.0829,1.44008,0.34838,0.93027,0.50909,3.20744,0.08364,1.4665,0.34709,0.9342,0.5149,3.18795,0.08471,1.44866,0.34174,0.89393,0.51774,3.20496,0.08484,1.46877,0.34552,0.92072,0.5146,3.16028,0.08239,1.44853,0.35954,0.91554,0.51762,3.19646,0.08623,1.38214,0.36815,0.88788,0.53396,3.25436,0.08416,1.36577,0.35784,0.86789,0.50805,3.13513,0.08357
20,1.39528,0.33388,0.89577,0.50107,3.08156,0.08269,1.37794,0.33976,0.87714,0.51141,3.0794,0.0834,1.46779,0.33565,0.91968,0.50404,3.19469,0.0829,1.41916,0.34911,0.93714,0.50978,3.11617,0.08405,1.42031,0.34735,0.86725,0.51655,3.13866,0.08498,1.43368,0.3428,0.8604,0.51947,3.24958,0.08429,1.48008,0.34562,0.90246,0.51563,3.16497,0.08259,1.43138,0.35998,0.87293,0.51943,3.29786,0.08568,1.40014,0.36931,0.80314,0.53675,3.2655,0.08375,1.35637,0.35906,0.83323,0.51073,3.12558,0.08334
21,1.38981,0.33383,0.91542,0.50092,3.09701,0.08233,1.31846,0.34151,0.8708,0.51225,3.11128,0.08329,1.38093,0.33745,0.90217,0.50481,3.16577,0.08302,1.36429,0.3505,0.94357,0.50962,3.1888,0.0841,1.36675,0.34829,0.89641,0.51697,3.23131,0.08465,1.35031,0.34457,0.90633,0.51994,3.15399,0.08444,1.40573,0.34673,0.89237,0.51643,3.17046,0.08266,1.26217,0.36299,0.86447,0.5206,3.19632,0.08544,1.31628,0.37141,0.84746,0.53794,3.27024,0.08335,1.25149,0.36237,0.85863,0.5123,3.16173,0.08359
22,1.39948,0.33359,0.90079,0.50148,3.06791,0.08225,1.39935,0.34173,0.87241,0.51241,3.0422,0.08358,1.46729,0.33733,0.92036,0.50487,3.13212,0.08325,1.40859,0.35077,0.94003,0.51,3.31248,0.08359,1.42768,0.34837,0.91853,0.517,3.13332,0.08459,1.37799,0.34565,0.9328,0.52003,3.17387,0.08451,1.47149,0.3466,0.97544,0.51565,3.2541,0.08234,1.3499,0.36398,0.87167,0.52152,3.1359,0.08579,1.4306,0.37165,0.89365,0.53774,3.20621,0.08331,1.2771,0.36521,0.83565,0.51393,3.13145,0.08341
23,1.38176,0.33355,0.88483,0.50172,3.06484,0.08218,1.34641,0.34268,0.86849,0.51256,3.0527,0.08366,1.39255,0.33822,0.91085,0.50509,3.18266,0.08314,1.3696,0.35164,0.94245,0.50978,3.2003,0.08339,1.38304,0.34887,0.91966,0.51672,3.17789,0.08442,1.43033,0.34584,0.90021,0.52044,3.17145,0.08457,1.44692,0.34678,0.85805,0.51692,3.18406,0.08227,1.35758,0.36483,0.95029,0.52069,3.15525,0.08599,1.37798,0.37245,0.9151,0.53712,3.21438,0.08301,1.28784,0.36729,0.87058,0.51502,3.11502,0.08358
24,1.34316,0.33404,0.91059,0.50197,3.07778,0.08204,1.34405,0.34314,0.85542,0.51317,3.08438,0.08383,1.37989,0.33943,0.87691,0.50563,3.17365,0.083,1.38374,0.35219,0.90936,0.50988,3.14502,0.08343,1.40858,0.34906,0.89509,0.51701,3.13572,0.08438,1.45536,0.3457,0.88257,0.5211,3.22211,0.0843,1.4378,0.34707,0.89259,0.51749,3.20505,0.08214,1.38224,0.36566,0.87601,0.52148,3.23736,0.08581,1.38143,0.37304,0.86326,0.53761,3.26491,0.08278,1.26511,0.36935,0.88245,0.51538,3.04316,0.08411
25,1.38316,0.33412,0.88016,0.50251,3.07853,0.08229,1.34453,0.34387,0.86159,0.51345,3.07829,0.0837,1.45134,0.33946,0.93679,0.50524,3.21858,0.08279,1.34743,0.35367,0.94824,0.5099,3.16703,0.08349,1.43267,0.34934,0.89605,0.51717,3.13041,0.0844,1.38425,0.34637,0.90334,0.52135,3.17688,0.08428,1.43152,0.3478,0.96142,0.51667,3.16922,0.08233,1.37092,0.3664,0.90819,0.52146,3.14223,0.08604,1.34949,0.37451,0.87633,0.53783,3.21465,0.08288,1.21983,0.37254,0.86514,0.51635,3.12961,0.08408
26,1.37259,0.33419,0.88643,0.50283,3.04069,0.08237,1.34185,0.34436,0.84483,0.51391,3.09656,0.0836,1.42446,0.33969,0.87183,0.50583,3.16772,0.08276,1.4279,0.35389,0.91287,0.51019,3.07265,0.0838,1.40089,0.34949,0.86457,0.51788,3.17139,0.08417,1.42988,0.34648,0.86617,0.52204,3.1129,0.08459,1.37326,0.34899,0.90806,0.51664,3.17983,0.08233,1.29007,0.36808,0.89137,0.52182,3.24192,0.08582,1.35137,0.37545,0.83957,0.53843,3.26567,0.08264,1.2822,0.37382,0.8321,0.51762,3.09498,0.084
27,1.36294,0.33442,0.87711,0.50326,3.06601,0.08255,1.3347,0.3449,0.87738,0.51366,3.06936,0.08344,1.40746,0.3403,0.89615,0.50618,3.14397,0.0828,1.38758,0.35442,0.87018,0.51159,3.16364,0.08382,1.42362,0.3494,0.86342,0.51892,3.15982,0.0841,1.39704,0.3472,0.94809,0.5216,3.19676,0.08445,1.41402,0.34943,0.89853,0.51714,3.15758,0.08254,1.37295,0.36868,0.87676,0.52272,3.12804,0.08611,1.36772,0.37606,0.90711,0.53802,3.38344,0.08187,1.32531,0.37466,0.85626,0.51822,3.11815,0.08391
28,1.36644,0.33449,0.87803,0.50368,3.05785,0.08267,1.36872,0.34482,0.8283,0.51442,3.08483,0.08328,1.41822,0.3403,0.85932,0.50726,3.11293,0.08302,1.37893,0.35501,0.85336,0.51277,3.21354,0.08371,1.40134,0.34926,0.84817,0.52,3.13438,0.08409,1.36452,0.34802,0.87269,0.52228,3.1793,0.08446,1.4077,0.3499,0.84185,0.51834,3.16032,0.08248,1.33469,0.36934,0.79332,0.52467,3.34034,0.08562,1.37788,0.37641,0.76759,0.54009,3.20456,0.08188,1.25059,0.37617,0.77841,0.52026,3.12275,0.08367
29,1.36785,0.33513,0.89005,0.50372,3.05323,0.08245,1.38232,0.34464,0.8527,0.51494,3.07005,0.0834,1.40753,0.34085,0.88919,0.50767,3.13015,0.08322,1.36129,0.35599,0.91188,0.51302,3.19823,0.08346,1.38175,0.3497,0.88938,0.52012,3.08894,0.08424,1.39352,0.34836,0.9069,0.52269,3.17256,0.08427,1.41433,0.35021,0.88114,0.51915,3.18358,0.08247,1.38951,0.36963,0.89233,0.52494,3.12874,0.08562,1.37654,0.37707,0.859,0.54106,3.15889,0.08214,1.40142,0.37594,0.8335,0.52161,3.04833,0.08388
30,1.34585,0.33527,0.88558,0.50384,3.04263,0.08244,1.31448,0.34536,0.83722,0.51555,3.05888,0.08352,1.413,0.34108,0.877,0.50823,3.19249,0.08306,1.37511,0.35654,0.87305,0.51383,3.16937,0.08345,1.37209,0.35001,0.86879,0.52053,3.15077,0.08422,1.39463,0.34879,0.85271,0.52343,3.21592,0.0839,1.38617,0.3508,0.90602,0.51912,3.21026,0.08233,1.40871,0.36945,0.80888,0.52648,3.17525,0.08549,1.35548,0.37771,0.80993,0.54203,3.20361,0.08213,1.27103,0.37712,0.80739,0.52294,3.08807,0.08407
31,1.37304,0.33546,0.88195,0.50388,3.04932,0.08243,1.32995,0.34609,0.8251,0.5164,3.06318,0.08354,1.41358,0.34112,0.8641,0.50919,3.16734,0.0831,1.37585,0.35724,0.83737,0.51537,3.1449,0.08344,1.38796,0.35028,0.8242,0.52218,3.19545,0.08402,1.38249,0.34937,0.862,0.5242,3.12945,0.08408,1.42116,0.35103,0.84355,0.52028,3.13498,0.08255,1.33115,0.37012,0.8189,0.52799,3.19649,0.08531,1.31842,0.37855,0.82543,0.54301,3.15118,0.0824,1.15152,0.38047,0.8033,0.52464,3.15633,0.08368
32,1.34818,0.33539,0.87139,0.50379,3.04552,0.08254,1.31115,0.34702,0.85003,0.51667,3.10681,0.08338,1.35135,0.34228,0.89312,0.50917,3.13097,0.08316,1.35172,0.35802,0.92723,0.51512,3.15957,0.08336,1.37608,0.35056,0.88295,0.52232,3.15125,0.08389,1.41829,0.34945,0.93033,0.52396,3.18494,0.084,1.41075,0.35162,0.89043,0.52057,3.22367,0.08244,1.23715,0.37233,0.91416,0.52813,3.22862,0.08519,1.29384,0.37999,0.84749,0.54329,3.28911,0.08214,1.28302,0.38144,0.84841,0.52549,3.11611,0.08352
33,1.35526,0.33556,0.87879,0.50404,3.07383,0.0825,1.33992,0.34741,0.83664,0.51713,3.05689,0.08342,1.36439,0.34307,0.89216,0.50954,3.16515,0.08321,1.31677,0.35927,0.87361,0.51595,3.16312,0.08331,1.33458,0.35154,0.81714,0.5236,3.13681,0.08381,1.33329,0.35043,0.84075,0.52499,3.20244,0.08382,1.36694,0.35238,0.83335,0.52163,3.15875,0.08241,1.27724,0.37382,0.84726,0.52894,3.1441,0.08534,1.31036,0.38104,0.80107,0.54441,3.17469,0.08201,1.19192,0.38354,0.74299,0.52784,3.1246,0.08339
34,1.35011,0.33576,0.86428,0.5044,3.05053,0.08253,1.30163,0.34827,0.85436,0.51728,3.06121,0.08338,1.39669,0.34356,0.89333,0.50963,3.14582,0.08326,1.34094,0.35992,0.88779,0.51614,3.16606,0.08322,1.34797,0.35232,0.84255,0.52444,3.10907,0.08401,1.32879,0.35143,0.87678,0.5254,3.20546,0.08367,1.36153,0.35296,0.87011,0.52204,3.07977,0.08274,1.22543,0.37557,0.83754,0.52971,3.12577,0.08548,1.26875,0.38258,0.77931,0.54586,3.21739,0.08181,1.23259,0.38489,0.81288,0.52898,3.06102,0.08345
35,1.34711,0.33614,0.86628,0.50498,3.05335,0.08265,1.38334,0.34813,0.81463,0.51814,3.07731,0.08336,1.41056,0.34364,0.86281,0.51004,3.10475,0.08347,1.38907,0.36004,0.80056,0.51792,3.15959,0.08323,1.33901,0.3531,0.78945,0.52632,3.15391,0.08399,1.34079,0.35231,0.83029,0.52647,3.04197,0.08418,1.37162,0.35365,0.82503,0.5232,3.16238,0.08279,1.34183,0.37613,0.72676,0.53244,3.24862,0.08535,1.35163,0.38325,0.78122,0.54748,3.15494,0.08198,1.24089,0.38611,0.72152,0.53172,3.08624,0.08346
36,1.34559,0.33638,0.87252,0.50509,2.99194,0.08276,1.36636,0.34791,0.83745,0.51838,3.05617,0.08331,1.36556,0.34434,0.8528,0.51072,3.1191,0.08364,1.39751,0.35994,0.87172,0.51837,3.1472,0.08322,1.37633,0.35318,0.8291,0.52707,3.10344,0.08403,1.39813,0.35227,0.83852,0.52724,3.1322,0.08414,1.38374,0.35403,0.84941,0.52383,3.15992,0.08277,1.333,0.37642,0.79866,0.53361,3.19453,0.08516,1.3618,0.38343,0.8089,0.54814,3.21726,0.08183,1.29132,0.38647,0.82373,0.53243,3.07946,0.08344
37,1.34179,0.33631,0.86979,0.50525,3.02752,0.08282,1.33121,0.34816,0.84235,0.5185,3.04565,0.08344,1.38047,0.34474,0.88173,0.51093,3.11189,0.08374,1.36346,0.36014,0.85145,0.5192,3.12592,0.08333,1.37897,0.35303,0.86184,0.52739,3.12127,0.08406,1.35227,0.3527,0.8686,0.52773,3.11153,0.08436,1.38669,0.35431,0.91694,0.52365,3.16514,0.08279,1.29433,0.37704,0.86062,0.53404,3.19287,0.08508,1.33273,0.38373,0.8563,0.54838,3.1954,0.08186,1.41235,0.38563,0.88638,0.53242,3.02465,0.08349
38,1.3341,0.33635,0.86698,0.50522,3.0459,0.08279,1.26689,0.34937,0.87157,0.51844,3.03643,0.08359,1.31312,0.34603,0.89569,0.51088,3.09332,0.0839,1.27218,0.36157,0.87091,0.51969,3.18111,0.08318,1.29299,0.35419,0.8922,0.52747,3.10563,0.08416,1.27111,0.35425,0.92896,0.52738,3.11774,0.08437,1.25732,0.3561,0.91673,0.52346,3.09904,0.08289,1.17324,0.3795,0.93116,0.53365,3.12564,0.0851,1.13236,0.38653,0.89921,0.54819,3.15697,0.08179,1.11599,0.38799,0.86499,0.53248,3.05067,0.08354
39,1.32224,0.33685,0.87429,0.50486,3.02195,0.08287,1.31444,0.34973,0.88955,0.51785,3.05309,0.08345,1.35996,0.34663,0.88885,0.51082,3.07934,0.08416,1.3241,0.3623,0.88355,0.52007,3.16169,0.08309,1.35886,0.35458,0.86782,0.52781,3.16962,0.08417,1.3314,0.35505,0.89979,0.52728,3.10512,0.08445,1.37633,0.35646,0.87338,0.52366,3.1091,0.08292,1.26617,0.38054,0.87294,0.53364,3.08775,0.08526,1.2732,0.38768,0.86617,0.54809,3.1302,0.08194,1.20345,0.38964,0.84864,0.5326,3.05313,0.08375
40,1.32353,0.33776,0.8427,0.50482,3.01974,0.08273,1.34367,0.34965,0.86844,0.51743,3.08143,0.08339,1.39644,0.34668,0.88068,0.51091,3.14368,0.08412,1.39714,0.36199,0.9023,0.52008,3.12788,0.08314,1.36752,0.35451,0.86431,0.5283,3.11928,0.08422,1.38275,0.35513,0.85742,0.52769,3.15093,0.08442,1.44579,0.35618,0.8765,0.52387,3.13689,0.08282,1.35217,0.38045,0.88131,0.53357,3.31598,0.08476,1.38605,0.38733,0.87154,0.54793,3.08149,0.08204,1.25548,0.39028,0.81171,0.53347,3.04662,0.08374
41,1.34122,0.33812,0.86482,0.50484,3.0185,0.08279,1.36828,0.34956,0.86356,0.51725,3.04245,0.08338,1.38754,0.34681,0.87262,0.51109,3.1248,0.08416,1.37254,0.3622,0.87007,0.52033,3.09984,0.08322,1.36869,0.35462,0.87547,0.5282,3.12287,0.08416,1.33997,0.35561,0.86027,0.52816,3.15565,0.08439,1.38183,0.3564,0.88929,0.52393,3.05766,0.08303,1.34479,0.38056,0.84198,0.53414,3.18941,0.08472,1.44396,0.3869,0.86856,0.54811,3.16862,0.08207,1.32989,0.39057,0.87745,0.5333,3.11876,0.08361
42,1.31796,0.33873,0.85196,0.5049,3.00082,0.08283,1.35264,0.34933,0.82744,0.51739,3.05062,0.08335,1.34611,0.34719,0.86459,0.51121,3.09589,0.08412,1.35863,0.36221,0.85132,0.52083,3.12116,0.08321,1.36161,0.35462,0.86862,0.52821,3.14481,0.08403,1.36024,0.35576,0.89148,0.52805,3.1307,0.0844,1.35713,0.35672,0.88755,0.52384,3.09816,0.08307,1.39628,0.37996,0.86972,0.53415,3.1039,0.08472,1.31841,0.3871,0.86679,0.54784,3.12219,0.08216,1.33359,0.3904,0.84277,0.53344,3.03395,0.08372
43,1.34502,0.33854,0.83944,0.5044,3.00419,0.0829,1.32827,0.34933,0.87026,0.51674,3.02882,0.0832,1.3166,0.348,0.85671,0.51181,3.13532,0.08394,1.28147,0.36355,0.87836,0.52055,3.1493,0.08296,1.24289,0.35637,0.81444,0.52901,3.21573,0.08395,1.30321,0.35677,0.8481,0.5286,3.14004,0.08455,1.39819,0.35668,0.8575,0.52406,3.09527,0.08319,1.40076,0.38016,0.86444,0.53441,3.17732,0.08475,1.26947,0.38783,0.87067,0.54754,3.14531,0.08217,1.2196,0.39142,0.79446,0.53422,3.26383,0.08366
