batch,loss_L0_age_bin,acc_L0_age_bin,loss_L0_gender,acc_L0_gender,loss_L0_star_sign,acc_L0_star_sign,loss_L4_age_bin,acc_L4_age_bin,loss_L4_gender,acc_L4_gender,loss_L4_star_sign,acc_L4_star_sign,loss_L8_age_bin,acc_L8_age_bin,loss_L8_gender,acc_L8_gender,loss_L8_star_sign,acc_L8_star_sign,loss_L12_age_bin,acc_L12_age_bin,loss_L12_gender,acc_L12_gender,loss_L12_star_sign,acc_L12_star_sign,loss_L16_age_bin,acc_L16_age_bin,loss_L16_gender,acc_L16_gender,loss_L16_star_sign,acc_L16_star_sign,loss_L20_age_bin,acc_L20_age_bin,loss_L20_gender,acc_L20_gender,loss_L20_star_sign,acc_L20_star_sign,loss_L24_age_bin,acc_L24_age_bin,loss_L24_gender,acc_L24_gender,loss_L24_star_sign,acc_L24_star_sign,loss_L28_age_bin,acc_L28_age_bin,loss_L28_gender,acc_L28_gender,loss_L28_star_sign,acc_L28_star_sign,loss_L32_age_bin,acc_L32_age_bin,loss_L32_gender,acc_L32_gender,loss_L32_star_sign,acc_L32_star_sign,loss_L36_age_bin,acc_L36_age_bin,loss_L36_gender,acc_L36_gender,loss_L36_star_sign,acc_L36_star_sign
0,1.69427,0.32805,1.1546,0.49782,3.25408,0.08722,1.54067,0.33347,1.01016,0.51094,3.25391,0.08038,1.59741,0.33073,1.03795,0.49311,3.25393,0.08413,1.56714,0.33479,1.0584,0.49843,3.23872,0.08793,1.61651,0.32901,1.01975,0.51757,3.29796,0.08195,1.61157,0.33514,1.05225,0.50329,3.27011,0.08408,1.64657,0.32739,0.99138,0.52968,3.25366,0.0858,1.65866,0.32298,1.03332,0.51621,3.39783,0.07567,1.6356,0.34188,0.95782,0.53287,3.2865,0.08215,1.71578,0.31822,1.13197,0.47878,3.21493,0.09846
1,1.60801,0.33122,1.03862,0.496,3.24044,0.08539,1.53064,0.335,1.01092,0.50287,3.24607,0.08099,1.55776,0.336,0.99759,0.5031,3.26849,0.08531,1.52994,0.34266,1.02197,0.50603,3.28847,0.08338,1.65376,0.32314,1.06207,0.5059,3.27587,0.08405,1.58203,0.33942,0.99663,0.51283,3.34583,0.08048,1.61285,0.33232,1.02565,0.52011,3.23764,0.08688,1.5341,0.34032,1.01002,0.51542,3.33211,0.08096,1.60419,0.34377,0.98316,0.52878,3.34985,0.07808,1.73617,0.31068,1.07819,0.48365,3.36132,0.08704
2,1.53938,0.33662,1.00149,0.49551,3.19087,0.08288,1.50415,0.33924,0.94627,0.51111,3.23946,0.08118,1.62094,0.33299,1.05727,0.49718,3.27207,0.08458,1.53672,0.34397,1.07443,0.50243,3.32941,0.08129,1.52709,0.33331,1.03356,0.5078,3.28331,0.08368,1.61997,0.3372,0.99722,0.51509,3.27261,0.08044,1.6351,0.33232,1.0875,0.51083,3.32879,0.08444,1.51691,0.34625,1.07286,0.50768,3.2444,0.08497,1.56176,0.34712,0.90262,0.53659,3.3461,0.07799,1.6479,0.31693,1.0656,0.4877,3.44191,0.08145
3,1.55596,0.33523,1.00994,0.49431,3.20709,0.08226,1.54456,0.33529,0.99599,0.50923,3.2105,0.08188,1.60802,0.33229,1.02742,0.49685,3.31423,0.08432,1.56513,0.3423,1.04486,0.50197,3.31748,0.08061,1.5363,0.33682,0.98849,0.51328,3.26397,0.08366,1.55781,0.33878,1.02427,0.51387,3.31838,0.07992,1.56808,0.33469,1.00505,0.51135,3.27456,0.08443,1.53505,0.34947,1.01349,0.50772,3.34982,0.08356,1.49953,0.35245,0.96482,0.53397,3.30398,0.07868,1.6252,0.31991,1.02481,0.49207,3.30855,0.08154
4,1.56218,0.33603,0.97825,0.49618,3.18291,0.08123,1.48318,0.33681,0.94403,0.51133,3.20593,0.08321,1.56747,0.33433,0.97213,0.50132,3.27031,0.084,1.53563,0.34165,1.0413,0.50176,3.21774,0.08098,1.5494,0.3389,1.07383,0.50878,3.271,0.08281,1.55883,0.33988,1.04958,0.5094,3.17683,0.08307,1.57103,0.33619,0.99127,0.51285,3.2519,0.08339,1.48103,0.35525,0.98985,0.50975,3.29718,0.08369,1.47489,0.36046,0.94024,0.53457,3.26148,0.08091,1.60023,0.32292,1.04232,0.49371,3.17577,0.08669
5,1.52158,0.33479,0.96749,0.49771,3.19105,0.08073,1.51854,0.33714,0.95636,0.51188,3.20256,0.08372,1.59422,0.33435,0.99888,0.50083,3.25407,0.08446,1.51466,0.34415,1.0219,0.50173,3.28107,0.08115,1.56013,0.33865,1.01832,0.5088,3.21097,0.08318,1.54499,0.34071,0.94947,0.51388,3.29793,0.08263,1.5755,0.33747,1.02011,0.51192,3.21484,0.08334,1.56927,0.35453,1.03037,0.50785,3.28016,0.0839,1.43726,0.36442,0.98242,0.53257,3.28811,0.0819,1.55354,0.32676,0.97611,0.49846,3.37271,0.08557
6,1.52024,0.33357,0.9832,0.4972,3.18959,0.08043,1.54165,0.33468,0.97653,0.51038,3.22045,0.08289,1.59831,0.33222,0.9841,0.50176,3.26873,0.0838,1.56004,0.34448,1.04281,0.50015,3.30155,0.08071,1.55411,0.33835,1.04699,0.50723,3.3064,0.0825,1.50474,0.34327,0.9901,0.51445,3.28529,0.08283,1.56822,0.33864,0.99839,0.5117,3.16203,0.08496,1.50537,0.35627,1.01202,0.50885,3.30207,0.08357,1.56004,0.36296,1.01549,0.52916,3.30358,0.0809,1.54728,0.32967,1.007,0.50076,3.42387,0.08335
7,1.47862,0.33479,0.97398,0.49702,3.18384,0.08099,1.49641,0.33529,0.95418,0.51093,3.21781,0.0831,1.57248,0.33193,0.98233,0.50218,3.30909,0.08344,1.55343,0.34393,0.97037,0.50274,3.34154,0.08025,1.5113,0.3402,0.95038,0.51079,3.21352,0.08305,1.58378,0.34129,0.95186,0.51735,3.24682,0.08323,1.53728,0.3396,1.02397,0.51013,3.27385,0.08426,1.49075,0.35682,0.94549,0.51194,3.15807,0.0864,1.42154,0.36778,0.89912,0.53273,3.22789,0.0825,1.36192,0.3394,1.01085,0.50085,3.41283,0.08236
8,1.50832,0.33385,0.95894,0.49762,3.15759,0.08083,1.43836,0.33648,0.95484,0.51087,3.15781,0.0836,1.56041,0.33155,0.97727,0.50226,3.31635,0.08278,1.53496,0.343,0.9892,0.50459,3.23755,0.08135,1.54764,0.33993,0.98645,0.51119,3.18905,0.08418,1.49516,0.34296,0.98562,0.51758,3.28259,0.08286,1.62259,0.33817,0.91496,0.514,3.25082,0.08389,1.53076,0.3563,1.0164,0.51112,3.172,0.08784,1.48849,0.36855,0.92528,0.53248,3.2835,0.08232,1.50546,0.34093,0.92818,0.50541,3.24606,0.0827
9,1.48631,0.33272,0.96426,0.49687,3.16399,0.08065,1.49317,0.3358,0.93069,0.5116,3.21074,0.08335,1.53827,0.33226,0.96799,0.50259,3.24343,0.08324,1.46297,0.34479,0.97319,0.50595,3.21421,0.08169,1.52181,0.33977,0.93124,0.51412,3.22018,0.08462,1.49944,0.34445,0.92947,0.51971,3.26275,0.08271,1.6007,0.33766,0.97476,0.51455,3.29726,0.08352,1.47755,0.3574,0.89242,0.51553,3.2577,0.08738,1.42733,0.37074,0.80167,0.53841,3.30521,0.08223,1.53329,0.34102,0.93219,0.50778,3.3514,0.0812
10,1.45671,0.33318,0.93351,0.49774,3.17412,0.0809,1.46945,0.33637,0.96485,0.51092,3.17009,0.08351,1.51388,0.3333,0.95721,0.50286,3.21673,0.08331,1.49857,0.34535,1.00719,0.50584,3.2345,0.08175,1.47337,0.34092,0.98153,0.51366,3.20016,0.0852,1.58199,0.34293,0.98546,0.51955,3.15245,0.08357,1.42414,0.34113,0.91673,0.51622,3.21552,0.08374,1.41625,0.36008,1.02973,0.51434,3.25044,0.08746,1.43837,0.37165,0.94899,0.5379,3.26046,0.08207,1.44637,0.34385,1.02296,0.50643,3.27709,0.08108
11,1.46113,0.33265,0.93105,0.49892,3.1262,0.08125,1.45835,0.33662,0.89633,0.51291,3.18387,0.08333,1.55753,0.33283,0.98474,0.50221,3.20921,0.08389,1.47849,0.34669,0.9655,0.50745,3.23857,0.0815,1.43997,0.34381,0.96344,0.51423,3.23208,0.08513,1.47744,0.34438,0.92938,0.521,3.25856,0.08359,1.47409,0.34358,0.95382,0.51706,3.22098,0.08401,1.41706,0.36227,0.93315,0.5168,3.25436,0.08722,1.44337,0.37339,0.93476,0.53791,3.24713,0.08201,1.4127,0.3479,0.98012,0.50731,3.22871,0.08191
12,1.45603,0.33217,0.93261,0.49952,3.15502,0.08148,1.44274,0.33667,0.91396,0.51358,3.17272,0.08323,1.49061,0.33353,0.95226,0.50237,3.25082,0.08311,1.49638,0.34686,0.94303,0.50971,3.23359,0.08126,1.49062,0.34401,0.97586,0.5139,3.17697,0.08566,1.53653,0.34408,0.97673,0.521,3.21949,0.08379,1.48583,0.34526,0.90822,0.51945,3.23912,0.08412,1.39235,0.36498,0.95864,0.51729,3.24309,0.08703,1.47284,0.37341,0.92621,0.53792,3.14691,0.08322,1.47454,0.34967,0.84312,0.5136,3.25764,0.08171
13,1.41429,0.33248,0.92504,0.50066,3.12824,0.08141,1.44298,0.33713,0.97602,0.5115,3.16692,0.08349,1.499,0.33416,0.94512,0.50294,3.20917,0.08348,1.48026,0.34718,0.98717,0.50989,3.26157,0.08145,1.52077,0.34345,0.97411,0.51373,3.21271,0.08582,1.546,0.34404,1.03888,0.51884,3.22021,0.08424,1.5052,0.34593,1.05309,0.51708,3.22454,0.08472,1.46644,0.36522,0.97881,0.51724,3.26494,0.0868,1.46638,0.37382,0.94012,0.53804,3.27624,0.08282,1.42746,0.35234,1.04498,0.51117,3.21141,0.08246
14,1.40128,0.33377,0.94458,0.50033,3.11408,0.08172,1.47494,0.33678,0.97872,0.5102,3.19607,0.08314,1.51014,0.33514,0.95202,0.50393,3.23081,0.08335,1.50235,0.34705,0.96379,0.51017,3.10664,0.08337,1.52491,0.34291,0.94574,0.51464,3.24472,0.0856,1.55935,0.34293,0.96745,0.51895,3.17309,0.08482,1.58096,0.34504,0.99165,0.51621,3.23296,0.08467,1.58887,0.36426,0.99846,0.51665,3.28124,0.08654,1.57582,0.37188,0.97748,0.53661,3.23706,0.08339,1.50346,0.35347,0.9863,0.51066,3.29771,0.08225
15,1.42198,0.33408,0.9097,0.50065,3.13536,0.08188,1.44509,0.33704,0.91393,0.51077,3.17938,0.08311,1.48215,0.33589,0.95104,0.50396,3.21653,0.08366,1.49137,0.34751,0.95247,0.51112,3.2577,0.08312,1.43989,0.34456,0.95627,0.51434,3.19645,0.08586,1.48154,0.34382,0.95588,0.51978,3.25183,0.08481,1.48353,0.34619,0.95975,0.51617,3.25058,0.08421,1.41536,0.36515,0.85783,0.51964,3.21887,0.08636,1.37348,0.37335,0.84096,0.53902,3.26566,0.08313,1.32267,0.35684,0.90177,0.51226,3.25782,0.08193
16,1.40935,0.33385,0.92069,0.50079,3.12912,0.08203,1.43,0.33756,0.88967,0.51198,3.17082,0.08269,1.48431,0.33653,0.97062,0.50347,3.26321,0.0832,1.44458,0.34893,1.00479,0.51025,3.24962,0.0831,1.40514,0.34666,0.93915,0.51498,3.22456,0.08545,1.44699,0.34519,0.9833,0.51928,3.16502,0.08513,1.45493,0.34737,0.95079,0.51655,3.27354,0.08428,1.39493,0.36673,0.92962,0.52053,3.22396,0.08582,1.36933,0.37552,0.89823,0.53957,3.25532,0.08305,1.39519,0.35916,0.96117,0.5126,3.26137,0.08125
17,1.41596,0.3337,0.92371,0.50086,3.10005,0.08205,1.43269,0.33756,0.93905,0.51132,3.13887,0.08256,1.487,0.33685,0.93728,0.50381,3.24855,0.08289,1.46362,0.34942,0.97638,0.51013,3.23923,0.08311,1.44796,0.34729,0.90775,0.51622,3.20876,0.08544,1.4968,0.34531,1.02393,0.51798,3.24629,0.08491,1.41111,0.34996,0.91674,0.51794,3.38538,0.08325,1.36259,0.36844,0.95351,0.52044,3.26308,0.08566,1.37911,0.37683,0.84604,0.54184,3.12578,0.08419,1.26566,0.36477,0.94967,0.51311,3.15627,0.08179
18,1.43069,0.33361,0.90986,0.50154,3.1096,0.08182,1.41574,0.33865,0.93701,0.5106,3.14016,0.08245,1.47655,0.33708,0.94273,0.50414,3.2093,0.08303,1.41187,0.35097,0.9494,0.51084,3.20445,0.08348,1.40981,0.34862,0.94318,0.51678,3.22365,0.08521,1.45728,0.34622,0.99462,0.51725,3.21736,0.08506,1.41651,0.35162,0.97671,0.51764,3.19706,0.08331,1.30378,0.37135,0.93261,0.5211,3.20004,0.08588,1.3807,0.37824,0.88847,0.5429,3.22525,0.08431,1.29006,0.36818,0.98587,0.51245,3.08887,0.08265
19,1.40713,0.33358,0.91459,0.502,3.07792,0.08184,1.39537,0.33963,0.88278,0.51161,3.11979,0.08273,1.45168,0.33792,0.94599,0.50416,3.21539,0.08304,1.438,0.3519,0.93609,0.51192,3.23181,0.08366,1.48996,0.34841,0.94784,0.51629,3.24539,0.08498,1.46857,0.34648,0.91582,0.51891,3.23884,0.08491,1.47558,0.35232,0.92852,0.51825,3.18775,0.08359,1.42227,0.3719,0.90822,0.52215,3.19624,0.08649,1.33971,0.38034,0.877,0.54372,3.28296,0.08411,1.32158,0.37133,0.87963,0.51487,3.21184,0.08281
20,1.39949,0.33376,0.90016,0.50249,3.09365,0.08202,1.39995,0.34015,0.89963,0.51235,3.11394,0.08288,1.48688,0.33826,0.93152,0.50481,3.23346,0.08295,1.43657,0.35252,0.94753,0.51283,3.12852,0.08416,1.44351,0.34891,0.87562,0.51815,3.18118,0.08543,1.46771,0.34722,0.86273,0.52132,3.28886,0.08444,1.49004,0.35248,0.90717,0.51963,3.18342,0.08393,1.42067,0.37257,0.87046,0.52428,3.33991,0.08587,1.40352,0.38113,0.793,0.54682,3.28148,0.08379,1.40578,0.3722,0.82725,0.51859,3.20831,0.08296
21,1.39306,0.33379,0.92574,0.50218,3.11679,0.08167,1.32962,0.34233,0.88775,0.51328,3.15381,0.08284,1.38621,0.34033,0.92207,0.5056,3.19902,0.08306,1.35671,0.35434,0.96402,0.51281,3.22285,0.08427,1.36988,0.35038,0.91475,0.51879,3.28196,0.08512,1.34634,0.34943,0.92778,0.52188,3.18052,0.08457,1.39104,0.35412,0.90615,0.52034,3.22822,0.08396,1.22025,0.37636,0.86622,0.52558,3.20849,0.08569,1.26873,0.38407,0.84623,0.54799,3.29714,0.08335,1.20159,0.37644,0.88318,0.52037,3.26341,0.08293
22,1.40827,0.33343,0.91075,0.50232,3.08569,0.08159,1.42201,0.34272,0.891,0.51337,3.08594,0.08304,1.48777,0.34028,0.9439,0.50559,3.16937,0.08336,1.40755,0.35497,0.96215,0.51327,3.36559,0.08371,1.45597,0.35049,0.94018,0.51868,3.19528,0.08503,1.39943,0.3507,0.95224,0.52191,3.18501,0.08487,1.48295,0.35418,1.00074,0.5194,3.33758,0.08356,1.31706,0.37794,0.86404,0.52684,3.14783,0.08623,1.39727,0.38458,0.8981,0.54774,3.23737,0.08327,1.26298,0.37952,0.83427,0.52265,3.19667,0.08301
23,1.38807,0.33339,0.89417,0.50258,3.0823,0.08153,1.37271,0.34376,0.88522,0.51366,3.0895,0.08317,1.40294,0.34133,0.93745,0.50574,3.23572,0.08316,1.36303,0.35634,0.9568,0.51318,3.25553,0.08341,1.39403,0.3513,0.94113,0.51856,3.22376,0.08492,1.43918,0.35125,0.91801,0.52258,3.20608,0.08497,1.44648,0.35476,0.85926,0.52111,3.23897,0.08335,1.32601,0.37938,0.95272,0.52629,3.17306,0.08656,1.3356,0.38596,0.92311,0.54707,3.24557,0.08297,1.23192,0.38259,0.89335,0.52424,3.15308,0.08338
24,1.34484,0.33408,0.92189,0.50268,3.09663,0.08145,1.36457,0.3443,0.87167,0.51431,3.11971,0.08331,1.38321,0.3427,0.89186,0.50643,3.21458,0.08307,1.38648,0.35724,0.92909,0.51343,3.17041,0.08363,1.41891,0.35184,0.9206,0.51893,3.18738,0.085,1.47212,0.35115,0.88782,0.52357,3.25838,0.08466,1.44232,0.3553,0.91994,0.52127,3.21989,0.08326,1.34249,0.38066,0.90118,0.52698,3.29785,0.08612,1.34527,0.38692,0.86604,0.54758,3.27586,0.08281,1.23918,0.38529,0.88733,0.52517,3.11857,0.08398
25,1.39066,0.33431,0.88983,0.50317,3.09627,0.08175,1.36721,0.345,0.872,0.51495,3.10913,0.08319,1.46796,0.34285,0.95838,0.50608,3.26416,0.08277,1.34338,0.35912,0.96884,0.51344,3.21303,0.08367,1.44109,0.35253,0.9125,0.51926,3.17143,0.08512,1.40023,0.35208,0.91464,0.52422,3.21207,0.08467,1.42363,0.35658,0.97142,0.52057,3.19878,0.08348,1.31974,0.38215,0.90424,0.52729,3.15731,0.08634,1.3031,0.389,0.86061,0.54834,3.20577,0.08307,1.19684,0.38936,0.88147,0.52651,3.20161,0.08393
26,1.3816,0.33437,0.89687,0.50345,3.05853,0.08182,1.3627,0.34563,0.85407,0.51568,3.13991,0.08313,1.44542,0.34325,0.88652,0.50691,3.21021,0.08275,1.44276,0.35944,0.92643,0.51402,3.1098,0.08397,1.41805,0.35271,0.87405,0.52038,3.22488,0.08486,1.44883,0.3524,0.874,0.52515,3.15594,0.08495,1.3681,0.35804,0.92209,0.52071,3.23294,0.08345,1.26445,0.38414,0.88833,0.52804,3.26839,0.08614,1.32367,0.39023,0.82361,0.54946,3.27717,0.08281,1.26459,0.39095,0.81812,0.52841,3.16988,0.0838
27,1.36724,0.33489,0.88349,0.50391,3.08317,0.08193,1.34404,0.34643,0.88962,0.51541,3.10021,0.08304,1.42321,0.34375,0.90885,0.50729,3.18641,0.08269,1.38817,0.36002,0.87914,0.51561,3.21265,0.08384,1.43879,0.35276,0.86783,0.52176,3.2037,0.0848,1.38966,0.35344,0.95171,0.52495,3.24996,0.0847,1.40295,0.35892,0.89714,0.52151,3.19671,0.08361,1.31717,0.3854,0.88406,0.52897,3.13097,0.0866,1.33222,0.39085,0.90795,0.54887,3.40822,0.08198,1.33942,0.39176,0.88282,0.52902,3.21447,0.08382
28,1.3717,0.33516,0.88625,0.50426,3.07639,0.0821,1.38903,0.34645,0.83899,0.51626,3.11813,0.08295,1.43913,0.3438,0.8704,0.50844,3.15113,0.08291,1.38205,0.36068,0.85834,0.51703,3.26506,0.08365,1.41124,0.35305,0.85966,0.52295,3.17762,0.0848,1.37236,0.35436,0.89092,0.52571,3.2297,0.08461,1.40265,0.35974,0.84247,0.52281,3.22289,0.08343,1.29563,0.38656,0.76558,0.53167,3.3866,0.08607,1.33571,0.39158,0.73893,0.55162,3.22985,0.08192,1.2158,0.39408,0.76978,0.53166,3.19932,0.08353
29,1.37269,0.33587,0.89996,0.5044,3.06677,0.08193,1.40954,0.34627,0.86517,0.51681,3.11442,0.08299,1.42436,0.34431,0.90712,0.50879,3.17608,0.08305,1.36964,0.36179,0.91763,0.51748,3.21955,0.08348,1.4046,0.35355,0.89192,0.52336,3.1399,0.08492,1.40293,0.3549,0.92895,0.52601,3.2323,0.08445,1.42852,0.35996,0.87544,0.524,3.22621,0.08337,1.35197,0.38723,0.86918,0.53259,3.13785,0.08616,1.36543,0.39219,0.85546,0.55266,3.17054,0.08224,1.45162,0.39352,0.83441,0.53357,3.1435,0.0837
30,1.35325,0.33648,0.89493,0.50451,3.05447,0.08193,1.33101,0.34712,0.84837,0.51747,3.09362,0.08311,1.42814,0.34457,0.89157,0.50944,3.23211,0.08288,1.3778,0.36247,0.88423,0.51845,3.21812,0.08345,1.39972,0.35398,0.87418,0.52389,3.20111,0.08496,1.40595,0.35566,0.8697,0.52677,3.26043,0.08412,1.39351,0.36056,0.90782,0.52434,3.28045,0.08313,1.38651,0.38718,0.78244,0.53474,3.17196,0.08615,1.31908,0.3932,0.79906,0.55387,3.22504,0.08228,1.24924,0.39523,0.80082,0.5354,3.16589,0.08386
31,1.379,0.33665,0.89102,0.50462,3.06367,0.08194,1.34354,0.34804,0.83189,0.5184,3.0989,0.08314,1.42897,0.3447,0.87,0.51052,3.21581,0.08289,1.38866,0.36304,0.83739,0.52022,3.18435,0.08342,1.3979,0.35444,0.82918,0.5257,3.25607,0.08465,1.38461,0.35663,0.88,0.52765,3.14148,0.08434,1.40816,0.36131,0.84309,0.52584,3.21387,0.08317,1.29065,0.38844,0.80789,0.53655,3.20965,0.08601,1.27673,0.39453,0.81205,0.55503,3.14308,0.08263,1.14429,0.39882,0.81481,0.53731,3.26069,0.08346
32,1.35297,0.33687,0.87759,0.50455,3.05612,0.08212,1.3187,0.3492,0.86145,0.51882,3.14001,0.08299,1.35913,0.34616,0.90715,0.51059,3.17028,0.08293,1.34823,0.36412,0.93275,0.52019,3.1926,0.0833,1.38737,0.3549,0.90025,0.52596,3.17989,0.08457,1.40951,0.35707,0.93945,0.52767,3.26525,0.08417,1.37594,0.36262,0.90328,0.52617,3.26114,0.08311,1.19963,0.39106,0.9124,0.53695,3.27645,0.08572,1.25433,0.39631,0.83568,0.55562,3.33107,0.08227,1.28653,0.40013,0.87355,0.53821,3.21637,0.08332
33,1.36056,0.3371,0.88951,0.50476,3.09255,0.08208,1.35131,0.34973,0.85332,0.51925,3.08974,0.08307,1.37585,0.34701,0.91477,0.5109,3.21268,0.08296,1.31036,0.36556,0.87565,0.5212,3.21683,0.08317,1.34389,0.35611,0.82454,0.52737,3.18544,0.08441,1.33752,0.35847,0.84939,0.52887,3.24235,0.08404,1.33688,0.36386,0.83248,0.52755,3.20061,0.08304,1.23096,0.39304,0.82331,0.53831,3.18195,0.08582,1.28913,0.39751,0.78015,0.55705,3.18339,0.08217,1.17249,0.40267,0.73024,0.54095,3.16572,0.08334
34,1.35719,0.33736,0.87438,0.50518,3.07103,0.08212,1.31237,0.35079,0.87154,0.51932,3.09516,0.08306,1.4166,0.34748,0.9176,0.51082,3.17961,0.08305,1.32995,0.36651,0.90017,0.52142,3.20607,0.08305,1.34437,0.35738,0.85504,0.52825,3.15322,0.08462,1.32342,0.35979,0.89652,0.52922,3.25456,0.0838,1.3182,0.36509,0.88286,0.52795,3.11345,0.08335,1.15043,0.39558,0.83535,0.53908,3.14853,0.08603,1.21046,0.39963,0.77565,0.5585,3.25159,0.08192,1.15969,0.40496,0.82006,0.54228,3.13836,0.08344
35,1.35494,0.33774,0.87422,0.50584,3.06491,0.08231,1.41385,0.35066,0.81505,0.52038,3.1165,0.08304,1.42766,0.34759,0.87066,0.51137,3.14559,0.0833,1.39208,0.36663,0.79655,0.52338,3.19477,0.08301,1.33929,0.35847,0.78743,0.53034,3.20578,0.08457,1.34176,0.36099,0.82496,0.53061,3.08255,0.08434,1.36142,0.36609,0.81618,0.5293,3.20906,0.08335,1.31222,0.39651,0.71378,0.54218,3.3073,0.08576,1.30369,0.40086,0.76237,0.56031,3.17239,0.08212,1.2286,0.4065,0.7073,0.5454,3.1817,0.08328
36,1.35325,0.33819,0.88291,0.50597,3.0054,0.08247,1.39093,0.35046,0.85347,0.52064,3.09319,0.08305,1.38745,0.34828,0.86311,0.51202,3.17344,0.08343,1.40949,0.36652,0.88442,0.52383,3.18336,0.08306,1.38919,0.35861,0.83729,0.53119,3.13238,0.08466,1.41875,0.3609,0.84167,0.53154,3.17132,0.08437,1.3638,0.3667,0.83931,0.53005,3.19274,0.08335,1.29177,0.39705,0.78364,0.5437,3.21262,0.0856,1.34577,0.40106,0.7882,0.56123,3.25,0.08202,1.29252,0.40683,0.81268,0.54646,3.13199,0.08332
37,1.34957,0.33813,0.87955,0.5061,3.04013,0.0825,1.34943,0.35076,0.8608,0.52071,3.07998,0.08323,1.39901,0.34867,0.90018,0.51221,3.14512,0.08354,1.36733,0.36689,0.85864,0.52477,3.16283,0.08319,1.39781,0.35855,0.88336,0.53135,3.16807,0.0847,1.37448,0.36125,0.8817,0.53191,3.13943,0.0846,1.3729,0.36722,0.93257,0.52991,3.17932,0.08338,1.27135,0.39781,0.85316,0.54432,3.20947,0.08553,1.30772,0.40145,0.85683,0.56142,3.20702,0.0821,1.44336,0.40579,0.887,0.5467,3.12051,0.08331
38,1.33845,0.33814,0.87677,0.50604,3.06366,0.08256,1.26341,0.35236,0.89162,0.52061,3.07857,0.0834,1.31624,0.35015,0.90893,0.51209,3.13679,0.08364,1.26249,0.36861,0.87467,0.52533,3.21637,0.08307,1.28974,0.36,0.90508,0.53145,3.1631,0.08476,1.24921,0.36318,0.93237,0.53162,3.17432,0.08458,1.19731,0.36984,0.9313,0.52969,3.14224,0.08359,1.11234,0.40063,0.93228,0.544,3.13768,0.08563,1.07593,0.40481,0.89313,0.56111,3.20112,0.08199,1.1048,0.4083,0.91656,0.54634,3.11833,0.0834
39,1.32776,0.3388,0.8825,0.50565,3.03604,0.08268,1.32893,0.35278,0.91046,0.51992,3.08516,0.08332,1.37664,0.35085,0.89928,0.51207,3.11517,0.08393,1.31551,0.36974,0.89164,0.52568,3.21071,0.08296,1.36774,0.36057,0.87541,0.53181,3.22114,0.08472,1.34473,0.36409,0.90258,0.53158,3.13731,0.08468,1.36238,0.37039,0.88114,0.52989,3.14083,0.08367,1.21383,0.40211,0.86911,0.54411,3.09286,0.08577,1.23994,0.40626,0.85717,0.56102,3.14231,0.08209,1.19708,0.4102,0.86272,0.54662,3.13421,0.08357
40,1.33018,0.33979,0.84789,0.5056,3.0344,0.08251,1.36074,0.35262,0.88695,0.51941,3.12069,0.08324,1.41327,0.35089,0.89222,0.51218,3.18291,0.08392,1.40886,0.36932,0.91542,0.52573,3.17457,0.08304,1.39338,0.36045,0.87096,0.53246,3.17113,0.08472,1.41025,0.36403,0.86596,0.53221,3.15363,0.08483,1.45686,0.37,0.87759,0.53027,3.14399,0.08369,1.33214,0.40208,0.87026,0.54429,3.3504,0.08527,1.3676,0.40586,0.86021,0.56095,3.09647,0.08213,1.24975,0.4108,0.81515,0.54762,3.13843,0.08358
41,1.35158,0.34016,0.87513,0.50566,3.04002,0.08258,1.39995,0.3525,0.87767,0.5193,3.0808,0.08323,1.41185,0.35103,0.88658,0.51238,3.17066,0.084,1.37888,0.36964,0.89296,0.52594,3.14934,0.08307,1.37503,0.3607,0.90511,0.53224,3.18621,0.08466,1.36647,0.36447,0.87257,0.53269,3.19045,0.08476,1.37712,0.37035,0.91184,0.53018,3.11991,0.08387,1.29889,0.40248,0.84066,0.54503,3.2366,0.08511,1.40158,0.40579,0.86981,0.56116,3.18316,0.08216,1.33843,0.41132,0.91771,0.54756,3.22515,0.08344
42,1.32614,0.34069,0.86031,0.50573,3.01734,0.08264,1.37394,0.3523,0.83948,0.51952,3.09509,0.0832,1.36686,0.35145,0.87281,0.51261,3.14601,0.08396,1.36404,0.36975,0.86334,0.52653,3.16311,0.08308,1.36569,0.36094,0.88303,0.5323,3.21549,0.08452,1.36346,0.3648,0.90362,0.53274,3.18684,0.08467,1.34946,0.3707,0.89152,0.53025,3.16863,0.08387,1.35905,0.40208,0.85108,0.54534,3.14751,0.08502,1.28686,0.40615,0.85308,0.56113,3.13664,0.0823,1.35555,0.41097,0.85856,0.54779,3.0992,0.08348
43,1.35562,0.34043,0.84286,0.50622,3.01739,0.08268,1.34655,0.35225,0.88919,0.51866,3.05254,0.08306,1.31845,0.35243,0.88008,0.51238,3.18953,0.08374,1.26319,0.37148,0.90108,0.52636,3.18131,0.08284,1.24198,0.36292,0.82396,0.53315,3.26581,0.08449,1.29504,0.36605,0.86464,0.53327,3.19091,0.08477,1.39775,0.3708,0.86007,0.53059,3.12297,0.084,1.35974,0.40252,0.85854,0.54572,3.18283,0.08513,1.23446,0.40708,0.86925,0.56086,3.19072,0.08229,1.22323,0.41176,0.805,0.5487,3.29816,0.0835
