batch,loss_L0_age_bin,acc_L0_age_bin,loss_L0_gender,acc_L0_gender,loss_L0_star_sign,acc_L0_star_sign,loss_L4_age_bin,acc_L4_age_bin,loss_L4_gender,acc_L4_gender,loss_L4_star_sign,acc_L4_star_sign,loss_L8_age_bin,acc_L8_age_bin,loss_L8_gender,acc_L8_gender,loss_L8_star_sign,acc_L8_star_sign,loss_L12_age_bin,acc_L12_age_bin,loss_L12_gender,acc_L12_gender,loss_L12_star_sign,acc_L12_star_sign,loss_L16_age_bin,acc_L16_age_bin,loss_L16_gender,acc_L16_gender,loss_L16_star_sign,acc_L16_star_sign,loss_L20_age_bin,acc_L20_age_bin,loss_L20_gender,acc_L20_gender,loss_L20_star_sign,acc_L20_star_sign,loss_L24_age_bin,acc_L24_age_bin,loss_L24_gender,acc_L24_gender,loss_L24_star_sign,acc_L24_star_sign,loss_L28_age_bin,acc_L28_age_bin,loss_L28_gender,acc_L28_gender,loss_L28_star_sign,acc_L28_star_sign,loss_L32_age_bin,acc_L32_age_bin,loss_L32_gender,acc_L32_gender,loss_L32_star_sign,acc_L32_star_sign,loss_L36_age_bin,acc_L36_age_bin,loss_L36_gender,acc_L36_gender,loss_L36_star_sign,acc_L36_star_sign
759,1.10288,0.37797,0.69804,0.52153,2.68022,0.08886,0.93598,0.44935,0.62579,0.58184,2.67404,0.08785,0.93658,0.45524,0.63157,0.58473,2.69306,0.08788,0.87664,0.50688,0.59304,0.61699,2.70732,0.09016,0.87843,0.51122,0.58686,0.62375,2.67208,0.09301,0.85417,0.50314,0.59798,0.62214,2.67733,0.09112,0.80602,0.52825,0.60191,0.62773,2.70245,0.09258,0.8102,0.57321,0.58345,0.66458,2.65852,0.09675,0.806,0.56124,0.58007,0.65022,2.66316,0.09707,0.83406,0.55872,0.58084,0.64652,2.68632,0.10056
760,1.07556,0.37799,0.7007,0.52154,2.62621,0.08887,0.98932,0.44939,0.65785,0.58186,2.63612,0.08785,0.95537,0.45529,0.64989,0.58476,2.68202,0.08789,0.88169,0.50693,0.59708,0.61706,2.64209,0.09018,0.86285,0.51127,0.57293,0.62385,2.60175,0.09303,0.86817,0.5032,0.56861,0.62225,2.62652,0.09114,0.83108,0.5283,0.55692,0.62784,2.64418,0.09259,0.72302,0.57329,0.50235,0.66469,2.60374,0.09677,0.77975,0.5613,0.53464,0.65033,2.60807,0.09709,0.79468,0.55877,0.53709,0.64662,2.56961,0.1006
761,1.12725,0.378,0.7018,0.52156,2.64938,0.08888,1.0046,0.44946,0.64953,0.58192,2.65563,0.08786,0.98742,0.45537,0.62927,0.58486,2.67618,0.0879,0.81784,0.50709,0.57919,0.61718,2.68226,0.09017,0.81713,0.51141,0.56783,0.62399,2.69165,0.09303,0.84199,0.50334,0.56936,0.6224,2.69526,0.09114,0.77138,0.52846,0.54389,0.628,2.65936,0.0926,0.65711,0.57348,0.47826,0.66486,2.62698,0.09678,0.69807,0.56148,0.51305,0.65048,2.65641,0.0971,0.69865,0.55895,0.54014,0.64675,2.66154,0.1006
762,1.12251,0.378,0.70446,0.52153,2.68543,0.08886,0.95928,0.44952,0.70866,0.58188,2.64642,0.08786,0.94068,0.45544,0.69026,0.58484,2.6625,0.08791,0.88206,0.50715,0.67669,0.61715,2.675,0.09018,0.86639,0.51148,0.70106,0.62393,2.65661,0.09303,0.87253,0.50341,0.69476,0.62236,2.66413,0.09115,0.83545,0.52853,0.67934,0.62796,2.65316,0.0926,0.75925,0.57355,0.64835,0.66484,2.63923,0.09678,0.80415,0.56153,0.66736,0.65045,2.65865,0.0971,0.82243,0.55901,0.64736,0.64675,2.60073,0.10064
763,1.13244,0.37798,0.70477,0.52154,2.65286,0.08885,1.09936,0.44949,0.6774,0.58191,2.6781,0.08786,1.0524,0.45546,0.65503,0.58489,2.68818,0.08791,0.95311,0.50724,0.64414,0.61717,2.68749,0.09019,0.93928,0.51159,0.63887,0.62395,2.72102,0.09302,0.94407,0.50352,0.62606,0.62239,2.70639,0.09116,0.89046,0.52864,0.61936,0.62799,2.67079,0.09261,0.82903,0.57369,0.60819,0.66483,2.67147,0.09679,0.87714,0.56162,0.61719,0.65044,2.69297,0.0971,0.87064,0.5591,0.61427,0.64674,2.69985,0.10064
764,1.12035,0.37797,0.70637,0.52152,2.6571,0.08888,1.0314,0.44952,0.65973,0.58195,2.65851,0.08786,1.04468,0.45544,0.6677,0.58491,2.66813,0.08792,0.93329,0.50728,0.67337,0.61716,2.67037,0.0902,0.91443,0.51163,0.65036,0.62397,2.70209,0.09301,0.93559,0.50355,0.6669,0.62239,2.67647,0.09116,0.89533,0.52867,0.65245,0.62801,2.65962,0.09262,0.86228,0.5737,0.66214,0.6648,2.68507,0.0968,0.87231,0.56165,0.65114,0.65043,2.70005,0.0971,0.88338,0.55912,0.65576,0.64672,2.71133,0.10063
765,1.12643,0.37797,0.7011,0.52155,2.64564,0.08889,0.9226,0.44962,0.64775,0.58201,2.63952,0.08787,0.90751,0.45555,0.65039,0.58498,2.67839,0.08793,0.88279,0.50734,0.61281,0.61724,2.63899,0.09022,0.83205,0.51174,0.6028,0.62406,2.65422,0.09302,0.84499,0.50366,0.60569,0.62246,2.67142,0.09116,0.80193,0.5288,0.59315,0.62809,2.64262,0.09263,0.74573,0.57379,0.57661,0.66486,2.63995,0.09681,0.78138,0.56174,0.58902,0.65048,2.61302,0.09712,0.82028,0.55918,0.58732,0.64678,2.56209,0.10067
766,1.12028,0.37797,0.6935,0.5216,2.68827,0.08887,0.90778,0.44977,0.63753,0.58209,2.66363,0.08787,0.90976,0.45568,0.63629,0.58505,2.71943,0.08793,0.84239,0.50748,0.59736,0.61731,2.69357,0.09022,0.81847,0.51189,0.58437,0.62415,2.73445,0.09302,0.83379,0.5038,0.59045,0.62254,2.70555,0.09116,0.79032,0.52893,0.58792,0.62816,2.68594,0.09263,0.70451,0.57394,0.54501,0.66494,2.65686,0.09682,0.73217,0.56188,0.57958,0.65055,2.66483,0.09713,0.71345,0.55934,0.5819,0.64684,2.72113,0.10066
767,1.12728,0.37793,0.70514,0.52162,2.6687,0.08886,0.98576,0.44983,0.66835,0.58213,2.66737,0.08787,0.99469,0.45571,0.67541,0.58509,2.68213,0.08794,0.92692,0.50752,0.65986,0.61732,2.67551,0.09024,0.91073,0.51195,0.63405,0.6242,2.63266,0.09304,0.89658,0.50389,0.63372,0.62259,2.69381,0.09116,0.89653,0.52896,0.63356,0.62821,2.67702,0.09264,0.85417,0.57395,0.60287,0.66497,2.61806,0.09684,0.90983,0.56188,0.61717,0.65058,2.59437,0.09717,0.87806,0.55935,0.62611,0.64686,2.63645,0.10068
768,1.06705,0.37798,0.70998,0.52162,2.66153,0.08888,0.94015,0.44994,0.66463,0.58215,2.65694,0.08788,0.94858,0.4558,0.65468,0.58513,2.70402,0.08794,0.92027,0.50756,0.61605,0.6174,2.72474,0.09023,0.90228,0.51201,0.62106,0.62426,2.70235,0.09304,0.88149,0.50397,0.6419,0.62264,2.70213,0.09116,0.87459,0.52903,0.63328,0.62825,2.729,0.09263,0.86298,0.57396,0.60899,0.665,2.6725,0.09685,0.87897,0.56191,0.61723,0.65062,2.69923,0.09716,0.86936,0.55939,0.61636,0.6469,2.66191,0.10068
769,1.08018,0.37802,0.711,0.52162,2.67356,0.08889,1.06048,0.44991,0.706,0.58213,2.63528,0.08789,1.0612,0.45577,0.70166,0.58512,2.68846,0.08795,0.97143,0.50755,0.66712,0.61739,2.64469,0.09025,0.9862,0.512,0.64147,0.62428,2.64386,0.09306,0.97686,0.50398,0.64288,0.62266,2.66128,0.09117,0.92667,0.52903,0.63563,0.62827,2.62218,0.09265,0.92254,0.57395,0.60006,0.66504,2.59021,0.09689,0.92794,0.56191,0.64698,0.65064,2.60163,0.0972,0.9158,0.55939,0.63082,0.64692,2.5791,0.10072
770,1.11977,0.37801,0.70647,0.52163,2.68372,0.08887,1.07191,0.44986,0.67803,0.58213,2.67914,0.08789,1.05081,0.45575,0.67018,0.58514,2.7145,0.08795,0.97816,0.50752,0.65747,0.61739,2.66924,0.09026,0.97764,0.51196,0.65109,0.62427,2.6862,0.09306,0.98203,0.50394,0.66104,0.62264,2.68282,0.09118,0.95186,0.52899,0.64233,0.62827,2.70075,0.09265,0.87566,0.57393,0.63793,0.665,2.73902,0.09688,0.9245,0.56187,0.6441,0.6506,2.69253,0.09719,0.94588,0.55933,0.63933,0.64691,2.63247,0.10074
771,1.11693,0.37802,0.71416,0.52161,2.63137,0.0889,0.95493,0.44998,0.72173,0.58205,2.62878,0.0879,0.94452,0.45588,0.7047,0.58509,2.67144,0.08796,0.82326,0.50767,0.68845,0.61734,2.63178,0.09028,0.79517,0.51212,0.69211,0.62422,2.64865,0.09307,0.79136,0.50412,0.71085,0.62257,2.66734,0.09118,0.79167,0.52913,0.70804,0.6282,2.67403,0.09264,0.67832,0.57411,0.68988,0.66493,2.63664,0.09689,0.72904,0.56203,0.71247,0.65053,2.56591,0.09722,0.72784,0.5595,0.69988,0.64685,2.60281,0.10077
772,1.11516,0.37801,0.69449,0.52167,2.65562,0.08889,1.04574,0.44999,0.61934,0.58219,2.63484,0.08791,1.03619,0.45587,0.60201,0.58527,2.69053,0.08797,0.91467,0.50771,0.57455,0.6175,2.6195,0.09031,0.89947,0.51218,0.57044,0.62438,2.63157,0.09309,0.92029,0.50419,0.56757,0.62274,2.64855,0.0912,0.88063,0.52918,0.58073,0.62833,2.63465,0.09267,0.85252,0.57409,0.53012,0.66509,2.59992,0.09691,0.8636,0.56202,0.55063,0.65066,2.57267,0.09727,0.89727,0.55948,0.55935,0.64698,2.59309,0.1008
773,1.14982,0.37796,0.70158,0.5217,2.68188,0.08888,0.95167,0.45009,0.63395,0.58227,2.63433,0.08793,0.94704,0.45596,0.62397,0.58536,2.66577,0.08798,0.80777,0.50786,0.58856,0.6176,2.64451,0.09032,0.7909,0.51234,0.57843,0.62447,2.64555,0.0931,0.79399,0.50434,0.60412,0.62281,2.65643,0.09121,0.72047,0.52936,0.57635,0.62842,2.66937,0.09268,0.65115,0.57426,0.52036,0.66518,2.63121,0.09693,0.68278,0.56219,0.53305,0.65077,2.56299,0.09731,0.73496,0.55962,0.54113,0.64709,2.58459,0.10083
774,1.11423,0.37796,0.70442,0.5217,2.68608,0.08886,0.98125,0.45016,0.65417,0.58232,2.64939,0.08794,0.99048,0.45603,0.63293,0.58543,2.73266,0.08797,0.93942,0.50793,0.59974,0.6177,2.66788,0.09033,0.93993,0.51239,0.61217,0.62455,2.69832,0.0931,0.91733,0.50443,0.61079,0.62289,2.72216,0.0912,0.91922,0.52942,0.60779,0.62848,2.68782,0.09268,0.88055,0.57432,0.55477,0.66527,2.69413,0.09693,0.90514,0.56224,0.59872,0.65084,2.70181,0.0973,0.90467,0.55966,0.58841,0.64716,2.67311,0.10085
775,1.08753,0.37799,0.70097,0.52171,2.67805,0.08886,0.9029,0.4503,0.62501,0.58241,2.65783,0.08794,0.8934,0.45619,0.62305,0.58553,2.71443,0.08797,0.84525,0.50805,0.58168,0.6178,2.68643,0.09033,0.79959,0.51255,0.58415,0.62464,2.6717,0.0931,0.83812,0.50457,0.58096,0.62299,2.70128,0.0912,0.77757,0.52958,0.58258,0.62857,2.6533,0.09269,0.70788,0.57446,0.52957,0.66534,2.60739,0.09694,0.74475,0.56236,0.54618,0.65092,2.62417,0.09733,0.75318,0.55977,0.53794,0.64727,2.54853,0.1009
776,1.10159,0.37799,0.69212,0.52174,2.64678,0.08888,0.9561,0.45037,0.58084,0.58254,2.64559,0.08794,0.96031,0.45625,0.5805,0.58566,2.68405,0.08798,0.88348,0.50813,0.51728,0.61796,2.6219,0.09035,0.83015,0.51269,0.51476,0.6248,2.6488,0.09312,0.86567,0.50469,0.52843,0.62312,2.67771,0.09121,0.83008,0.52968,0.52523,0.62869,2.64012,0.09269,0.74831,0.57457,0.44149,0.66549,2.65302,0.09695,0.76595,0.56248,0.47612,0.65106,2.65016,0.09734,0.77622,0.55988,0.4691,0.64741,2.63464,0.10091
777,1.12159,0.37798,0.70632,0.52174,2.6535,0.0889,1.09302,0.45028,0.66157,0.58256,2.64365,0.08796,1.05052,0.4562,0.65278,0.58569,2.6745,0.08799,0.98951,0.50809,0.62128,0.61801,2.6622,0.09037,0.95045,0.51268,0.61847,0.62484,2.66851,0.09312,0.97864,0.50466,0.61827,0.62317,2.69254,0.09122,0.91777,0.52968,0.59722,0.62875,2.6558,0.09271,0.89483,0.57452,0.53528,0.66556,2.63405,0.09698,0.91421,0.56243,0.56438,0.65112,2.63602,0.09735,0.93402,0.55981,0.60042,0.64746,2.6546,0.10093
778,1.11503,0.37798,0.70528,0.52174,2.69174,0.08889,1.01007,0.45035,0.6649,0.5826,2.66708,0.08796,1.00763,0.45628,0.68658,0.58568,2.72632,0.08798,0.91258,0.50818,0.66146,0.618,2.73446,0.09036,0.89666,0.51278,0.644,0.62485,2.68019,0.09313,0.91623,0.50476,0.66023,0.62317,2.71705,0.09121,0.86853,0.52978,0.67007,0.62873,2.68054,0.09272,0.802,0.5746,0.62504,0.66558,2.74563,0.09697,0.8093,0.56252,0.64345,0.65112,2.69363,0.09735,0.80958,0.55991,0.66063,0.64746,2.71933,0.10092
779,1.11802,0.37799,0.70687,0.52173,2.64903,0.08892,0.89813,0.45048,0.69336,0.58256,2.62384,0.08798,0.92012,0.45638,0.69348,0.58564,2.67182,0.088,0.88224,0.50827,0.68551,0.61796,2.6499,0.09038,0.85951,0.51289,0.69934,0.62479,2.65433,0.09314,0.84955,0.50487,0.70443,0.62311,2.66861,0.09121,0.81092,0.5299,0.70627,0.62866,2.65481,0.09272,0.71961,0.57473,0.66249,0.66553,2.64534,0.09698,0.73381,0.56266,0.67914,0.65108,2.6181,0.09737,0.75134,0.56004,0.68472,0.64741,2.68241,0.10094
780,1.0532,0.37806,0.70234,0.52174,2.6727,0.08892,0.98355,0.45048,0.64035,0.58263,2.65881,0.08798,0.99695,0.45634,0.63962,0.5857,2.70677,0.088,0.9745,0.50822,0.58828,0.61806,2.66375,0.09038,0.94723,0.51285,0.57631,0.62491,2.66542,0.09315,0.93031,0.50485,0.59582,0.62319,2.68915,0.09122,0.93138,0.52987,0.57171,0.62878,2.64148,0.09273,0.9159,0.57468,0.54905,0.66561,2.6163,0.097,0.92007,0.56261,0.54791,0.65118,2.63651,0.09739,0.93729,0.55999,0.55133,0.64751,2.66507,0.10094
781,1.07687,0.3781,0.69261,0.52179,2.65936,0.08893,0.95773,0.45054,0.57625,0.58279,2.67926,0.08797,0.95612,0.45638,0.5828,0.58586,2.70402,0.08801,0.81396,0.50834,0.54914,0.6182,2.69669,0.09038,0.77827,0.513,0.54084,0.62504,2.66585,0.09316,0.81046,0.50497,0.54529,0.62332,2.68275,0.09122,0.75132,0.53001,0.53142,0.62891,2.68065,0.09273,0.68576,0.57482,0.48693,0.66574,2.65978,0.097,0.71062,0.56275,0.50228,0.65132,2.64109,0.0974,0.71138,0.56012,0.52088,0.64763,2.70282,0.10095
782,1.08763,0.37816,0.70465,0.52178,2.64839,0.08893,0.96317,0.45056,0.68399,0.58279,2.66078,0.08797,0.96442,0.45641,0.67655,0.58586,2.70578,0.08801,0.87939,0.50838,0.66802,0.61819,2.69043,0.09038,0.86048,0.51306,0.67658,0.62501,2.62218,0.09318,0.88336,0.50503,0.68943,0.62327,2.66363,0.09123,0.80687,0.5301,0.70214,0.62885,2.6575,0.09275,0.757,0.57488,0.6642,0.66568,2.58725,0.09703,0.79183,0.56279,0.67176,0.65126,2.59135,0.09742,0.8118,0.56015,0.64653,0.64761,2.6098,0.10099
783,1.11209,0.37816,0.70329,0.52178,2.6832,0.08892,0.99668,0.45063,0.6644,0.58281,2.68893,0.08796,0.97069,0.45649,0.65057,0.58593,2.72915,0.088,0.91578,0.50843,0.59592,0.61831,2.68398,0.09039,0.90656,0.51311,0.59262,0.62512,2.66342,0.09318,0.91104,0.50508,0.59333,0.62337,2.70816,0.09123,0.8373,0.53019,0.5747,0.62897,2.68122,0.09275,0.74781,0.57499,0.52562,0.6658,2.68444,0.09703,0.76062,0.56291,0.55732,0.65136,2.65293,0.09742,0.80558,0.56024,0.56063,0.64772,2.71001,0.10099
784,1.09732,0.37815,0.70902,0.52177,2.68163,0.08892,1.04283,0.45071,0.69095,0.5828,2.66716,0.08796,1.03042,0.45655,0.67028,0.58594,2.72589,0.08799,0.9612,0.5085,0.62816,0.61834,2.69969,0.09038,0.94951,0.51319,0.61695,0.62516,2.68252,0.09319,0.95323,0.50516,0.62481,0.62341,2.71115,0.09123,0.94141,0.53023,0.6293,0.62898,2.68342,0.09275,0.89689,0.57501,0.52203,0.66589,2.70866,0.09702,0.91648,0.56294,0.55931,0.65144,2.67339,0.09742,0.8904,0.56029,0.56726,0.6478,2.69355,0.10098
785,1.11028,0.37816,0.71326,0.52176,2.69039,0.08891,1.07256,0.45071,0.68889,0.58279,2.6705,0.08796,1.08608,0.45656,0.69396,0.58592,2.72429,0.08798,1.05232,0.50846,0.68978,0.6183,2.71986,0.09039,1.05759,0.51314,0.65531,0.62516,2.73651,0.09318,1.08215,0.50508,0.65225,0.62341,2.716,0.09122,1.03828,0.53018,0.6469,0.62897,2.73361,0.09274,1.02211,0.57496,0.6326,0.66585,2.72997,0.09702,1.04659,0.56287,0.65134,0.6514,2.66406,0.09746,1.02847,0.56024,0.67457,0.64775,2.66016,0.10101
786,1.09518,0.37818,0.6895,0.52181,2.67658,0.0889,1.01746,0.45071,0.62543,0.58285,2.67968,0.08795,0.99901,0.45656,0.61663,0.586,2.69073,0.08799,0.90462,0.5085,0.61815,0.61834,2.69129,0.09039,0.90334,0.51317,0.61626,0.6252,2.68228,0.09319,0.92443,0.50512,0.61086,0.62346,2.66847,0.09123,0.87011,0.53023,0.63417,0.62898,2.63774,0.09275,0.85118,0.57498,0.61936,0.66584,2.66711,0.09703,0.89077,0.56288,0.60353,0.65141,2.60217,0.09749,0.86949,0.56026,0.60728,0.64777,2.67649,0.10102
787,1.07967,0.37821,0.70445,0.52181,2.66047,0.0889,0.94539,0.45079,0.64756,0.5829,2.65161,0.08796,0.90729,0.45668,0.64281,0.58606,2.69647,0.08799,0.84481,0.5086,0.62581,0.61837,2.68806,0.09039,0.82294,0.51329,0.63683,0.6252,2.67048,0.0932,0.83652,0.50523,0.64111,0.62346,2.72098,0.09122,0.82425,0.53031,0.63458,0.629,2.68932,0.09275,0.74619,0.57506,0.59624,0.66585,2.70644,0.09703,0.79115,0.56295,0.6113,0.65142,2.68169,0.0975,0.77064,0.56037,0.58846,0.64781,2.70384,0.10102
788,1.12559,0.37822,0.69823,0.52183,2.64263,0.08893,0.93522,0.45089,0.62901,0.583,2.66868,0.08796,0.92246,0.45677,0.62321,0.58617,2.70106,0.08798,0.79139,0.50878,0.58983,0.61848,2.67078,0.0904,0.78017,0.51346,0.57103,0.62533,2.68738,0.0932,0.81813,0.50537,0.57528,0.62359,2.70653,0.09122,0.75434,0.53046,0.56817,0.62912,2.66125,0.09276,0.66186,0.57524,0.53985,0.66595,2.65156,0.09704,0.69651,0.56311,0.55477,0.65152,2.63524,0.09751,0.69481,0.56053,0.55363,0.64792,2.58741,0.10104
789,1.05535,0.37831,0.70154,0.52185,2.66682,0.08893,0.96486,0.45091,0.67908,0.583,2.65936,0.08796,0.95336,0.4568,0.67275,0.58618,2.69126,0.08799,0.84776,0.50886,0.66835,0.61846,2.70194,0.09039,0.84224,0.51354,0.68352,0.62529,2.714,0.09319,0.86815,0.50543,0.66862,0.62356,2.75948,0.0912,0.8473,0.53052,0.65329,0.62912,2.73908,0.09274,0.77592,0.57532,0.65725,0.66591,2.71957,0.09704,0.77513,0.56319,0.66018,0.65149,2.71601,0.09748,0.79569,0.56059,0.65215,0.64789,2.72364,0.10102
790,1.11603,0.37833,0.70735,0.52185,2.65744,0.08893,1.01738,0.45097,0.69772,0.58297,2.67849,0.08795,0.99679,0.45686,0.6816,0.58618,2.69018,0.08799,0.89444,0.50897,0.6448,0.61848,2.69285,0.09039,0.89166,0.51365,0.63793,0.62533,2.64598,0.09319,0.90998,0.50552,0.65585,0.62358,2.67724,0.0912,0.85766,0.53063,0.64258,0.62915,2.65741,0.09275,0.76929,0.57545,0.59807,0.66597,2.66483,0.09703,0.81802,0.5633,0.62004,0.65153,2.63638,0.09749,0.82574,0.56069,0.63394,0.64791,2.69434,0.10102
791,1.11856,0.37831,0.70033,0.52188,2.63456,0.08895,0.9111,0.45111,0.67519,0.58298,2.64217,0.08795,0.90162,0.45701,0.6623,0.5862,2.66566,0.088,0.87968,0.50907,0.62427,0.61852,2.71417,0.09038,0.82146,0.51377,0.61466,0.62538,2.70614,0.09318,0.83671,0.50564,0.61326,0.62364,2.66633,0.0912,0.81945,0.53072,0.61087,0.62921,2.70311,0.09274,0.77938,0.57552,0.55835,0.66604,2.67709,0.09703,0.7893,0.56338,0.57393,0.65159,2.7157,0.09748,0.81749,0.56076,0.58451,0.64797,2.63822,0.10103
792,1.1147,0.37829,0.69577,0.5219,2.63985,0.08899,1.12723,0.4511,0.62502,0.58306,2.62155,0.08796,1.09083,0.45702,0.62439,0.58628,2.64431,0.08801,1.04765,0.50905,0.58958,0.6186,2.63403,0.0904,1.00676,0.51376,0.58003,0.62547,2.62164,0.0932,0.9885,0.50565,0.57294,0.62375,2.60383,0.09122,0.9865,0.5307,0.58043,0.62929,2.57753,0.09277,0.89889,0.57551,0.5021,0.66616,2.55816,0.09706,0.92262,0.56338,0.53792,0.6517,2.54853,0.09752,0.98879,0.56074,0.5426,0.64807,2.59978,0.10106
793,1.06203,0.37833,0.70893,0.52189,2.66247,0.08902,0.89758,0.45123,0.67769,0.58308,2.67532,0.08796,0.88922,0.45716,0.67711,0.58628,2.68708,0.08802,0.84404,0.50915,0.66643,0.61861,2.6909,0.09039,0.84856,0.51385,0.6389,0.6255,2.69202,0.09318,0.86204,0.50573,0.64898,0.62376,2.72645,0.0912,0.85435,0.53073,0.61799,0.62934,2.72917,0.09275,0.79426,0.57555,0.59841,0.6662,2.71644,0.09703,0.80548,0.56343,0.62657,0.65171,2.72172,0.0975,0.83184,0.56077,0.65536,0.64806,2.78301,0.10103
794,1.12751,0.3783,0.70665,0.52189,2.65458,0.08901,0.97926,0.45129,0.64029,0.58315,2.63824,0.08797,0.973,0.45723,0.64357,0.58635,2.67712,0.08803,0.93013,0.50921,0.6408,0.61864,2.66005,0.0904,0.8978,0.51395,0.64286,0.62553,2.6683,0.09319,0.94302,0.50581,0.64125,0.62378,2.61155,0.09122,0.89654,0.5308,0.63463,0.62937,2.61902,0.09277,0.84728,0.57562,0.64142,0.66618,2.60948,0.09706,0.8725,0.5635,0.64234,0.6517,2.63345,0.09752,0.84949,0.56085,0.64473,0.64806,2.61493,0.10106
795,1.06753,0.37837,0.70588,0.52187,2.67036,0.08901,0.9096,0.45141,0.68757,0.58315,2.63987,0.08799,0.891,0.45737,0.68601,0.58634,2.71168,0.08802,0.79867,0.50937,0.66949,0.61863,2.6463,0.09042,0.81308,0.51408,0.64363,0.62552,2.65588,0.0932,0.81056,0.50595,0.65858,0.62378,2.68033,0.09122,0.75758,0.53096,0.63592,0.62939,2.65968,0.09277,0.69117,0.57578,0.59551,0.66619,2.60324,0.09709,0.72665,0.56365,0.64057,0.65167,2.57494,0.09755,0.73005,0.56099,0.64727,0.64802,2.6514,0.10108
796,1.04275,0.37843,0.70224,0.52187,2.66554,0.08902,0.87892,0.45151,0.66112,0.58319,2.64751,0.088,0.86277,0.45747,0.63613,0.58641,2.66963,0.08804,0.78947,0.5095,0.60829,0.6187,2.63623,0.09044,0.79823,0.51418,0.61659,0.62557,2.6389,0.09322,0.80097,0.50606,0.61291,0.62383,2.60587,0.09125,0.78894,0.53105,0.61173,0.62942,2.57422,0.0928,0.73393,0.57585,0.56977,0.66624,2.60678,0.09712,0.76534,0.56372,0.58661,0.65171,2.67066,0.09757,0.75477,0.56108,0.57042,0.64808,2.69093,0.10109
797,1.06942,0.37847,0.70006,0.52187,2.64915,0.08903,0.97615,0.45153,0.64472,0.58323,2.66468,0.088,0.95562,0.45752,0.65026,0.58645,2.68201,0.08803,0.84311,0.50959,0.59718,0.61877,2.63693,0.09045,0.85196,0.51427,0.60632,0.62561,2.67087,0.09322,0.85024,0.50615,0.60923,0.62389,2.64184,0.09126,0.81071,0.53116,0.59113,0.62949,2.64406,0.09282,0.73453,0.57595,0.5287,0.66632,2.61229,0.09714,0.75755,0.56382,0.57227,0.65177,2.59923,0.09758,0.74805,0.56119,0.55655,0.64816,2.616,0.10111
798,1.1207,0.37845,0.71051,0.52184,2.66628,0.08902,1.02436,0.45154,0.68636,0.58323,2.66533,0.08799,0.99367,0.45755,0.69383,0.58644,2.69285,0.08804,0.87768,0.50969,0.65703,0.61877,2.70069,0.09045,0.83705,0.5144,0.65787,0.62558,2.71452,0.09321,0.86264,0.50627,0.6617,0.62386,2.68637,0.09126,0.82531,0.53128,0.65202,0.62946,2.70497,0.0928,0.73841,0.57607,0.63138,0.66627,2.7249,0.09712,0.76198,0.56395,0.64032,0.65173,2.74392,0.09756,0.76652,0.56131,0.64562,0.64812,2.71557,0.1011
799,1.09869,0.37849,0.69901,0.52187,2.66603,0.08901,0.92378,0.45165,0.61454,0.58333,2.65027,0.088,0.93346,0.45764,0.62064,0.58653,2.68665,0.08804,0.81109,0.50982,0.5723,0.61888,2.66549,0.09045,0.7717,0.51455,0.56344,0.6257,2.6303,0.09322,0.80767,0.50641,0.57456,0.62396,2.67687,0.09126,0.76272,0.53143,0.56948,0.62955,2.63056,0.09282,0.68067,0.57622,0.4973,0.66639,2.63208,0.09714,0.70734,0.5641,0.54304,0.65182,2.61888,0.09757,0.71424,0.56145,0.54249,0.64821,2.57439,0.10114
800,1.05662,0.37857,0.70088,0.52188,2.67063,0.08899,0.87251,0.4518,0.62347,0.5834,2.63361,0.08801,0.83381,0.45783,0.62936,0.58659,2.68445,0.08804,0.8065,0.50996,0.60052,0.61894,2.66566,0.09046,0.81486,0.51467,0.59986,0.62576,2.63949,0.09323,0.81546,0.50653,0.59962,0.62402,2.65569,0.09127,0.76254,0.53155,0.58547,0.62962,2.61572,0.09284,0.7293,0.57631,0.53915,0.66647,2.62089,0.09715,0.71897,0.56422,0.55801,0.65189,2.61344,0.09759,0.73401,0.56157,0.57834,0.64825,2.59137,0.10117
801,1.13422,0.37854,0.70041,0.52189,2.66891,0.089,0.97674,0.45189,0.63784,0.58349,2.66281,0.08801,0.9609,0.45792,0.64625,0.58666,2.73502,0.08804,0.85061,0.5101,0.62278,0.619,2.69834,0.09046,0.81834,0.51483,0.60424,0.62583,2.66586,0.09324,0.84658,0.50668,0.59512,0.6241,2.70885,0.09126,0.80092,0.53171,0.59774,0.62968,2.6963,0.09283,0.69477,0.57651,0.56148,0.66654,2.70308,0.09714,0.75614,0.56436,0.57192,0.65196,2.62763,0.09761,0.74793,0.56172,0.59304,0.64831,2.69002,0.10118
802,1.07732,0.37861,0.69122,0.52192,2.66086,0.08899,0.98198,0.45194,0.5847,0.58362,2.62483,0.08802,0.98353,0.45794,0.5758,0.5868,2.67754,0.08803,0.91854,0.51013,0.52939,0.61915,2.66731,0.09048,0.90911,0.51486,0.52942,0.62598,2.66523,0.09325,0.90377,0.50673,0.51554,0.62427,2.65712,0.09126,0.85155,0.53177,0.51939,0.62983,2.6726,0.09283,0.80061,0.57656,0.42616,0.66674,2.65106,0.09715,0.83271,0.5644,0.46462,0.65214,2.61482,0.09763,0.82856,0.56177,0.48892,0.64847,2.66417,0.10119
