batch,loss_L0_age_bin,acc_L0_age_bin,loss_L0_gender,acc_L0_gender,loss_L0_star_sign,acc_L0_star_sign,loss_L4_age_bin,acc_L4_age_bin,loss_L4_gender,acc_L4_gender,loss_L4_star_sign,acc_L4_star_sign,loss_L8_age_bin,acc_L8_age_bin,loss_L8_gender,acc_L8_gender,loss_L8_star_sign,acc_L8_star_sign,loss_L12_age_bin,acc_L12_age_bin,loss_L12_gender,acc_L12_gender,loss_L12_star_sign,acc_L12_star_sign,loss_L16_age_bin,acc_L16_age_bin,loss_L16_gender,acc_L16_gender,loss_L16_star_sign,acc_L16_star_sign,loss_L20_age_bin,acc_L20_age_bin,loss_L20_gender,acc_L20_gender,loss_L20_star_sign,acc_L20_star_sign,loss_L24_age_bin,acc_L24_age_bin,loss_L24_gender,acc_L24_gender,loss_L24_star_sign,acc_L24_star_sign
0,1.62081,0.3351,1.04108,0.49708,3.31674,0.08377,1.55594,0.33232,1.03043,0.50022,3.27248,0.0815,1.56524,0.33235,1.14816,0.47853,3.19427,0.0868,1.58889,0.34652,1.02893,0.50526,3.2259,0.08693,1.54997,0.33615,1.10014,0.47876,3.3793,0.07139,1.53754,0.34863,1.07726,0.49247,3.28147,0.08089,1.56175,0.32252,0.96363,0.52662,3.27217,0.08683
1,1.58808,0.33077,1.0263,0.50019,3.30601,0.07872,1.54938,0.33311,1.03316,0.50193,3.26478,0.08205,1.52633,0.33638,1.12515,0.48151,3.23051,0.08353,1.57426,0.34685,0.99821,0.50958,3.22751,0.08856,1.59624,0.32613,1.07236,0.48081,3.30544,0.07417,1.50854,0.35478,1.02015,0.50149,3.29164,0.08075,1.52747,0.32711,0.91427,0.53483,3.28237,0.08368
2,1.55672,0.33262,1.01173,0.50204,3.22628,0.0828,1.56921,0.33153,1.0098,0.50278,3.25944,0.08262,1.52351,0.33557,1.09545,0.48497,3.17734,0.08469,1.6181,0.34164,1.02214,0.50755,3.24301,0.08685,1.52414,0.33055,1.04811,0.48588,3.23764,0.07738,1.56181,0.35078,1.03625,0.50146,3.26938,0.08111,1.5252,0.32822,0.93512,0.53518,3.20782,0.08882
3,1.55582,0.33249,1.00771,0.50274,3.2423,0.08298,1.53959,0.3329,0.99488,0.50363,3.30175,0.08137,1.50997,0.33697,1.10615,0.48297,3.18099,0.08526,1.59544,0.34153,0.99413,0.50942,3.25135,0.08703,1.53183,0.33131,1.03185,0.4893,3.17811,0.08024,1.53069,0.35,1.02675,0.50292,3.23987,0.08185,1.59767,0.32272,0.99082,0.53096,3.25816,0.0871
4,1.51367,0.33384,1.01661,0.50226,3.21587,0.08235,1.53952,0.33326,1.00736,0.50363,3.22814,0.08262,1.50499,0.3379,1.07275,0.48562,3.21789,0.08424,1.60588,0.34053,0.99773,0.50989,3.25027,0.08626,1.52892,0.33116,1.05799,0.48945,3.17595,0.08218,1.51339,0.3495,1.04496,0.50142,3.30429,0.08095,1.57158,0.32177,0.92145,0.53366,3.20339,0.08801
5,1.50523,0.33336,0.99705,0.5016,3.1681,0.08272,1.53145,0.3334,1.01373,0.50232,3.22645,0.08264,1.52198,0.33616,1.03896,0.48886,3.17593,0.08489,1.56462,0.34071,1.00838,0.5096,3.21782,0.08634,1.4963,0.33389,1.02299,0.49143,3.23206,0.08222,1.4529,0.35171,1.03481,0.50082,3.27851,0.08136,1.5264,0.32175,0.9509,0.53086,3.21238,0.08734
6,1.51393,0.33348,0.99522,0.50143,3.18663,0.08311,1.54591,0.33277,1.00021,0.5023,3.21946,0.08262,1.47109,0.33849,1.06334,0.48944,3.16303,0.08496,1.53682,0.34258,1.01121,0.50848,3.27999,0.08515,1.49897,0.33595,1.01063,0.49448,3.22305,0.08308,1.53669,0.34969,1.01048,0.50245,3.27763,0.08192,1.49318,0.32513,0.92217,0.53246,3.2029,0.08684
7,1.47169,0.33405,0.98723,0.5015,3.19113,0.08292,1.49418,0.3339,1.00511,0.50132,3.20001,0.08253,1.48592,0.33889,1.03669,0.49115,3.16088,0.08545,1.52207,0.34372,0.97064,0.50945,3.27991,0.08439,1.52978,0.33398,1.05982,0.4938,3.24473,0.08289,1.48641,0.35063,0.99089,0.50348,3.26221,0.08257,1.48188,0.32704,0.95145,0.53116,3.1731,0.08847
8,1.48579,0.33521,0.98994,0.50167,3.16515,0.08295,1.5112,0.3339,0.98237,0.50073,3.20574,0.08273,1.46908,0.33969,0.99984,0.49405,3.17876,0.08547,1.51424,0.34543,0.9926,0.50924,3.24486,0.08418,1.49784,0.33482,0.99183,0.49566,3.26379,0.0827,1.47537,0.351,1.00861,0.50377,3.21131,0.08342,1.52178,0.32586,0.9309,0.53123,3.18858,0.08811
9,1.48648,0.33489,0.99116,0.50245,3.15366,0.08274,1.49293,0.33516,0.97464,0.50077,3.17914,0.083,1.48606,0.33998,1.01845,0.49515,3.21759,0.08477,1.54125,0.34488,1.01187,0.50836,3.22629,0.0842,1.47988,0.33629,0.96251,0.49779,3.15932,0.08362,1.51818,0.35008,1.00036,0.50346,3.18704,0.08432,1.40681,0.33035,0.93581,0.53047,3.18677,0.0876
10,1.46799,0.33503,0.99258,0.50213,3.15514,0.08317,1.5275,0.33478,1.00127,0.4991,3.2202,0.08267,1.49624,0.33965,1.01323,0.49585,3.18753,0.0844,1.55553,0.34437,0.99104,0.50839,3.26613,0.08382,1.48294,0.33731,1.00071,0.49862,3.24125,0.08368,1.40004,0.35288,1.00291,0.50395,3.32307,0.08364,1.47804,0.3315,0.88167,0.53317,3.16502,0.08787
11,1.47448,0.33581,0.99724,0.50145,3.14364,0.08317,1.47815,0.33552,0.95859,0.49949,3.19061,0.08234,1.48605,0.33947,0.99136,0.49705,3.19371,0.08416,1.51893,0.34431,0.96878,0.50896,3.23342,0.08392,1.49923,0.33759,0.97784,0.49998,3.20699,0.0839,1.44325,0.35386,0.97241,0.50459,3.19212,0.08406,1.35187,0.33596,0.90028,0.53375,3.1706,0.08801
12,1.44199,0.33674,0.95628,0.50162,3.13694,0.08338,1.48526,0.33571,0.94454,0.49986,3.20038,0.08212,1.49474,0.33886,0.99462,0.49749,3.16506,0.08411,1.53126,0.34428,0.98452,0.50888,3.20889,0.08398,1.47793,0.33797,0.96284,0.50124,3.2431,0.08374,1.44817,0.35449,1.00665,0.5039,3.22905,0.08378,1.43748,0.33803,0.95026,0.5329,3.21968,0.08763
13,1.46711,0.33712,0.97255,0.50177,3.11426,0.08364,1.51556,0.33556,0.97124,0.49951,3.1686,0.08227,1.47622,0.33881,0.99031,0.49757,3.19449,0.08393,1.52999,0.34449,0.95975,0.50938,3.20923,0.0839,1.42596,0.34009,0.97806,0.50239,3.20772,0.08377,1.42588,0.35563,0.99942,0.5039,3.26343,0.08379,1.45869,0.33928,0.87288,0.53578,3.23861,0.08732
14,1.44404,0.33771,0.94737,0.50178,3.13099,0.08332,1.48512,0.3359,0.97255,0.49898,3.1493,0.08241,1.4614,0.33914,1.00674,0.49735,3.18644,0.08375,1.54145,0.34392,0.95765,0.51009,3.25505,0.08358,1.51013,0.3394,1.02039,0.50161,3.23317,0.08371,1.40463,0.35703,0.95769,0.50482,3.16006,0.08405,1.45824,0.33978,0.89524,0.53703,3.21192,0.08721
15,1.42206,0.33956,0.94833,0.50261,3.12827,0.0831,1.4687,0.33651,0.94882,0.49939,3.17453,0.08246,1.44952,0.3399,1.01394,0.49654,3.1762,0.08347,1.51966,0.3437,0.93622,0.51139,3.21299,0.08355,1.45766,0.33994,1.00573,0.50138,3.24709,0.08368,1.45523,0.35656,0.95134,0.50543,3.26461,0.08377,1.39005,0.34202,0.85508,0.53942,3.26875,0.08721
16,1.44533,0.33959,0.95915,0.50244,3.11682,0.08297,1.5061,0.3363,0.95909,0.49936,3.12123,0.08259,1.44481,0.34038,0.99154,0.49654,3.17646,0.08336,1.49514,0.34398,0.97102,0.51105,3.19164,0.08371,1.44968,0.34092,0.93564,0.50307,3.25253,0.08363,1.38973,0.35836,0.96101,0.50602,3.1605,0.08412,1.38631,0.34432,0.88057,0.54044,3.26518,0.08697
17,1.42722,0.34018,0.93974,0.50286,3.10119,0.08298,1.46596,0.33677,0.96873,0.49907,3.16534,0.0826,1.45298,0.34049,1.00022,0.4962,3.18956,0.08313,1.48805,0.34442,0.93814,0.51162,3.17105,0.08391,1.44971,0.34162,0.93781,0.50413,3.17124,0.08376,1.37345,0.35992,0.95404,0.50653,3.19046,0.08428,1.36117,0.34629,0.79971,0.54405,3.30556,0.08619
18,1.44609,0.34,0.93622,0.50329,3.11919,0.08299,1.48727,0.33653,0.95193,0.49898,3.13024,0.08264,1.43956,0.34052,0.98341,0.496,3.17559,0.08306,1.53422,0.3437,0.95057,0.51159,3.1875,0.08408,1.47682,0.34156,0.98292,0.50388,3.2202,0.08346,1.35509,0.36115,0.99605,0.50588,3.23516,0.08402,1.38497,0.3474,0.85518,0.54503,3.15385,0.08627
19,1.42678,0.33988,0.95694,0.50336,3.11982,0.08295,1.47876,0.33633,0.95432,0.49901,3.16962,0.0824,1.4124,0.34142,0.97389,0.49619,3.17147,0.0829,1.48579,0.3438,0.98521,0.51108,3.1735,0.08421,1.422,0.34253,0.99593,0.50376,3.21004,0.08353,1.36465,0.36271,0.95881,0.50598,3.17554,0.08428,1.34879,0.34979,0.94059,0.54359,3.16073,0.08649
20,1.42476,0.34014,0.94635,0.50351,3.09602,0.08314,1.4797,0.33607,0.95626,0.49892,3.17393,0.08222,1.42727,0.34151,0.97802,0.49596,3.14727,0.08292,1.50005,0.34375,0.96751,0.51083,3.1716,0.08426,1.46775,0.34231,0.97126,0.50408,3.19958,0.08346,1.45315,0.36217,0.94063,0.50656,3.19064,0.08452,1.36634,0.35131,0.9065,0.54372,3.20731,0.08617
21,1.40832,0.33995,0.93755,0.50295,3.05911,0.08321,1.52191,0.33591,1.03665,0.49895,3.11887,0.08218,1.40673,0.34266,0.91724,0.49738,3.12519,0.08293,1.4419,0.3448,0.92739,0.51135,3.24504,0.08404,1.43937,0.34282,1.00947,0.50346,3.25642,0.08327,1.40942,0.36226,0.9708,0.50589,3.24032,0.08433,1.444,0.3522,0.92052,0.5431,3.23119,0.08619
22,1.41692,0.34008,0.93444,0.50308,3.09187,0.08343,1.45128,0.3362,0.95521,0.49872,3.16458,0.0821,1.42532,0.34294,0.95909,0.4976,3.14393,0.08315,1.4754,0.34501,0.93868,0.51155,3.2229,0.08385,1.48986,0.34227,0.94892,0.50376,3.15909,0.08342,1.45358,0.36159,0.88762,0.50708,3.17341,0.08438,1.37162,0.35259,0.90014,0.54292,3.07557,0.08659
23,1.42498,0.34055,0.95138,0.50305,3.09892,0.08346,1.45225,0.33644,0.9359,0.49909,3.1161,0.08226,1.40378,0.34364,0.93276,0.49825,3.21803,0.08287,1.49586,0.34481,0.92468,0.51209,3.19686,0.08369,1.39104,0.34318,0.9704,0.50387,3.09583,0.08399,1.31445,0.36341,0.90973,0.50765,3.13199,0.08468,1.39573,0.35273,0.91401,0.54252,3.1443,0.08655
24,1.40457,0.34165,0.93508,0.50284,3.09597,0.08337,1.43161,0.33706,0.93264,0.4994,3.10197,0.08243,1.41697,0.34393,0.95328,0.49818,3.1348,0.08287,1.45773,0.34529,0.9353,0.51239,3.24674,0.08345,1.46181,0.34327,0.91952,0.50496,3.17134,0.08414,1.3287,0.36518,0.97126,0.50714,3.21694,0.08461,1.27509,0.35538,0.79312,0.54508,3.25104,0.08616
25,1.42835,0.34104,0.94232,0.50281,3.10088,0.08341,1.45213,0.33694,0.93492,0.49955,3.12235,0.08265,1.44431,0.34349,0.94157,0.49871,3.11904,0.08301,1.4846,0.34522,0.95084,0.51218,3.1742,0.0834,1.43914,0.34339,0.96797,0.50496,3.18767,0.08421,1.43314,0.36488,0.90874,0.50752,3.17369,0.08466,1.37854,0.35614,0.87038,0.54519,3.22188,0.08606
26,1.40119,0.34083,0.91605,0.50281,3.05924,0.08338,1.42114,0.33761,0.95149,0.4993,3.11902,0.08282,1.41966,0.34373,0.95842,0.4986,3.12786,0.08324,1.47485,0.34513,0.98345,0.51155,3.16974,0.08348,1.42469,0.34388,0.94931,0.50539,3.19825,0.08411,1.36789,0.36539,0.93056,0.50772,3.22394,0.08462,1.3277,0.3574,0.91323,0.54472,3.15587,0.0862
27,1.41577,0.34044,0.91539,0.50308,3.07205,0.08354,1.44783,0.33785,0.92875,0.49945,3.09955,0.08308,1.42342,0.34384,0.94286,0.49885,3.15036,0.08312,1.44248,0.34569,0.94622,0.51136,3.15853,0.08349,1.38476,0.34488,0.95446,0.50554,3.22602,0.08408,1.36137,0.36621,0.92713,0.50806,3.18725,0.08458,1.2791,0.35978,0.84048,0.54577,3.22083,0.08572
28,1.39437,0.34112,0.9219,0.50287,3.08495,0.08368,1.46242,0.3378,0.91096,0.49996,3.12348,0.08307,1.38598,0.34457,0.93914,0.49894,3.14356,0.08311,1.49364,0.34562,0.95321,0.51092,3.18382,0.08343,1.40788,0.34545,0.97032,0.50538,3.20883,0.08398,1.34482,0.36685,0.92975,0.50807,3.17892,0.08469,1.32832,0.36106,0.87948,0.54623,3.15697,0.08581
29,1.39315,0.34076,0.91597,0.503,3.06347,0.08375,1.43596,0.33795,0.92824,0.50002,3.13556,0.08292,1.40819,0.34475,0.93122,0.49921,3.15338,0.08303,1.45673,0.34561,0.91564,0.5112,3.18507,0.08346,1.38498,0.34602,0.89859,0.50608,3.17952,0.08385,1.34225,0.36758,0.88094,0.50889,3.25903,0.08444,1.32241,0.36212,0.80141,0.54742,3.18685,0.08551
30,1.38641,0.34061,0.90511,0.50296,3.07564,0.08342,1.45262,0.33788,0.91534,0.50014,3.11478,0.08297,1.39725,0.34493,0.92016,0.49953,3.16394,0.08291,1.44899,0.34571,0.91788,0.51136,3.19802,0.08327,1.39307,0.34668,0.94052,0.50629,3.17224,0.08394,1.31489,0.36884,0.89651,0.50958,3.20988,0.08428,1.30704,0.36364,0.81833,0.54851,3.16776,0.08534
31,1.3867,0.34062,0.91929,0.50284,3.08362,0.08357,1.42207,0.33816,0.9119,0.50029,3.1012,0.08303,1.3818,0.34552,0.9122,0.50002,3.1303,0.08287,1.44778,0.34596,0.89702,0.51183,3.18897,0.08329,1.39764,0.34719,0.91392,0.50705,3.28464,0.08357,1.29914,0.37015,0.9299,0.50957,3.20814,0.08441,1.27294,0.36574,0.8362,0.54925,3.18806,0.08522
32,1.3813,0.34105,0.9034,0.50304,3.07328,0.08366,1.44079,0.33816,0.92294,0.50034,3.10551,0.08317,1.35643,0.34639,0.91388,0.5004,3.11106,0.08294,1.41916,0.34628,0.94622,0.5114,3.16664,0.08334,1.34113,0.34841,0.93709,0.50718,3.16394,0.08351,1.29916,0.37131,0.90093,0.50992,3.10462,0.0848,1.26101,0.36733,0.80693,0.55017,3.18876,0.08529
33,1.37574,0.34118,0.90815,0.50324,3.04337,0.08377,1.41585,0.33842,0.91807,0.50031,3.10703,0.08316,1.40576,0.34641,0.89265,0.50091,3.0896,0.08304,1.4121,0.3467,0.90729,0.51158,3.16042,0.08336,1.38714,0.34874,0.93743,0.50736,3.25971,0.0832,1.37931,0.37125,0.89948,0.51007,3.17064,0.08483,1.28721,0.36836,0.85195,0.55031,3.13771,0.08523
34,1.38318,0.34118,0.91629,0.50334,3.06705,0.08392,1.40646,0.33871,0.91733,0.50045,3.12003,0.08311,1.40436,0.34643,0.91286,0.50113,3.13498,0.08304,1.41434,0.34715,0.89327,0.51207,3.15797,0.08347,1.35137,0.34952,0.90697,0.50784,3.17989,0.0832,1.33055,0.37185,0.92699,0.50984,3.21282,0.08469,1.22898,0.37049,0.85901,0.55051,3.16212,0.08527
35,1.38613,0.34136,0.89985,0.50351,3.05011,0.08389,1.42622,0.33881,0.90607,0.50059,3.1307,0.08311,1.39392,0.3466,0.88446,0.50178,3.13271,0.08303,1.41811,0.34737,0.87272,0.51264,3.14445,0.08354,1.42608,0.34945,0.8843,0.5085,3.21149,0.08309,1.28397,0.37282,0.88492,0.51034,3.20042,0.08461,1.29807,0.37137,0.79468,0.55132,3.14948,0.08528
36,1.36929,0.34156,0.90981,0.50368,3.0589,0.08392,1.4249,0.33889,0.90549,0.50086,3.12354,0.08311,1.36219,0.34705,0.9079,0.50212,3.10232,0.08314,1.42536,0.34757,0.91893,0.51257,3.12943,0.08369,1.35262,0.3501,0.91469,0.50873,3.20116,0.0829,1.27172,0.3739,0.88552,0.51073,3.17237,0.08459,1.25205,0.37295,0.82205,0.55193,3.08701,0.08531
37,1.38365,0.34189,0.89279,0.5037,3.05921,0.08396,1.41854,0.33919,0.90614,0.50095,3.12055,0.08312,1.33816,0.34787,0.88736,0.50265,3.12444,0.083,1.42458,0.34782,0.88264,0.51308,3.13713,0.08381,1.37331,0.35052,0.95513,0.50855,3.20828,0.08282,1.32513,0.37447,0.89882,0.5111,3.18099,0.08462,1.29865,0.37412,0.78009,0.55327,3.21941,0.08514
38,1.36992,0.34235,0.8966,0.50392,3.04901,0.08395,1.41089,0.33952,0.89919,0.50121,3.09321,0.08323,1.37935,0.34814,0.9109,0.50281,3.15057,0.08287,1.42689,0.34792,0.90478,0.51319,3.17541,0.08378,1.3814,0.35084,0.92504,0.50879,3.17667,0.08272,1.31717,0.37514,0.90871,0.51118,3.16939,0.08458,1.1591,0.37666,0.81178,0.55396,3.12798,0.08524
39,1.42603,0.34207,0.88509,0.50375,3.08424,0.08385,1.41337,0.33954,0.88977,0.50164,3.11506,0.08316,1.36739,0.3482,0.89826,0.50323,3.11644,0.08282,1.3833,0.3486,0.88673,0.51345,3.15878,0.08376,1.35229,0.35152,0.88985,0.50925,3.13291,0.08278,1.27924,0.37601,0.85576,0.51215,3.276,0.0843,1.23469,0.37824,0.86094,0.55408,3.14733,0.0854
40,1.37464,0.34212,0.88756,0.50366,3.04834,0.08395,1.43314,0.33946,0.90583,0.50172,3.09461,0.08313,1.39609,0.34808,0.93286,0.50294,3.10404,0.08289,1.43261,0.34861,0.89264,0.51366,3.18811,0.08363,1.38637,0.3517,0.91598,0.5095,3.1837,0.08261,1.34824,0.37619,0.84223,0.51297,3.0916,0.08455,1.35247,0.37831,0.80208,0.55492,3.11003,0.08547
41,1.37819,0.34223,0.88583,0.50389,3.05596,0.08378,1.42951,0.33965,0.9086,0.50183,3.11369,0.08315,1.35288,0.34856,0.90667,0.50317,3.10923,0.08298,1.39024,0.34907,0.89175,0.51386,3.20488,0.08341,1.39572,0.35172,0.88018,0.51022,3.14597,0.08261,1.31107,0.3767,0.84301,0.5138,3.14736,0.0846,1.29431,0.37886,0.8547,0.55532,3.17029,0.08534
42,1.36525,0.34264,0.90352,0.50399,3.03961,0.08387,1.40777,0.33983,0.9013,0.50192,3.08719,0.08321,1.35893,0.3488,0.92111,0.5031,3.10186,0.083,1.40749,0.34917,0.89065,0.51417,3.16592,0.0834,1.33825,0.35232,0.91833,0.51026,3.18783,0.08249,1.36259,0.37678,0.8785,0.51395,3.12396,0.08475,1.30214,0.3794,0.85264,0.55532,3.19384,0.0852
43,1.3554,0.34302,0.88422,0.50404,3.03374,0.08399,1.38354,0.34026,0.88904,0.50219,3.09498,0.0832,1.38356,0.34896,0.89123,0.50333,3.11264,0.083,1.37408,0.34951,0.9226,0.51396,3.15161,0.08337,1.3176,0.35302,0.91056,0.51043,3.16035,0.08247,1.31252,0.37706,0.85949,0.51438,3.17548,0.08472,1.23496,0.38034,0.83788,0.55557,3.23972,0.08507
44,1.37825,0.3429,0.88394,0.50406,3.05624,0.08397,1.39251,0.34045,0.9234,0.50196,3.09343,0.08325,1.37892,0.34902,0.88178,0.50368,3.11237,0.08297,1.40102,0.34969,0.90253,0.51396,3.17758,0.08336,1.31428,0.35371,0.92012,0.51057,3.16725,0.08249,1.27572,0.37776,0.90212,0.51453,3.1759,0.0847,1.27209,0.38101,0.86536,0.55564,3.23826,0.08486
45,1.36035,0.34306,0.88434,0.50416,3.0533,0.08401,1.39844,0.34062,0.8869,0.50213,3.12178,0.08317,1.35034,0.34935,0.89166,0.50382,3.07844,0.0831,1.38967,0.34995,0.85792,0.51445,3.10586,0.08342,1.28902,0.35461,0.91608,0.51049,3.117,0.08264,1.27807,0.37847,0.84123,0.51515,3.17422,0.08459,1.24167,0.38204,0.84888,0.55563,3.13142,0.08489
46,1.36352,0.34316,0.8743,0.50418,3.04226,0.08387,1.37889,0.34093,0.89714,0.5022,3.09375,0.08318,1.37514,0.34944,0.88526,0.50406,3.09792,0.08313,1.36086,0.35041,0.87794,0.51471,3.15421,0.08342,1.27755,0.35545,0.8861,0.51088,3.16904,0.08265,1.20922,0.37948,0.83933,0.51567,3.19414,0.08446,1.1958,0.38307,0.82219,0.55591,3.17637,0.08477
47,1.34741,0.34317,0.87372,0.50431,3.01582,0.08384,1.41549,0.34083,0.86504,0.50265,3.08555,0.08318,1.34892,0.34971,0.87122,0.50441,3.1269,0.08304,1.40771,0.35051,0.86753,0.51503,3.09879,0.08355,1.34572,0.35583,0.89366,0.51128,3.0958,0.0828,1.37925,0.37926,0.89086,0.51557,3.17043,0.08448,1.28405,0.38357,0.8177,0.55622,3.10599,0.0848
48,1.35656,0.34301,0.87637,0.50436,3.02775,0.08388,1.41997,0.34072,0.90095,0.50254,3.08649,0.08316,1.34019,0.34998,0.8999,0.50436,3.07962,0.08309,1.40225,0.3505,0.89883,0.51505,3.15696,0.0835,1.32747,0.35637,0.87372,0.51171,3.1516,0.08274,1.23714,0.38016,0.85881,0.5159,3.13506,0.08451,1.22407,0.38452,0.83082,0.55647,3.1606,0.08476
49,1.36523,0.34284,0.87057,0.5044,3.06354,0.08377,1.3908,0.34078,0.87271,0.50285,3.09814,0.08315,1.3856,0.3499,0.84621,0.50488,3.06629,0.08315,1.41169,0.3504,0.86847,0.51525,3.15899,0.08345,1.31404,0.35675,0.89999,0.51183,3.09507,0.08288,1.27199,0.38064,0.8452,0.51632,3.13053,0.0845,1.28575,0.38495,0.84348,0.5566,3.08449,0.08481
50,1.34476,0.34274,0.87212,0.50453,3.01877,0.08386,1.39657,0.34082,0.86432,0.50328,3.08054,0.08316,1.32579,0.3503,0.85281,0.50538,3.08133,0.08315,1.37588,0.35058,0.85223,0.51572,3.12625,0.0835,1.31167,0.35725,0.88651,0.51214,3.17767,0.0828,1.27394,0.38116,0.85348,0.51676,3.13478,0.08453,1.33574,0.38497,0.82837,0.55686,3.07052,0.08495
51,1.34979,0.34273,0.87588,0.50454,3.0356,0.08386,1.39537,0.34085,0.89219,0.50329,3.07367,0.08326,1.34465,0.35051,0.88296,0.50548,3.11316,0.08314,1.37177,0.35082,0.86638,0.51594,3.11203,0.08359,1.29484,0.35787,0.84692,0.51284,3.14999,0.08278,1.2986,0.38151,0.84902,0.51718,3.16181,0.08447,1.26054,0.38553,0.8014,0.55731,3.11595,0.08499
52,1.35202,0.34284,0.86696,0.50466,3.03661,0.08393,1.39197,0.34091,0.87005,0.50361,3.0855,0.08318,1.32201,0.35083,0.85628,0.50588,3.0803,0.08308,1.37985,0.35094,0.86254,0.5162,3.11756,0.0836,1.30215,0.35845,0.86703,0.51315,3.13082,0.08281,1.22765,0.38231,0.83811,0.51763,3.19085,0.08435,1.19719,0.38659,0.83469,0.55745,3.09572,0.08497
53,1.35618,0.34278,0.86987,0.5049,3.02885,0.08397,1.3889,0.34101,0.88406,0.50371,3.08149,0.08316,1.33348,0.35108,0.87385,0.50608,3.06455,0.08316,1.39864,0.35092,0.84997,0.51665,3.11482,0.08365,1.28818,0.3591,0.87292,0.51347,3.1118,0.08288,1.20715,0.38318,0.82066,0.51827,3.07103,0.08452,1.22453,0.38748,0.81139,0.55778,3.06674,0.08513
54,1.33124,0.34309,0.86902,0.50496,3.03374,0.08385,1.37903,0.34114,0.88224,0.50382,3.08246,0.08312,1.3448,0.35127,0.87941,0.50619,3.09515,0.08309,1.34497,0.35128,0.87867,0.5167,3.14763,0.08359,1.32087,0.35944,0.85129,0.51405,3.13225,0.08291,1.23285,0.38387,0.85887,0.51843,3.14119,0.08446,1.1896,0.3885,0.81693,0.55804,3.09062,0.08513
55,1.34499,0.34347,0.87979,0.50489,3.00869,0.08378,1.37509,0.3414,0.8759,0.50389,3.05989,0.08322,1.33538,0.35145,0.85976,0.50646,3.03737,0.0832,1.36175,0.35156,0.84802,0.51692,3.19087,0.0834,1.27368,0.36011,0.86266,0.51441,3.12233,0.08295,1.26198,0.38426,0.83762,0.51881,3.08062,0.08452,1.21906,0.38921,0.83193,0.55819,3.09822,0.08507
56,1.3354,0.34387,0.86633,0.50493,3.01737,0.08395,1.37946,0.34157,0.87387,0.50406,3.05649,0.08324,1.30859,0.3518,0.87051,0.5066,3.0877,0.08317,1.34422,0.35188,0.87999,0.51682,3.1452,0.08332,1.31298,0.36034,0.89518,0.51444,3.06817,0.08304,1.22307,0.38497,0.86896,0.51882,3.13455,0.08452,1.18404,0.39003,0.81537,0.55826,3.04526,0.08515
57,1.33426,0.3438,0.85389,0.50513,2.99842,0.08393,1.36742,0.34169,0.87122,0.50418,3.0938,0.08319,1.32947,0.35201,0.85611,0.5069,3.08683,0.08318,1.36446,0.352,0.86956,0.51689,3.11359,0.08327,1.32729,0.36058,0.85952,0.51471,3.08758,0.083,1.28809,0.38509,0.84477,0.51918,3.20324,0.08443,1.2453,0.39041,0.80255,0.55865,3.17533,0.08493
58,1.32724,0.34409,0.86438,0.50505,3.00518,0.08388,1.36475,0.34193,0.87255,0.50433,3.05246,0.08328,1.30786,0.35244,0.87625,0.50695,3.09918,0.08312,1.30951,0.35269,0.87237,0.51689,3.08301,0.08341,1.25654,0.36144,0.85994,0.51505,3.11246,0.08301,1.16048,0.38644,0.84681,0.51951,3.07162,0.08459,1.10934,0.39215,0.85387,0.55855,3.09686,0.08492
59,1.3262,0.34424,0.86132,0.5051,3.00053,0.08393,1.35039,0.34216,0.8698,0.50455,3.10311,0.08321,1.32994,0.35259,0.85035,0.50725,3.08953,0.08308,1.34363,0.35297,0.84006,0.51725,3.16368,0.08331,1.28152,0.36202,0.87155,0.51528,3.11357,0.083,1.21313,0.38722,0.80696,0.52009,3.1257,0.08474,1.17873,0.39329,0.81151,0.55866,3.11985,0.08487
60,1.3283,0.34447,0.85251,0.50524,2.99784,0.08387,1.36432,0.34233,0.87248,0.50465,3.09557,0.08321,1.30304,0.35297,0.83542,0.50766,3.07962,0.08307,1.33314,0.35329,0.81941,0.51772,3.1131,0.08334,1.26915,0.36262,0.84482,0.51571,3.0612,0.08309,1.21529,0.38781,0.81745,0.52061,3.12846,0.08474,1.20008,0.394,0.82731,0.55873,3.12852,0.08481
61,1.33112,0.34433,0.8611,0.5053,2.99298,0.08382,1.37725,0.34232,0.85252,0.50491,3.08157,0.08312,1.31704,0.35327,0.82621,0.50824,3.04824,0.08314,1.3533,0.35342,0.84939,0.51792,3.14081,0.08329,1.31619,0.36286,0.85202,0.51615,3.16376,0.083,1.22811,0.38835,0.80167,0.5214,3.13671,0.0847,1.30657,0.39422,0.79995,0.55919,3.00852,0.08493
62,1.31547,0.34465,0.87301,0.50523,3.00867,0.08385,1.36533,0.34249,0.87741,0.50492,3.07867,0.0831,1.32361,0.35343,0.87017,0.5083,3.04029,0.08321,1.35059,0.35356,0.86835,0.51794,3.10617,0.08327,1.34669,0.36291,0.83551,0.51665,3.06339,0.08304,1.247,0.38874,0.85935,0.52133,3.13124,0.08473,1.26714,0.39449,0.79468,0.55944,3.14806,0.08477
63,1.32803,0.345,0.85773,0.50518,3.01667,0.08378,1.37827,0.34257,0.87061,0.50495,3.09072,0.08304,1.32604,0.35349,0.86026,0.50846,3.09566,0.08316,1.32894,0.35389,0.85999,0.51797,3.08336,0.08334,1.277,0.36333,0.85289,0.51704,3.1336,0.08301,1.2274,0.38932,0.86226,0.52142,3.12031,0.08476,1.21365,0.39509,0.82117,0.55954,3.16241,0.08467
