model_name,strategy,layer,task,text_balanced_acc,macro_f1,auc_roc,bootstrap_ci_lo,bootstrap_ci_hi
Qwen/Qwen2.5-3B,ridge_100.0,4,star_sign,0.08333,0.02264,,,
Qwen/Qwen2.5-3B,ema,8,age_bin,0.58084,0.586,,,
Qwen/Qwen2.5-3B,mm,8,age_bin,0.46529,0.43814,,,
Qwen/Qwen2.5-3B,ridge_0.01,8,age_bin,0.58964,0.59372,,,
Qwen/Qwen2.5-3B,ridge_0.1,8,age_bin,0.58554,0.58911,,,
Qwen/Qwen2.5-3B,ridge_1.0,8,age_bin,0.56257,0.56647,,,
Qwen/Qwen2.5-3B,ridge_10.0,8,age_bin,0.47451,0.4499,,,
Qwen/Qwen2.5-3B,ridge_100.0,8,age_bin,0.33333,0.15881,,,
Qwen/Qwen2.5-3B,ema,8,gender,0.63433,0.63366,0.68356,,
Qwen/Qwen2.5-3B,mm,8,gender,0.54813,0.52996,,,
Qwen/Qwen2.5-3B,ridge_0.01,8,gender,0.63863,0.63811,,,
Qwen/Qwen2.5-3B,ridge_0.1,8,gender,0.63653,0.63596,,,
Qwen/Qwen2.5-3B,ridge_1.0,8,gender,0.62331,0.6228,,,
Qwen/Qwen2.5-3B,ridge_10.0,8,gender,0.60148,0.60057,,,
Qwen/Qwen2.5-3B,ridge_100.0,8,gender,0.59096,0.58747,,,
Qwen/Qwen2.5-3B,ema,8,star_sign,0.08876,0.07275,,0.08408,0.09356
Qwen/Qwen2.5-3B,mm,8,star_sign,0.07563,0.04625,,,
Qwen/Qwen2.5-3B,ridge_0.01,8,star_sign,0.08994,0.06108,,,
Qwen/Qwen2.5-3B,ridge_0.1,8,star_sign,0.0918,0.05921,,,
Qwen/Qwen2.5-3B,ridge_1.0,8,star_sign,0.09214,0.05129,,,
Qwen/Qwen2.5-3B,ridge_10.0,8,star_sign,0.0838,0.02413,,,
Qwen/Qwen2.5-3B,ridge_100.0,8,star_sign,0.08333,0.02264,,,
Qwen/Qwen2.5-3B,ema,12,age_bin,0.66154,0.66616,,,
Qwen/Qwen2.5-3B,mm,12,age_bin,0.54507,0.54412,,,
Qwen/Qwen2.5-3B,ridge_0.01,12,age_bin,0.66947,0.67308,,,
Qwen/Qwen2.5-3B,ridge_0.1,12,age_bin,0.66648,0.67027,,,
Qwen/Qwen2.5-3B,ridge_1.0,12,age_bin,0.64822,0.65267,,,
Qwen/Qwen2.5-3B,ridge_10.0,12,age_bin,0.5601,0.55093,,,
Qwen/Qwen2.5-3B,ridge_100.0,12,age_bin,0.35326,0.20539,,,
Qwen/Qwen2.5-3B,ema,12,gender,0.66848,0.66694,0.73171,,
Qwen/Qwen2.5-3B,mm,12,gender,0.5713,0.55426,,,
Qwen/Qwen2.5-3B,ridge_0.01,12,gender,0.66915,0.66804,,,
Qwen/Qwen2.5-3B,ridge_0.1,12,gender,0.66766,0.66635,,,
Qwen/Qwen2.5-3B,ridge_1.0,12,gender,0.66129,0.65996,,,
Qwen/Qwen2.5-3B,ridge_10.0,12,gender,0.63603,0.63507,,,
Qwen/Qwen2.5-3B,ridge_100.0,12,gender,0.6224,0.62057,,,
Qwen/Qwen2.5-3B,ema,12,star_sign,0.09307,0.08181,,0.08819,0.09864
Qwen/Qwen2.5-3B,mm,12,star_sign,0.07565,0.05521,,,
Qwen/Qwen2.5-3B,ridge_0.01,12,star_sign,0.08135,0.06662,,,
Qwen/Qwen2.5-3B,ridge_0.1,12,star_sign,0.08112,0.06416,,,
Qwen/Qwen2.5-3B,ridge_1.0,12,star_sign,0.0884,0.05681,,,
Qwen/Qwen2.5-3B,ridge_10.0,12,star_sign,0.08605,0.02804,,,
Qwen/Qwen2.5-3B,ridge_100.0,12,star_sign,0.08333,0.02264,,,
Qwen/Qwen2.5-3B,ema,16,age_bin,0.67355,0.67812,,,
Qwen/Qwen2.5-3B,mm,16,age_bin,0.52869,0.53131,,,
Qwen/Qwen2.5-3B,ridge_0.01,16,age_bin,0.67407,0.67793,,,
Qwen/Qwen2.5-3B,ridge_0.1,16,age_bin,0.67197,0.67587,,,
Qwen/Qwen2.5-3B,ridge_1.0,16,age_bin,0.65281,0.65769,,,
Qwen/Qwen2.5-3B,ridge_10.0,16,age_bin,0.55517,0.54847,,,
Qwen/Qwen2.5-3B,ridge_100.0,16,age_bin,0.36742,0.23416,,,
Qwen/Qwen2.5-3B,ema,16,gender,0.6791,0.67761,0.74557,,
Qwen/Qwen2.5-3B,mm,16,gender,0.58585,0.57539,,,
Qwen/Qwen2.5-3B,ridge_0.01,16,gender,0.68345,0.68221,,,
Qwen/Qwen2.5-3B,ridge_0.1,16,gender,0.67902,0.67773,,,
Qwen/Qwen2.5-3B,ridge_1.0,16,gender,0.66041,0.659,,,
Qwen/Qwen2.5-3B,ridge_10.0,16,gender,0.63001,0.62907,,,
Qwen/Qwen2.5-3B,ridge_100.0,16,gender,0.61414,0.61212,,,
Qwen/Qwen2.5-3B,ema,16,star_sign,0.09401,0.08697,,0.08875,0.09969
Qwen/Qwen2.5-3B,mm,16,star_sign,0.07367,0.0578,,,
Qwen/Qwen2.5-3B,ridge_0.01,16,star_sign,0.08155,0.06853,,,
Qwen/Qwen2.5-3B,ridge_0.1,16,star_sign,0.08491,0.06861,,,
Qwen/Qwen2.5-3B,ridge_1.0,16,star_sign,0.08888,0.05902,,,
Qwen/Qwen2.5-3B,ridge_10.0,16,star_sign,0.08514,0.02682,,,
Qwen/Qwen2.5-3B,ridge_100.0,16,star_sign,0.08333,0.02264,,,
Qwen/Qwen2.5-3B,ema,20,age_bin,0.66543,0.67021,,,
Qwen/Qwen2.5-3B,mm,20,age_bin,0.52973,0.53036,,,
Qwen/Qwen2.5-3B,ridge_0.01,20,age_bin,0.67122,0.67458,,,
Qwen/Qwen2.5-3B,ridge_0.1,20,age_bin,0.6714,0.67499,,,
Qwen/Qwen2.5-3B,ridge_1.0,20,age_bin,0.64842,0.65372,,,
Qwen/Qwen2.5-3B,ridge_10.0,20,age_bin,0.53996,0.5312,,,
Qwen/Qwen2.5-3B,ridge_100.0,20,age_bin,0.36293,0.22439,,,
Qwen/Qwen2.5-3B,ema,20,gender,0.68167,0.68013,0.74911,,
Qwen/Qwen2.5-3B,mm,20,gender,0.58465,0.57278,,,
Qwen/Qwen2.5-3B,ridge_0.01,20,gender,0.68626,0.68527,,,
Qwen/Qwen2.5-3B,ridge_0.1,20,gender,0.68216,0.68091,,,
Qwen/Qwen2.5-3B,ridge_1.0,20,gender,0.66184,0.6604,,,
Qwen/Qwen2.5-3B,ridge_10.0,20,gender,0.62489,0.62365,,,
Qwen/Qwen2.5-3B,ridge_100.0,20,gender,0.61081,0.60856,,,
Qwen/Qwen2.5-3B,ema,20,star_sign,0.08645,0.08102,,0.08128,0.09157
Qwen/Qwen2.5-3B,mm,20,star_sign,0.0728,0.0599,,,
Qwen/Qwen2.5-3B,ridge_0.01,20,star_sign,0.08058,0.06745,,,
Qwen/Qwen2.5-3B,ridge_0.1,20,star_sign,0.08312,0.0674,,,
Qwen/Qwen2.5-3B,ridge_1.0,20,star_sign,0.08923,0.0599,,,
Qwen/Qwen2.5-3B,ridge_10.0,20,star_sign,0.0853,0.02749,,,
Qwen/Qwen2.5-3B,ridge_100.0,20,star_sign,0.08333,0.02264,,,
Qwen/Qwen2.5-3B,ema,24,age_bin,0.68973,0.69367,,,
Qwen/Qwen2.5-3B,mm,24,age_bin,0.55043,0.54863,,,
Qwen/Qwen2.5-3B,ridge_0.01,24,age_bin,0.6879,0.69146,,,
Qwen/Qwen2.5-3B,ridge_0.1,24,age_bin,0.68513,0.68853,,,
Qwen/Qwen2.5-3B,ridge_1.0,24,age_bin,0.6747,0.67805,,,
Qwen/Qwen2.5-3B,ridge_10.0,24,age_bin,0.61067,0.61473,,,
Qwen/Qwen2.5-3B,ridge_100.0,24,age_bin,0.40345,0.29932,,,
Qwen/Qwen2.5-3B,ema,24,gender,0.69066,0.68912,0.75386,,
Qwen/Qwen2.5-3B,mm,24,gender,0.59508,0.58613,,,
Qwen/Qwen2.5-3B,ridge_0.01,24,gender,0.69316,0.69217,,,
Qwen/Qwen2.5-3B,ridge_0.1,24,gender,0.69096,0.68978,,,
Qwen/Qwen2.5-3B,ridge_1.0,24,gender,0.67326,0.67188,,,
Qwen/Qwen2.5-3B,ridge_10.0,24,gender,0.63129,0.62998,,,
Qwen/Qwen2.5-3B,ridge_100.0,24,gender,0.61079,0.60864,,,
Qwen/Qwen2.5-3B,ema,24,star_sign,0.08227,0.07684,,0.07683,0.08738
Qwen/Qwen2.5-3B,mm,24,star_sign,0.07442,0.06227,,,
Qwen/Qwen2.5-3B,ridge_0.01,24,star_sign,0.07911,0.06705,,,
Qwen/Qwen2.5-3B,ridge_0.1,24,star_sign,0.08151,0.06732,,,
Qwen/Qwen2.5-3B,ridge_1.0,24,star_sign,0.08776,0.06114,,,
Qwen/Qwen2.5-3B,ridge_10.0,24,star_sign,0.0864,0.0305,,,
Qwen/Qwen2.5-3B,ridge_100.0,24,star_sign,0.08333,0.02264,,,
Qwen/Qwen2.5-3B,ema,28,age_bin,0.69032,0.69388,,,
Qwen/Qwen2.5-3B,mm,28,age_bin,0.58067,0.58248,,,
Qwen/Qwen2.5-3B,ridge_0.01,28,age_bin,0.68834,0.69267,,,
Qwen/Qwen2.5-3B,ridge_0.1,28,age_bin,0.68598,0.6902,,,
Qwen/Qwen2.5-3B,ridge_1.0,28,age_bin,0.6797,0.6829,,,
Qwen/Qwen2.5-3B,ridge_10.0,28,age_bin,0.63923,0.64338,,,
Qwen/Qwen2.5-3B,ridge_100.0,28,age_bin,0.45924,0.37664,,,
Qwen/Qwen2.5-3B,ema,28,gender,0.69852,0.6963,0.76858,,
Qwen/Qwen2.5-3B,mm,28,gender,0.61413,0.60888,,,
Qwen/Qwen2.5-3B,ridge_0.01,28,gender,0.70044,0.69853,,,
Qwen/Qwen2.5-3B,ridge_0.1,28,gender,0.69905,0.69689,,,
Qwen/Qwen2.5-3B,ridge_1.0,28,gender,0.6941,0.69146,,,
Qwen/Qwen2.5-3B,ridge_10.0,28,gender,0.66161,0.65925,,,
Qwen/Qwen2.5-3B,ridge_100.0,28,gender,0.63368,0.63099,,,
Qwen/Qwen2.5-3B,ema,28,star_sign,0.09311,0.08823,,0.08789,0.09885
Qwen/Qwen2.5-3B,mm,28,star_sign,0.08573,0.07871,,,
Qwen/Qwen2.5-3B,ridge_0.01,28,star_sign,0.07926,0.07027,,,
Qwen/Qwen2.5-3B,ridge_0.1,28,star_sign,0.07929,0.06968,,,
Qwen/Qwen2.5-3B,ridge_1.0,28,star_sign,0.07909,0.06435,,,
Qwen/Qwen2.5-3B,ridge_10.0,28,star_sign,0.0885,0.04281,,,
Qwen/Qwen2.5-3B,ridge_100.0,28,star_sign,0.08333,0.02264,,,
Qwen/Qwen2.5-3B,ema,32,age_bin,0.6357,0.63369,,,
Qwen/Qwen2.5-3B,mm,32,age_bin,0.53571,0.53356,,,
Qwen/Qwen2.5-3B,ridge_0.01,32,age_bin,0.63437,0.6324,,,
Qwen/Qwen2.5-3B,ridge_0.1,32,age_bin,0.63378,0.63188,,,
Qwen/Qwen2.5-3B,ridge_1.0,32,age_bin,0.62839,0.62649,,,
Qwen/Qwen2.5-3B,ridge_10.0,32,age_bin,0.58955,0.59072,,,
Qwen/Qwen2.5-3B,ridge_100.0,32,age_bin,0.43758,0.35278,,,
Qwen/Qwen2.5-3B,ema,32,gender,0.6672,0.66709,,,
Qwen/Qwen2.5-3B,mm,32,gender,0.60229,0.6024,,,
Qwen/Qwen2.5-3B,ridge_0.01,32,gender,0.66683,0.66675,,,
Qwen/Qwen2.5-3B,ridge_0.1,32,gender,0.66646,0.66153,,,
Qwen/Qwen2.5-3B,ridge_1.0,32,gender,0.65388,0.6484,,,
Qwen/Qwen2.5-3B,ridge_10.0,32,gender,0.63019,0.6245,,,
Qwen/Qwen2.5-3B,ridge_100.0,32,gender,0.61129,0.60424,,,
Qwen/Qwen2.5-3B,ema,32,star_sign,0.08127,0.0796,,0.07611,0.08628
Qwen/Qwen2.5-3B,mm,32,star_sign,0.09491,0.08341,,,
Qwen/Qwen2.5-3B,ridge_0.01,32,star_sign,0.07844,0.0723,,,
Qwen/Qwen2.5-3B,ridge_0.1,32,star_sign,0.07681,0.06376,,,
Qwen/Qwen2.5-3B,ridge_1.0,32,star_sign,0.08045,0.06322,,,
Qwen/Qwen2.5-3B,ridge_10.0,32,star_sign,0.08666,0.04219,,,
Qwen/Qwen2.5-3B,ridge_100.0,32,star_sign,0.08951,0.03232,,,
Qwen/Qwen2.5-3B,ema,36,age_bin,0.66419,0.66686,,,
Qwen/Qwen2.5-3B,mm,36,age_bin,0.52525,0.51401,,,
Qwen/Qwen2.5-3B,ridge_0.01,36,age_bin,0.66702,0.67172,,,
Qwen/Qwen2.5-3B,ridge_0.1,36,age_bin,0.66795,0.67206,,,
Qwen/Qwen2.5-3B,ridge_1.0,36,age_bin,0.65971,0.66321,,,
Qwen/Qwen2.5-3B,ridge_10.0,36,age_bin,0.61839,0.62284,,,
Qwen/Qwen2.5-3B,ridge_100.0,36,age_bin,0.47263,0.41729,,,
Qwen/Qwen2.5-3B,ema,36,gender,0.68222,0.68086,,,
Qwen/Qwen2.5-3B,mm,36,gender,0.60514,0.60515,,,
Qwen/Qwen2.5-3B,ridge_0.01,36,gender,0.68591,0.68448,,,
Qwen/Qwen2.5-3B,ridge_0.1,36,gender,0.68353,0.68187,,,
Qwen/Qwen2.5-3B,ridge_1.0,36,gender,0.67197,0.66989,,,
Qwen/Qwen2.5-3B,ridge_10.0,36,gender,0.64686,0.6448,,,
Qwen/Qwen2.5-3B,ridge_100.0,36,gender,0.62386,0.62181,,,
Qwen/Qwen2.5-3B,ema,36,star_sign,0.09179,0.08786,,0.08654,0.09749
Qwen/Qwen2.5-3B,mm,36,star_sign,0.09193,0.08483,,,
Qwen/Qwen2.5-3B,ridge_0.01,36,star_sign,0.07386,0.0663,,,
Qwen/Qwen2.5-3B,ridge_0.1,36,star_sign,0.07481,0.06571,,,
Qwen/Qwen2.5-3B,ridge_1.0,36,star_sign,0.08026,0.06595,,,
Qwen/Qwen2.5-3B,ridge_10.0,36,star_sign,0.09067,0.05011,,,
Qwen/Qwen2.5-3B,ridge_100.0,36,star_sign,0.08291,0.02383,,,
Qwen/Qwen2.5-3B,multi_0.01,all,age_bin,0.68342,0.68763,,,
Qwen/Qwen2.5-3B,multi_0.1,all,age_bin,0.68034,0.68435,,,
Qwen/Qwen2.5-3B,multi_1.0,all,age_bin,0.66718,0.67116,,,
Qwen/Qwen2.5-3B,multi_10.0,all,age_bin,0.62724,0.63233,,,
Qwen/Qwen2.5-3B,multi_100.0,all,age_bin,0.46681,0.41576,,,
Qwen/Qwen2.5-3B,multi_0.01,all,gender,0.69496,0.69342,,,
Qwen/Qwen2.5-3B,multi_0.1,all,gender,0.6922,0.69063,,,
Qwen/Qwen2.5-3B,multi_1.0,all,gender,0.67904,0.67738,,,
Qwen/Qwen2.5-3B,multi_10.0,all,gender,0.64752,0.64638,,,
Qwen/Qwen2.5-3B,multi_100.0,all,gender,0.61708,0.61617,,,
Qwen/Qwen2.5-3B,multi_0.01,all,star_sign,0.08383,0.07458,,,
Qwen/Qwen2.5-3B,multi_0.1,all,star_sign,0.08368,0.07258,,,
Qwen/Qwen2.5-3B,multi_1.0,all,star_sign,0.08618,0.06892,,,
Qwen/Qwen2.5-3B,multi_10.0,all,star_sign,0.08925,0.05042,,,
Qwen/Qwen2.5-3B,multi_100.0,all,star_sign,0.08333,0.02264,,,
