model,n_params,d_model,layer,task,pca_dims,lambda,centroid_margin
gemma-3-270m,0.27,640,18,age_bin,64,1.0,0.003477
gemma-3-270m,0.27,640,18,age_bin,128,1.0,0.010701
gemma-3-270m,0.27,640,18,age_bin,256,1.0,0.017309
gemma-3-270m,0.27,640,18,age_bin,512,1.0,0.024665
gemma-3-270m,0.27,640,18,gender,640,1.0,0.105934
gemma-3-270m,0.27,640,18,gender,32,1.0,0.044699
gemma-3-270m,0.27,640,18,gender,64,1.0,0.053538
gemma-3-270m,0.27,640,18,gender,128,1.0,0.058097
gemma-3-270m,0.27,640,18,gender,256,1.0,0.062318
gemma-3-270m,0.27,640,18,gender,512,1.0,0.067417
gemma-3-270m,0.27,640,4,age_bin,640,1.0,-0.022988
gemma-3-270m,0.27,640,4,age_bin,32,1.0,-0.047278
gemma-3-270m,0.27,640,4,age_bin,64,1.0,-0.045617
gemma-3-270m,0.27,640,4,age_bin,128,1.0,-0.042203
gemma-3-270m,0.27,640,4,age_bin,256,1.0,-0.033086
gemma-3-270m,0.27,640,4,age_bin,512,1.0,-0.023262
gemma-3-270m,0.27,640,4,gender,640,1.0,0.023168
gemma-3-270m,0.27,640,4,gender,32,1.0,0.002476
gemma-3-270m,0.27,640,4,gender,64,1.0,0.003191
gemma-3-270m,0.27,640,4,gender,128,1.0,0.005517
gemma-3-270m,0.27,640,4,gender,256,1.0,0.013771
gemma-3-270m,0.27,640,4,gender,512,1.0,0.024216
gemma-3-270m,0.27,640,8,age_bin,640,1.0,0.015322
gemma-3-270m,0.27,640,8,age_bin,32,1.0,-0.045876
gemma-3-270m,0.27,640,8,age_bin,64,1.0,-0.041342
gemma-3-270m,0.27,640,8,age_bin,128,1.0,-0.032964
gemma-3-270m,0.27,640,8,age_bin,256,1.0,-0.014161
gemma-3-270m,0.27,640,8,age_bin,512,1.0,0.001612
gemma-3-270m,0.27,640,8,gender,640,1.0,0.054735
gemma-3-270m,0.27,640,8,gender,32,1.0,0.003808
gemma-3-270m,0.27,640,8,gender,64,1.0,0.006222
gemma-3-270m,0.27,640,8,gender,128,1.0,0.013378
gemma-3-270m,0.27,640,8,gender,256,1.0,0.027336
gemma-3-270m,0.27,640,8,gender,512,1.0,0.042283
gemma-3-4b-pt,4.0,2560,0,age_bin,2560,1.0,-0.036873
gemma-3-4b-pt,4.0,2560,0,age_bin,32,1.0,-0.047757
gemma-3-4b-pt,4.0,2560,0,age_bin,64,1.0,-0.04608
gemma-3-4b-pt,4.0,2560,0,age_bin,128,1.0,-0.044385
gemma-3-4b-pt,4.0,2560,0,age_bin,256,1.0,-0.042906
gemma-3-4b-pt,4.0,2560,0,age_bin,512,1.0,-0.0419
gemma-3-4b-pt,4.0,2560,0,gender,2560,1.0,0.010842
gemma-3-4b-pt,4.0,2560,0,gender,32,1.0,0.002151
gemma-3-4b-pt,4.0,2560,0,gender,64,1.0,0.003293
gemma-3-4b-pt,4.0,2560,0,gender,128,1.0,0.004516
gemma-3-4b-pt,4.0,2560,0,gender,256,1.0,0.005653
gemma-3-4b-pt,4.0,2560,0,gender,512,1.0,0.006302
gemma-3-4b-pt,4.0,2560,12,age_bin,2560,1.0,0.116969
gemma-3-4b-pt,4.0,2560,12,age_bin,32,1.0,-0.018091
gemma-3-4b-pt,4.0,2560,12,age_bin,64,1.0,0.0008
gemma-3-4b-pt,4.0,2560,12,age_bin,128,1.0,0.011134
gemma-3-4b-pt,4.0,2560,12,age_bin,256,1.0,0.026661
gemma-3-4b-pt,4.0,2560,12,age_bin,512,1.0,0.042111
gemma-3-4b-pt,4.0,2560,12,gender,2560,1.0,0.141106
gemma-3-4b-pt,4.0,2560,12,gender,32,1.0,0.031557
gemma-3-4b-pt,4.0,2560,12,gender,64,1.0,0.037606
gemma-3-4b-pt,4.0,2560,12,gender,128,1.0,0.044956
gemma-3-4b-pt,4.0,2560,12,gender,256,1.0,0.062884
gemma-3-4b-pt,4.0,2560,12,gender,512,1.0,0.084537
gemma-3-4b-pt,4.0,2560,16,age_bin,2560,1.0,0.103011
gemma-3-4b-pt,4.0,2560,16,age_bin,32,1.0,-0.016866
gemma-3-4b-pt,4.0,2560,16,age_bin,64,1.0,0.001325
gemma-3-4b-pt,4.0,2560,16,age_bin,128,1.0,0.013525
gemma-3-4b-pt,4.0,2560,16,age_bin,256,1.0,0.025209
gemma-3-4b-pt,4.0,2560,16,age_bin,512,1.0,0.036803
gemma-3-4b-pt,4.0,2560,16,gender,2560,1.0,0.135876
gemma-3-4b-pt,4.0,2560,16,gender,32,1.0,0.034077
gemma-3-4b-pt,4.0,2560,16,gender,64,1.0,0.04439
gemma-3-4b-pt,4.0,2560,16,gender,128,1.0,0.054133
gemma-3-4b-pt,4.0,2560,16,gender,256,1.0,0.071234
gemma-3-4b-pt,4.0,2560,16,gender,512,1.0,0.083391
gemma-3-4b-pt,4.0,2560,20,age_bin,2560,1.0,0.165303
gemma-3-4b-pt,4.0,2560,20,age_bin,32,1.0,0.015657
gemma-3-4b-pt,4.0,2560,20,age_bin,64,1.0,0.033869
gemma-3-4b-pt,4.0,2560,20,age_bin,128,1.0,0.049025
gemma-3-4b-pt,4.0,2560,20,age_bin,256,1.0,0.062482
gemma-3-4b-pt,4.0,2560,20,age_bin,512,1.0,0.074083
gemma-3-4b-pt,4.0,2560,20,gender,2560,1.0,0.199937
gemma-3-4b-pt,4.0,2560,20,gender,32,1.0,0.038597
gemma-3-4b-pt,4.0,2560,20,gender,64,1.0,0.062021
gemma-3-4b-pt,4.0,2560,20,gender,128,1.0,0.091754
gemma-3-4b-pt,4.0,2560,20,gender,256,1.0,0.110026
gemma-3-4b-pt,4.0,2560,20,gender,512,1.0,0.125631
gemma-3-4b-pt,4.0,2560,24,age_bin,2560,1.0,0.148295
gemma-3-4b-pt,4.0,2560,24,age_bin,32,1.0,0.004154
gemma-3-4b-pt,4.0,2560,24,age_bin,64,1.0,0.018296
gemma-3-4b-pt,4.0,2560,24,age_bin,128,1.0,0.035882
gemma-3-4b-pt,4.0,2560,24,age_bin,256,1.0,0.050841
gemma-3-4b-pt,4.0,2560,24,age_bin,512,1.0,0.064119
gemma-3-4b-pt,4.0,2560,24,gender,2560,1.0,0.167253
gemma-3-4b-pt,4.0,2560,24,gender,32,1.0,0.032854
gemma-3-4b-pt,4.0,2560,24,gender,64,1.0,0.043693
gemma-3-4b-pt,4.0,2560,24,gender,128,1.0,0.061743
gemma-3-4b-pt,4.0,2560,24,gender,256,1.0,0.082859
gemma-3-4b-pt,4.0,2560,24,gender,512,1.0,0.09992
gemma-3-4b-pt,4.0,2560,28,age_bin,2560,1.0,0.170954
gemma-3-4b-pt,4.0,2560,28,age_bin,32,1.0,0.012508
gemma-3-4b-pt,4.0,2560,28,age_bin,64,1.0,0.034424
gemma-3-4b-pt,4.0,2560,28,age_bin,128,1.0,0.049801
gemma-3-4b-pt,4.0,2560,28,age_bin,256,1.0,0.062796
gemma-3-4b-pt,4.0,2560,28,age_bin,512,1.0,0.072234
gemma-3-4b-pt,4.0,2560,28,gender,2560,1.0,0.190827
gemma-3-4b-pt,4.0,2560,28,gender,32,1.0,0.042121
gemma-3-4b-pt,4.0,2560,28,gender,64,1.0,0.063235
gemma-3-4b-pt,4.0,2560,28,gender,128,1.0,0.079496
gemma-3-4b-pt,4.0,2560,28,gender,256,1.0,0.095803
gemma-3-4b-pt,4.0,2560,28,gender,512,1.0,0.107939
gemma-3-4b-pt,4.0,2560,32,age_bin,2560,1.0,0.176388
gemma-3-4b-pt,4.0,2560,32,age_bin,32,1.0,0.01155
gemma-3-4b-pt,4.0,2560,32,age_bin,64,1.0,0.03642
gemma-3-4b-pt,4.0,2560,32,age_bin,128,1.0,0.050881
gemma-3-4b-pt,4.0,2560,32,age_bin,256,1.0,0.06306
gemma-3-4b-pt,4.0,2560,32,age_bin,512,1.0,0.073997
gemma-3-4b-pt,4.0,2560,32,gender,2560,1.0,0.191323
gemma-3-4b-pt,4.0,2560,32,gender,32,1.0,0.042405
gemma-3-4b-pt,4.0,2560,32,gender,64,1.0,0.06284
gemma-3-4b-pt,4.0,2560,32,gender,128,1.0,0.079075
gemma-3-4b-pt,4.0,2560,32,gender,256,1.0,0.092299
gemma-3-4b-pt,4.0,2560,32,gender,512,1.0,0.104575
gemma-3-4b-pt,4.0,2560,34,age_bin,2560,1.0,0.179715
gemma-3-4b-pt,4.0,2560,34,age_bin,32,1.0,0.011066
gemma-3-4b-pt,4.0,2560,34,age_bin,64,1.0,0.038353
gemma-3-4b-pt,4.0,2560,34,age_bin,128,1.0,0.05556
gemma-3-4b-pt,4.0,2560,34,age_bin,256,1.0,0.067909
gemma-3-4b-pt,4.0,2560,34,age_bin,512,1.0,0.078878
gemma-3-4b-pt,4.0,2560,34,gender,2560,1.0,0.198268
gemma-3-4b-pt,4.0,2560,34,gender,32,1.0,0.057558
gemma-3-4b-pt,4.0,2560,34,gender,64,1.0,0.075424
gemma-3-4b-pt,4.0,2560,34,gender,128,1.0,0.090621
gemma-3-4b-pt,4.0,2560,34,gender,256,1.0,0.100385
gemma-3-4b-pt,4.0,2560,34,gender,512,1.0,0.113612
gemma-3-4b-pt,4.0,2560,4,age_bin,2560,1.0,0.034559
gemma-3-4b-pt,4.0,2560,4,age_bin,32,1.0,-0.042191
gemma-3-4b-pt,4.0,2560,4,age_bin,64,1.0,-0.041192
gemma-3-4b-pt,4.0,2560,4,age_bin,128,1.0,-0.039765
gemma-3-4b-pt,4.0,2560,4,age_bin,256,1.0,-0.026944
gemma-3-4b-pt,4.0,2560,4,age_bin,512,1.0,-0.001134
gemma-3-4b-pt,4.0,2560,4,gender,2560,1.0,0.070889
gemma-3-4b-pt,4.0,2560,4,gender,32,1.0,0.005955
gemma-3-4b-pt,4.0,2560,4,gender,64,1.0,0.006824
gemma-3-4b-pt,4.0,2560,4,gender,128,1.0,0.008102
gemma-3-4b-pt,4.0,2560,4,gender,256,1.0,0.016604
gemma-3-4b-pt,4.0,2560,4,gender,512,1.0,0.040171
gemma-3-4b-pt,4.0,2560,8,age_bin,2560,1.0,0.110764
gemma-3-4b-pt,4.0,2560,8,age_bin,32,1.0,-0.035643
gemma-3-4b-pt,4.0,2560,8,age_bin,64,1.0,-0.027432
gemma-3-4b-pt,4.0,2560,8,age_bin,128,1.0,-0.01496
gemma-3-4b-pt,4.0,2560,8,age_bin,256,1.0,0.014616
gemma-3-4b-pt,4.0,2560,8,age_bin,512,1.0,0.038173
gemma-3-4b-pt,4.0,2560,8,gender,2560,1.0,0.132006
gemma-3-4b-pt,4.0,2560,8,gender,32,1.0,0.013093
gemma-3-4b-pt,4.0,2560,8,gender,64,1.0,0.019108
gemma-3-4b-pt,4.0,2560,8,gender,128,1.0,0.032572
gemma-3-4b-pt,4.0,2560,8,gender,256,1.0,0.057106
gemma-3-4b-pt,4.0,2560,8,gender,512,1.0,0.078986
pythia-14m,0.014,128,0,age_bin,128,1.0,-0.043422
pythia-14m,0.014,128,0,age_bin,32,1.0,-0.049119
pythia-14m,0.014,128,0,age_bin,64,1.0,-0.046867
pythia-14m,0.014,128,0,age_bin,128,1.0,-0.043422
pythia-14m,0.014,128,0,gender,128,1.0,0.005402
pythia-14m,0.014,128,0,gender,32,1.0,0.001419
pythia-14m,0.014,128,0,gender,64,1.0,0.002894
pythia-14m,0.014,128,0,gender,128,1.0,0.005402
pythia-14m,0.014,128,4,age_bin,128,1.0,-0.023965
pythia-14m,0.014,128,4,age_bin,32,1.0,-0.040986
pythia-14m,0.014,128,4,age_bin,64,1.0,-0.033047
pythia-14m,0.014,128,4,age_bin,128,1.0,-0.023965
pythia-14m,0.014,128,4,gender,128,1.0,0.029204
pythia-14m,0.014,128,4,gender,32,1.0,0.008662
pythia-14m,0.014,128,4,gender,64,1.0,0.018169
pythia-14m,0.014,128,4,gender,128,1.0,0.029204
pythia-14m,0.014,128,6,age_bin,128,1.0,-0.005276
pythia-14m,0.014,128,6,age_bin,32,1.0,-0.032228
pythia-14m,0.014,128,6,age_bin,64,1.0,-0.022426
pythia-14m,0.014,128,6,age_bin,128,1.0,-0.005276
pythia-14m,0.014,128,6,gender,128,1.0,0.054249
pythia-14m,0.014,128,6,gender,32,1.0,0.024521
pythia-14m,0.014,128,6,gender,64,1.0,0.040897
pythia-14m,0.014,128,6,gender,128,1.0,0.054249
pythia-160m,0.16,768,0,age_bin,768,1.0,-0.039495
pythia-160m,0.16,768,0,age_bin,32,1.0,-0.04611
pythia-160m,0.16,768,0,age_bin,64,1.0,-0.04492
pythia-160m,0.16,768,0,age_bin,128,1.0,-0.043999
pythia-160m,0.16,768,0,age_bin,256,1.0,-0.043199
pythia-160m,0.16,768,0,age_bin,512,1.0,-0.042528
pythia-160m,0.16,768,0,gender,768,1.0,0.008619
pythia-160m,0.16,768,0,gender,32,1.0,0.002851
pythia-160m,0.16,768,0,gender,64,1.0,0.004075
pythia-160m,0.16,768,0,gender,128,1.0,0.004853
pythia-160m,0.16,768,0,gender,256,1.0,0.005204
pythia-160m,0.16,768,0,gender,512,1.0,0.005682
pythia-160m,0.16,768,12,age_bin,768,1.0,0.032637
pythia-160m,0.16,768,12,age_bin,32,1.0,-0.017159
pythia-160m,0.16,768,12,age_bin,64,1.0,-0.009791
pythia-160m,0.16,768,12,age_bin,128,1.0,-0.003784
pythia-160m,0.16,768,12,age_bin,256,1.0,0.000729
pythia-160m,0.16,768,12,age_bin,512,1.0,0.005322
pythia-160m,0.16,768,12,gender,768,1.0,0.087355
pythia-160m,0.16,768,12,gender,32,1.0,0.036651
pythia-160m,0.16,768,12,gender,64,1.0,0.045589
pythia-160m,0.16,768,12,gender,128,1.0,0.048596
pythia-160m,0.16,768,12,gender,256,1.0,0.052335
pythia-160m,0.16,768,12,gender,512,1.0,0.055777
pythia-160m,0.16,768,4,age_bin,768,1.0,-0.004722
pythia-160m,0.16,768,4,age_bin,32,1.0,-0.039102
pythia-160m,0.16,768,4,age_bin,64,1.0,-0.031701
pythia-160m,0.16,768,4,age_bin,128,1.0,-0.025444
pythia-160m,0.16,768,4,age_bin,256,1.0,-0.02012
pythia-160m,0.16,768,4,age_bin,512,1.0,-0.014274
pythia-160m,0.16,768,4,gender,768,1.0,0.044859
pythia-160m,0.16,768,4,gender,32,1.0,0.01071
pythia-160m,0.16,768,4,gender,64,1.0,0.016062
pythia-160m,0.16,768,4,gender,128,1.0,0.021645
pythia-160m,0.16,768,4,gender,256,1.0,0.028577
pythia-160m,0.16,768,4,gender,512,1.0,0.036267
pythia-160m,0.16,768,8,age_bin,768,1.0,0.022208
pythia-160m,0.16,768,8,age_bin,32,1.0,-0.021223
pythia-160m,0.16,768,8,age_bin,64,1.0,-0.015411
pythia-160m,0.16,768,8,age_bin,128,1.0,-0.008409
pythia-160m,0.16,768,8,age_bin,256,1.0,-0.002032
pythia-160m,0.16,768,8,age_bin,512,1.0,0.003899
pythia-160m,0.16,768,8,gender,768,1.0,0.074461
pythia-160m,0.16,768,8,gender,32,1.0,0.031352
pythia-160m,0.16,768,8,gender,64,1.0,0.036839
pythia-160m,0.16,768,8,gender,128,1.0,0.042225
pythia-160m,0.16,768,8,gender,256,1.0,0.048545
pythia-160m,0.16,768,8,gender,512,1.0,0.054125
pythia-1b,1.0,2048,0,age_bin,2048,1.0,-0.037346
pythia-1b,1.0,2048,0,age_bin,32,1.0,-0.046792
pythia-1b,1.0,2048,0,age_bin,64,1.0,-0.044946
pythia-1b,1.0,2048,0,age_bin,128,1.0,-0.043899
pythia-1b,1.0,2048,0,age_bin,256,1.0,-0.042918
pythia-1b,1.0,2048,0,age_bin,512,1.0,-0.042035
pythia-1b,1.0,2048,0,gender,2048,1.0,0.010423
pythia-1b,1.0,2048,0,gender,32,1.0,0.002302
pythia-1b,1.0,2048,0,gender,64,1.0,0.003729
pythia-1b,1.0,2048,0,gender,128,1.0,0.004761
pythia-1b,1.0,2048,0,gender,256,1.0,0.005415
pythia-1b,1.0,2048,0,gender,512,1.0,0.005972
pythia-1b,1.0,2048,12,age_bin,2048,1.0,0.08832
pythia-1b,1.0,2048,12,age_bin,32,1.0,-0.010307
pythia-1b,1.0,2048,12,age_bin,64,1.0,-0.000427
pythia-1b,1.0,2048,12,age_bin,128,1.0,0.014439
pythia-1b,1.0,2048,12,age_bin,256,1.0,0.02297
pythia-1b,1.0,2048,12,age_bin,512,1.0,0.02979
pythia-1b,1.0,2048,12,gender,2048,1.0,0.12578
pythia-1b,1.0,2048,12,gender,32,1.0,0.034202
pythia-1b,1.0,2048,12,gender,64,1.0,0.042244
pythia-1b,1.0,2048,12,gender,128,1.0,0.054002
pythia-1b,1.0,2048,12,gender,256,1.0,0.062852
pythia-1b,1.0,2048,12,gender,512,1.0,0.071659
pythia-1b,1.0,2048,16,age_bin,2048,1.0,0.101476
pythia-1b,1.0,2048,16,age_bin,32,1.0,-0.00641
pythia-1b,1.0,2048,16,age_bin,64,1.0,0.008912
pythia-1b,1.0,2048,16,age_bin,128,1.0,0.020971
pythia-1b,1.0,2048,16,age_bin,256,1.0,0.029884
pythia-1b,1.0,2048,16,age_bin,512,1.0,0.036308
pythia-1b,1.0,2048,16,gender,2048,1.0,0.144979
pythia-1b,1.0,2048,16,gender,32,1.0,0.049752
pythia-1b,1.0,2048,16,gender,64,1.0,0.059346
pythia-1b,1.0,2048,16,gender,128,1.0,0.068111
pythia-1b,1.0,2048,16,gender,256,1.0,0.074521
pythia-1b,1.0,2048,16,gender,512,1.0,0.079901
pythia-1b,1.0,2048,4,age_bin,2048,1.0,0.018247
pythia-1b,1.0,2048,4,age_bin,32,1.0,-0.036715
pythia-1b,1.0,2048,4,age_bin,64,1.0,-0.030217
pythia-1b,1.0,2048,4,age_bin,128,1.0,-0.023201
pythia-1b,1.0,2048,4,age_bin,256,1.0,-0.016867
pythia-1b,1.0,2048,4,age_bin,512,1.0,-0.010651
pythia-1b,1.0,2048,4,gender,2048,1.0,0.073374
pythia-1b,1.0,2048,4,gender,32,1.0,0.012504
pythia-1b,1.0,2048,4,gender,64,1.0,0.017803
pythia-1b,1.0,2048,4,gender,128,1.0,0.028579
pythia-1b,1.0,2048,4,gender,256,1.0,0.03378
pythia-1b,1.0,2048,4,gender,512,1.0,0.041851
pythia-1b,1.0,2048,8,age_bin,2048,1.0,0.031442
pythia-1b,1.0,2048,8,age_bin,32,1.0,-0.029788
pythia-1b,1.0,2048,8,age_bin,64,1.0,-0.023835
pythia-1b,1.0,2048,8,age_bin,128,1.0,-0.017821
pythia-1b,1.0,2048,8,age_bin,256,1.0,-0.010829
pythia-1b,1.0,2048,8,age_bin,512,1.0,-0.00407
pythia-1b,1.0,2048,8,gender,2048,1.0,0.078956
pythia-1b,1.0,2048,8,gender,32,1.0,0.019931
pythia-1b,1.0,2048,8,gender,64,1.0,0.024331
pythia-1b,1.0,2048,8,gender,128,1.0,0.03011
pythia-1b,1.0,2048,8,gender,256,1.0,0.035896
pythia-1b,1.0,2048,8,gender,512,1.0,0.043672
pythia-31m,0.031,256,0,age_bin,256,1.0,-0.041564
pythia-31m,0.031,256,0,age_bin,32,1.0,-0.048539
pythia-31m,0.031,256,0,age_bin,64,1.0,-0.046695
pythia-31m,0.031,256,0,age_bin,128,1.0,-0.043909
pythia-31m,0.031,256,0,age_bin,256,1.0,-0.041564
pythia-31m,0.031,256,0,gender,256,1.0,0.006887
pythia-31m,0.031,256,0,gender,32,1.0,0.001826
pythia-31m,0.031,256,0,gender,64,1.0,0.003022
pythia-31m,0.031,256,0,gender,128,1.0,0.004627
pythia-31m,0.031,256,0,gender,256,1.0,0.006887
pythia-31m,0.031,256,4,age_bin,256,1.0,-0.02242
pythia-31m,0.031,256,4,age_bin,32,1.0,-0.043757
pythia-31m,0.031,256,4,age_bin,64,1.0,-0.039873
pythia-31m,0.031,256,4,age_bin,128,1.0,-0.033084
pythia-31m,0.031,256,4,age_bin,256,1.0,-0.022419
pythia-31m,0.031,256,4,gender,256,1.0,0.027413
pythia-31m,0.031,256,4,gender,32,1.0,0.005474
pythia-31m,0.031,256,4,gender,64,1.0,0.008055
pythia-31m,0.031,256,4,gender,128,1.0,0.016517
pythia-31m,0.031,256,4,gender,256,1.0,0.027413
pythia-31m,0.031,256,6,age_bin,256,1.0,0.009385
pythia-31m,0.031,256,6,age_bin,32,1.0,-0.028832
pythia-31m,0.031,256,6,age_bin,64,1.0,-0.019537
pythia-31m,0.031,256,6,age_bin,128,1.0,-0.003911
pythia-31m,0.031,256,6,age_bin,256,1.0,0.009385
pythia-31m,0.031,256,6,gender,256,1.0,0.06927
pythia-31m,0.031,256,6,gender,32,1.0,0.023082
pythia-31m,0.031,256,6,gender,64,1.0,0.034159
pythia-31m,0.031,256,6,gender,128,1.0,0.052455
pythia-31m,0.031,256,6,gender,256,1.0,0.06927
pythia-410m,0.41,1024,0,age_bin,1024,1.0,-0.038915
pythia-410m,0.41,1024,0,age_bin,32,1.0,-0.046564
pythia-410m,0.41,1024,0,age_bin,64,1.0,-0.044974
pythia-410m,0.41,1024,0,age_bin,128,1.0,-0.044045
pythia-410m,0.41,1024,0,age_bin,256,1.0,-0.043043
pythia-410m,0.41,1024,0,age_bin,512,1.0,-0.042343
pythia-410m,0.41,1024,0,gender,1024,1.0,0.009153
pythia-410m,0.41,1024,0,gender,32,1.0,0.002315
pythia-410m,0.41,1024,0,gender,64,1.0,0.003868
pythia-410m,0.41,1024,0,gender,128,1.0,0.004806
pythia-410m,0.41,1024,0,gender,256,1.0,0.005352
pythia-410m,0.41,1024,0,gender,512,1.0,0.005809
pythia-410m,0.41,1024,12,age_bin,1024,1.0,0.01257
pythia-410m,0.41,1024,12,age_bin,32,1.0,-0.030704
pythia-410m,0.41,1024,12,age_bin,64,1.0,-0.025796
pythia-410m,0.41,1024,12,age_bin,128,1.0,-0.019328
pythia-410m,0.41,1024,12,age_bin,256,1.0,-0.014283
pythia-410m,0.41,1024,12,age_bin,512,1.0,-0.00756
pythia-410m,0.41,1024,12,gender,1024,1.0,0.060131
pythia-410m,0.41,1024,12,gender,32,1.0,0.018104
pythia-410m,0.41,1024,12,gender,64,1.0,0.023006
pythia-410m,0.41,1024,12,gender,128,1.0,0.028501
pythia-410m,0.41,1024,12,gender,256,1.0,0.03343
pythia-410m,0.41,1024,12,gender,512,1.0,0.040698
pythia-410m,0.41,1024,16,age_bin,1024,1.0,0.03628
pythia-410m,0.41,1024,16,age_bin,32,1.0,-0.018115
pythia-410m,0.41,1024,16,age_bin,64,1.0,-0.01395
pythia-410m,0.41,1024,16,age_bin,128,1.0,-0.008723
pythia-410m,0.41,1024,16,age_bin,256,1.0,-0.001272
pythia-410m,0.41,1024,16,age_bin,512,1.0,0.006194
pythia-410m,0.41,1024,16,gender,1024,1.0,0.073248
pythia-410m,0.41,1024,16,gender,32,1.0,0.023105
pythia-410m,0.41,1024,16,gender,64,1.0,0.029313
pythia-410m,0.41,1024,16,gender,128,1.0,0.034759
pythia-410m,0.41,1024,16,gender,256,1.0,0.040196
pythia-410m,0.41,1024,16,gender,512,1.0,0.047697
pythia-410m,0.41,1024,20,age_bin,1024,1.0,0.05618
pythia-410m,0.41,1024,20,age_bin,32,1.0,-0.012019
pythia-410m,0.41,1024,20,age_bin,64,1.0,-0.003008
pythia-410m,0.41,1024,20,age_bin,128,1.0,0.006156
pythia-410m,0.41,1024,20,age_bin,256,1.0,0.014301
pythia-410m,0.41,1024,20,age_bin,512,1.0,0.019795
pythia-410m,0.41,1024,20,gender,1024,1.0,0.097841
pythia-410m,0.41,1024,20,gender,32,1.0,0.036788
pythia-410m,0.41,1024,20,gender,64,1.0,0.044771
pythia-410m,0.41,1024,20,gender,128,1.0,0.051269
pythia-410m,0.41,1024,20,gender,256,1.0,0.057642
pythia-410m,0.41,1024,20,gender,512,1.0,0.062733
pythia-410m,0.41,1024,24,age_bin,1024,1.0,0.0667
pythia-410m,0.41,1024,24,age_bin,32,1.0,-0.009403
pythia-410m,0.41,1024,24,age_bin,64,1.0,0.002044
pythia-410m,0.41,1024,24,age_bin,128,1.0,0.012444
pythia-410m,0.41,1024,24,age_bin,256,1.0,0.018403
pythia-410m,0.41,1024,24,age_bin,512,1.0,0.023052
pythia-410m,0.41,1024,24,gender,1024,1.0,0.11319
pythia-410m,0.41,1024,24,gender,32,1.0,0.046923
pythia-410m,0.41,1024,24,gender,64,1.0,0.053346
pythia-410m,0.41,1024,24,gender,128,1.0,0.059026
pythia-410m,0.41,1024,24,gender,256,1.0,0.063803
pythia-410m,0.41,1024,24,gender,512,1.0,0.067181
pythia-410m,0.41,1024,4,age_bin,1024,1.0,-0.005917
pythia-410m,0.41,1024,4,age_bin,32,1.0,-0.040682
pythia-410m,0.41,1024,4,age_bin,64,1.0,-0.037549
pythia-410m,0.41,1024,4,age_bin,128,1.0,-0.03078
pythia-410m,0.41,1024,4,age_bin,256,1.0,-0.024352
pythia-410m,0.41,1024,4,age_bin,512,1.0,-0.018114
pythia-410m,0.41,1024,4,gender,1024,1.0,0.055256
pythia-410m,0.41,1024,4,gender,32,1.0,0.011066
pythia-410m,0.41,1024,4,gender,64,1.0,0.017063
pythia-410m,0.41,1024,4,gender,128,1.0,0.027027
pythia-410m,0.41,1024,4,gender,256,1.0,0.033333
pythia-410m,0.41,1024,4,gender,512,1.0,0.037633
pythia-410m,0.41,1024,8,age_bin,1024,1.0,0.004589
pythia-410m,0.41,1024,8,age_bin,32,1.0,-0.037462
pythia-410m,0.41,1024,8,age_bin,64,1.0,-0.030761
pythia-410m,0.41,1024,8,age_bin,128,1.0,-0.025065
pythia-410m,0.41,1024,8,age_bin,256,1.0,-0.018492
pythia-410m,0.41,1024,8,age_bin,512,1.0,-0.011701
pythia-410m,0.41,1024,8,gender,1024,1.0,0.057214
pythia-410m,0.41,1024,8,gender,32,1.0,0.01268
pythia-410m,0.41,1024,8,gender,64,1.0,0.01872
pythia-410m,0.41,1024,8,gender,128,1.0,0.025532
pythia-410m,0.41,1024,8,gender,256,1.0,0.033098
pythia-410m,0.41,1024,8,gender,512,1.0,0.039993
pythia-70m,0.07,512,0,age_bin,512,1.0,-0.040369
pythia-70m,0.07,512,0,age_bin,32,1.0,-0.048926
pythia-70m,0.07,512,0,age_bin,64,1.0,-0.047256
pythia-70m,0.07,512,0,age_bin,128,1.0,-0.045263
pythia-70m,0.07,512,0,age_bin,256,1.0,-0.042693
pythia-70m,0.07,512,0,age_bin,512,1.0,-0.040369
pythia-70m,0.07,512,0,gender,512,1.0,0.007876
pythia-70m,0.07,512,0,gender,32,1.0,0.001047
pythia-70m,0.07,512,0,gender,64,1.0,0.00255
pythia-70m,0.07,512,0,gender,128,1.0,0.004006
pythia-70m,0.07,512,0,gender,256,1.0,0.005643
pythia-70m,0.07,512,0,gender,512,1.0,0.007876
pythia-70m,0.07,512,4,age_bin,512,1.0,0.013106
pythia-70m,0.07,512,4,age_bin,32,1.0,-0.035052
pythia-70m,0.07,512,4,age_bin,64,1.0,-0.028081
pythia-70m,0.07,512,4,age_bin,128,1.0,-0.017335
pythia-70m,0.07,512,4,age_bin,256,1.0,-0.003413
pythia-70m,0.07,512,4,age_bin,512,1.0,0.013106
pythia-70m,0.07,512,4,gender,512,1.0,0.06617
pythia-70m,0.07,512,4,gender,32,1.0,0.011227
pythia-70m,0.07,512,4,gender,64,1.0,0.01736
pythia-70m,0.07,512,4,gender,128,1.0,0.034425
pythia-70m,0.07,512,4,gender,256,1.0,0.047942
pythia-70m,0.07,512,4,gender,512,1.0,0.066171
pythia-70m,0.07,512,6,age_bin,512,1.0,0.023808
pythia-70m,0.07,512,6,age_bin,32,1.0,-0.028609
pythia-70m,0.07,512,6,age_bin,64,1.0,-0.02044
pythia-70m,0.07,512,6,age_bin,128,1.0,-0.009981
