batch,loss_L0_age_bin,acc_L0_age_bin,loss_L0_gender,acc_L0_gender,loss_L0_star_sign,acc_L0_star_sign,loss_L4_age_bin,acc_L4_age_bin,loss_L4_gender,acc_L4_gender,loss_L4_star_sign,acc_L4_star_sign,loss_L8_age_bin,acc_L8_age_bin,loss_L8_gender,acc_L8_gender,loss_L8_star_sign,acc_L8_star_sign,loss_L12_age_bin,acc_L12_age_bin,loss_L12_gender,acc_L12_gender,loss_L12_star_sign,acc_L12_star_sign,loss_L16_age_bin,acc_L16_age_bin,loss_L16_gender,acc_L16_gender,loss_L16_star_sign,acc_L16_star_sign,loss_L20_age_bin,acc_L20_age_bin,loss_L20_gender,acc_L20_gender,loss_L20_star_sign,acc_L20_star_sign,loss_L24_age_bin,acc_L24_age_bin,loss_L24_gender,acc_L24_gender,loss_L24_star_sign,acc_L24_star_sign,loss_L28_age_bin,acc_L28_age_bin,loss_L28_gender,acc_L28_gender,loss_L28_star_sign,acc_L28_star_sign
120,1.25139,0.344,0.81725,0.50365,2.93262,0.08383,1.22842,0.36741,0.77474,0.52418,2.99332,0.08384,1.26264,0.36407,0.79883,0.52237,3.00796,0.08302,1.18858,0.37519,0.78983,0.53493,2.9962,0.08504,1.19251,0.37381,0.78978,0.53335,3.06938,0.08418,1.15536,0.40498,0.77327,0.54304,2.96329,0.08484,1.18754,0.40627,0.74432,0.54628,3.07525,0.08522,1.14216,0.42189,0.73768,0.56803,3.02672,0.08442
121,1.26467,0.34411,0.81349,0.50368,2.93906,0.08386,1.24047,0.36769,0.74388,0.52455,3.03391,0.08381,1.25622,0.36426,0.7714,0.52266,3.01107,0.08302,1.21856,0.37548,0.71652,0.53542,3.02114,0.08507,1.21432,0.37408,0.75335,0.53371,3.04703,0.0842,1.19026,0.40523,0.74733,0.54332,3.01958,0.08484,1.18763,0.40656,0.74259,0.54667,3.0298,0.08521,1.1318,0.42237,0.72837,0.56829,3.0645,0.08442
122,1.25731,0.34423,0.80592,0.50375,2.95526,0.08387,1.25564,0.36787,0.7607,0.52478,2.99128,0.0838,1.30038,0.36424,0.764,0.52292,3.00965,0.08307,1.24553,0.37554,0.75654,0.53563,2.98409,0.08507,1.28628,0.37406,0.76695,0.53391,3.03568,0.08423,1.20798,0.40522,0.76126,0.54354,2.99039,0.08488,1.23701,0.40648,0.75488,0.54694,3.03164,0.08519,1.22289,0.42244,0.76768,0.56834,3.05055,0.08441
123,1.2522,0.34436,0.80318,0.50385,2.95358,0.08392,1.19289,0.36824,0.74459,0.52507,2.98486,0.08379,1.20346,0.36465,0.7729,0.52319,2.97115,0.08313,1.15143,0.37604,0.74447,0.53588,3.06646,0.08499,1.14954,0.37457,0.76539,0.53415,3.05083,0.0842,1.10788,0.4057,0.76443,0.54374,3.04118,0.08482,1.12539,0.40692,0.74387,0.54722,2.9872,0.08526,1.09098,0.42306,0.75614,0.56838,3.06982,0.08436
124,1.24511,0.34459,0.81297,0.50387,2.93534,0.08388,1.19115,0.36861,0.77677,0.52517,2.96838,0.08379,1.23123,0.36488,0.79361,0.5233,3.01245,0.08314,1.15805,0.37651,0.7687,0.536,3.00663,0.08497,1.16455,0.37502,0.79723,0.53421,3.03002,0.08421,1.09,0.40624,0.77049,0.54387,3.00917,0.08482,1.1235,0.4074,0.77437,0.54733,3.01588,0.08523,1.09204,0.42353,0.73703,0.56855,3.05986,0.08431
125,1.24312,0.34476,0.79985,0.50385,2.92943,0.08389,1.18925,0.369,0.82312,0.52488,2.92575,0.08388,1.23281,0.36509,0.81614,0.52321,3.00191,0.08316,1.17686,0.37687,0.80743,0.53585,2.97707,0.085,1.18559,0.37535,0.79775,0.53421,3.03989,0.0842,1.09831,0.40666,0.80892,0.54376,2.97436,0.08486,1.12342,0.40779,0.81816,0.54712,2.9711,0.08528,1.11164,0.4239,0.79162,0.56837,2.87336,0.08452
126,1.25511,0.34488,0.80798,0.50389,2.92646,0.08386,1.19911,0.36937,0.77037,0.52499,2.97386,0.08389,1.21256,0.3654,0.79801,0.52325,3.00375,0.08316,1.1746,0.37719,0.75965,0.53605,3.01922,0.08495,1.16128,0.37576,0.77944,0.5343,3.04518,0.08419,1.07795,0.40723,0.76741,0.54389,3.03123,0.08486,1.10595,0.40827,0.75925,0.54731,3.0594,0.08522,1.06143,0.42452,0.76534,0.56844,3.03892,0.08448
127,1.2563,0.34495,0.80322,0.5039,2.94376,0.08383,1.23037,0.36952,0.79095,0.52496,2.96204,0.0839,1.26488,0.36545,0.80363,0.52327,3.00591,0.08318,1.21695,0.37733,0.77474,0.53611,2.97013,0.08496,1.21336,0.37591,0.80841,0.53425,3.05387,0.08418,1.1621,0.40732,0.7795,0.54386,2.95827,0.08492,1.19874,0.40827,0.81197,0.54724,2.98374,0.08522,1.16843,0.42465,0.80738,0.56822,2.92973,0.08453
128,1.24846,0.34508,0.80119,0.50394,2.93806,0.08382,1.16927,0.37001,0.77259,0.52511,3.00342,0.08385,1.22068,0.36567,0.80386,0.52332,3.0014,0.08318,1.15947,0.3777,0.76891,0.53627,2.96263,0.08498,1.14988,0.37641,0.77877,0.53442,3.04283,0.08419,1.10648,0.40772,0.77415,0.54398,3.0479,0.08486,1.10303,0.4087,0.76221,0.54745,2.96546,0.08529,1.05814,0.42526,0.73786,0.56841,3.02303,0.08449
129,1.25018,0.34517,0.79945,0.50404,2.94532,0.08383,1.24172,0.37014,0.78888,0.52512,2.94743,0.08388,1.22928,0.36584,0.77695,0.52348,3.00232,0.0832,1.25441,0.37777,0.80324,0.53623,2.95868,0.08499,1.20353,0.37667,0.79864,0.53444,3.0176,0.0842,1.1683,0.40792,0.76739,0.54415,2.97566,0.08489,1.21399,0.40878,0.81773,0.54738,2.9686,0.08534,1.13586,0.42547,0.81042,0.56833,2.9414,0.08457
130,1.24587,0.34528,0.80219,0.50412,2.92497,0.08385,1.22045,0.3703,0.75352,0.52531,2.9748,0.08387,1.21405,0.36607,0.77188,0.52367,3.03785,0.08317,1.18642,0.37804,0.75698,0.53636,2.93631,0.08502,1.17559,0.37697,0.76081,0.53465,3.0275,0.08417,1.14627,0.40806,0.74941,0.54435,2.99437,0.0849,1.13375,0.40909,0.74382,0.54762,2.99872,0.08537,1.1381,0.42569,0.73568,0.56844,2.9399,0.08463
131,1.23739,0.34556,0.79421,0.50423,2.92941,0.08387,1.20914,0.37054,0.76561,0.52546,2.97318,0.08388,1.23317,0.36621,0.76563,0.52389,3.02259,0.08314,1.19553,0.37823,0.73581,0.53665,2.95511,0.08503,1.1934,0.3772,0.76191,0.53484,3.00145,0.08419,1.17069,0.40807,0.76357,0.5445,2.92035,0.085,1.17744,0.40914,0.73163,0.54797,2.99236,0.08538,1.20421,0.42558,0.69718,0.56886,2.96031,0.08466
132,1.24787,0.3456,0.80296,0.50435,2.91649,0.08383,1.18893,0.37085,0.73487,0.52584,2.97268,0.08387,1.18306,0.36656,0.74775,0.52417,2.97244,0.08317,1.1424,0.37866,0.72459,0.537,2.90414,0.08512,1.15246,0.37761,0.73187,0.53519,3.02584,0.08419,1.04212,0.40869,0.72728,0.54483,2.98582,0.08501,1.07325,0.40965,0.69949,0.54845,2.9716,0.08537,1.03827,0.42619,0.67579,0.56933,2.9914,0.08469
133,1.24368,0.34569,0.79791,0.50439,2.9218,0.08382,1.19456,0.37113,0.80309,0.52573,2.97364,0.08386,1.20541,0.36685,0.80619,0.52412,2.99272,0.08318,1.1822,0.37894,0.8002,0.53689,3.01967,0.08506,1.20029,0.37778,0.804,0.53514,3.04226,0.08417,1.13492,0.40892,0.80524,0.54472,3.0016,0.08497,1.15186,0.40991,0.79919,0.54838,2.98924,0.0854,1.10115,0.42659,0.78206,0.56928,2.99969,0.08467
134,1.24662,0.34576,0.80234,0.50439,2.92944,0.08382,1.21302,0.37136,0.78,0.52573,2.95561,0.08386,1.24187,0.367,0.7932,0.52415,3.01634,0.08316,1.17828,0.37922,0.77219,0.53692,2.95296,0.0851,1.18031,0.37806,0.79629,0.53507,3.03463,0.08415,1.12281,0.4092,0.7805,0.54467,2.922,0.08505,1.16031,0.41011,0.7803,0.54836,2.98303,0.08541,1.15453,0.42684,0.73465,0.56939,2.98934,0.08467
135,1.24753,0.34585,0.79974,0.50448,2.91727,0.08384,1.18218,0.37169,0.74888,0.52595,3.00069,0.08383,1.21613,0.36728,0.77329,0.52433,2.99495,0.08319,1.16921,0.37962,0.72965,0.53728,3.03092,0.08505,1.12696,0.37865,0.74018,0.53538,3.0044,0.08416,1.09615,0.40966,0.71529,0.54507,3.03163,0.08499,1.1073,0.41057,0.72445,0.54874,3.0453,0.08537,1.10525,0.42729,0.68778,0.56982,3.00949,0.08467
136,1.23624,0.34596,0.7997,0.50456,2.91288,0.08388,1.20926,0.37196,0.73711,0.52626,2.96914,0.08381,1.24084,0.36744,0.76302,0.52458,2.98193,0.08323,1.19404,0.37993,0.71796,0.5377,2.99368,0.08503,1.17941,0.37895,0.75696,0.53558,3.04504,0.08416,1.13521,0.40994,0.73345,0.54536,3.00685,0.08496,1.15903,0.41079,0.74527,0.54901,2.98429,0.08538,1.21092,0.4273,0.72494,0.57005,3.01844,0.08464
137,1.23986,0.34609,0.79814,0.50464,2.90791,0.08391,1.2274,0.37208,0.76404,0.52637,2.95496,0.08383,1.2385,0.36757,0.78627,0.52468,2.99568,0.08322,1.16039,0.38024,0.75907,0.53783,3.01088,0.08499,1.19918,0.3791,0.76773,0.53574,2.98902,0.08416,1.15809,0.41001,0.77667,0.54539,2.95013,0.085,1.17377,0.41087,0.79187,0.54907,3.0533,0.08531,1.18975,0.42734,0.72398,0.57025,2.98608,0.08459
138,1.24545,0.34618,0.7965,0.5047,2.92302,0.08388,1.19536,0.37229,0.73875,0.52662,2.94277,0.08385,1.20489,0.36777,0.77087,0.52483,3.00679,0.08322,1.19944,0.38039,0.7166,0.53818,2.9674,0.085,1.18995,0.37931,0.74557,0.53598,3.02207,0.08417,1.1465,0.41017,0.73704,0.54561,2.97173,0.085,1.14442,0.41107,0.7416,0.54929,3.00488,0.0853,1.17298,0.42744,0.69445,0.57056,2.9828,0.08461
139,1.25066,0.34626,0.80132,0.50474,2.91915,0.08391,1.19491,0.37254,0.76456,0.52676,2.9754,0.08384,1.20673,0.368,0.77163,0.52498,2.9988,0.08322,1.14368,0.38077,0.76602,0.53823,2.97889,0.085,1.13084,0.37974,0.7896,0.536,3.03018,0.08417,1.09436,0.4105,0.74386,0.54575,2.998,0.08501,1.09724,0.41144,0.75562,0.54944,2.98375,0.08529,1.09449,0.42779,0.72819,0.57071,3.00319,0.08464
140,1.22558,0.3464,0.79356,0.50474,2.91337,0.0839,1.1759,0.37284,0.7796,0.52674,2.97721,0.08384,1.20031,0.36822,0.79311,0.52504,2.97938,0.08325,1.14016,0.38115,0.77869,0.53824,2.96004,0.08502,1.12564,0.38022,0.79954,0.53598,2.98657,0.08419,1.04584,0.41105,0.78873,0.54574,2.97874,0.08499,1.07655,0.41189,0.77777,0.5495,2.98341,0.08529,1.01272,0.42844,0.77209,0.57068,2.95327,0.0847
141,1.23324,0.34649,0.79167,0.50477,2.93604,0.08391,1.19939,0.37307,0.78829,0.5267,2.9518,0.08384,1.22361,0.36832,0.78655,0.52511,3.00627,0.08324,1.18063,0.38136,0.75882,0.53838,2.99485,0.085,1.16442,0.38048,0.77697,0.53604,3.00673,0.0842,1.13563,0.41118,0.76982,0.54582,2.97476,0.085,1.17805,0.41194,0.74054,0.54968,3.02375,0.08527,1.09984,0.42867,0.72461,0.57084,3.0055,0.08469
142,1.25058,0.34651,0.78954,0.50484,2.89666,0.08392,1.20697,0.37324,0.76297,0.52683,2.93617,0.08385,1.23634,0.36848,0.78153,0.52523,2.99673,0.08324,1.15389,0.38175,0.75982,0.53848,2.93857,0.08501,1.18501,0.38073,0.75931,0.53618,3.02072,0.08421,1.14241,0.41142,0.76524,0.54587,2.95911,0.08501,1.15708,0.41218,0.73812,0.54995,2.96674,0.08526,1.12009,0.42899,0.71204,0.57112,2.90061,0.08481
143,1.27101,0.3465,0.7937,0.50491,2.91823,0.08391,1.20928,0.37341,0.74963,0.52698,2.94334,0.08388,1.2127,0.36863,0.75851,0.52541,2.95737,0.08328,1.18166,0.38198,0.72945,0.53869,2.96027,0.08502,1.16943,0.38098,0.72966,0.53645,3.04049,0.08418,1.10768,0.41174,0.73616,0.54603,2.97573,0.085,1.1233,0.41249,0.73988,0.55013,2.94396,0.08528,1.10559,0.42923,0.71389,0.5713,2.96616,0.08483
144,1.22903,0.34656,0.79589,0.50495,2.92336,0.08392,1.1865,0.37364,0.73951,0.5272,2.94572,0.08391,1.21225,0.36877,0.75876,0.52558,3.00485,0.08327,1.15285,0.38225,0.7398,0.53888,2.93912,0.08505,1.17829,0.38117,0.75572,0.53659,2.96333,0.0842,1.13217,0.41185,0.74234,0.54617,2.97841,0.08499,1.11086,0.41273,0.70734,0.55046,3.00984,0.08527,1.10481,0.42944,0.6901,0.57161,2.96819,0.08485
145,1.23522,0.34672,0.7962,0.50503,2.9119,0.08392,1.16944,0.37398,0.74506,0.52743,2.96071,0.08389,1.2025,0.36905,0.73255,0.52594,2.99795,0.08326,1.1466,0.3826,0.70676,0.53926,2.98454,0.08504,1.13149,0.38159,0.74473,0.53681,3.02704,0.08418,1.07363,0.41229,0.71019,0.54653,2.98978,0.08498,1.08872,0.41312,0.7301,0.55073,2.95005,0.08531,1.04165,0.43002,0.679,0.57204,3.00372,0.08482
146,1.22197,0.34689,0.78181,0.50516,2.91995,0.08392,1.18741,0.37425,0.74928,0.52762,2.9741,0.08388,1.20814,0.36925,0.73102,0.52625,3.00668,0.08327,1.11846,0.38302,0.72921,0.53949,2.93979,0.08507,1.12823,0.38202,0.73425,0.53703,3.04138,0.08419,1.07875,0.41263,0.71514,0.54681,3.00406,0.08496,1.12141,0.41339,0.7097,0.55102,3.00294,0.08529,1.11063,0.43031,0.68314,0.57236,2.91927,0.08487
147,1.23368,0.34708,0.78994,0.50526,2.9027,0.08395,1.15809,0.37468,0.74773,0.52785,2.95459,0.08389,1.19471,0.36951,0.76999,0.52643,3.01802,0.08324,1.14511,0.38338,0.72886,0.5398,2.96996,0.08508,1.13581,0.38244,0.74262,0.53728,3.0339,0.08417,1.08233,0.41305,0.72631,0.54712,2.93426,0.08502,1.10028,0.41377,0.73619,0.55129,2.96246,0.08533,1.12353,0.43056,0.67803,0.57278,2.98168,0.08489
148,1.22549,0.34727,0.79281,0.50534,2.90277,0.08395,1.16131,0.375,0.74859,0.52801,2.97941,0.08388,1.17469,0.36977,0.76862,0.52658,2.97443,0.08325,1.12965,0.3837,0.71791,0.5401,2.98918,0.08505,1.12147,0.38281,0.74731,0.53746,3.03706,0.08416,1.0664,0.41342,0.74181,0.54728,3.01049,0.08502,1.08214,0.41413,0.7238,0.55156,3.00065,0.0853,1.07158,0.43091,0.71557,0.57294,2.99343,0.08491
149,1.22409,0.34741,0.78868,0.50539,2.9019,0.08397,1.1926,0.37517,0.76448,0.52811,2.95794,0.08389,1.19595,0.36997,0.77249,0.52667,2.97509,0.08326,1.14441,0.38397,0.73734,0.54028,2.9968,0.08502,1.16713,0.38298,0.77707,0.53752,2.99692,0.08418,1.12981,0.41354,0.75055,0.54738,2.96618,0.08505,1.12587,0.41436,0.71809,0.55182,2.96831,0.08532,1.04577,0.43132,0.71557,0.5731,3.00002,0.08491
150,1.241,0.34747,0.78847,0.50541,2.90153,0.08396,1.19914,0.37533,0.75816,0.52821,2.93676,0.08389,1.19708,0.37015,0.74954,0.5269,2.97695,0.08328,1.15958,0.38419,0.76488,0.5403,2.94506,0.08505,1.13827,0.38327,0.77932,0.53751,3.0122,0.08416,1.10397,0.41377,0.75851,0.54742,2.96257,0.08506,1.1421,0.4145,0.75544,0.55188,2.99949,0.08528,1.14212,0.43138,0.72776,0.57321,2.93882,0.08493
151,1.24356,0.34757,0.78793,0.50545,2.91252,0.08398,1.16999,0.37563,0.76667,0.52829,2.93111,0.08392,1.19894,0.37033,0.79606,0.52688,2.97299,0.08329,1.15306,0.38451,0.76226,0.54038,2.92914,0.08511,1.14394,0.38357,0.78236,0.5375,2.99882,0.08417,1.08472,0.41411,0.77036,0.54746,2.97152,0.08505,1.10099,0.41483,0.79552,0.55182,2.9065,0.08536,1.07225,0.4318,0.76947,0.57315,2.96168,0.08492
152,1.24227,0.34762,0.80051,0.50544,2.92395,0.08399,1.19432,0.37584,0.75802,0.52845,2.96374,0.08389,1.2267,0.37046,0.76368,0.52705,2.9762,0.08331,1.15565,0.38481,0.74268,0.54058,2.91926,0.08515,1.17655,0.38383,0.76068,0.53765,2.99659,0.08418,1.12306,0.4144,0.74841,0.54761,2.94681,0.08508,1.14042,0.41509,0.72543,0.55212,2.9964,0.08535,1.1386,0.43211,0.71895,0.57345,2.94998,0.08497
153,1.24582,0.34767,0.79589,0.50541,2.88506,0.08402,1.15752,0.37616,0.77205,0.52851,2.98071,0.08387,1.17023,0.37079,0.77795,0.52714,2.94685,0.08334,1.10444,0.38526,0.78201,0.54055,2.99214,0.08511,1.11347,0.38429,0.76406,0.53775,2.98166,0.0842,1.06612,0.41482,0.75745,0.54768,2.94798,0.08511,1.04606,0.41564,0.78494,0.55212,2.96176,0.08535,0.98268,0.43286,0.73532,0.57354,2.98572,0.08497
154,1.23124,0.3477,0.78806,0.50548,2.89446,0.08399,1.23088,0.37621,0.76279,0.52856,2.89951,0.08393,1.23961,0.37083,0.77397,0.52722,3.0016,0.08333,1.19234,0.38533,0.7595,0.5406,2.9268,0.08513,1.19572,0.38443,0.75739,0.53788,2.98843,0.0842,1.17151,0.41477,0.74531,0.54781,2.95202,0.08513,1.19014,0.41562,0.75803,0.55222,2.97682,0.08533,1.16483,0.43285,0.76149,0.57353,2.95315,0.08498
155,1.236,0.34774,0.78175,0.50561,2.90943,0.08401,1.23003,0.37626,0.73929,0.52876,2.96109,0.08395,1.21268,0.37094,0.74239,0.52747,2.95738,0.08335,1.1848,0.38549,0.71712,0.5409,2.96352,0.08512,1.18543,0.38457,0.73229,0.53811,2.95375,0.08425,1.16098,0.41479,0.70695,0.54811,2.96776,0.08512,1.18952,0.41559,0.71164,0.55257,2.93588,0.08536,1.15796,0.43291,0.6901,0.57389,2.92744,0.08503
156,1.23728,0.34777,0.78426,0.50571,2.90814,0.08399,1.20386,0.37642,0.72229,0.52905,2.94496,0.08393,1.22985,0.37104,0.7358,0.52774,2.97264,0.08336,1.17251,0.38573,0.70949,0.54122,2.89015,0.08513,1.15571,0.38486,0.73041,0.53835,2.96608,0.08427,1.14167,0.41493,0.71865,0.54839,2.95033,0.08511,1.18167,0.41568,0.68756,0.553,2.93554,0.08536,1.17639,0.433,0.67318,0.57428,2.90192,0.08508
157,1.22038,0.34786,0.77422,0.50587,2.91297,0.08398,1.16508,0.37664,0.69878,0.52951,2.9525,0.08392,1.18905,0.37124,0.72096,0.5281,2.9542,0.08338,1.12223,0.38607,0.6955,0.54159,2.97404,0.08512,1.13608,0.38513,0.70753,0.53871,3.01233,0.08424,1.10036,0.41513,0.67187,0.54882,2.92571,0.08514,1.1395,0.41579,0.6814,0.55343,2.95949,0.08536,1.13527,0.43313,0.64988,0.57476,3.00698,0.08508
158,1.23152,0.34793,0.78762,0.50592,2.90457,0.08396,1.17343,0.37689,0.74214,0.52967,2.93705,0.08392,1.18846,0.37146,0.7545,0.52827,2.98826,0.08338,1.1571,0.38634,0.7503,0.54168,2.90672,0.08519,1.14764,0.38544,0.75276,0.53881,2.96572,0.08425,1.10774,0.41536,0.71874,0.54906,2.97876,0.08513,1.11797,0.41601,0.72315,0.55369,2.94225,0.0854,1.11321,0.43333,0.70925,0.57493,2.93966,0.08511
159,1.2097,0.34805,0.78659,0.50596,2.91488,0.084,1.09823,0.37744,0.72929,0.5299,2.95443,0.08393,1.12305,0.37194,0.75506,0.52845,3.01794,0.08335,1.04951,0.38696,0.72681,0.54191,2.94487,0.08521,1.03834,0.3861,0.72403,0.53906,3.0188,0.08425,0.98017,0.41607,0.72371,0.54928,2.91226,0.08517,0.97633,0.4168,0.71794,0.55394,2.98629,0.08537,0.92636,0.43419,0.73501,0.57504,2.85339,0.08525
160,1.23859,0.34804,0.78616,0.506,2.8927,0.08401,1.22995,0.37748,0.74456,0.53003,2.93782,0.08396,1.22893,0.37203,0.75502,0.5286,3.00473,0.08332,1.18615,0.38707,0.74334,0.54202,2.95885,0.08522,1.18986,0.38623,0.74062,0.53919,2.98067,0.08427,1.17077,0.4161,0.72355,0.5495,2.96746,0.08516,1.18268,0.41684,0.70661,0.55419,2.97887,0.08534,1.12056,0.43438,0.69426,0.57528,2.89013,0.08534
161,1.226,0.34822,0.78787,0.50603,2.89801,0.08401,1.19589,0.3776,0.71706,0.5303,2.9127,0.08397,1.22241,0.37209,0.75256,0.52877,2.95779,0.08333,1.17514,0.38717,0.72281,0.54226,2.93429,0.0852,1.15534,0.38645,0.73578,0.53939,3.00173,0.08428,1.12281,0.41624,0.70851,0.54977,2.946,0.08514,1.17217,0.41684,0.70597,0.5545,2.95851,0.08534,1.12909,0.43447,0.67395,0.57564,2.90368,0.08541
162,1.22829,0.34838,0.79261,0.50604,2.89597,0.08401,1.16041,0.37788,0.76768,0.53037,2.93854,0.08398,1.16054,0.37241,0.76348,0.52887,2.98925,0.08333,1.10463,0.38758,0.7567,0.54236,2.94792,0.08519,1.13676,0.38674,0.76385,0.53945,2.94949,0.08436,1.06638,0.41657,0.75274,0.54988,2.93517,0.08516,1.08777,0.41721,0.76884,0.55454,2.98664,0.08533,1.04159,0.43497,0.73512,0.57578,3.01054,0.08539
163,1.22972,0.34855,0.78834,0.50609,2.89473,0.08401,1.18756,0.37802,0.74162,0.53051,2.96308,0.08396,1.22186,0.37246,0.75959,0.529,2.99035,0.08332,1.18164,0.38767,0.74415,0.54248,3.00823,0.08516,1.1816,0.38684,0.75348,0.53956,3.00635,0.08434,1.15656,0.41655,0.76583,0.54986,2.96819,0.08514,1.16322,0.41725,0.7507,0.55469,2.97415,0.08532,1.1678,0.43494,0.75209,0.57584,3.02189,0.08535
164,1.22783,0.34857,0.78346,0.50616,2.89613,0.08404,1.17506,0.37828,0.73366,0.53074,2.96849,0.08394,1.19727,0.37265,0.74226,0.52923,2.95502,0.08336,1.16068,0.38787,0.70688,0.54281,2.97417,0.08517,1.16653,0.38703,0.72202,0.53983,2.96635,0.08435,1.12818,0.4167,0.72844,0.55005,2.95616,0.08515,1.12946,0.41746,0.72505,0.55493,2.94523,0.08534,1.11981,0.4351,0.68632,0.57617,2.9854,0.08534
165,1.21191,0.34872,0.78021,0.50626,2.89167,0.08406,1.10683,0.37865,0.72335,0.53099,2.9248,0.08395,1.15515,0.37295,0.73812,0.52946,2.94024,0.08337,1.0923,0.38824,0.71406,0.54304,2.9581,0.08516,1.07278,0.38746,0.70624,0.54012,2.99975,0.08432,1.03358,0.41706,0.69535,0.55037,2.93426,0.08517,1.02832,0.41788,0.72855,0.55511,2.93862,0.08538,1.00745,0.43555,0.69654,0.57636,2.95982,0.08535
166,1.22703,0.34881,0.78708,0.50629,2.89051,0.08406,1.16164,0.37886,0.7629,0.53103,2.94397,0.08394,1.19058,0.37304,0.75614,0.52959,2.958,0.08338,1.13717,0.38845,0.77366,0.54303,2.97319,0.08514,1.1348,0.3877,0.7668,0.54022,2.97324,0.08433,1.0659,0.41732,0.76101,0.55042,2.94387,0.08517,1.10827,0.41806,0.75975,0.55521,2.93786,0.0854,1.08634,0.43574,0.76685,0.57641,2.95398,0.08536
167,1.21897,0.34893,0.78975,0.5063,2.91152,0.08407,1.1473,0.37911,0.74342,0.53118,2.92065,0.08396,1.18496,0.37323,0.76659,0.52967,2.95281,0.0834,1.13025,0.38871,0.74575,0.54311,2.93045,0.08516,1.11059,0.38802,0.74577,0.54032,2.9592,0.08435,1.06082,0.41766,0.74132,0.55052,2.94637,0.08517,1.09807,0.41834,0.74813,0.55531,2.9501,0.08541,1.03959,0.43612,0.72693,0.57649,3.02718,0.08532
168,1.20977,0.34914,0.78251,0.50639,2.89738,0.08405,1.19064,0.37925,0.7103,0.53149,2.94496,0.08394,1.2059,0.37331,0.74031,0.52988,2.95431,0.08341,1.15149,0.38892,0.70205,0.54345,2.95309,0.08516,1.14157,0.38822,0.71403,0.54059,2.92925,0.08438,1.12215,0.41771,0.70894,0.55079,2.92628,0.08518,1.13971,0.41844,0.73285,0.55554,2.96388,0.08541,1.11409,0.43625,0.68082,0.5768,2.94087,0.08531
169,1.2233,0.34921,0.786,0.5064,2.89155,0.08404,1.15347,0.37949,0.76931,0.53147,2.91443,0.08397,1.16739,0.37352,0.78323,0.52989,2.99611,0.0834,1.11314,0.38923,0.73962,0.54353,2.98225,0.08513,1.10531,0.38854,0.77101,0.54059,2.9594,0.08438,1.05919,0.41802,0.74886,0.55088,2.94233,0.08517,1.10603,0.41864,0.75169,0.5556,2.91902,0.08545,1.04532,0.43661,0.74511,0.57677,2.98111,0.08532
170,1.20954,0.34931,0.77324,0.50652,2.896,0.08405,1.19284,0.37961,0.71317,0.53174,2.93746,0.08397,1.17869,0.3737,0.73189,0.5301,2.97234,0.0834,1.15431,0.38942,0.70229,0.54378,2.95729,0.08514,1.14055,0.38875,0.70978,0.54084,2.9476,0.0844,1.11023,0.41818,0.71367,0.55109,2.91602,0.08521,1.14713,0.41875,0.68907,0.55591,2.93245,0.08547,1.07393,0.43686,0.66789,0.57707,2.94842,0.08534
171,1.22617,0.34937,0.78429,0.5065,2.88143,0.08406,1.15491,0.37984,0.76118,0.53172,2.90274,0.084,1.18383,0.37387,0.76436,0.53015,2.97147,0.08338,1.11223,0.38973,0.76112,0.54376,2.92831,0.08515,1.12122,0.38904,0.74717,0.54096,2.98369,0.08438,1.05929,0.41848,0.75104,0.55113,2.94862,0.0852,1.0543,0.41916,0.77034,0.55587,2.96107,0.08546,1.01917,0.43729,0.7415,0.5771,2.958,0.08532
172,1.2225,0.34948,0.77926,0.50655,2.87574,0.08411,1.14772,0.38006,0.73962,0.53182,2.91888,0.08401,1.15854,0.3741,0.74871,0.53028,2.93024,0.08342,1.10062,0.39009,0.71746,0.54395,2.91047,0.08519,1.11306,0.38931,0.73336,0.54109,2.97705,0.08437,1.06924,0.41875,0.71807,0.55131,2.91519,0.08523,1.06746,0.4195,0.72837,0.55599,2.92798,0.08546,1.05156,0.43762,0.68583,0.57731,2.90972,0.08537
173,1.23982,0.34949,0.78785,0.50657,2.86918,0.08413,1.22676,0.38007,0.74193,0.53194,2.95503,0.08401,1.23159,0.37411,0.74406,0.53043,2.95005,0.08344,1.20019,0.39013,0.72066,0.54413,2.92552,0.08521,1.20526,0.38931,0.72406,0.54127,2.97656,0.08436,1.18043,0.41869,0.71442,0.55151,2.93917,0.08522,1.18688,0.41949,0.73173,0.55617,2.92425,0.08548,1.17412,0.43759,0.70431,0.57748,2.93253,0.08541
174,1.21177,0.3496,0.78346,0.50663,2.90076,0.08413,1.14207,0.38034,0.74148,0.53205,2.92706,0.084,1.14889,0.37438,0.76059,0.53052,2.97077,0.08345,1.08059,0.39057,0.72108,0.5443,2.92344,0.0852,1.08135,0.38974,0.75077,0.54133,2.97102,0.08435,1.02896,0.41912,0.72283,0.55167,2.89835,0.08525,1.02991,0.41998,0.72567,0.55634,2.88316,0.08555,1.04745,0.43796,0.69942,0.57768,2.97085,0.08538
