batch,loss_L0_age_bin,acc_L0_age_bin,loss_L0_gender,acc_L0_gender,loss_L0_star_sign,acc_L0_star_sign,loss_L4_age_bin,acc_L4_age_bin,loss_L4_gender,acc_L4_gender,loss_L4_star_sign,acc_L4_star_sign,loss_L8_age_bin,acc_L8_age_bin,loss_L8_gender,acc_L8_gender,loss_L8_star_sign,acc_L8_star_sign,loss_L12_age_bin,acc_L12_age_bin,loss_L12_gender,acc_L12_gender,loss_L12_star_sign,acc_L12_star_sign,loss_L16_age_bin,acc_L16_age_bin,loss_L16_gender,acc_L16_gender,loss_L16_star_sign,acc_L16_star_sign,loss_L20_age_bin,acc_L20_age_bin,loss_L20_gender,acc_L20_gender,loss_L20_star_sign,acc_L20_star_sign,loss_L24_age_bin,acc_L24_age_bin,loss_L24_gender,acc_L24_gender,loss_L24_star_sign,acc_L24_star_sign,loss_L28_age_bin,acc_L28_age_bin,loss_L28_gender,acc_L28_gender,loss_L28_star_sign,acc_L28_star_sign
0,1.59736,0.32498,1.06261,0.50418,3.31282,0.08131,1.46264,0.33905,0.94846,0.4989,3.00258,0.08716,1.53434,0.31673,1.0332,0.49771,3.05661,0.08598,1.46484,0.32474,0.94744,0.49506,3.11581,0.07899,1.51502,0.32626,0.92465,0.5129,3.10963,0.08313,1.49905,0.34081,1.02514,0.49956,3.28953,0.07124,1.59075,0.33758,1.08184,0.49989,3.21211,0.08735,1.61893,0.34574,1.01973,0.52608,3.32899,0.08906
1,1.57588,0.32492,1.02142,0.5092,3.29884,0.08039,1.44402,0.34298,0.95644,0.49476,3.00616,0.086,1.50863,0.31595,1.01873,0.49959,3.03135,0.08605,1.41721,0.33306,0.92617,0.49937,3.08589,0.08144,1.44965,0.33436,0.96292,0.49937,3.13031,0.08282,1.49642,0.34138,0.98716,0.50384,3.22504,0.07578,1.52851,0.34506,1.04087,0.50821,3.21579,0.08671,1.617,0.33501,1.04159,0.51699,3.40051,0.08348
2,1.57315,0.32522,1.05196,0.50351,3.24611,0.08027,1.43938,0.3424,0.90973,0.50036,2.99068,0.08595,1.46568,0.31915,1.00591,0.49844,3.05366,0.08388,1.46634,0.32951,0.94967,0.49443,3.09102,0.08182,1.45432,0.33241,0.95532,0.49389,3.13674,0.08136,1.52594,0.33565,0.98011,0.50525,3.19595,0.07736,1.60392,0.33859,1.01604,0.51023,3.28112,0.0837,1.65352,0.32867,0.98308,0.5206,3.30345,0.08431
3,1.52686,0.32858,1.02248,0.50286,3.22982,0.08185,1.43999,0.34083,0.9173,0.5011,2.96178,0.08589,1.48586,0.31862,0.99003,0.49704,3.03437,0.08332,1.46491,0.32667,0.92738,0.49413,3.02965,0.08296,1.42771,0.33348,0.93548,0.49499,3.07313,0.08277,1.45065,0.33856,0.9613,0.50658,3.16991,0.07915,1.56499,0.3371,1.05377,0.50522,3.21058,0.0838,1.66914,0.32438,1.02512,0.51786,3.32166,0.08409
4,1.53465,0.32949,1.02446,0.5023,3.20923,0.08305,1.41987,0.34032,0.90624,0.50257,2.99074,0.0849,1.48645,0.31859,0.94528,0.49988,3.01184,0.08365,1.43406,0.3272,0.9453,0.49213,3.11254,0.08054,1.43977,0.33277,0.93408,0.49482,3.0837,0.08235,1.45687,0.33884,0.98436,0.50557,3.15882,0.08102,1.60227,0.33453,0.9945,0.50825,3.27825,0.08151,1.5806,0.32497,0.97209,0.52022,3.29875,0.08303
5,1.51501,0.32924,1.00496,0.50255,3.20121,0.08299,1.41253,0.34065,0.91978,0.50274,2.96357,0.08452,1.46599,0.31887,0.95569,0.50025,3.00449,0.08369,1.41235,0.32839,0.91121,0.49372,3.05929,0.08081,1.3884,0.33449,0.92159,0.49566,3.0592,0.08217,1.45621,0.33853,0.96166,0.50593,3.14061,0.08151,1.46839,0.33858,0.98835,0.50915,3.17377,0.08229,1.51898,0.32871,1.01695,0.51695,3.27641,0.08267
6,1.49483,0.32949,1.01205,0.50264,3.18617,0.08304,1.41873,0.34068,0.90961,0.50236,2.96295,0.08414,1.42779,0.32044,0.92349,0.50224,3.02367,0.08301,1.39654,0.3298,0.91696,0.49426,2.97691,0.08185,1.42163,0.33436,0.92265,0.49635,3.06316,0.08199,1.43324,0.33905,0.98396,0.50494,3.16123,0.08176,1.47145,0.34201,0.98748,0.51013,3.16783,0.08265,1.51052,0.33128,0.95534,0.51739,3.26543,0.08265
7,1.50142,0.32896,0.98137,0.50328,3.18312,0.08285,1.41714,0.34037,0.92619,0.50065,2.95084,0.08468,1.44083,0.3216,0.94813,0.50194,3.03057,0.08269,1.37653,0.33231,0.91025,0.49515,3.00343,0.08243,1.40946,0.33357,0.90747,0.49702,3.07571,0.08147,1.42799,0.33996,0.95946,0.50475,3.12448,0.082,1.48047,0.34329,0.96781,0.51171,3.19003,0.08269,1.52943,0.33231,0.95341,0.51807,3.34022,0.08201
8,1.47645,0.32817,0.98168,0.50368,3.1601,0.08344,1.39275,0.34133,0.91233,0.50043,2.95443,0.08427,1.4482,0.32176,0.936,0.50138,2.98134,0.08276,1.41269,0.33174,0.91813,0.49479,3.03374,0.08234,1.40034,0.33452,0.919,0.49715,3.02859,0.08159,1.42562,0.34054,0.95334,0.50491,3.13416,0.08195,1.50599,0.34272,0.99444,0.50989,3.24333,0.08189,1.4611,0.33487,0.97189,0.51744,3.3057,0.0814
9,1.4622,0.3285,0.98953,0.50312,3.15099,0.08355,1.39071,0.34195,0.90813,0.5,2.95684,0.0846,1.45592,0.32205,0.94411,0.50085,2.98562,0.08318,1.41466,0.33142,0.89897,0.49528,3.06181,0.08155,1.39388,0.33437,0.94247,0.49569,3.04017,0.08157,1.41697,0.34087,0.97896,0.50351,3.14424,0.08216,1.51082,0.34212,0.96338,0.51001,3.16166,0.08217,1.42492,0.33822,0.98561,0.51526,3.15013,0.08288
10,1.4715,0.32774,0.97588,0.503,3.14711,0.08338,1.40253,0.34241,0.89381,0.50036,2.97566,0.08435,1.43517,0.32217,0.9213,0.50152,3.00335,0.08299,1.38825,0.33231,0.88187,0.49642,3.0216,0.08166,1.36143,0.33579,0.90638,0.49641,3.00743,0.08205,1.41249,0.34137,0.94991,0.50342,3.12099,0.08226,1.41646,0.34496,0.92503,0.51167,3.18411,0.08207,1.48888,0.33884,0.90599,0.51738,3.25358,0.08274
11,1.45866,0.32799,0.97025,0.50279,3.13946,0.08358,1.37427,0.34333,0.90494,0.50015,2.96805,0.08397,1.45569,0.32188,0.92362,0.50156,2.96967,0.08328,1.38971,0.33234,0.90191,0.49672,3.00723,0.08172,1.37673,0.33609,0.90604,0.49669,3.04118,0.08206,1.40618,0.34163,0.93658,0.50379,3.11265,0.08235,1.45184,0.34608,0.88421,0.51435,3.186,0.08211,1.43541,0.34035,0.9369,0.51747,3.22338,0.08289
12,1.45231,0.32825,0.97445,0.5022,3.14607,0.08367,1.38379,0.34385,0.89405,0.50094,2.9594,0.08362,1.43501,0.3222,0.90874,0.50212,2.98106,0.08345,1.38478,0.333,0.88464,0.49726,2.98335,0.08194,1.34413,0.33742,0.88808,0.49801,2.98936,0.08252,1.37339,0.34296,0.91917,0.50423,3.07072,0.08288,1.4637,0.34635,0.94594,0.5147,3.1609,0.08234,1.50027,0.3404,0.92207,0.5186,3.30179,0.08226
13,1.44184,0.32834,0.96866,0.50176,3.1298,0.0837,1.38748,0.3442,0.88474,0.50143,2.94475,0.08368,1.4227,0.32293,0.9018,0.50288,2.98487,0.08352,1.41545,0.33245,0.87507,0.49853,2.99963,0.08217,1.34817,0.33875,0.90826,0.49805,3.05873,0.08209,1.42602,0.34257,0.9068,0.50534,3.06159,0.08337,1.41456,0.34813,0.96387,0.51445,3.23059,0.08178,1.43261,0.34141,0.88764,0.52088,3.1982,0.08251
14,1.44615,0.32854,0.94827,0.50197,3.1159,0.08402,1.39898,0.34398,0.89153,0.50166,2.94337,0.08381,1.40949,0.32368,0.93645,0.50194,2.97628,0.08362,1.38738,0.33215,0.89207,0.49848,3.00119,0.08228,1.35665,0.33913,0.86563,0.4997,3.06093,0.08151,1.38311,0.34341,0.92022,0.50562,3.12841,0.08309,1.45872,0.34823,0.88456,0.51627,3.16152,0.082,1.46131,0.34164,0.86599,0.52386,3.19231,0.08309
15,1.42567,0.32924,0.9515,0.5021,3.11126,0.08422,1.38469,0.34401,0.89777,0.50139,2.94303,0.08389,1.42051,0.32415,0.89667,0.50284,2.95442,0.08403,1.39031,0.33238,0.86659,0.49957,2.98215,0.08229,1.36411,0.33981,0.89308,0.49999,3.04974,0.08131,1.39008,0.34378,0.89817,0.5067,3.12558,0.08294,1.46305,0.34786,0.8824,0.51827,3.18427,0.08196,1.43185,0.34264,0.85976,0.52584,3.18484,0.08333
16,1.43157,0.3295,0.94994,0.50186,3.12277,0.08409,1.37126,0.34461,0.88587,0.50164,2.96105,0.08381,1.42673,0.32421,0.88226,0.50365,2.97199,0.08419,1.36906,0.3328,0.84944,0.50092,2.99844,0.082,1.35688,0.34027,0.89613,0.50067,2.97098,0.08203,1.40377,0.34376,0.89155,0.50798,3.08785,0.08275,1.3992,0.34881,0.91945,0.51873,3.1838,0.08176,1.39527,0.34476,0.92234,0.52625,3.23725,0.08298
17,1.43289,0.32959,0.93461,0.50259,3.09443,0.08382,1.38036,0.34456,0.89093,0.50133,2.9292,0.08383,1.42722,0.32443,0.86531,0.50482,2.97508,0.08416,1.36613,0.33325,0.85381,0.50193,2.98663,0.08204,1.34432,0.34071,0.85763,0.50197,2.98683,0.0822,1.3937,0.34385,0.91838,0.50808,3.06724,0.08306,1.39821,0.35001,0.88077,0.52017,3.11895,0.08217,1.3803,0.3463,0.84344,0.52862,3.11775,0.08377
18,1.41799,0.32965,0.952,0.50276,3.11398,0.08388,1.38304,0.34461,0.86105,0.50194,2.93204,0.08384,1.38197,0.3252,0.87167,0.50568,2.93486,0.08444,1.32597,0.33436,0.84964,0.50323,2.97509,0.08223,1.34389,0.34116,0.8862,0.50227,3.01439,0.08214,1.39221,0.34426,0.89808,0.50847,3.12499,0.08282,1.39223,0.35074,0.86432,0.52179,3.16259,0.0823,1.39941,0.34716,0.88462,0.52906,3.1968,0.08342
19,1.41383,0.33024,0.92661,0.5032,3.11499,0.08374,1.34624,0.34548,0.88557,0.50171,2.94139,0.08384,1.37309,0.32613,0.85881,0.50693,2.94747,0.08457,1.33153,0.33525,0.88367,0.50327,2.97642,0.08253,1.3245,0.34194,0.88755,0.50224,3.01696,0.08201,1.35689,0.34504,0.89327,0.50889,3.0626,0.08285,1.35445,0.35219,0.9205,0.52177,3.14544,0.08228,1.29565,0.35043,0.95177,0.52799,3.09747,0.08375
20,1.41515,0.33016,0.93121,0.50309,3.09508,0.08351,1.38657,0.3453,0.89219,0.50142,2.92724,0.08388,1.39075,0.32639,0.91235,0.50665,2.97249,0.08451,1.38005,0.33492,0.85529,0.50392,2.96454,0.08274,1.33934,0.34235,0.86897,0.50291,2.98779,0.08194,1.39716,0.34505,0.90376,0.50899,3.05311,0.08314,1.42582,0.35204,0.91879,0.52202,3.03833,0.0832,1.39866,0.35097,0.92236,0.5277,3.15043,0.08379
21,1.38612,0.33091,0.92737,0.50366,3.1047,0.08317,1.3722,0.3456,0.85895,0.50228,2.93891,0.08364,1.36125,0.3276,0.91555,0.5066,2.93555,0.08464,1.35262,0.33553,0.91301,0.50354,3.05524,0.08234,1.33928,0.34286,0.88945,0.50271,3.03434,0.08165,1.35913,0.34554,0.87767,0.50985,3.08227,0.08323,1.39694,0.35216,0.90173,0.52252,3.07325,0.08358,1.35966,0.35207,0.89692,0.52788,3.09708,0.08397
22,1.39601,0.33087,0.92376,0.5039,3.10505,0.08283,1.36399,0.34572,0.85714,0.50263,2.91955,0.08368,1.39154,0.32777,0.88821,0.50687,2.97253,0.08451,1.36535,0.33533,0.88288,0.50347,3.01219,0.0821,1.33409,0.34316,0.88662,0.50253,2.96025,0.08182,1.37134,0.34582,0.89866,0.5099,3.09203,0.08339,1.38372,0.35242,0.89012,0.52273,3.08324,0.08389,1.32227,0.3537,0.87048,0.52829,3.16875,0.08377
23,1.38946,0.33122,0.93124,0.50404,3.11552,0.08283,1.35911,0.34591,0.86673,0.50302,2.94359,0.08357,1.37513,0.32824,0.84178,0.50811,2.97329,0.08435,1.36675,0.33538,0.87442,0.50366,2.96293,0.08231,1.29488,0.34414,0.89305,0.50236,3.01413,0.08189,1.39286,0.34551,0.87151,0.51045,3.06428,0.08346,1.35214,0.35359,0.89522,0.52289,3.04631,0.0846,1.32722,0.35514,0.89886,0.52809,3.1718,0.08368
24,1.38914,0.33106,0.92435,0.50389,3.10086,0.08281,1.34035,0.34625,0.86901,0.50314,2.94433,0.08344,1.38466,0.32864,0.86446,0.50862,2.97878,0.08423,1.34742,0.33565,0.84981,0.5043,2.95392,0.08252,1.32049,0.3449,0.86933,0.5028,2.99756,0.08188,1.33124,0.34644,0.89511,0.51053,3.11265,0.08324,1.3382,0.35471,0.86694,0.5237,3.10879,0.08487,1.24675,0.35816,0.91228,0.52802,3.19386,0.08342
25,1.40474,0.3311,0.92162,0.50364,3.08724,0.08276,1.34624,0.34671,0.87021,0.50323,2.93278,0.08338,1.39378,0.3286,0.85206,0.50925,2.97458,0.08398,1.36083,0.3357,0.85744,0.50477,3.00034,0.08226,1.33331,0.34499,0.89992,0.50241,2.96796,0.08206,1.40564,0.34622,0.8763,0.51084,3.03728,0.08328,1.40292,0.35477,0.88604,0.52386,3.09213,0.08529,1.41658,0.35841,0.91071,0.52775,3.18096,0.08334
26,1.39287,0.33106,0.91198,0.50345,3.07219,0.08273,1.35782,0.34667,0.86236,0.50331,2.92141,0.08351,1.40403,0.3285,0.88717,0.50919,2.95024,0.08396,1.32472,0.33623,0.85419,0.50503,2.96296,0.08235,1.33293,0.34498,0.88418,0.50237,2.97973,0.08201,1.36063,0.34634,0.90332,0.51067,3.07002,0.08327,1.33816,0.35563,0.89382,0.5237,3.11139,0.08536,1.34401,0.35925,0.89816,0.52765,3.12791,0.08332
27,1.38757,0.33138,0.9239,0.5033,3.09506,0.08277,1.36215,0.34683,0.86036,0.50358,2.91855,0.08361,1.39581,0.32865,0.86709,0.50948,2.97665,0.08391,1.33582,0.33672,0.87276,0.50493,2.96205,0.08243,1.32129,0.34518,0.87106,0.50266,2.942,0.08229,1.35014,0.34686,0.87985,0.51093,3.0202,0.08374,1.40311,0.35589,0.87921,0.52413,3.13307,0.0853,1.34004,0.36028,0.84346,0.52897,3.12541,0.08347
28,1.3613,0.33169,0.91338,0.503,3.06743,0.08286,1.33163,0.34727,0.85548,0.50363,2.91455,0.08371,1.37233,0.32901,0.86382,0.50983,2.9773,0.08385,1.33198,0.33727,0.86477,0.50497,2.95953,0.08236,1.30311,0.34587,0.8616,0.50309,3.002,0.08217,1.35903,0.34701,0.87491,0.51124,3.07686,0.08377,1.31246,0.35707,0.86838,0.52436,3.09329,0.08542,1.29545,0.36194,0.88184,0.52905,3.14014,0.08334
29,1.3774,0.33198,0.90523,0.50294,3.04758,0.08302,1.33523,0.34768,0.86029,0.5036,2.93428,0.08373,1.36598,0.32932,0.87424,0.50995,2.95695,0.08379,1.33228,0.33754,0.86396,0.50512,2.9581,0.08242,1.28189,0.34647,0.85862,0.5034,2.97734,0.08215,1.31492,0.34786,0.87182,0.51148,3.05693,0.08379,1.33867,0.35771,0.87097,0.52458,3.11163,0.08538,1.28412,0.36322,0.86343,0.52943,3.13642,0.08328
30,1.37517,0.33212,0.89956,0.50228,3.06459,0.08325,1.32514,0.34817,0.86527,0.50358,2.89387,0.08395,1.37252,0.32941,0.87003,0.5101,2.96322,0.08376,1.32718,0.33796,0.84627,0.50555,2.93694,0.08251,1.30102,0.3469,0.83549,0.50438,3.00491,0.08209,1.31929,0.34868,0.88226,0.51142,3.03395,0.08393,1.28828,0.35898,0.86072,0.52508,3.1016,0.08531,1.26654,0.36514,0.80326,0.53099,3.11538,0.08325
31,1.38571,0.33235,0.88971,0.50221,3.04944,0.0833,1.33211,0.34853,0.86355,0.50353,2.93067,0.08388,1.36775,0.32973,0.84876,0.51046,2.96317,0.08364,1.32302,0.33833,0.85851,0.50566,2.95938,0.08256,1.28559,0.34771,0.82157,0.50547,2.93561,0.08232,1.28839,0.34984,0.85358,0.51205,3.0761,0.08375,1.30698,0.36016,0.85837,0.52558,3.13578,0.08536,1.29998,0.36634,0.8331,0.53202,3.16568,0.08316
32,1.37453,0.33245,0.90849,0.5021,3.06351,0.08329,1.32894,0.34889,0.83991,0.50386,2.93117,0.08374,1.36139,0.33021,0.86886,0.51052,2.93803,0.08371,1.32349,0.33879,0.85133,0.50605,2.97083,0.08255,1.28803,0.3484,0.85134,0.50567,2.99759,0.08226,1.30784,0.35062,0.877,0.51219,3.0542,0.08373,1.31523,0.361,0.86451,0.52595,3.13255,0.08522,1.26371,0.36763,0.85779,0.53218,3.12349,0.08302
33,1.36958,0.33241,0.89802,0.50206,3.0561,0.08313,1.35427,0.34873,0.85492,0.50387,2.91632,0.08368,1.35837,0.33052,0.87432,0.51048,2.92896,0.08376,1.33418,0.33894,0.86827,0.50595,2.92602,0.08268,1.29675,0.34859,0.84417,0.50596,2.98276,0.0823,1.32579,0.35089,0.8383,0.51279,3.01685,0.0838,1.31067,0.36162,0.88508,0.52594,3.10149,0.08523,1.3236,0.36794,0.85202,0.53258,3.17864,0.08285
34,1.36478,0.33257,0.88956,0.50213,3.06426,0.08309,1.31574,0.34929,0.85754,0.50385,2.94342,0.08352,1.34518,0.33095,0.85762,0.51072,2.96041,0.08368,1.314,0.33946,0.84298,0.50618,2.94581,0.08267,1.30199,0.34891,0.83569,0.50657,2.92328,0.08248,1.33451,0.3512,0.85952,0.51299,3.04722,0.0837,1.32577,0.36218,0.83453,0.52668,3.02549,0.0856,1.26694,0.36954,0.82466,0.53321,3.11186,0.08289
35,1.36334,0.33258,0.8765,0.50239,3.03708,0.08312,1.30701,0.34965,0.8596,0.50377,2.91084,0.08359,1.35289,0.33132,0.82941,0.51129,2.9458,0.08368,1.30388,0.33979,0.83078,0.50666,2.92671,0.08277,1.27685,0.3494,0.81422,0.50735,2.97283,0.08253,1.29073,0.3519,0.84916,0.51334,3.04152,0.08366,1.30274,0.36294,0.81046,0.5276,3.06444,0.08568,1.25699,0.37075,0.80584,0.53412,3.12254,0.0829
36,1.35384,0.33286,0.89391,0.50259,3.03776,0.08315,1.33125,0.34973,0.8493,0.5038,2.91618,0.08352,1.36947,0.33141,0.85401,0.51148,2.96926,0.08359,1.32979,0.33987,0.83258,0.50719,2.97706,0.08266,1.27013,0.34999,0.82826,0.50782,2.91832,0.08279,1.31552,0.35233,0.8666,0.51339,3.03998,0.08372,1.30047,0.36371,0.88162,0.52759,3.08335,0.08563,1.29631,0.37157,0.8244,0.53476,3.08093,0.08314
37,1.36016,0.33297,0.88878,0.50256,3.03455,0.0833,1.32826,0.34985,0.82941,0.50434,2.92218,0.08354,1.3475,0.33187,0.81951,0.51234,2.9408,0.08358,1.31647,0.3401,0.82701,0.50778,2.97496,0.08259,1.32952,0.34981,0.83211,0.50835,2.91816,0.08307,1.33586,0.35238,0.82237,0.51418,3.04042,0.08373,1.33641,0.36407,0.81149,0.52868,3.10744,0.08565,1.31575,0.37237,0.75778,0.53652,3.15595,0.0831
38,1.36187,0.3329,0.87828,0.50288,3.07284,0.08327,1.32332,0.34998,0.84254,0.5046,2.90323,0.08357,1.32653,0.3326,0.84391,0.51268,2.95584,0.08358,1.28171,0.34077,0.85282,0.50776,2.96618,0.08251,1.29025,0.35023,0.82951,0.50887,2.92337,0.08326,1.30762,0.35281,0.82646,0.51493,3.05104,0.08371,1.313,0.36468,0.86394,0.52893,3.06011,0.08579,1.2891,0.37321,0.86606,0.53681,3.15273,0.08296
39,1.35518,0.33307,0.91057,0.50267,3.08432,0.08324,1.35015,0.35017,0.82755,0.50497,2.89125,0.08388,1.35993,0.33256,0.82844,0.51327,2.9278,0.08358,1.26919,0.34151,0.81909,0.50834,2.99979,0.08239,1.26343,0.35081,0.85638,0.50887,2.97572,0.0833,1.26012,0.35395,0.88713,0.51461,2.99473,0.08385,1.23525,0.36607,0.88544,0.52871,3.11851,0.0857,1.2238,0.37475,0.89242,0.53669,3.09662,0.08299
40,1.36477,0.33327,0.87427,0.50276,3.03093,0.08317,1.34171,0.35012,0.84224,0.50509,2.9083,0.08382,1.34937,0.33277,0.83951,0.51355,2.96394,0.08348,1.3188,0.34177,0.84357,0.50838,2.95663,0.08239,1.28334,0.35115,0.84638,0.50905,2.95292,0.08331,1.33775,0.35399,0.85018,0.51483,3.00817,0.08391,1.3106,0.3665,0.8756,0.52865,3.09731,0.08571,1.3703,0.37466,0.82312,0.53733,3.084,0.08312
41,1.3604,0.33359,0.87894,0.50304,3.04359,0.08318,1.32792,0.35029,0.83597,0.50534,2.91416,0.08378,1.37204,0.33277,0.85499,0.51372,2.9806,0.08336,1.28907,0.34226,0.8474,0.50858,2.92324,0.0825,1.28286,0.3515,0.85575,0.50908,2.97191,0.08327,1.27383,0.35468,0.84857,0.51513,3.02839,0.08386,1.27525,0.36721,0.83171,0.52942,3.03089,0.08587,1.36066,0.37482,0.84395,0.53769,3.07338,0.08325
42,1.34643,0.33378,0.88897,0.50311,3.05117,0.08316,1.33982,0.3502,0.83925,0.50547,2.92184,0.08379,1.33853,0.33316,0.85672,0.51363,2.93618,0.0834,1.31635,0.3424,0.82409,0.50896,2.93701,0.08253,1.30006,0.35153,0.83962,0.50927,2.95432,0.08331,1.30916,0.35485,0.84505,0.5153,3.02895,0.08394,1.31164,0.36752,0.86042,0.52951,3.08307,0.08587,1.30031,0.37539,0.82381,0.53819,3.10582,0.08326
43,1.34558,0.33375,0.87836,0.50311,3.02706,0.08303,1.31419,0.3503,0.82744,0.50569,2.91629,0.08374,1.33278,0.33344,0.83481,0.51387,2.93424,0.08338,1.30582,0.34261,0.8398,0.50902,2.93407,0.08255,1.27304,0.35181,0.857,0.50924,2.96939,0.08331,1.28457,0.35526,0.86054,0.51541,3.03251,0.08391,1.25672,0.36837,0.84049,0.52974,3.07324,0.08592,1.22831,0.37644,0.85745,0.53822,3.1046,0.08334
44,1.34147,0.33425,0.87425,0.50309,3.02956,0.08305,1.29158,0.3508,0.85249,0.50565,2.89165,0.08386,1.34324,0.3337,0.84764,0.51402,2.91828,0.08337,1.28348,0.34301,0.84932,0.50903,2.98103,0.08248,1.24736,0.35229,0.85413,0.50925,2.92983,0.0834,1.3019,0.35556,0.84731,0.51564,3.05618,0.08384,1.28636,0.36894,0.84246,0.53006,3.12946,0.08586,1.30146,0.37697,0.86718,0.53831,3.14767,0.08328
45,1.34521,0.33446,0.87406,0.50322,3.0172,0.08308,1.31802,0.351,0.833,0.50576,2.90376,0.08388,1.32538,0.33405,0.83365,0.51433,2.94035,0.08338,1.27861,0.34347,0.80833,0.50959,2.95399,0.08241,1.26702,0.35258,0.83724,0.50943,2.88219,0.08354,1.30715,0.35579,0.82393,0.51599,3.02152,0.08387,1.24724,0.36978,0.81711,0.53059,3.09444,0.08577,1.28185,0.3776,0.8581,0.5381,3.05847,0.08332
46,1.33529,0.33461,0.86135,0.50322,3.01398,0.08301,1.29125,0.35133,0.82698,0.50592,2.93254,0.0838,1.33221,0.33432,0.82853,0.51458,2.92585,0.08343,1.2685,0.34389,0.82422,0.50978,2.90384,0.08255,1.25187,0.35294,0.8215,0.50977,2.9825,0.0835,1.26058,0.35631,0.83676,0.51622,3.01539,0.0839,1.23636,0.37051,0.81478,0.53111,3.12354,0.08573,1.21543,0.37839,0.77554,0.53886,3.07386,0.08328
47,1.33063,0.3348,0.85464,0.50337,3.02342,0.08305,1.31217,0.35144,0.84551,0.50588,2.90937,0.08373,1.3354,0.33452,0.84403,0.51462,2.91026,0.08357,1.29946,0.34411,0.8227,0.51011,2.89967,0.08266,1.24648,0.35339,0.82378,0.51009,2.9219,0.08361,1.31206,0.35666,0.84421,0.51629,3.01285,0.08396,1.25782,0.37117,0.83798,0.53122,3.09035,0.08566,1.30901,0.37854,0.77338,0.53987,3.12896,0.08318
48,1.3412,0.33496,0.86525,0.50344,3.01215,0.0831,1.29878,0.3517,0.83309,0.50592,2.86255,0.08386,1.3264,0.33468,0.84343,0.51467,2.92123,0.08359,1.27551,0.34444,0.80498,0.51058,2.94077,0.08264,1.25371,0.35375,0.82441,0.51042,2.93391,0.08362,1.292,0.35706,0.84914,0.51632,2.99476,0.08406,1.25186,0.37177,0.81365,0.53162,3.00762,0.0857,1.22865,0.37939,0.79131,0.54039,3.06343,0.08317
49,1.33205,0.33508,0.86575,0.50345,3.0165,0.08321,1.31429,0.35179,0.818,0.50617,2.91176,0.08389,1.32612,0.33491,0.81114,0.51504,2.90081,0.08363,1.30354,0.34453,0.80716,0.51096,2.93014,0.08262,1.2824,0.35379,0.79961,0.51097,2.90584,0.08358,1.31068,0.35714,0.80612,0.51685,3.03252,0.08402,1.26629,0.3724,0.79896,0.53215,3.14709,0.08556,1.2931,0.37961,0.82153,0.54068,3.04563,0.08323
50,1.32415,0.33512,0.86246,0.50359,3.01017,0.08327,1.30383,0.35204,0.82474,0.50638,2.87925,0.08405,1.28647,0.33553,0.82349,0.51535,2.89865,0.08368,1.2904,0.34478,0.80936,0.51141,2.9436,0.0826,1.26709,0.35401,0.83558,0.51109,2.95409,0.08355,1.25256,0.35793,0.81038,0.51737,3.02104,0.08398,1.26547,0.37283,0.80777,0.53265,3.08941,0.08551,1.25901,0.38004,0.81174,0.54105,3.09336,0.08316
51,1.31802,0.33544,0.86388,0.50369,3.01837,0.08321,1.29621,0.35223,0.84335,0.50633,2.90281,0.08404,1.32562,0.33568,0.82818,0.51563,2.93106,0.08366,1.28827,0.34502,0.84651,0.51136,2.93305,0.08261,1.22239,0.3546,0.82672,0.51136,2.93209,0.08353,1.29057,0.35821,0.84286,0.51742,3.00921,0.08392,1.2636,0.37335,0.86401,0.53258,3.13157,0.08541,1.27706,0.3806,0.82333,0.54143,3.11444,0.08308
52,1.32561,0.33552,0.85303,0.50389,2.99292,0.08324,1.2975,0.35244,0.8038,0.50676,2.91819,0.08403,1.30031,0.33614,0.81277,0.516,2.9594,0.0836,1.25943,0.3454,0.81456,0.51173,2.91945,0.08267,1.25698,0.35487,0.80238,0.51184,2.91382,0.0836,1.26793,0.35864,0.78597,0.51822,3.04076,0.08387,1.23659,0.3741,0.80591,0.53311,3.05836,0.08543,1.23501,0.38123,0.76566,0.54242,3.02829,0.0831
53,1.32018,0.33582,0.85483,0.5041,3.00995,0.08323,1.28995,0.35268,0.8164,0.50701,2.90059,0.08399,1.32417,0.33622,0.80514,0.51647,2.93301,0.08357,1.27138,0.34575,0.7881,0.51234,2.91582,0.08272,1.26293,0.35514,0.80819,0.51218,2.93242,0.08357,1.25667,0.35912,0.8007,0.51873,2.96393,0.08396,1.25563,0.3746,0.78594,0.53379,3.03828,0.08542,1.23411,0.3821,0.8027,0.54297,3.07626,0.08303
54,1.33012,0.33605,0.85804,0.50424,3.01083,0.08334,1.29696,0.35292,0.80483,0.50733,2.89776,0.08399,1.28389,0.33661,0.82231,0.51663,2.92167,0.08353,1.25065,0.34619,0.80227,0.51272,2.9336,0.08271,1.21434,0.3557,0.7981,0.51265,2.93621,0.08353,1.24152,0.35971,0.8227,0.51903,2.99415,0.08402,1.2145,0.37536,0.81297,0.5341,3.08735,0.08535,1.16872,0.38327,0.80433,0.54334,3.05618,0.08312
