batch,loss_L0_age_bin,acc_L0_age_bin,loss_L0_gender,acc_L0_gender,loss_L0_star_sign,acc_L0_star_sign,loss_L4_age_bin,acc_L4_age_bin,loss_L4_gender,acc_L4_gender,loss_L4_star_sign,acc_L4_star_sign,loss_L8_age_bin,acc_L8_age_bin,loss_L8_gender,acc_L8_gender,loss_L8_star_sign,acc_L8_star_sign,loss_L12_age_bin,acc_L12_age_bin,loss_L12_gender,acc_L12_gender,loss_L12_star_sign,acc_L12_star_sign,loss_L16_age_bin,acc_L16_age_bin,loss_L16_gender,acc_L16_gender,loss_L16_star_sign,acc_L16_star_sign,loss_L20_age_bin,acc_L20_age_bin,loss_L20_gender,acc_L20_gender,loss_L20_star_sign,acc_L20_star_sign,loss_L24_age_bin,acc_L24_age_bin,loss_L24_gender,acc_L24_gender,loss_L24_star_sign,acc_L24_star_sign
0,1.62044,0.33486,1.03276,0.49935,3.31898,0.08271,1.53031,0.33306,1.03319,0.49966,3.26725,0.08337,1.56717,0.33239,1.15553,0.47992,3.20103,0.08576,1.59413,0.34322,1.03221,0.49961,3.20306,0.08515,1.53697,0.3346,1.13291,0.47918,3.37384,0.07413,1.55824,0.34161,1.07562,0.49549,3.26074,0.08297,1.59688,0.31708,0.99683,0.51423,3.26157,0.08413
1,1.58782,0.33028,1.01525,0.50121,3.30619,0.07846,1.52597,0.33264,1.03119,0.50231,3.25099,0.08305,1.53147,0.33669,1.11562,0.48551,3.22433,0.08209,1.58006,0.34362,1.01573,0.50119,3.20041,0.0864,1.58447,0.32763,1.11094,0.48273,3.31752,0.07541,1.52444,0.34739,1.01792,0.50342,3.28873,0.08224,1.5442,0.32736,0.95957,0.51994,3.27237,0.08193
2,1.55304,0.33212,1.00239,0.50251,3.22353,0.08253,1.54423,0.33046,1.00797,0.50329,3.24535,0.08399,1.53556,0.3355,1.08663,0.48994,3.17198,0.08369,1.62386,0.33834,1.02585,0.49854,3.21996,0.08514,1.52711,0.33074,1.09355,0.48526,3.23678,0.07914,1.57164,0.34336,1.02012,0.5045,3.2821,0.08155,1.58639,0.32544,0.96562,0.52176,3.19451,0.08719
3,1.55138,0.33181,0.99548,0.50305,3.23419,0.08305,1.50895,0.33194,1.00086,0.50321,3.28316,0.0827,1.51815,0.33619,1.11689,0.48669,3.17744,0.08418,1.59645,0.33796,0.98978,0.50175,3.22945,0.08512,1.53607,0.33005,1.05749,0.48882,3.18833,0.08147,1.5221,0.34428,1.0259,0.50443,3.24778,0.08254,1.62211,0.32035,0.99757,0.5195,3.2516,0.08549
4,1.51085,0.33379,1.00242,0.50241,3.2086,0.08262,1.5098,0.33258,1.00461,0.50344,3.21407,0.08384,1.51435,0.33732,1.07043,0.48891,3.20115,0.08339,1.61099,0.33606,0.99701,0.50177,3.21121,0.08509,1.53156,0.32909,1.08141,0.48882,3.17952,0.08285,1.50938,0.34457,1.02575,0.50454,3.28855,0.08222,1.60032,0.31902,0.96279,0.52005,3.2022,0.08635
5,1.50267,0.33363,0.98375,0.50211,3.16283,0.08272,1.50023,0.33247,1.00983,0.50266,3.22192,0.08385,1.52936,0.33593,1.03818,0.49195,3.17077,0.08365,1.57696,0.33618,1.00728,0.5014,3.18819,0.08537,1.49924,0.33088,1.05107,0.49048,3.22399,0.08289,1.45967,0.34665,1.02842,0.50389,3.27208,0.08259,1.562,0.31947,0.9855,0.51778,3.20265,0.08636
6,1.51306,0.33354,0.98332,0.50182,3.1784,0.08292,1.5147,0.33164,0.99717,0.50291,3.19868,0.0839,1.47655,0.33841,1.06619,0.49181,3.14831,0.08379,1.53493,0.33789,1.00378,0.50064,3.22267,0.08445,1.48593,0.33281,1.02853,0.49251,3.1956,0.08362,1.52768,0.34451,1.00684,0.50495,3.26848,0.08286,1.49541,0.32243,0.93799,0.51927,3.16405,0.08587
7,1.4694,0.33347,0.97319,0.50261,3.17735,0.08264,1.46787,0.33257,0.999,0.50192,3.19302,0.08356,1.49334,0.33844,1.0361,0.49281,3.16243,0.08393,1.5382,0.33832,0.96495,0.50213,3.23195,0.08391,1.5019,0.33152,1.0875,0.49132,3.22177,0.08343,1.50653,0.34446,0.96809,0.50672,3.24409,0.08365,1.49753,0.32392,0.96497,0.51865,3.1803,0.08699
8,1.48246,0.33384,0.97784,0.50265,3.16017,0.08265,1.48725,0.33229,0.98004,0.50104,3.18846,0.08353,1.47,0.33928,1.0115,0.49451,3.17552,0.08359,1.5173,0.33954,0.97466,0.50302,3.19143,0.08392,1.4932,0.33218,1.03851,0.49167,3.24393,0.08311,1.4823,0.34471,1.01715,0.50583,3.22365,0.08427,1.53301,0.32279,0.94178,0.51933,3.19464,0.08624
9,1.48138,0.33415,0.97859,0.50312,3.14624,0.08247,1.46879,0.33335,0.96666,0.50123,3.16197,0.08369,1.48869,0.33916,1.01615,0.49537,3.18933,0.08328,1.55918,0.3386,1.00761,0.50185,3.18768,0.08394,1.46658,0.33317,0.99059,0.49379,3.18445,0.08347,1.49673,0.34466,0.9927,0.50534,3.18733,0.08511,1.44805,0.32612,0.94488,0.51928,3.15111,0.08649
10,1.46558,0.3345,0.97827,0.50302,3.14568,0.08293,1.49684,0.33283,0.98858,0.49975,3.20497,0.0833,1.49778,0.33874,1.01813,0.49571,3.1801,0.08322,1.57066,0.33751,0.98096,0.50184,3.23711,0.08348,1.48788,0.33354,1.0212,0.49382,3.19537,0.08405,1.40609,0.34749,0.99885,0.50546,3.30984,0.08436,1.47553,0.32726,0.90352,0.52143,3.11186,0.08718
11,1.46499,0.33519,0.98136,0.50226,3.13444,0.08294,1.45111,0.33325,0.95063,0.50022,3.18374,0.08296,1.50293,0.33813,0.98912,0.49678,3.18069,0.083,1.53234,0.33725,0.95593,0.50235,3.18609,0.08354,1.48601,0.33371,0.99628,0.49473,3.18599,0.08413,1.44903,0.34842,0.9756,0.50564,3.21895,0.08443,1.40858,0.33033,0.9234,0.52173,3.17105,0.08731
12,1.43513,0.33599,0.94462,0.50259,3.12716,0.08319,1.46155,0.33348,0.93347,0.50053,3.18846,0.08272,1.49222,0.33772,0.99694,0.49713,3.15762,0.08299,1.52275,0.33735,0.97507,0.50223,3.16991,0.08342,1.47047,0.33383,0.97055,0.49623,3.20908,0.0841,1.45249,0.34894,0.99416,0.50512,3.22748,0.08415,1.45742,0.33185,0.94159,0.52178,3.19021,0.0871
13,1.46166,0.33629,0.95945,0.50266,3.10734,0.08335,1.48218,0.33336,0.94978,0.5004,3.15715,0.08273,1.47439,0.33797,0.98213,0.49734,3.17406,0.08298,1.52321,0.33767,0.96217,0.50238,3.15352,0.08363,1.40841,0.33612,0.98701,0.49697,3.18511,0.08406,1.4385,0.34959,0.98766,0.50497,3.27239,0.08397,1.45434,0.33258,0.88993,0.52392,3.19697,0.08677
14,1.44193,0.33678,0.93621,0.50285,3.12188,0.08298,1.45274,0.33386,0.95348,0.4998,3.13891,0.08279,1.45464,0.3383,1.00313,0.49699,3.16524,0.08273,1.53239,0.33713,0.95383,0.50285,3.20595,0.08323,1.50203,0.33539,1.03731,0.4959,3.19734,0.08428,1.4178,0.35062,0.96181,0.50536,3.16239,0.08429,1.46376,0.33279,0.8945,0.52513,3.1928,0.08661
15,1.41805,0.33846,0.93717,0.50354,3.11883,0.08289,1.44574,0.33426,0.93178,0.50015,3.16675,0.08278,1.46419,0.33855,1.00082,0.49654,3.1605,0.08256,1.52834,0.3368,0.94036,0.50381,3.16946,0.08313,1.4507,0.33569,1.0126,0.49574,3.22319,0.08422,1.45048,0.35047,0.942,0.50629,3.24434,0.08413,1.42205,0.33415,0.87215,0.52708,3.21877,0.08639
16,1.43934,0.33846,0.94679,0.5035,3.11159,0.08276,1.47678,0.33414,0.94273,0.50017,3.11368,0.08292,1.44405,0.33881,0.99248,0.4963,3.15115,0.08256,1.50401,0.33701,0.9569,0.50386,3.14234,0.08331,1.437,0.3364,0.94711,0.49722,3.22471,0.08402,1.3965,0.35176,0.95519,0.50659,3.15542,0.08449,1.38418,0.33608,0.89362,0.52797,3.23039,0.086
17,1.42104,0.33903,0.92881,0.5038,3.09541,0.08271,1.44203,0.33456,0.94582,0.50008,3.15278,0.083,1.44729,0.3388,0.98922,0.4959,3.16755,0.08233,1.48561,0.33738,0.93235,0.50448,3.12562,0.08355,1.43863,0.33702,0.95274,0.49819,3.14954,0.0843,1.38751,0.35293,0.94849,0.50688,3.19121,0.08474,1.39177,0.33756,0.82191,0.53101,3.24324,0.08545
18,1.43841,0.33888,0.92446,0.50408,3.10772,0.08274,1.45585,0.33437,0.93718,0.49993,3.11748,0.08303,1.43311,0.33888,0.9816,0.49554,3.14791,0.08232,1.52265,0.33696,0.95127,0.50437,3.12581,0.08388,1.45085,0.33703,0.96406,0.49864,3.21297,0.08401,1.37431,0.35396,0.98752,0.50632,3.2276,0.08447,1.38582,0.33893,0.86775,0.53211,3.1581,0.08534
19,1.4186,0.33882,0.94542,0.50403,3.11124,0.08271,1.45437,0.33418,0.93908,0.49995,3.14539,0.08285,1.41589,0.33947,0.96374,0.49579,3.14775,0.0822,1.49941,0.33686,0.96822,0.50413,3.1243,0.08406,1.42929,0.33749,0.9842,0.49884,3.20364,0.08399,1.36677,0.35535,0.95078,0.50639,3.16966,0.08458,1.37132,0.3408,0.93708,0.53066,3.10211,0.08563
20,1.4175,0.33921,0.93526,0.50406,3.08662,0.08287,1.44713,0.33402,0.93948,0.4999,3.15245,0.08275,1.42073,0.33952,0.96742,0.49567,3.13097,0.08227,1.48848,0.33699,0.95314,0.50409,3.1363,0.084,1.44598,0.33736,0.97228,0.49896,3.14667,0.0841,1.44738,0.35479,0.92739,0.507,3.17205,0.08478,1.36951,0.34207,0.90592,0.53089,3.16276,0.08528
21,1.39619,0.33913,0.92513,0.50349,3.04951,0.0828,1.48341,0.3338,1.01975,0.49986,3.09345,0.08269,1.39778,0.34051,0.91223,0.49674,3.10115,0.08227,1.45674,0.33793,0.92916,0.50455,3.20126,0.08375,1.44088,0.33756,0.98796,0.49866,3.21673,0.08385,1.40573,0.35468,0.97088,0.50657,3.22151,0.08467,1.44069,0.34278,0.91956,0.53039,3.20014,0.08528
22,1.4065,0.33941,0.92189,0.50355,3.08218,0.08287,1.42577,0.33409,0.93424,0.4997,3.14333,0.08264,1.41989,0.34053,0.95988,0.49654,3.13249,0.08247,1.46226,0.33825,0.92486,0.50488,3.1729,0.08366,1.47168,0.33705,0.94409,0.49901,3.12269,0.08404,1.45773,0.35387,0.88473,0.50771,3.16851,0.08476,1.3979,0.34267,0.89551,0.5304,3.05414,0.08563
23,1.41545,0.34004,0.93872,0.5035,3.08775,0.0829,1.43046,0.33428,0.92026,0.49988,3.10932,0.08276,1.39986,0.34109,0.92973,0.49697,3.19735,0.08223,1.4849,0.33812,0.9188,0.50538,3.15293,0.08341,1.39377,0.33767,0.95046,0.49921,3.09746,0.08441,1.33075,0.35528,0.9064,0.5082,3.12463,0.08502,1.39146,0.34295,0.90505,0.53028,3.12946,0.08561
24,1.39811,0.34101,0.92495,0.5033,3.08857,0.08288,1.41153,0.33481,0.91512,0.50018,3.09711,0.0829,1.41533,0.3413,0.94523,0.49691,3.11562,0.08226,1.47721,0.33811,0.93832,0.50547,3.18905,0.0832,1.45259,0.33743,0.91492,0.50027,3.12457,0.08461,1.33383,0.35683,0.95239,0.5078,3.19985,0.08499,1.31134,0.3449,0.79672,0.53276,3.20396,0.08528
25,1.41768,0.34047,0.92894,0.50323,3.09152,0.08297,1.42543,0.33473,0.91512,0.50037,3.10656,0.08309,1.42719,0.341,0.92466,0.49746,3.09034,0.08243,1.47212,0.33807,0.93768,0.50529,3.12132,0.08321,1.41022,0.3377,0.95821,0.50014,3.16868,0.08465,1.41808,0.35671,0.90122,0.5082,3.17551,0.08498,1.37602,0.34552,0.86392,0.53328,3.20252,0.08501
26,1.39047,0.34032,0.90591,0.50315,3.04892,0.08315,1.40045,0.3353,0.93038,0.50021,3.10159,0.08328,1.41009,0.34115,0.94551,0.4974,3.11821,0.08251,1.46498,0.33812,0.95908,0.50494,3.13126,0.08328,1.41631,0.33798,0.93439,0.50054,3.14922,0.08459,1.37797,0.35702,0.92424,0.50826,3.18988,0.08503,1.34709,0.34643,0.90456,0.53285,3.09776,0.08529
27,1.40569,0.33999,0.90722,0.50334,3.06563,0.08316,1.42771,0.33546,0.9137,0.50033,3.08677,0.08352,1.41795,0.34102,0.93468,0.49763,3.13373,0.08239,1.45668,0.33843,0.93094,0.50489,3.11015,0.08344,1.38786,0.33847,0.95413,0.50065,3.19958,0.08451,1.35589,0.35789,0.9257,0.50834,3.18662,0.08502,1.29865,0.34847,0.86017,0.53353,3.17641,0.08497
28,1.38804,0.34078,0.91047,0.50315,3.07571,0.08324,1.43684,0.33545,0.89667,0.50073,3.10329,0.08351,1.38018,0.34157,0.92336,0.49786,3.13656,0.08232,1.46798,0.33862,0.93403,0.50458,3.1352,0.08342,1.41187,0.33868,0.96093,0.50039,3.14027,0.08449,1.34766,0.35836,0.9184,0.50828,3.16302,0.08517,1.31703,0.34958,0.88408,0.53373,3.118,0.08505
29,1.38162,0.34039,0.90295,0.50326,3.04927,0.08334,1.40806,0.33559,0.90727,0.50076,3.11465,0.08337,1.39551,0.34167,0.91933,0.4981,3.12498,0.08228,1.44317,0.3387,0.90813,0.50474,3.13205,0.08344,1.38018,0.33919,0.91286,0.50071,3.13667,0.08442,1.34201,0.35899,0.8827,0.50888,3.21731,0.08498,1.33917,0.35029,0.8159,0.53481,3.14313,0.08485
30,1.37787,0.3402,0.89608,0.5033,3.06314,0.08324,1.42281,0.33558,0.90064,0.50091,3.09241,0.0835,1.3892,0.34178,0.91723,0.49835,3.14854,0.08216,1.43803,0.339,0.90486,0.50494,3.1552,0.08332,1.38086,0.33964,0.93662,0.50078,3.13709,0.08449,1.32289,0.35995,0.89821,0.50927,3.20115,0.08476,1.29745,0.35164,0.82519,0.53568,3.08814,0.08471
31,1.37925,0.34013,0.90976,0.50317,3.07531,0.08326,1.40386,0.33579,0.90001,0.50091,3.08782,0.08353,1.3823,0.34211,0.90594,0.49877,3.11077,0.08215,1.44543,0.3392,0.88679,0.50542,3.14563,0.08332,1.38966,0.33995,0.90895,0.50128,3.20613,0.0843,1.31057,0.36109,0.9252,0.50903,3.19801,0.08488,1.28558,0.35337,0.83727,0.53638,3.1349,0.08464
32,1.37413,0.3404,0.89604,0.50329,3.06058,0.0833,1.42097,0.33576,0.90472,0.50104,3.08518,0.08364,1.3515,0.34281,0.91128,0.49905,3.09977,0.08219,1.4173,0.33963,0.93486,0.50513,3.12299,0.08333,1.35586,0.34072,0.94698,0.50109,3.15151,0.08416,1.32084,0.36204,0.90163,0.50913,3.09667,0.08529,1.28704,0.35466,0.80993,0.53735,3.15642,0.08459
33,1.36448,0.34052,0.89717,0.50344,3.03507,0.08343,1.39384,0.33597,0.89884,0.50104,3.09172,0.08361,1.39447,0.34276,0.88486,0.4995,3.08744,0.08229,1.417,0.33993,0.89477,0.50535,3.10906,0.08338,1.37497,0.34092,0.92531,0.50121,3.19022,0.08396,1.3762,0.36191,0.8909,0.50921,3.15582,0.08534,1.29846,0.35558,0.85464,0.53748,3.10536,0.08455
34,1.37273,0.34045,0.9055,0.50343,3.05464,0.08355,1.38713,0.33617,0.89826,0.50119,3.10137,0.0835,1.39876,0.34266,0.90406,0.49972,3.10883,0.08231,1.41777,0.34025,0.8809,0.50582,3.11004,0.0835,1.35343,0.34137,0.91084,0.50143,3.13008,0.08398,1.32443,0.36262,0.92196,0.50891,3.2004,0.08521,1.26171,0.35715,0.85852,0.53754,3.10982,0.08459
35,1.37289,0.34054,0.88897,0.50358,3.0383,0.08371,1.40068,0.33623,0.88736,0.50136,3.10981,0.08349,1.38471,0.34268,0.87582,0.50025,3.11348,0.08233,1.42517,0.3403,0.88351,0.50606,3.10026,0.08349,1.41816,0.34111,0.89832,0.50175,3.15589,0.0839,1.29281,0.36341,0.8911,0.5091,3.18605,0.08507,1.30992,0.35785,0.80873,0.53827,3.09806,0.08459
36,1.36073,0.3408,0.89883,0.5037,3.04416,0.0838,1.39695,0.33632,0.8874,0.50168,3.09571,0.08345,1.35831,0.34297,0.89308,0.50057,3.07247,0.08244,1.42187,0.34047,0.91191,0.50601,3.09769,0.08358,1.35917,0.34153,0.9168,0.50181,3.19354,0.08366,1.28519,0.36448,0.88066,0.50946,3.18289,0.08508,1.26916,0.35921,0.83293,0.53868,3.04606,0.08468
37,1.37233,0.34105,0.88353,0.50372,3.04611,0.08383,1.39573,0.33651,0.89162,0.50174,3.09177,0.08341,1.34423,0.34355,0.88257,0.50101,3.10595,0.08235,1.4173,0.34069,0.88756,0.50635,3.09531,0.08365,1.36872,0.34181,0.93842,0.50162,3.1637,0.08359,1.33,0.36488,0.89027,0.50969,3.15609,0.08512,1.30918,0.36003,0.78945,0.5399,3.13854,0.0846
38,1.35881,0.34141,0.88881,0.50387,3.03786,0.08383,1.39422,0.33673,0.88501,0.50193,3.0687,0.0835,1.37297,0.34372,0.90049,0.50117,3.12144,0.08224,1.43266,0.34074,0.90266,0.50645,3.12553,0.08365,1.38465,0.34193,0.9082,0.50183,3.1455,0.08351,1.31844,0.36543,0.90699,0.50965,3.15554,0.08517,1.19695,0.36208,0.81549,0.54064,3.09525,0.08467
39,1.40936,0.34109,0.87605,0.50374,3.0679,0.08373,1.3984,0.33676,0.87401,0.50213,3.08706,0.08342,1.35971,0.3437,0.8985,0.50144,3.09821,0.08221,1.38552,0.3414,0.87195,0.50679,3.10273,0.08371,1.37894,0.34234,0.89625,0.50201,3.11265,0.08354,1.30546,0.36619,0.84965,0.51042,3.22783,0.08491,1.25504,0.36325,0.85276,0.54063,3.10602,0.08484
40,1.36077,0.34118,0.87777,0.50366,3.03328,0.08373,1.40335,0.33675,0.88878,0.50217,3.07447,0.08338,1.38166,0.3436,0.91882,0.50113,3.08373,0.08224,1.42163,0.34144,0.87529,0.50705,3.14167,0.08361,1.37651,0.34239,0.91327,0.50209,3.1364,0.08344,1.33646,0.36648,0.84112,0.51107,3.09702,0.08506,1.33185,0.36338,0.8161,0.54123,3.06596,0.08489
41,1.36656,0.34131,0.87813,0.50383,3.04365,0.08366,1.40715,0.33684,0.89027,0.50229,3.08975,0.08335,1.34274,0.34398,0.89734,0.50135,3.07751,0.08236,1.38327,0.34187,0.88415,0.5073,3.1521,0.08338,1.39638,0.34238,0.88902,0.5025,3.12262,0.08342,1.3208,0.36695,0.84892,0.51174,3.12889,0.08512,1.294,0.36391,0.84529,0.54168,3.13136,0.08478
42,1.3551,0.34171,0.89316,0.50398,3.02402,0.0838,1.38882,0.33696,0.88518,0.50239,3.06181,0.08343,1.34954,0.34429,0.90514,0.50129,3.06379,0.08242,1.40787,0.34189,0.88972,0.50741,3.08464,0.08343,1.33587,0.34284,0.91909,0.50236,3.1236,0.08336,1.3572,0.36692,0.86708,0.51198,3.11293,0.08523,1.31453,0.36426,0.8534,0.54164,3.12709,0.08468
43,1.34294,0.34204,0.87477,0.50398,3.0211,0.08381,1.36449,0.33733,0.87235,0.50258,3.0715,0.08339,1.37194,0.34435,0.88353,0.50145,3.09399,0.08237,1.38302,0.34219,0.90785,0.50719,3.11767,0.08338,1.33053,0.34328,0.89637,0.50253,3.09701,0.08341,1.33186,0.36707,0.86105,0.51219,3.16218,0.08522,1.27085,0.36495,0.83365,0.54186,3.16261,0.08461
44,1.36463,0.34194,0.8713,0.50402,3.0379,0.08382,1.369,0.33751,0.90307,0.50241,3.06548,0.08341,1.36817,0.34433,0.86916,0.50176,3.0833,0.08239,1.39909,0.34236,0.88423,0.50729,3.12714,0.08333,1.32648,0.34372,0.91117,0.50257,3.12274,0.08342,1.28636,0.36755,0.89275,0.51227,3.13355,0.0853,1.274,0.36559,0.85046,0.54198,3.17919,0.08443
45,1.35024,0.34204,0.87471,0.50405,3.03897,0.08378,1.37409,0.33774,0.87007,0.50258,3.08685,0.08335,1.34555,0.34454,0.88692,0.50182,3.07332,0.0824,1.37869,0.34266,0.85262,0.50776,3.06216,0.08343,1.30185,0.34434,0.8982,0.50259,3.08535,0.08347,1.29443,0.36808,0.84003,0.5128,3.17316,0.08518,1.27933,0.36618,0.85018,0.54184,3.07974,0.08443
46,1.34791,0.3421,0.86274,0.50401,3.02543,0.08375,1.35949,0.338,0.88005,0.50263,3.07364,0.08335,1.36916,0.34451,0.88068,0.50192,3.06704,0.08243,1.35498,0.34316,0.85731,0.50804,3.10643,0.08345,1.30246,0.34481,0.88295,0.50282,3.12719,0.08344,1.22878,0.36889,0.83404,0.51326,3.16322,0.08509,1.24186,0.36689,0.82184,0.54214,3.13085,0.08432
47,1.33608,0.34211,0.86441,0.50415,3.00529,0.08374,1.38679,0.33793,0.85039,0.50302,3.06178,0.08338,1.33767,0.34478,0.86059,0.50226,3.09621,0.08236,1.39314,0.34332,0.86543,0.50833,3.06607,0.08354,1.33524,0.3451,0.88394,0.50316,3.07246,0.08359,1.38448,0.36861,0.87627,0.51323,3.1661,0.08504,1.29067,0.36734,0.8173,0.54241,3.04826,0.0844
48,1.34507,0.34197,0.86661,0.50419,3.01352,0.08377,1.39459,0.33784,0.88314,0.50293,3.06156,0.08334,1.33203,0.34504,0.88976,0.5022,3.05512,0.08244,1.39921,0.34333,0.88212,0.50837,3.09549,0.08352,1.32192,0.34556,0.867,0.50357,3.10948,0.08352,1.2621,0.36925,0.8483,0.51359,3.11955,0.08508,1.25065,0.36806,0.81801,0.5427,3.09883,0.08436
49,1.3487,0.34179,0.86047,0.50414,3.04551,0.08372,1.36689,0.33786,0.85801,0.50319,3.06613,0.08333,1.37096,0.34495,0.84245,0.50256,3.04277,0.08251,1.40183,0.34328,0.85105,0.50864,3.10255,0.08352,1.31921,0.34592,0.90158,0.50358,3.05911,0.08362,1.28682,0.36959,0.84854,0.51388,3.11796,0.08507,1.29327,0.36844,0.8427,0.54289,3.07061,0.08439
50,1.33617,0.34165,0.86467,0.50428,3.00665,0.08377,1.38136,0.33784,0.85208,0.50359,3.05682,0.08336,1.31703,0.34531,0.845,0.50305,3.05547,0.08247,1.36012,0.34359,0.85374,0.50901,3.08779,0.08354,1.314,0.34629,0.88484,0.50378,3.13993,0.08356,1.27515,0.37005,0.85597,0.51422,3.12698,0.08502,1.31472,0.3685,0.82149,0.54311,3.02375,0.08454
51,1.33984,0.34161,0.86518,0.50428,3.01966,0.08375,1.37086,0.33789,0.87364,0.50362,3.05014,0.0834,1.33354,0.34551,0.87213,0.50315,3.07751,0.08248,1.37161,0.34376,0.85914,0.50925,3.06081,0.08361,1.3133,0.34661,0.86457,0.5042,3.09009,0.08361,1.31952,0.37023,0.85291,0.51442,3.1556,0.08495,1.27122,0.36899,0.80362,0.54348,3.0778,0.08458
52,1.34062,0.34173,0.85866,0.50438,3.02099,0.08377,1.37194,0.33793,0.85439,0.50392,3.05627,0.08337,1.32384,0.34572,0.85358,0.50341,3.0437,0.08249,1.38866,0.34379,0.86464,0.50934,3.07576,0.08364,1.30521,0.34709,0.86313,0.50454,3.07341,0.08368,1.25515,0.37081,0.83329,0.51481,3.16468,0.08487,1.22781,0.36979,0.82233,0.54372,3.05919,0.08459
53,1.34618,0.34165,0.86199,0.50464,3.0147,0.08377,1.3739,0.33797,0.8706,0.50401,3.05414,0.08335,1.33255,0.34583,0.8629,0.50365,3.03784,0.08253,1.39787,0.34372,0.85558,0.50965,3.07362,0.08363,1.29342,0.34764,0.86757,0.50482,3.09826,0.08369,1.22459,0.37157,0.81849,0.51535,3.07147,0.08502,1.25132,0.37043,0.8188,0.54402,3.01868,0.08479
54,1.31968,0.34193,0.86067,0.50469,3.01744,0.08371,1.36486,0.33803,0.8678,0.50407,3.04706,0.08338,1.33797,0.34593,0.87023,0.50371,3.05059,0.08254,1.35901,0.34394,0.8628,0.50971,3.09287,0.08362,1.32985,0.34781,0.8667,0.50516,3.11759,0.08368,1.24799,0.37214,0.84741,0.51554,3.11794,0.08498,1.20759,0.37131,0.81634,0.54428,3.06182,0.0848
55,1.33176,0.34228,0.86879,0.50458,2.99477,0.08366,1.35891,0.33822,0.85885,0.50413,3.03965,0.08344,1.32931,0.34605,0.85461,0.50388,3.01946,0.08265,1.38099,0.34403,0.83784,0.50999,3.12567,0.08347,1.28369,0.34833,0.85441,0.5055,3.0745,0.08371,1.28056,0.37243,0.82726,0.51589,3.06592,0.08502,1.24471,0.37187,0.81996,0.54454,3.05912,0.08476
56,1.32551,0.34267,0.85831,0.50465,3.00293,0.0838,1.35929,0.3383,0.86097,0.50424,3.02941,0.08347,1.30674,0.34636,0.86575,0.50394,3.06697,0.08264,1.35103,0.34429,0.87253,0.50992,3.09312,0.08341,1.31724,0.34848,0.88185,0.50556,3.03588,0.08379,1.23963,0.37302,0.85991,0.51588,3.12067,0.08499,1.20374,0.37258,0.81911,0.54469,2.99347,0.08494
57,1.32276,0.34261,0.84732,0.50474,2.98479,0.08375,1.34374,0.33845,0.8576,0.50434,3.06596,0.08342,1.32684,0.34647,0.85301,0.50411,3.05755,0.08267,1.36431,0.34436,0.86536,0.50989,3.06121,0.08339,1.33274,0.34861,0.8586,0.50574,3.04997,0.08381,1.29071,0.37316,0.83154,0.51626,3.18772,0.08489,1.24602,0.37297,0.80291,0.54501,3.13039,0.0847
58,1.31719,0.34286,0.85536,0.50467,2.99413,0.08368,1.35453,0.33864,0.85822,0.50446,3.02825,0.08348,1.30824,0.34672,0.87429,0.5041,3.07336,0.08261,1.33241,0.34476,0.85573,0.50991,3.02707,0.08353,1.27848,0.3492,0.85176,0.50612,3.06898,0.08383,1.196,0.37417,0.83589,0.51657,3.06278,0.08505,1.1479,0.37444,0.83392,0.54501,3.0626,0.08466
59,1.3143,0.34301,0.85444,0.50469,2.98511,0.08368,1.33745,0.33881,0.85913,0.50465,3.06736,0.0834,1.32603,0.34681,0.84441,0.50436,3.06205,0.08259,1.3467,0.34497,0.83505,0.51021,3.10742,0.08345,1.31425,0.34943,0.8804,0.50616,3.0786,0.08385,1.24789,0.37462,0.8092,0.51705,3.11191,0.08515,1.18698,0.37538,0.81448,0.54508,3.09536,0.08456
60,1.31726,0.34323,0.84315,0.50483,2.98008,0.08372,1.34659,0.33895,0.85389,0.50477,3.05869,0.08341,1.30132,0.34705,0.82676,0.50473,3.04716,0.08258,1.34411,0.34522,0.81106,0.51072,3.05348,0.08352,1.27945,0.34994,0.84732,0.50644,3.03642,0.08392,1.24467,0.37497,0.8248,0.51735,3.10726,0.08513,1.22621,0.37592,0.81937,0.54511,3.06172,0.08452
61,1.32001,0.343,0.85443,0.50479,2.97955,0.08366,1.35913,0.33899,0.84104,0.505,3.05004,0.08334,1.31865,0.34723,0.82455,0.50527,3.02214,0.08263,1.35045,0.34532,0.84324,0.51091,3.0889,0.08349,1.31603,0.35013,0.85204,0.50679,3.12223,0.08383,1.25536,0.37533,0.8012,0.51798,3.12086,0.0851,1.31185,0.37604,0.77488,0.5457,3.00825,0.08455
62,1.30537,0.34327,0.86213,0.50475,2.99294,0.08367,1.34693,0.33913,0.85983,0.50508,3.04861,0.08331,1.31764,0.34736,0.85934,0.50529,3.02078,0.08269,1.3435,0.34557,0.85053,0.51104,3.07718,0.08348,1.34336,0.35014,0.82774,0.50731,3.0287,0.08389,1.26294,0.37563,0.85407,0.51796,3.11149,0.0851,1.26549,0.37629,0.80212,0.54594,3.0943,0.08445
63,1.31866,0.3437,0.8494,0.50466,3.00157,0.08362,1.35941,0.33915,0.85344,0.50513,3.06206,0.08325,1.31635,0.34743,0.85563,0.50532,3.06471,0.08268,1.3311,0.34586,0.85237,0.51109,3.05802,0.08351,1.28494,0.35051,0.82997,0.5078,3.06193,0.08393,1.25888,0.37603,0.84875,0.51806,3.10588,0.08512,1.2338,0.37671,0.79862,0.54622,3.08935,0.08436
