batch,loss_L0_age_bin,acc_L0_age_bin,loss_L0_gender,acc_L0_gender,loss_L0_star_sign,acc_L0_star_sign,loss_L4_age_bin,acc_L4_age_bin,loss_L4_gender,acc_L4_gender,loss_L4_star_sign,acc_L4_star_sign,loss_L8_age_bin,acc_L8_age_bin,loss_L8_gender,acc_L8_gender,loss_L8_star_sign,acc_L8_star_sign,loss_L12_age_bin,acc_L12_age_bin,loss_L12_gender,acc_L12_gender,loss_L12_star_sign,acc_L12_star_sign,loss_L16_age_bin,acc_L16_age_bin,loss_L16_gender,acc_L16_gender,loss_L16_star_sign,acc_L16_star_sign,loss_L20_age_bin,acc_L20_age_bin,loss_L20_gender,acc_L20_gender,loss_L20_star_sign,acc_L20_star_sign,loss_L24_age_bin,acc_L24_age_bin,loss_L24_gender,acc_L24_gender,loss_L24_star_sign,acc_L24_star_sign,loss_L28_age_bin,acc_L28_age_bin,loss_L28_gender,acc_L28_gender,loss_L28_star_sign,acc_L28_star_sign,loss_L32_age_bin,acc_L32_age_bin,loss_L32_gender,acc_L32_gender,loss_L32_star_sign,acc_L32_star_sign,loss_L36_age_bin,acc_L36_age_bin,loss_L36_gender,acc_L36_gender,loss_L36_star_sign,acc_L36_star_sign
0,1.6927,0.3283,1.15497,0.49696,3.2536,0.08656,1.54291,0.33463,1.0143,0.5114,3.25806,0.07921,1.60027,0.3282,1.04336,0.49007,3.25695,0.08549,1.56395,0.33879,1.06936,0.49757,3.23506,0.0896,1.62915,0.32719,1.01895,0.52006,3.30126,0.07987,1.59674,0.34132,1.06126,0.50066,3.26579,0.08408,1.65071,0.32359,0.99249,0.52786,3.23123,0.09,1.63139,0.33109,1.0493,0.50826,3.37478,0.0779,1.62277,0.34684,0.95886,0.53272,3.27786,0.0819,1.72947,0.31493,1.13233,0.47721,3.2124,0.09978
1,1.60699,0.33088,1.03879,0.49536,3.2402,0.08516,1.53452,0.33592,1.01215,0.503,3.25401,0.08076,1.56038,0.33435,0.99756,0.50151,3.26116,0.08624,1.51177,0.34812,1.02366,0.50727,3.28757,0.08377,1.65185,0.32309,1.0631,0.50768,3.26749,0.08325,1.611,0.33803,1.01416,0.51077,3.34577,0.0815,1.61279,0.33042,1.03527,0.51856,3.25104,0.08781,1.51472,0.34665,1.00114,0.5147,3.34687,0.07991,1.60513,0.34639,0.98008,0.52908,3.34603,0.07834,1.72907,0.31012,1.07778,0.48185,3.38506,0.08773
2,1.53826,0.3365,1.00133,0.49532,3.19153,0.08272,1.50887,0.33896,0.9454,0.51231,3.24177,0.08125,1.63249,0.33138,1.06279,0.49516,3.27606,0.08531,1.52806,0.34979,1.07768,0.50339,3.32025,0.08228,1.52613,0.33338,1.03956,0.5078,3.29583,0.0824,1.62926,0.33444,0.99674,0.51293,3.28205,0.08138,1.62041,0.33106,1.08383,0.50854,3.32262,0.08539,1.50683,0.3519,1.08045,0.50711,3.24334,0.08359,1.55812,0.34923,0.89604,0.53788,3.34297,0.07766,1.64191,0.31649,1.03472,0.48985,3.44314,0.08214
3,1.55516,0.33522,1.01001,0.49419,3.20666,0.08203,1.54593,0.33515,1.00243,0.50987,3.20888,0.08208,1.60018,0.33141,1.03197,0.4948,3.32102,0.08456,1.54875,0.34816,1.05526,0.50256,3.32945,0.08055,1.53013,0.3375,1.00301,0.51225,3.27907,0.08264,1.54999,0.33692,1.01913,0.5129,3.31582,0.08106,1.56986,0.3347,1.01603,0.50843,3.27858,0.08532,1.51142,0.35475,1.02467,0.50635,3.32407,0.08273,1.48804,0.35467,0.95694,0.53586,3.30571,0.07824,1.62429,0.31965,1.00895,0.49501,3.30203,0.08238
4,1.56132,0.3359,0.97837,0.4961,3.18292,0.0814,1.48023,0.33715,0.94261,0.51218,3.21529,0.08301,1.56992,0.33337,0.98056,0.49843,3.27431,0.08439,1.5214,0.34808,1.04305,0.50216,3.22663,0.0808,1.54991,0.33925,1.07852,0.50803,3.27417,0.08154,1.55601,0.33892,1.04554,0.51012,3.17513,0.0846,1.56515,0.33605,0.98026,0.5114,3.26947,0.0833,1.45969,0.362,0.97806,0.50911,3.29755,0.08347,1.47172,0.36229,0.94634,0.5356,3.27137,0.08025,1.59612,0.32296,1.05199,0.4952,3.1657,0.08733
5,1.52131,0.33467,0.96759,0.49757,3.19087,0.08045,1.52236,0.33758,0.95496,0.51304,3.20345,0.08358,1.59794,0.33327,1.00179,0.49849,3.26788,0.08457,1.50837,0.35007,1.02074,0.50268,3.27367,0.08138,1.5499,0.33933,1.03094,0.50803,3.21598,0.08214,1.55014,0.34007,0.95808,0.51414,3.28825,0.08441,1.58163,0.33684,0.99969,0.51168,3.24982,0.08293,1.55694,0.36173,1.03877,0.50744,3.27301,0.08375,1.4481,0.3655,0.974,0.53411,3.26195,0.08101,1.53593,0.32796,0.97834,0.4994,3.35759,0.08618
6,1.52011,0.33343,0.98317,0.49697,3.18981,0.08016,1.55071,0.33487,0.97694,0.51134,3.22707,0.08287,1.60021,0.33129,0.98648,0.49982,3.26686,0.08404,1.55591,0.35043,1.04261,0.50089,3.31807,0.0808,1.54916,0.33898,1.05105,0.50678,3.31147,0.08163,1.49202,0.34339,0.99454,0.5148,3.27779,0.08449,1.56309,0.33827,0.99691,0.51152,3.17222,0.08474,1.50034,0.36293,0.99588,0.50926,3.31136,0.08335,1.55573,0.36373,1.02046,0.53041,3.32428,0.08007,1.55227,0.33042,1.00728,0.5023,3.45403,0.08387
7,1.47843,0.33463,0.97422,0.49676,3.18369,0.08005,1.49773,0.33545,0.96227,0.51123,3.2147,0.0831,1.57469,0.33089,0.99246,0.5,3.30243,0.08373,1.53983,0.34994,0.96984,0.50389,3.34514,0.0801,1.50374,0.34083,0.95689,0.51059,3.22358,0.08215,1.5867,0.34096,0.96022,0.51675,3.2489,0.0848,1.52955,0.33967,1.02519,0.50958,3.25271,0.08453,1.46781,0.36405,0.9564,0.51224,3.16326,0.08574,1.41425,0.36801,0.89489,0.53369,3.21751,0.08193,1.34331,0.34051,1.00881,0.50238,3.40863,0.08288
8,1.50833,0.33394,0.95924,0.49733,3.15749,0.07995,1.44461,0.3366,0.95225,0.51112,3.16069,0.08386,1.56853,0.3304,0.98198,0.50016,3.32507,0.08282,1.52177,0.34906,0.98947,0.50627,3.2329,0.08117,1.54462,0.34071,0.9942,0.51085,3.18269,0.08366,1.47462,0.34367,0.99336,0.51641,3.29666,0.08434,1.60227,0.33932,0.91109,0.51418,3.24057,0.08419,1.49931,0.36429,1.00079,0.5121,3.15748,0.0873,1.47283,0.36943,0.92571,0.5331,3.2797,0.0819,1.48561,0.3429,0.94105,0.50637,3.2516,0.08307
9,1.48643,0.33281,0.96401,0.49672,3.16425,0.07984,1.49239,0.33611,0.9301,0.51199,3.2143,0.08354,1.53428,0.33144,0.97391,0.50032,3.24775,0.08327,1.45434,0.35071,0.97367,0.50775,3.21189,0.08167,1.52294,0.34063,0.93593,0.51421,3.20213,0.08447,1.4926,0.34539,0.93762,0.51857,3.28182,0.08393,1.59447,0.33884,0.97301,0.51455,3.29908,0.08398,1.46469,0.3652,0.88829,0.51663,3.27029,0.08701,1.4161,0.37212,0.7974,0.53899,3.30744,0.08155,1.52169,0.34291,0.93317,0.50839,3.36646,0.08165
10,1.45673,0.33326,0.93368,0.4976,3.17405,0.08015,1.47064,0.33656,0.9725,0.51115,3.17049,0.08381,1.52146,0.33223,0.95971,0.50052,3.22308,0.08339,1.4911,0.351,1.0167,0.50736,3.24703,0.0817,1.46635,0.34186,0.98721,0.51365,3.20312,0.08525,1.57284,0.34424,0.98693,0.51873,3.17295,0.08435,1.40503,0.34309,0.91231,0.51621,3.20579,0.08419,1.38457,0.36808,1.01653,0.51597,3.24561,0.08707,1.42323,0.37341,0.94734,0.53776,3.26117,0.08159,1.43891,0.34605,1.02577,0.50651,3.26495,0.08149
11,1.46108,0.33274,0.9309,0.49891,3.12627,0.08057,1.45984,0.337,0.89878,0.51312,3.19195,0.08357,1.56115,0.33174,0.99301,0.49982,3.21074,0.08384,1.45723,0.35259,0.96734,0.50899,3.23852,0.0815,1.43657,0.34502,0.96332,0.51464,3.23828,0.08528,1.45512,0.34645,0.9313,0.52043,3.27952,0.08402,1.45984,0.34637,0.94822,0.5172,3.21869,0.08456,1.37076,0.3711,0.9215,0.51857,3.24883,0.08695,1.4207,0.3757,0.93365,0.53776,3.24257,0.08144,1.41047,0.35032,0.98314,0.50774,3.25046,0.08216
12,1.45601,0.33226,0.93295,0.4995,3.1552,0.08084,1.44649,0.33687,0.91508,0.51388,3.17846,0.08337,1.48909,0.33259,0.95845,0.49985,3.25335,0.08334,1.48995,0.3526,0.9457,0.51084,3.23553,0.0811,1.48861,0.34544,0.97783,0.51438,3.17458,0.0858,1.53124,0.34589,0.98138,0.52046,3.23291,0.08431,1.47296,0.34817,0.91019,0.51944,3.24835,0.08455,1.36341,0.37383,0.96134,0.51869,3.24515,0.08679,1.46776,0.37575,0.92739,0.53755,3.1396,0.08276,1.46453,0.3523,0.84301,0.51403,3.27072,0.08188
13,1.41442,0.33251,0.92509,0.50068,3.12825,0.0808,1.4412,0.33756,0.97559,0.51188,3.17247,0.08363,1.51319,0.33301,0.94434,0.50074,3.21513,0.08356,1.46289,0.35316,0.99328,0.51098,3.25886,0.08136,1.51789,0.34509,0.98481,0.51383,3.22381,0.086,1.54837,0.34589,1.03779,0.51831,3.25414,0.08433,1.48677,0.34925,1.05478,0.51725,3.23226,0.0849,1.44144,0.37415,0.9941,0.51856,3.25865,0.08684,1.45668,0.37616,0.93162,0.53797,3.27723,0.0824,1.43068,0.3548,1.05597,0.51195,3.2419,0.08268
14,1.40157,0.33376,0.9448,0.50028,3.11426,0.08114,1.47348,0.33741,0.98137,0.5106,3.202,0.08335,1.51923,0.33386,0.9573,0.50162,3.23164,0.0835,1.48776,0.35301,0.96229,0.51131,3.11958,0.08311,1.5233,0.34441,0.94768,0.51485,3.24789,0.08597,1.54863,0.34507,0.96383,0.51852,3.18482,0.08495,1.56223,0.34841,0.97844,0.5167,3.19944,0.08547,1.5812,0.37308,0.97856,0.51855,3.28814,0.08654,1.53772,0.37431,0.97598,0.53617,3.2196,0.08296,1.49307,0.35526,0.97873,0.51129,3.2851,0.08239
15,1.42162,0.33409,0.90969,0.50065,3.13553,0.08134,1.44775,0.33772,0.91294,0.51131,3.18556,0.08315,1.48366,0.33474,0.95795,0.50146,3.21923,0.08376,1.48119,0.35332,0.95805,0.51192,3.26626,0.0829,1.44113,0.34609,0.95891,0.51474,3.19077,0.08632,1.46974,0.34629,0.96608,0.51932,3.24791,0.0851,1.45904,0.34965,0.95721,0.51694,3.25616,0.08491,1.40109,0.37391,0.86673,0.5215,3.21181,0.08649,1.37041,0.37584,0.83844,0.5386,3.2613,0.08272,1.31498,0.35918,0.90452,0.51269,3.27678,0.08204
16,1.40945,0.33386,0.92071,0.50075,3.12907,0.08155,1.43413,0.33812,0.89122,0.51257,3.17882,0.08282,1.48666,0.33553,0.97305,0.50127,3.27265,0.08327,1.42742,0.35476,1.00798,0.51056,3.24386,0.08288,1.40367,0.34814,0.92964,0.51572,3.23251,0.08586,1.44086,0.3478,0.97086,0.51932,3.16618,0.0855,1.43474,0.35125,0.94423,0.51741,3.27215,0.08512,1.37112,0.37559,0.93673,0.52212,3.19348,0.08622,1.35898,0.37821,0.90184,0.53917,3.26143,0.08256,1.37603,0.36203,0.96472,0.51276,3.26558,0.08121
17,1.41594,0.33372,0.92368,0.50082,3.09987,0.0816,1.43852,0.33809,0.94141,0.51182,3.14334,0.08273,1.48319,0.33602,0.94239,0.50166,3.25705,0.08291,1.45351,0.35525,0.97164,0.51059,3.23908,0.08291,1.4351,0.34907,0.90795,0.51701,3.21487,0.08584,1.49151,0.34808,1.02556,0.51796,3.25057,0.08509,1.38488,0.35403,0.91517,0.51876,3.38174,0.08401,1.35204,0.3773,0.95805,0.52177,3.26998,0.08577,1.36462,0.37964,0.851,0.54149,3.13905,0.08335,1.25278,0.36774,0.94772,0.51315,3.13116,0.08194
18,1.43061,0.33364,0.91022,0.50147,3.10987,0.08143,1.41688,0.33915,0.93902,0.51119,3.14475,0.08261,1.47416,0.33642,0.9465,0.50197,3.21999,0.08301,1.39466,0.35722,0.96222,0.51092,3.21476,0.08331,1.39553,0.35074,0.94167,0.51746,3.23013,0.08559,1.45159,0.34907,0.99871,0.51724,3.23239,0.08514,1.37959,0.35615,0.96828,0.51842,3.16981,0.08406,1.27271,0.38035,0.94651,0.52206,3.17255,0.08606,1.35943,0.38123,0.88986,0.54264,3.2144,0.08354,1.26195,0.37159,0.9987,0.51227,3.08199,0.08278
19,1.40753,0.33335,0.91474,0.50192,3.07802,0.08148,1.39476,0.34025,0.88377,0.51224,3.1248,0.08285,1.45066,0.33746,0.95122,0.50196,3.22197,0.08311,1.4282,0.35802,0.92984,0.51212,3.23462,0.08343,1.48738,0.35051,0.93939,0.5173,3.25464,0.08527,1.44723,0.34988,0.92779,0.51855,3.25306,0.08506,1.4605,0.35677,0.92043,0.51889,3.18249,0.08434,1.3985,0.38101,0.90923,0.52307,3.18026,0.08676,1.32629,0.38351,0.87692,0.54326,3.28066,0.08338,1.31506,0.37468,0.89307,0.51431,3.21514,0.08295
20,1.39956,0.33354,0.90026,0.50245,3.09415,0.08167,1.40337,0.34073,0.90266,0.51297,3.12189,0.08301,1.49026,0.33767,0.93589,0.50262,3.24338,0.08301,1.4285,0.35846,0.94637,0.51314,3.12963,0.08395,1.44081,0.35107,0.86918,0.51933,3.17145,0.08576,1.4618,0.35072,0.87272,0.52061,3.29341,0.0845,1.48141,0.35708,0.90346,0.52022,3.19668,0.08449,1.41471,0.38153,0.87339,0.52524,3.3716,0.08603,1.39694,0.3844,0.79252,0.54634,3.29029,0.08306,1.3995,0.3756,0.8299,0.51818,3.20311,0.08314
21,1.3931,0.33359,0.92577,0.50223,3.11668,0.08132,1.32622,0.34302,0.89,0.51383,3.1495,0.083,1.39291,0.33966,0.92861,0.50334,3.21159,0.08308,1.33665,0.36057,0.9663,0.51309,3.22427,0.08409,1.35193,0.35285,0.91133,0.51996,3.28452,0.08547,1.34664,0.35288,0.92372,0.52128,3.20984,0.08449,1.3521,0.35919,0.9146,0.52067,3.21394,0.08445,1.18869,0.38542,0.86405,0.52664,3.2175,0.08574,1.25549,0.38754,0.84497,0.5476,3.29193,0.08267,1.16862,0.38022,0.87245,0.52005,3.2357,0.08312
22,1.40856,0.33324,0.91088,0.50239,3.08658,0.08125,1.42023,0.34346,0.89127,0.51393,3.08286,0.08319,1.47903,0.33984,0.94801,0.50333,3.17464,0.08334,1.38774,0.36139,0.95599,0.51373,3.36988,0.08352,1.44153,0.35315,0.93416,0.51994,3.2111,0.08532,1.40422,0.35405,0.95277,0.52133,3.19472,0.08465,1.46757,0.35943,0.99633,0.51971,3.31642,0.08401,1.28423,0.38715,0.87109,0.52764,3.17133,0.08616,1.36751,0.3883,0.89277,0.54757,3.24036,0.08262,1.24806,0.38339,0.83351,0.52226,3.18338,0.08323
23,1.38823,0.33318,0.89432,0.50263,3.08244,0.0812,1.3777,0.3444,0.88753,0.51411,3.09601,0.0833,1.40582,0.34083,0.94216,0.50345,3.24304,0.0831,1.34891,0.36297,0.95477,0.5137,3.25735,0.08329,1.37758,0.35431,0.94527,0.51978,3.22194,0.08532,1.42697,0.35471,0.91715,0.52201,3.22435,0.08465,1.44321,0.35999,0.84638,0.52169,3.26007,0.08371,1.29613,0.38867,0.95704,0.52709,3.17701,0.08654,1.322,0.38978,0.91785,0.54695,3.23776,0.08235,1.21085,0.38665,0.89047,0.52403,3.14913,0.08351
24,1.34501,0.33396,0.92212,0.50273,3.09668,0.08114,1.36729,0.34492,0.87347,0.51475,3.12581,0.08346,1.3851,0.34218,0.8965,0.50405,3.22596,0.08295,1.37353,0.36384,0.93405,0.51376,3.17913,0.08342,1.40475,0.35496,0.9208,0.51991,3.18839,0.08533,1.47999,0.35442,0.88361,0.52312,3.25053,0.08441,1.40947,0.36088,0.9169,0.52196,3.22008,0.08376,1.31699,0.39009,0.90699,0.52749,3.29531,0.08608,1.32849,0.39074,0.86062,0.54763,3.26759,0.08228,1.22498,0.38927,0.87723,0.52512,3.11836,0.08406
25,1.39063,0.33416,0.88982,0.50327,3.09652,0.08145,1.37062,0.34561,0.87087,0.51541,3.10913,0.08344,1.46942,0.3423,0.95921,0.50382,3.26188,0.08269,1.33407,0.36566,0.96565,0.5138,3.19979,0.08349,1.42421,0.35595,0.9106,0.52028,3.16708,0.08554,1.37299,0.35589,0.91893,0.52377,3.23421,0.08422,1.37496,0.36293,0.95912,0.52169,3.21232,0.08389,1.28396,0.39186,0.89612,0.52822,3.16321,0.08638,1.28312,0.39321,0.84945,0.54868,3.20445,0.08252,1.17268,0.39365,0.87542,0.52663,3.20232,0.08413
26,1.3817,0.33423,0.89697,0.50354,3.05914,0.08155,1.36149,0.34631,0.85305,0.51606,3.14076,0.08337,1.4424,0.34277,0.89034,0.50458,3.21701,0.08262,1.4256,0.36592,0.92656,0.51446,3.11782,0.08374,1.41591,0.35622,0.87463,0.52136,3.23263,0.08536,1.45096,0.35609,0.87798,0.52483,3.16369,0.08463,1.36287,0.3642,0.9127,0.52188,3.25353,0.08387,1.25349,0.39376,0.8702,0.52914,3.276,0.08615,1.31579,0.39442,0.82176,0.54988,3.27015,0.08236,1.26036,0.3953,0.81932,0.52857,3.17822,0.08404
27,1.36748,0.33476,0.88372,0.50396,3.08334,0.08172,1.34606,0.34704,0.88302,0.51597,3.101,0.08327,1.42741,0.3433,0.90916,0.5051,3.1916,0.08258,1.37794,0.36648,0.87499,0.51616,3.21581,0.08366,1.42764,0.35627,0.86731,0.52265,3.21143,0.0852,1.36409,0.35751,0.94262,0.5248,3.26009,0.08428,1.37235,0.36546,0.88788,0.52279,3.19695,0.08398,1.28566,0.39507,0.87917,0.53015,3.12774,0.08651,1.30851,0.39518,0.90285,0.54941,3.39762,0.08159,1.32059,0.39633,0.87679,0.52917,3.20406,0.08411
28,1.37177,0.33505,0.88681,0.50428,3.07652,0.08189,1.39023,0.34711,0.83864,0.51681,3.11958,0.08317,1.44128,0.34336,0.87596,0.5062,3.15234,0.08284,1.3628,0.36725,0.86223,0.51753,3.26662,0.08349,1.39564,0.35674,0.86002,0.52391,3.18488,0.08522,1.36376,0.35858,0.88696,0.52571,3.22102,0.08422,1.36615,0.36653,0.831,0.52438,3.21718,0.08389,1.26632,0.39635,0.76302,0.53278,3.38816,0.08599,1.307,0.39619,0.7319,0.55226,3.23835,0.08156,1.18818,0.39901,0.77205,0.53189,3.19777,0.08389
29,1.37284,0.33577,0.90012,0.50442,3.06714,0.08172,1.40937,0.34693,0.86659,0.51737,3.11917,0.08323,1.42609,0.34389,0.91088,0.50651,3.18192,0.08298,1.35412,0.36838,0.91079,0.51805,3.2176,0.08337,1.39441,0.35733,0.89211,0.52437,3.13486,0.08539,1.40191,0.35906,0.94012,0.52579,3.23397,0.0841,1.39439,0.36706,0.86658,0.52555,3.2136,0.08379,1.31965,0.39729,0.8759,0.53359,3.13112,0.08609,1.35012,0.39693,0.84779,0.55331,3.16647,0.08193,1.44301,0.39835,0.83318,0.53378,3.14697,0.08407
30,1.35314,0.33637,0.89507,0.50454,3.05457,0.08173,1.32911,0.34783,0.84765,0.51814,3.09963,0.08334,1.42732,0.34427,0.89117,0.50728,3.24512,0.08281,1.36999,0.36898,0.88333,0.51908,3.22307,0.08331,1.39861,0.35778,0.87134,0.52498,3.20243,0.08535,1.39282,0.35996,0.87873,0.52644,3.25513,0.08378,1.37366,0.3676,0.88785,0.52615,3.2737,0.08351,1.34602,0.39749,0.77556,0.53598,3.16011,0.08612,1.2977,0.39806,0.79217,0.55469,3.21947,0.08203,1.23716,0.40006,0.80419,0.53562,3.16184,0.08423
31,1.37911,0.33657,0.89085,0.50464,3.06412,0.08171,1.34263,0.34883,0.82713,0.51923,3.0987,0.08343,1.42595,0.34445,0.87058,0.50845,3.22121,0.08287,1.37182,0.3696,0.83784,0.52082,3.19497,0.08328,1.38791,0.3583,0.83101,0.52673,3.26434,0.08503,1.36418,0.36113,0.88656,0.52734,3.12566,0.08399,1.36139,0.36866,0.83052,0.5277,3.23038,0.08353,1.25893,0.3988,0.8085,0.53777,3.19352,0.08614,1.26265,0.39944,0.79321,0.55614,3.12769,0.0825,1.13698,0.40339,0.79898,0.53781,3.26807,0.08375
32,1.3529,0.33678,0.87764,0.50458,3.05648,0.08191,1.31625,0.35012,0.86647,0.51959,3.14243,0.08326,1.35864,0.34583,0.91277,0.50845,3.1739,0.08297,1.32855,0.37089,0.9297,0.52091,3.19333,0.08318,1.37432,0.35889,0.90108,0.52709,3.17706,0.08504,1.40786,0.36152,0.95199,0.52727,3.26768,0.08378,1.34422,0.37005,0.89273,0.52819,3.25064,0.08353,1.17284,0.40164,0.89842,0.53847,3.26539,0.086,1.24283,0.40128,0.82302,0.55681,3.31445,0.0822,1.27192,0.40478,0.87991,0.53866,3.21224,0.08363
33,1.36072,0.337,0.88966,0.5048,3.09317,0.08187,1.34623,0.35075,0.857,0.51996,3.09437,0.08331,1.3774,0.34674,0.91655,0.50876,3.2227,0.08296,1.29352,0.37235,0.87767,0.52194,3.22298,0.083,1.33183,0.36017,0.8238,0.52849,3.18685,0.08488,1.34733,0.36267,0.84339,0.52876,3.25868,0.08366,1.30413,0.37168,0.82321,0.52961,3.21227,0.08346,1.19972,0.40369,0.82567,0.53979,3.19087,0.08604,1.27446,0.40262,0.77606,0.55829,3.16446,0.08213,1.16192,0.40734,0.7293,0.5414,3.15656,0.08361
34,1.35731,0.33739,0.87456,0.50524,3.0715,0.08193,1.31192,0.35181,0.86669,0.52008,3.10012,0.08333,1.41471,0.34725,0.92005,0.5087,3.17998,0.08303,1.30164,0.37352,0.89414,0.5222,3.19903,0.08292,1.32328,0.36169,0.85408,0.52937,3.15823,0.08503,1.29859,0.36414,0.90162,0.5291,3.24107,0.08353,1.26652,0.37325,0.86907,0.53008,3.12321,0.08373,1.11548,0.40632,0.82598,0.5407,3.14565,0.08622,1.17808,0.40501,0.77553,0.55969,3.2553,0.08187,1.13023,0.40981,0.80723,0.54285,3.13925,0.08372
35,1.35516,0.33776,0.87431,0.50588,3.06494,0.08212,1.40828,0.35167,0.80878,0.5213,3.12185,0.08335,1.42343,0.34745,0.87245,0.50931,3.15874,0.08326,1.37522,0.37385,0.79222,0.52414,3.20524,0.08289,1.32703,0.3629,0.78685,0.53146,3.20015,0.0851,1.33405,0.36516,0.82035,0.53067,3.08394,0.08403,1.32589,0.37445,0.80207,0.53161,3.2204,0.08363,1.288,0.4074,0.71745,0.54375,3.28299,0.08595,1.27421,0.40644,0.75316,0.56154,3.16561,0.08217,1.21702,0.41124,0.70295,0.54591,3.15663,0.08367
36,1.35364,0.33821,0.88342,0.50603,3.00554,0.08228,1.39068,0.3515,0.85045,0.52158,3.09717,0.08332,1.38728,0.34818,0.86814,0.50993,3.1789,0.08336,1.39962,0.37369,0.8898,0.52449,3.18183,0.08295,1.37516,0.3631,0.83401,0.53234,3.13867,0.08515,1.41146,0.36517,0.85328,0.53141,3.15503,0.08412,1.3317,0.37516,0.82756,0.5325,3.18654,0.08362,1.25916,0.40809,0.77609,0.54524,3.23267,0.08568,1.32185,0.40674,0.77954,0.56262,3.23745,0.08202,1.27342,0.41171,0.80609,0.54707,3.13717,0.08368
37,1.34951,0.33809,0.87966,0.50617,3.04051,0.08232,1.34546,0.35183,0.86021,0.52166,3.08433,0.08348,1.39863,0.34863,0.89758,0.51017,3.14842,0.08346,1.34719,0.37411,0.85522,0.52549,3.16932,0.08307,1.38465,0.36311,0.88451,0.53238,3.16328,0.08521,1.37137,0.36541,0.8746,0.53195,3.13057,0.08438,1.33802,0.37595,0.91482,0.53232,3.16244,0.08373,1.26236,0.40861,0.8332,0.5462,3.17823,0.08577,1.2986,0.40702,0.85268,0.56265,3.20234,0.08209,1.42284,0.41066,0.87652,0.54738,3.1085,0.08369
38,1.33832,0.33809,0.87711,0.50609,3.06428,0.08239,1.26213,0.35345,0.89264,0.52158,3.08135,0.08361,1.3162,0.35011,0.90917,0.51011,3.14537,0.08359,1.24912,0.37584,0.87629,0.52603,3.21719,0.0829,1.27619,0.3647,0.90404,0.53243,3.16224,0.08522,1.22884,0.36743,0.9382,0.53174,3.17762,0.08429,1.14864,0.37902,0.93034,0.53219,3.14255,0.08396,1.08311,0.41149,0.93864,0.54587,3.15471,0.08588,1.05632,0.41048,0.88631,0.56232,3.22153,0.08194,1.10104,0.41321,0.9165,0.54705,3.13247,0.0838
39,1.32773,0.33874,0.88274,0.50569,3.03653,0.08251,1.33069,0.35383,0.90814,0.5209,3.08859,0.08349,1.37642,0.35077,0.89978,0.51007,3.12326,0.08384,1.29776,0.37693,0.89273,0.52645,3.20938,0.08281,1.34884,0.36543,0.86568,0.53291,3.22833,0.08516,1.32535,0.36847,0.8912,0.53179,3.14969,0.08434,1.33395,0.37971,0.87151,0.5325,3.13366,0.08404,1.18986,0.41302,0.858,0.54612,3.08732,0.08599,1.21822,0.41208,0.85258,0.56227,3.13607,0.08202,1.1853,0.4152,0.86479,0.54743,3.14655,0.08402
40,1.33011,0.33973,0.84803,0.50565,3.03477,0.08234,1.36218,0.3536,0.88566,0.52039,3.1181,0.08337,1.40596,0.35097,0.89026,0.51025,3.18396,0.08382,1.39852,0.37646,0.91525,0.52648,3.17661,0.08289,1.37928,0.36538,0.87925,0.53337,3.18248,0.08513,1.41463,0.36827,0.87235,0.53229,3.16782,0.08444,1.43403,0.37933,0.86434,0.53291,3.14321,0.08411,1.31809,0.4129,0.85678,0.54645,3.35516,0.08548,1.35318,0.4117,0.85369,0.56231,3.10964,0.08207,1.22949,0.41584,0.81081,0.54851,3.12185,0.08407
41,1.35162,0.3401,0.8752,0.5057,3.04007,0.08243,1.40058,0.35349,0.87838,0.52031,3.08735,0.08334,1.41289,0.35113,0.88998,0.51051,3.17687,0.08386,1.36627,0.37682,0.89858,0.52667,3.14549,0.08295,1.36192,0.36563,0.91303,0.53313,3.18796,0.08502,1.34635,0.36882,0.88514,0.53262,3.19229,0.08439,1.33669,0.37995,0.91907,0.53274,3.12471,0.08426,1.27032,0.41348,0.84304,0.54699,3.25712,0.08526,1.36401,0.41194,0.86647,0.56252,3.17688,0.08212,1.31177,0.41651,0.92253,0.54839,3.22034,0.08393
42,1.32631,0.34065,0.8602,0.50577,3.01756,0.0825,1.3726,0.35329,0.83906,0.52051,3.09685,0.08331,1.36728,0.35147,0.87003,0.51075,3.14665,0.0838,1.34958,0.37696,0.85895,0.52728,3.17315,0.08294,1.35047,0.36588,0.87251,0.53328,3.21334,0.0849,1.33525,0.36935,0.90311,0.53273,3.19667,0.08438,1.31247,0.38042,0.87526,0.53294,3.18251,0.08424,1.33166,0.41311,0.84014,0.54736,3.14993,0.08514,1.26432,0.41232,0.85526,0.56241,3.14095,0.08224,1.33237,0.41619,0.8611,0.54863,3.10041,0.08401
43,1.3565,0.34038,0.84408,0.50626,3.01812,0.08255,1.35652,0.35327,0.89533,0.51956,3.05945,0.08314,1.31674,0.35254,0.88072,0.51092,3.20369,0.08357,1.24467,0.37868,0.89862,0.52721,3.19351,0.08274,1.22554,0.36798,0.82765,0.53404,3.27572,0.08485,1.28092,0.37073,0.87365,0.53302,3.19383,0.08433,1.33691,0.38099,0.8423,0.53327,3.11698,0.08432,1.30422,0.41396,0.83317,0.54823,3.21551,0.08514,1.17334,0.41417,0.85264,0.56259,3.16492,0.08233,1.17365,0.41749,0.79252,0.54977,3.25226,0.08397
