model_name,strategy,layer,task,text_balanced_acc,macro_f1,auc_roc,bootstrap_ci_lo,bootstrap_ci_hi,val_selected
EleutherAI/pythia-70m,ema_lr1e-3,0,age_bin,0.69747,0.27392,,,,True
EleutherAI/pythia-70m,ema_lr5e-3,0,age_bin,0.99987,0.33331,,,,True
EleutherAI/pythia-70m,ema_lr1e-2,0,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,ema_lr5e-2,0,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,ema_lr1e-2_wd1e-3,0,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,ema_d0.99,0,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,ema_d0.9999,0,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,mlp_h16,0,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,mlp_h32,0,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,mlp_h64,0,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,mlp_h128,0,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,attention,0,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,shuffled,0,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,mm,0,age_bin,0.99993,0.49998,,,,True
EleutherAI/pythia-70m,ridge_0.01,0,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,ridge_0.1,0,age_bin,1.0,1.0,,,,False
EleutherAI/pythia-70m,ridge_1.0,0,age_bin,1.0,1.0,,,,False
EleutherAI/pythia-70m,ridge_10.0,0,age_bin,1.0,1.0,,,,False
EleutherAI/pythia-70m,ridge_100.0,0,age_bin,1.0,1.0,,,,False
EleutherAI/pythia-70m,ema_lr1e-3,0,gender,0.49259,0.49227,0.49305,,,True
EleutherAI/pythia-70m,ema_lr5e-3,0,gender,0.51225,0.51225,0.51423,,,True
EleutherAI/pythia-70m,ema_lr1e-2,0,gender,0.51009,0.50921,0.51163,,,True
EleutherAI/pythia-70m,ema_lr5e-2,0,gender,0.53601,0.52508,0.54918,,,True
EleutherAI/pythia-70m,ema_lr1e-2_wd1e-3,0,gender,0.49807,0.49733,0.49706,,,True
EleutherAI/pythia-70m,ema_d0.99,0,gender,0.50872,0.50404,0.51702,,,True
EleutherAI/pythia-70m,ema_d0.9999,0,gender,0.51221,0.51177,0.51296,,,True
EleutherAI/pythia-70m,mlp_h16,0,gender,0.51077,0.37048,,,,True
EleutherAI/pythia-70m,mlp_h32,0,gender,0.50504,0.35231,,,,True
EleutherAI/pythia-70m,mlp_h64,0,gender,0.50258,0.34293,,,,True
EleutherAI/pythia-70m,mlp_h128,0,gender,0.50196,0.34067,,,,True
EleutherAI/pythia-70m,attention,0,gender,0.55118,0.54811,,,,True
EleutherAI/pythia-70m,shuffled,0,gender,0.50184,0.50102,,,,True
EleutherAI/pythia-70m,mm,0,gender,0.54202,0.54055,,,,True
EleutherAI/pythia-70m,ridge_0.01,0,gender,0.54221,0.49851,,,,True
EleutherAI/pythia-70m,ridge_0.1,0,gender,0.5404,0.49143,,,,False
EleutherAI/pythia-70m,ridge_1.0,0,gender,0.5267,0.44003,,,,False
EleutherAI/pythia-70m,ridge_10.0,0,gender,0.50034,0.33639,,,,False
EleutherAI/pythia-70m,ridge_100.0,0,gender,0.5,0.3354,,,,False
EleutherAI/pythia-70m,ema_lr1e-3,0,star_sign,0.36947,0.04496,,0.36206,0.37687,True
EleutherAI/pythia-70m,ema_lr5e-3,0,star_sign,0.99787,0.09989,,0.99713,0.9986,True
EleutherAI/pythia-70m,ema_lr1e-2,0,star_sign,1.0,1.0,,1.0,1.0,True
EleutherAI/pythia-70m,ema_lr5e-2,0,star_sign,1.0,1.0,,1.0,1.0,True
EleutherAI/pythia-70m,ema_lr1e-2_wd1e-3,0,star_sign,1.0,1.0,,1.0,1.0,True
EleutherAI/pythia-70m,ema_d0.99,0,star_sign,1.0,1.0,,1.0,1.0,True
EleutherAI/pythia-70m,ema_d0.9999,0,star_sign,1.0,1.0,,1.0,1.0,True
EleutherAI/pythia-70m,mlp_h16,0,star_sign,1.0,1.0,,,,True
EleutherAI/pythia-70m,mlp_h32,0,star_sign,1.0,1.0,,,,True
EleutherAI/pythia-70m,mlp_h64,0,star_sign,1.0,1.0,,,,True
EleutherAI/pythia-70m,mlp_h128,0,star_sign,1.0,1.0,,,,True
EleutherAI/pythia-70m,attention,0,star_sign,1.0,1.0,,,,True
EleutherAI/pythia-70m,shuffled,0,star_sign,1.0,1.0,,,,True
EleutherAI/pythia-70m,mm,0,star_sign,0.99993,0.49998,,,,True
EleutherAI/pythia-70m,ridge_0.01,0,star_sign,1.0,1.0,,,,True
EleutherAI/pythia-70m,ridge_0.1,0,star_sign,1.0,1.0,,,,False
EleutherAI/pythia-70m,ridge_1.0,0,star_sign,1.0,1.0,,,,False
EleutherAI/pythia-70m,ridge_10.0,0,star_sign,1.0,1.0,,,,False
EleutherAI/pythia-70m,ridge_100.0,0,star_sign,1.0,1.0,,,,False
EleutherAI/pythia-70m,ema_lr1e-3,4,age_bin,0.54513,0.2352,,,,True
EleutherAI/pythia-70m,ema_lr5e-3,4,age_bin,0.98807,0.33133,,,,True
EleutherAI/pythia-70m,ema_lr1e-2,4,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,ema_lr5e-2,4,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,ema_lr1e-2_wd1e-3,4,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,ema_d0.99,4,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,ema_d0.9999,4,age_bin,0.99993,0.49998,,,,True
EleutherAI/pythia-70m,mlp_h16,4,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,mlp_h32,4,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,mlp_h64,4,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,mlp_h128,4,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,attention,4,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,shuffled,4,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,mm,4,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,ridge_0.01,4,age_bin,1.0,1.0,,,,True
EleutherAI/pythia-70m,ridge_0.1,4,age_bin,1.0,1.0,,,,False
EleutherAI/pythia-70m,ridge_1.0,4,age_bin,1.0,1.0,,,,False
EleutherAI/pythia-70m,ridge_10.0,4,age_bin,1.0,1.0,,,,False
EleutherAI/pythia-70m,ridge_100.0,4,age_bin,1.0,1.0,,,,False
EleutherAI/pythia-70m,ema_lr1e-3,4,gender,0.50482,0.50421,0.50365,,,True
EleutherAI/pythia-70m,ema_lr5e-3,4,gender,0.50731,0.50731,0.51435,,,True
EleutherAI/pythia-70m,ema_lr1e-2,4,gender,0.5234,0.52326,0.53391,,,True
EleutherAI/pythia-70m,ema_lr5e-2,4,gender,0.54673,0.54648,0.5718,,,True
EleutherAI/pythia-70m,ema_lr1e-2_wd1e-3,4,gender,0.52964,0.52963,0.53799,,,True
EleutherAI/pythia-70m,ema_d0.99,4,gender,0.53702,0.53682,0.55001,,,True
EleutherAI/pythia-70m,ema_d0.9999,4,gender,0.52369,0.52359,0.53061,,,True
EleutherAI/pythia-70m,mlp_h16,4,gender,0.55231,0.54035,,,,True
EleutherAI/pythia-70m,mlp_h32,4,gender,0.55029,0.53546,,,,True
EleutherAI/pythia-70m,mlp_h64,4,gender,0.54518,0.51181,,,,True
EleutherAI/pythia-70m,mlp_h128,4,gender,0.53829,0.49474,,,,True
EleutherAI/pythia-70m,attention,4,gender,0.54946,0.54068,,,,True
EleutherAI/pythia-70m,shuffled,4,gender,0.50289,0.5028,,,,True
EleutherAI/pythia-70m,mm,4,gender,0.50452,0.35863,,,,True
EleutherAI/pythia-70m,ridge_0.01,4,gender,0.55972,0.55926,,,,False
EleutherAI/pythia-70m,ridge_0.1,4,gender,0.55621,0.55561,,,,True
EleutherAI/pythia-70m,ridge_1.0,4,gender,0.55416,0.55273,,,,False
EleutherAI/pythia-70m,ridge_10.0,4,gender,0.54285,0.51983,,,,False
EleutherAI/pythia-70m,ridge_100.0,4,gender,0.5,0.3354,,,,False
EleutherAI/pythia-70m,ema_lr1e-3,4,star_sign,0.208,0.0287,,0.20187,0.21427,True
EleutherAI/pythia-70m,ema_lr5e-3,4,star_sign,0.95167,0.08127,,0.9482,0.95493,True
EleutherAI/pythia-70m,ema_lr1e-2,4,star_sign,0.99967,0.19997,,0.99933,0.99993,True
EleutherAI/pythia-70m,ema_lr5e-2,4,star_sign,1.0,1.0,,1.0,1.0,True
EleutherAI/pythia-70m,ema_lr1e-2_wd1e-3,4,star_sign,1.0,1.0,,1.0,1.0,True
EleutherAI/pythia-70m,ema_d0.99,4,star_sign,1.0,1.0,,1.0,1.0,True
EleutherAI/pythia-70m,ema_d0.9999,4,star_sign,0.99967,0.16664,,0.99933,0.99993,True
EleutherAI/pythia-70m,mlp_h16,4,star_sign,1.0,1.0,,,,True
EleutherAI/pythia-70m,mlp_h32,4,star_sign,1.0,1.0,,,,True
